english,japanese,detail
cent,セント,セントを表す基本語。文脈で意味が広がる。
production,生み出すこと,生み出すことを表す基本語。文脈で意味が広がる。
market,市場,市場を表す基本語。文脈で意味が広がる。
although,ではあるが,ではあるがを表す基本語。文脈で意味が広がる。
claim,を要求する,を要求するを表す基本語。文脈で意味が広がる。
apply,を適用する,を適用するを表す基本語。文脈で意味が広がる。
establish,を設立する,を設立するを表す基本語。文脈で意味が広がる。
air,空気,空気を表す基本語。文脈で意味が広がる。
necessary,必要な,必要なを表す基本語。文脈で意味が広がる。
remain,残る,残るを表す基本語。文脈で意味が広がる。
south,南,南を表す基本語。文脈で意味が広がる。
function,儀式,儀式を表す基本語。文脈で意味が広がる。
though,にもかかわらず,にもかかわらずを表す基本語。文脈で意味が広がる。
therefore,それゆえ,それゆえを表す基本語。文脈で意味が広がる。
association,交際,交際を表す基本語。文脈で意味が広がる。
trade,商業,商業を表す基本語。文脈で意味が広がる。
evidence,証拠,証拠を表す基本語。文脈で意味が広がる。
rather,いくぶん,いくぶんを表す基本語。文脈で意味が広がる。
allow,を許す,を許すを表す基本語。文脈で意味が広がる。
common,共通の,共通のを表す基本語。文脈で意味が広がる。
source,水源,水源を表す基本語。文脈で意味が広がる。
unit,構成単位,構成単位を表す基本語。文脈で意味が広がる。
fall,落下する,落下するを表す基本語。文脈で意味が広がる。
pass,通り過ぎる,通り過ぎるを表す基本語。文脈で意味が広がる。
structure,建造物,建造物を表す基本語。文脈で意味が広がる。
political,国家の,国家のを表す基本語。文脈で意味が広がる。
patient,忍耐強い,忍耐強いを表す基本語。文脈で意味が広がる。
complete,全部の,全部のを表す基本語。文脈で意味が広がる。
whole,全体の,全体のを表す基本語。文脈で意味が広がる。
next,次の,次のを表す基本語。文脈で意味が広がる。
north,北,北を表す基本語。文脈で意味が広がる。
exist,存在する,存在するを表す基本語。文脈で意味が広がる。
indicate,の表れである,の表れであるを表す基本語。文脈で意味が広がる。
offer,を申し出る,を申し出るを表す基本語。文脈で意味が広がる。
statement,声明すること,声明することを表す基本語。文脈で意味が広がる。
third,第3番目の,第3番目のを表す基本語。文脈で意味が広がる。
nature,自然,自然を表す基本語。文脈で意味が広がる。
represent,を表す,を表すを表す基本語。文脈で意味が広がる。
range,幅,幅を表す基本語。文脈で意味が広がる。
direct,まっすぐな,まっすぐなを表す基本語。文脈で意味が広がる。
average,平均,平均を表す基本語。文脈で意味が広がる。
himself,彼自身,彼自身を表す基本語。文脈で意味が広がる。
agency,代理店,代理店を表す基本語。文脈で意味が広がる。
serve,に仕える,に仕えるを表す基本語。文脈で意味が広がる。
create,を創造する,を創造するを表す基本語。文脈で意味が広がる。
death,死,死を表す基本語。文脈で意味が広がる。
major,大きいほうの,大きいほうのを表す基本語。文脈で意味が広がる。
suggest,を提案する,を提案するを表す基本語。文脈で意味が広がる。
west,西,西を表す基本語。文脈で意味が広がる。
reach,に着く,に着くを表す基本語。文脈で意味が広がる。
secretary,秘書,秘書を表す基本語。文脈で意味が広がる。
send,を送る,を送るを表す基本語。文脈で意味が広がる。
million,万,万を表す基本語。文脈で意味が広がる。
population,人口,人口を表す基本語。文脈で意味が広がる。
similar,似ている,似ているを表す基本語。文脈で意味が広がる。
road,道路,道路を表す基本語。文脈で意味が広がる。
oil,油,油を表す基本語。文脈で意味が広がる。
space,空間,空間を表す基本語。文脈で意味が広がる。
understand,を理解する,を理解するを表す基本語。文脈で意味が広がる。
refer,を差し向ける,を差し向けるを表す基本語。文脈で意味が広がる。
century,世紀,世紀を表す基本語。文脈で意味が広がる。
single,たった一つの,たった一つのを表す基本語。文脈で意味が広がる。
temperature,温度,温度を表す基本語。文脈で意味が広がる。
clear,晴れた,晴れたを表す基本語。文脈で意味が広がる。
director,指導者,指導者を表す基本語。文脈で意味が広がる。
quality,特質,特質を表す基本語。文脈で意味が広がる。
deal,を分配する,を分配するを表す基本語。文脈で意味が広がる。
addition,付け加えること,付け加えることを表す基本語。文脈で意味が広がる。
solution,解くこと,解くことを表す基本語。文脈で意味が広がる。
itself,それ自身,それ自身を表す基本語。文脈で意味が広がる。
enter,に入る,に入るを表す基本語。文脈で意味が広がる。
situation,立場,立場を表す基本語。文脈で意味が広がる。
expect,を予期する,を予期するを表す基本語。文脈で意味が広がる。
pressure,押すこと,押すことを表す基本語。文脈で意味が広がる。
title,題名,題名を表す基本語。文脈で意味が広がる。
nation,国民,国民を表す基本語。文脈で意味が広がる。
private,私的な,私的なを表す基本語。文脈で意味が広がる。
enough,不足のない,不足のないを表す基本語。文脈で意味が広がる。
gas,気体,気体を表す基本語。文脈で意味が広がる。
sense,感覚,感覚を表す基本語。文脈で意味が広がる。
knowledge,知識,知識を表す基本語。文脈で意味が広がる。
notice,人目を引くこと,人目を引くことを表す基本語。文脈で意味が広がる。
ever,かつて,かつてを表す基本語。文脈で意味が広がる。
natural,自然のままの,自然のままのを表す基本語。文脈で意味が広がる。
effort,努力の成果,努力の成果を表す基本語。文脈で意味が広がる。
lie,横たわる,横たわるを表す基本語。文脈で意味が広がる。
influence,影響,影響を表す基本語。文脈で意味が広がる。
except,を除いて,を除いてを表す基本語。文脈で意味が広がる。
capital,主要な,主要なを表す基本語。文脈で意味が広がる。
east,東,東を表す基本語。文脈で意味が広がる。
medical,医学の,医学のを表す基本語。文脈で意味が広がる。
lose,を失う,を失うを表す基本語。文脈で意味が広がる。
request,を頼む,を頼むを表す基本語。文脈で意味が広がる。
training,訓練,訓練を表す基本語。文脈で意味が広がる。
response,返事,返事を表す基本語。文脈で意味が広がる。
publish,を出版する,を出版するを表す基本語。文脈で意味が広がる。
especially,特に,特にを表す基本語。文脈で意味が広がる。
themselves,彼ら自身,彼ら自身を表す基本語。文脈で意味が広がる。
die,死ぬ,死ぬを表す基本語。文脈で意味が広がる。
sample,見本,見本を表す基本語。文脈で意味が広がる。
author,著者,著者を表す基本語。文脈で意味が広がる。
degree,程度,程度を表す基本語。文脈で意味が広がる。
perhaps,おそらく,おそらくを表す基本語。文脈で意味が広がる。
quite,全く,全くを表す基本語。文脈で意味が広がる。
attempt,を企てる,を企てるを表す基本語。文脈で意味が広がる。
performance,遂行,遂行を表す基本語。文脈で意味が広がる。
cross,十字架,十字架を表す基本語。文脈で意味が広がる。
probably,たぶん,たぶんを表す基本語。文脈で意味が広がる。
accept,を受け取る,を受け取るを表す基本語。文脈で意味が広がる。
additional,付け加えた,付け加えたを表す基本語。文脈で意味が広がる。
compare,を比較する,を比較するを表す基本語。文脈で意味が広がる。
prepare,の準備をする,の準備をするを表す基本語。文脈で意味が広がる。
raise,を上げる,を上げるを表す基本語。文脈で意味が広がる。
operate,動く,動くを表す基本語。文脈で意味が広がる。
express,を表現する,を表現するを表す基本語。文脈で意味が広がる。
opinion,評価,評価を表す基本語。文脈で意味が広がる。
seek,を捜し求める,を捜し求めるを表す基本語。文脈で意味が広がる。
sound,音,音を表す基本語。文脈で意味が広がる。
official,公務の,公務のを表す基本語。文脈で意味が広がる。
military,軍隊の,軍隊のを表す基本語。文脈で意味が広がる。
opportunity,機会,機会を表す基本語。文脈で意味が広がる。
