english,japanese,detail
her,彼女の,彼女のを表す基本語。文脈で意味が広がる。
time,時間,時間を表す基本語。文脈で意味が広がる。
say,「」と言う,「」と言うを表す基本語。文脈で意味が広がる。
when,いつ,いつを表す基本語。文脈で意味が広がる。
year,年,年を表す基本語。文脈で意味が広がる。
no,一つもない,一つもないを表す基本語。文脈で意味が広がる。
new,新しい,新しいを表す基本語。文脈で意味が広がる。
these,これら,これらを表す基本語。文脈で意味が広がる。
she,彼女は,彼女はを表す基本語。文脈で意味が広がる。
so,そういうふうに,そういうふうにを表す基本語。文脈で意味が広がる。
see,が見える,が見えるを表す基本語。文脈で意味が広がる。
who,だれが,だれがを表す基本語。文脈で意味が広がる。
than,より,よりを表す基本語。文脈で意味が広がる。
any,いくらかの,いくらかのを表す基本語。文脈で意味が広がる。
what,何,何を表す基本語。文脈で意味が広がる。
some,いくらかの,いくらかのを表す基本語。文脈で意味が広がる。
work,仕事,仕事を表す基本語。文脈で意味が広がる。
also,もまた,もまたを表す基本語。文脈で意味が広がる。
about,について,についてを表す基本語。文脈で意味が広がる。
only,唯一の,唯一のを表す基本語。文脈で意味が広がる。
out,外へ,外へを表す基本語。文脈で意味が広がる。
into,の中へ,の中へを表す基本語。文脈で意味が広がる。
two,2の記号,2の記号を表す基本語。文脈で意味が広がる。
take,を手に取る,を手に取るを表す基本語。文脈で意味が広がる。
give,を与える,を与えるを表す基本語。文脈で意味が広がる。
up,上へ,上へを表す基本語。文脈で意味が広がる。
my,私の,私のを表す基本語。文脈で意味が広がる。
them,彼らを,彼らをを表す基本語。文脈で意味が広がる。
good,よい,よいを表す基本語。文脈で意味が広がる。
him,彼を,彼をを表す基本語。文脈で意味が広がる。
first,第1の,第1のを表す基本語。文脈で意味が広がる。
our,我々の,我々のを表す基本語。文脈で意味が広がる。
under,の下に,の下にを表す基本語。文脈で意味が広がる。
go,行く,行くを表す基本語。文脈で意味が広がる。
know,を知る,を知るを表す基本語。文脈で意味が広がる。
after,の後に,の後にを表す基本語。文脈で意味が広がる。
man,男,男を表す基本語。文脈で意味が広がる。
case,実例,実例を表す基本語。文脈で意味が広がる。
then,その時,その時を表す基本語。文脈で意味が広がる。
well,よく,よくを表す基本語。文脈で意味が広がる。
your,あなたの,あなたのを表す基本語。文脈で意味が広がる。
over,の上に,の上にを表す基本語。文脈で意味が広がる。
between,の間に,の間にを表す基本語。文脈で意味が広がる。
me,私を,私をを表す基本語。文脈で意味が広がる。
find,を見つける,を見つけるを表す基本語。文脈で意味が広がる。
day,昼間,昼間を表す基本語。文脈で意味が広がる。
where,どこに,どこにを表す基本語。文脈で意味が広がる。
come,来る,来るを表す基本語。文脈で意味が広がる。
high,高い,高いを表す基本語。文脈で意味が広がる。
show,を見せる,を見せるを表す基本語。文脈で意味が広がる。
each,おのおのの,おのおののを表す基本語。文脈で意味が広がる。
very,非常に,非常にを表す基本語。文脈で意味が広がる。
like,を好む,を好むを表す基本語。文脈で意味が広がる。
through,を貫いて,を貫いてを表す基本語。文脈で意味が広がる。
now,今,今を表す基本語。文脈で意味が広がる。
those,それ,それを表す基本語。文脈で意味が広がる。
many,多くの,多くのを表す基本語。文脈で意味が広がる。
number,数,数を表す基本語。文脈で意味が広がる。
great,大きい,大きいを表す基本語。文脈で意味が広がる。
same,同じ,同じを表す基本語。文脈で意味が広がる。
must,ねばならない,ねばならないを表す基本語。文脈で意味が広がる。
right,右,右。正しい、権利という意味もある。
way,道,道を表す基本語。文脈で意味が広がる。
because,だから,だからを表す基本語。文脈で意味が広がる。
get,を受け取る,を受け取るを表す基本語。文脈で意味が広がる。
before,の前に,の前にを表す基本語。文脈で意味が広がる。
order,順序,順序を表す基本語。文脈で意味が広がる。
people,人々,人々を表す基本語。文脈で意味が広がる。
study,勉強,勉強を表す基本語。文脈で意味が広がる。
section,部分,部分を表す基本語。文脈で意味が広がる。
long,長い,長いを表す基本語。文脈で意味が広がる。
place,場所,場所を表す基本語。文脈で意味が広がる。
how,どんなふうに,どんなふうにを表す基本語。文脈で意味が広がる。
form,形,形を表す基本語。文脈で意味が広がる。
result,結果,結果を表す基本語。文脈で意味が広がる。
need,必要,必要を表す基本語。文脈で意味が広がる。
change,を変える,を変えるを表す基本語。文脈で意味が広がる。
life,生命,生命を表す基本語。文脈で意味が広がる。
think,を考える,を考えるを表す基本語。文脈で意味が広がる。
both,両方の,両方のを表す基本語。文脈で意味が広がる。
present,プレゼント,プレゼントを表す基本語。文脈で意味が広がる。
point,点,点を表す基本語。文脈で意味が広がる。
water,水,水を表す基本語。文脈で意味が広がる。
school,学校,学校を表す基本語。文脈で意味が広がる。
three,3の記号,3の記号を表す基本語。文脈で意味が広がる。
child,子供,子供を表す基本語。文脈で意味が広がる。
large,大きい,大きいを表す基本語。文脈で意味が広がる。
mean,意味する,意味する。形容詞では意地悪な。
group,群れ,群れを表す基本語。文脈で意味が広がる。
become,なる,なるを表す基本語。文脈で意味が広がる。
own,自分自身の,自分自身のを表す基本語。文脈で意味が広がる。
just,正しい,正しいを表す基本語。文脈で意味が広がる。
call,を呼ぶ,を呼ぶを表す基本語。文脈で意味が広がる。
world,世界,世界を表す基本語。文脈で意味が広がる。
look,目を向ける,目を向けるを表す基本語。文脈で意味が広がる。
small,小さい,小さいを表す基本語。文脈で意味が広がる。
us,我々を,我々をを表す基本語。文脈で意味が広がる。
line,線,線を表す基本語。文脈で意味が広がる。
end,端,端を表す基本語。文脈で意味が広がる。
problem,問題,問題を表す基本語。文脈で意味が広がる。
back,背,背を表す基本語。文脈で意味が広がる。
information,情報,情報を表す基本語。文脈で意味が広がる。
house,家,家を表す基本語。文脈で意味が広がる。
city,都市,都市を表す基本語。文脈で意味が広がる。
here,ここで,ここでを表す基本語。文脈で意味が広がる。
question,質問,質問を表す基本語。文脈で意味が広がる。
hand,手,手を表す基本語。文脈で意味が広がる。
hold,を持つ,を持つを表す基本語。文脈で意味が広がる。
person,人,人を表す基本語。文脈で意味が広がる。
set,を置く・すえる・をつける・あてがう・当てる・を課,を置く・すえる・をつける・あてがう・当てる・を課を表す基本語。文脈で意味が広がる。
old,年とった,年とったを表す基本語。文脈で意味が広がる。
woman,女,女を表す基本語。文脈で意味が広がる。
down,下へ,下へを表す基本語。文脈で意味が広がる。
another,もう一つの,もう一つのを表す基本語。文脈で意味が広がる。
second,第2の,第2のを表す基本語。文脈で意味が広がる。
leave,を去る,を去るを表す基本語。文脈で意味が広がる。
type,型,型を表す基本語。文脈で意味が広がる。
want,をほしがる,をほしがるを表す基本語。文脈で意味が広がる。
name,名,名を表す基本語。文脈で意味が広がる。
little,小さい,小さいを表す基本語。文脈で意味が広がる。
pay,を支払う,を支払うを表す基本語。文脈で意味が広がる。
book,本,読むための本。予約するという動詞にもなる。
business,職業,職業を表す基本語。文脈で意味が広がる。
note,メモ,メモを表す基本語。文脈で意味が広がる。
different,異なった,異なったを表す基本語。文脈で意味が広がる。
write,を書く,を書くを表す基本語。文脈で意味が広がる。
early,早い,早いを表す基本語。文脈で意味が広がる。
thing,物,物を表す基本語。文脈で意味が広がる。
table,テーブル,食事や作業に使うテーブル。表の意味もある。
still,静止した,静止したを表す基本語。文脈で意味が広がる。
period,期間,期間を表す基本語。文脈で意味が広がる。
action,行動,行動を表す基本語。文脈で意味が広がる。
office,事務所,事務所を表す基本語。文脈で意味が広がる。
word,語,語を表す基本語。文脈で意味が広がる。
tell,を話す,を話すを表す基本語。文脈で意味が広がる。
every,すべての,すべてのを表す基本語。文脈で意味が広がる。
plan,計画,計画を表す基本語。文脈で意味が広がる。
social,社会の,社会のを表す基本語。文脈で意味が広がる。
example,例,例を表す基本語。文脈で意味が広がる。
subject,科目,科目を表す基本語。文脈で意味が広がる。
ask,について質問する,について質問するを表す基本語。文脈で意味が広がる。
too,もまた,もまたを表す基本語。文脈で意味が広がる。
family,家族,家族を表す基本語。文脈で意味が広がる。
board,板,板を表す基本語。文脈で意味が広がる。
rule,規則,規則を表す基本語。文脈で意味が広がる。
war,戦争,戦争を表す基本語。文脈で意味が広がる。
course,進路,進路を表す基本語。文脈で意味が広がる。
important,重要な,重要なを表す基本語。文脈で意味が広がる。
home,家,家を表す基本語。文脈で意味が広がる。
test,試験,試験を表す基本語。文脈で意味が広がる。
party,パーティー,パーティーを表す基本語。文脈で意味が広がる。
head,頭,頭を表す基本語。文脈で意味が広がる。
begin,始まる,始まるを表す基本語。文脈で意味が広がる。
price,値段,値段を表す基本語。文脈で意味が広がる。
activity,活動,活動を表す基本語。文脈で意味が広がる。
bring,を持ってくる,を持ってくるを表す基本語。文脈で意味が広がる。
field,野原,野原を表す基本語。文脈で意味が広がる。
matter,物質,物質を表す基本語。文脈で意味が広がる。
off,から,からを表す基本語。文脈で意味が広がる。
