english,japanese,detail
depressive,憂うつにさせる,憂うつにさせるを表す基本語。文脈で意味が広がる。
eminence,高いこと,高いことを表す基本語。文脈で意味が広がる。
rift,切れ目,切れ目を表す基本語。文脈で意味が広がる。
materialism,唯物論,唯物論を表す基本語。文脈で意味が広がる。
contrive,を考案する,を考案するを表す基本語。文脈で意味が広がる。
monastic,修道院の,修道院のを表す基本語。文脈で意味が広がる。
commensurate,同じ大きさの,同じ大きさのを表す基本語。文脈で意味が広がる。
meteorology,気象学,気象学を表す基本語。文脈で意味が広がる。
belligerent,好戦的な,好戦的なを表す基本語。文脈で意味が広がる。
superfluous,必要以上の,必要以上のを表す基本語。文脈で意味が広がる。
parochial,小教区の,小教区のを表す基本語。文脈で意味が広がる。
habitation,居住,居住を表す基本語。文脈で意味が広がる。
quiver,震える,震えるを表す基本語。文脈で意味が広がる。
collide,ぶつかる,ぶつかるを表す基本語。文脈で意味が広がる。
consignment,委託,委託を表す基本語。文脈で意味が広がる。
ostensibly,表面上,表面上を表す基本語。文脈で意味が広がる。
paradoxical,逆説の,逆説のを表す基本語。文脈で意味が広がる。
brink,縁,縁を表す基本語。文脈で意味が広がる。
trifle,つまらない事,つまらない事を表す基本語。文脈で意味が広がる。
utilitarian,功利的な,功利的なを表す基本語。文脈で意味が広がる。
huddle,群がり寄る,群がり寄るを表す基本語。文脈で意味が広がる。
emulate,と張り合う,と張り合うを表す基本語。文脈で意味が広がる。
modernism,現代的な思想,現代的な思想を表す基本語。文脈で意味が広がる。
edifice,大建築物,大建築物を表す基本語。文脈で意味が広がる。
allegory,寓意,寓意を表す基本語。文脈で意味が広がる。
relegate,を追いやる,を追いやるを表す基本語。文脈で意味が広がる。
interrogate,に問いただす,に問いただすを表す基本語。文脈で意味が広がる。
nigh,近くの,近くのを表す基本語。文脈で意味が広がる。
consign,を引き渡す,を引き渡すを表す基本語。文脈で意味が広がる。
wane,欠ける,欠けるを表す基本語。文脈で意味が広がる。
provocation,怒らせること,怒らせることを表す基本語。文脈で意味が広がる。
pedestal,台,台を表す基本語。文脈で意味が広がる。
hysteria,ヒステリー,ヒステリーを表す基本語。文脈で意味が広がる。
posterity,子孫,子孫を表す基本語。文脈で意味が広がる。
squint,斜視,斜視を表す基本語。文脈で意味が広がる。
reissue,を再発行する,を再発行するを表す基本語。文脈で意味が広がる。
shoal,浅瀬,浅瀬を表す基本語。文脈で意味が広がる。
spurious,にせの,にせのを表す基本語。文脈で意味が広がる。
hysterical,ヒステリーの,ヒステリーのを表す基本語。文脈で意味が広がる。
herald,使者,使者を表す基本語。文脈で意味が広がる。
thicket,低木の茂み,低木の茂みを表す基本語。文脈で意味が広がる。
arduous,骨の折れる,骨の折れるを表す基本語。文脈で意味が広がる。
incise,に切り込みを入れる,に切り込みを入れるを表す基本語。文脈で意味が広がる。
vindicate,のけん疑を晴らす,のけん疑を晴らすを表す基本語。文脈で意味が広がる。
detract,落とす,落とすを表す基本語。文脈で意味が広がる。
besiege,を包囲攻撃する,を包囲攻撃するを表す基本語。文脈で意味が広がる。
cull,を摘む,を摘むを表す基本語。文脈で意味が広がる。
testimonial,証明書,証明書を表す基本語。文脈で意味が広がる。
subsist,生きていく,生きていくを表す基本語。文脈で意味が広がる。
veritable,本当の,本当のを表す基本語。文脈で意味が広がる。
nostalgia,ノスタルジア,ノスタルジアを表す基本語。文脈で意味が広がる。
attrition,摩擦,摩擦を表す基本語。文脈で意味が広がる。
incipient,始まりの,始まりのを表す基本語。文脈で意味が広がる。
treacherous,裏切る,裏切るを表す基本語。文脈で意味が広がる。
unravel,を解く,を解くを表す基本語。文脈で意味が広がる。
exalted,地位の高い,地位の高いを表す基本語。文脈で意味が広がる。
splinter,裂片,裂片を表す基本語。文脈で意味が広がる。
sterility,不毛,不毛を表す基本語。文脈で意味が広がる。
adept,熟達した,熟達したを表す基本語。文脈で意味が広がる。
denunciation,非難,非難を表す基本語。文脈で意味が広がる。
salivary,だ液の,だ液のを表す基本語。文脈で意味が広がる。
treachery,裏切り,裏切りを表す基本語。文脈で意味が広がる。
lyrical,詩的,詩的を表す基本語。文脈で意味が広がる。
intersperse,を散らばせる,を散らばせるを表す基本語。文脈で意味が広がる。
plumage,羽毛,羽毛を表す基本語。文脈で意味が広がる。
perverse,ひねくれた,ひねくれたを表す基本語。文脈で意味が広がる。
opacity,不透明性,不透明性を表す基本語。文脈で意味が広がる。
mercenary,金銭目あての,金銭目あてのを表す基本語。文脈で意味が広がる。
shimmer,ちらちら光る,ちらちら光るを表す基本語。文脈で意味が広がる。
cloister,回廊,回廊を表す基本語。文脈で意味が広がる。
swivel,さる環,さる環を表す基本語。文脈で意味が広がる。
philanthropy,博愛,博愛を表す基本語。文脈で意味が広がる。
eccentricity,風変わりな行為,風変わりな行為を表す基本語。文脈で意味が広がる。
indignant,怒った,怒ったを表す基本語。文脈で意味が広がる。
prostrate,うつ伏せに,うつ伏せにを表す基本語。文脈で意味が広がる。
unequivocal,あいまいでない,あいまいでないを表す基本語。文脈で意味が広がる。
cocoon,まゆ,まゆを表す基本語。文脈で意味が広がる。
antidote,解毒剤,解毒剤を表す基本語。文脈で意味が広がる。
irrevocable,呼び戻せない,呼び戻せないを表す基本語。文脈で意味が広がる。
egalitarian,平等主義の,平等主義のを表す基本語。文脈で意味が広がる。
tacit,言わず語らずの,言わず語らずのを表す基本語。文脈で意味が広がる。
verbatim,言葉通りに,言葉通りにを表す基本語。文脈で意味が広がる。
antithesis,正反対,正反対を表す基本語。文脈で意味が広がる。
rebound,はね返る,はね返るを表す基本語。文脈で意味が広がる。
feign,のふりをする,のふりをするを表す基本語。文脈で意味が広がる。
austerity,厳しさ,厳しさを表す基本語。文脈で意味が広がる。
interweave,を織り合わせる,を織り合わせるを表す基本語。文脈で意味が広がる。
sheaf,束,束を表す基本語。文脈で意味が広がる。
brevity,短さ,短さを表す基本語。文脈で意味が広がる。
presupposition,予期すること,予期することを表す基本語。文脈で意味が広がる。
malleable,打ち延ばしできる,打ち延ばしできるを表す基本語。文脈で意味が広がる。
meticulous,細かなことに気を配る,細かなことに気を配るを表す基本語。文脈で意味が広がる。
encumbrance,妨害,妨害を表す基本語。文脈で意味が広がる。
baroque,バロック式の,バロック式のを表す基本語。文脈で意味が広がる。
ephemeral,日限りの,日限りのを表す基本語。文脈で意味が広がる。
topple,ぐらぐらする,ぐらぐらするを表す基本語。文脈で意味が広がる。
rapture,非常に幸福な気持ち,非常に幸福な気持ちを表す基本語。文脈で意味が広がる。
painstaking,骨を折る,骨を折るを表す基本語。文脈で意味が広がる。
resuscitation,蘇生,蘇生を表す基本語。文脈で意味が広がる。
