english,japanese,detail
fiend,悪魔,悪魔を表す基本語。文脈で意味が広がる。
suds,石けんの泡,石けんの泡を表す基本語。文脈で意味が広がる。
conservatory,温室,温室を表す基本語。文脈で意味が広がる。
macabre,気味の悪い,気味の悪いを表す基本語。文脈で意味が広がる。
salve,軟こう,軟こうを表す基本語。文脈で意味が広がる。
brainwash,を洗脳する,を洗脳するを表す基本語。文脈で意味が広がる。
rarity,珍しさ,珍しさを表す基本語。文脈で意味が広がる。
aqua,水,水を表す基本語。文脈で意味が広がる。
glum,むっつりした,むっつりしたを表す基本語。文脈で意味が広がる。
neglectful,怠慢な,怠慢なを表す基本語。文脈で意味が広がる。
synthetically,総合して,総合してを表す基本語。文脈で意味が広がる。
claustrophobic,密室恐怖症の,密室恐怖症のを表す基本語。文脈で意味が広がる。
unplug,のプラグを抜く,のプラグを抜くを表す基本語。文脈で意味が広がる。
unenviable,あまりうらやましくない,あまりうらやましくないを表す基本語。文脈で意味が広がる。
fiendish,悪魔のような,悪魔のようなを表す基本語。文脈で意味が広がる。
riveting,とてもおもしろい,とてもおもしろいを表す基本語。文脈で意味が広がる。
eccentrically,風変わりに,風変わりにを表す基本語。文脈で意味が広がる。
poetess,女流詩人,女流詩人を表す基本語。文脈で意味が広がる。
remorseless,無慈悲な,無慈悲なを表す基本語。文脈で意味が広がる。
snooze,軽くひと眠りする,軽くひと眠りするを表す基本語。文脈で意味が広がる。
pendulum,振り子,振り子を表す基本語。文脈で意味が広がる。
headstrong,わがままな,わがままなを表す基本語。文脈で意味が広がる。
dither,うろたえ,うろたえを表す基本語。文脈で意味が広がる。
wizened,しなびた,しなびたを表す基本語。文脈で意味が広がる。
fiddler,バイオリンひき,バイオリンひきを表す基本語。文脈で意味が広がる。
gushing,ほとばしり出る,ほとばしり出るを表す基本語。文脈で意味が広がる。
fabulously,信じられないほど,信じられないほどを表す基本語。文脈で意味が広がる。
impersonator,物まねをする人,物まねをする人を表す基本語。文脈で意味が広がる。
insubordinate,従順でない,従順でないを表す基本語。文脈で意味が広がる。
impish,小悪魔のような,小悪魔のようなを表す基本語。文脈で意味が広がる。
panorama,広々と見渡せる光景,広々と見渡せる光景を表す基本語。文脈で意味が広がる。
claustrophobia,密室恐怖症,密室恐怖症を表す基本語。文脈で意味が広がる。
torturous,拷問のような,拷問のようなを表す基本語。文脈で意味が広がる。
baldly,ありのまま,ありのままを表す基本語。文脈で意味が広がる。
salivate,だ液を分泌する,だ液を分泌するを表す基本語。文脈で意味が広がる。
ecstatically,有頂天になって,有頂天になってを表す基本語。文脈で意味が広がる。
hedgehog,ハリネズミ,ハリネズミを表す基本語。文脈で意味が広がる。
impersonally,個人的でなく,個人的でなくを表す基本語。文脈で意味が広がる。
zany,ばかげた冗談を言う人,ばかげた冗談を言う人を表す基本語。文脈で意味が広がる。
exhibitionist,自己顕示欲の強い人,自己顕示欲の強い人を表す基本語。文脈で意味が広がる。
unmanned,乗組員がいない,乗組員がいないを表す基本語。文脈で意味が広がる。
unison,一致,一致を表す基本語。文脈で意味が広がる。
gamely,勇敢に,勇敢にを表す基本語。文脈で意味が広がる。
washtub,洗濯だらい,洗濯だらいを表す基本語。文脈で意味が広がる。
gutsy,勇敢な,勇敢なを表す基本語。文脈で意味が広がる。
settee,長いす,長いすを表す基本語。文脈で意味が広がる。
prolifically,多産して,多産してを表す基本語。文脈で意味が広がる。
pedicure,足の手入れ,足の手入れを表す基本語。文脈で意味が広がる。
stuffiness,風通しの悪いこと,風通しの悪いことを表す基本語。文脈で意味が広がる。
buffoon,道化師,道化師を表す基本語。文脈で意味が広がる。
anticlimactic,急降法の,急降法のを表す基本語。文脈で意味が広がる。
bureaucratically,官僚的に,官僚的にを表す基本語。文脈で意味が広がる。
chaotically,混とんとして,混とんとしてを表す基本語。文脈で意味が広がる。
buzzer,ブザー,ブザーを表す基本語。文脈で意味が広がる。
somersault,とんぼ返り,とんぼ返りを表す基本語。文脈で意味が広がる。
raunchy,汚らしい,汚らしいを表す基本語。文脈で意味が広がる。
inexcusably,言い訳のたたないほど,言い訳のたたないほどを表す基本語。文脈で意味が広がる。
exotically,異国ふうに,異国ふうにを表す基本語。文脈で意味が広がる。
gusto,大きな喜び,大きな喜びを表す基本語。文脈で意味が広がる。
slob,うす汚くだらしない人,うす汚くだらしない人を表す基本語。文脈で意味が広がる。
eclectically,取捨選択して,取捨選択してを表す基本語。文脈で意味が広がる。
goose,ガチョウ,ガチョウを表す基本語。文脈で意味が広がる。
trampoline,トランポリン,トランポリンを表す基本語。文脈で意味が広がる。
motley,まだらの,まだらのを表す基本語。文脈で意味が広がる。
exodus,国を出て行くこと,国を出て行くことを表す基本語。文脈で意味が広がる。
sketchbook,スケッチブック,スケッチブックを表す基本語。文脈で意味が広がる。
verve,熱,熱を表す基本語。文脈で意味が広がる。
bribery,贈賄,贈賄を表す基本語。文脈で意味が広がる。
stuffily,堅苦しく,堅苦しくを表す基本語。文脈で意味が広がる。
trying,try の現在分詞,try の現在分詞を表す基本語。文脈で意味が広がる。
removed,隔った,隔ったを表す基本語。文脈で意味が広がる。
stamina,スタミナ,スタミナを表す基本語。文脈で意味が広がる。
plumbing,鉛管工事,鉛管工事を表す基本語。文脈で意味が広がる。
shortlist,最終選抜候補者名簿,最終選抜候補者名簿を表す基本語。文脈で意味が広がる。
withdrawn,人里離れた,人里離れたを表す基本語。文脈で意味が広がる。
staggering,よろめく,よろめくを表す基本語。文脈で意味が広がる。
parameter,媒介変数,媒介変数を表す基本語。文脈で意味が広がる。
counsel,協議,協議を表す基本語。文脈で意味が広がる。
induce,に勧めてさせる,に勧めてさせるを表す基本語。文脈で意味が広がる。
commodity,日用品,日用品を表す基本語。文脈で意味が広がる。
ore,鉱石,鉱石を表す基本語。文脈で意味が広がる。
correlation,相互関係,相互関係を表す基本語。文脈で意味が広がる。
merit,に値する,に値するを表す基本語。文脈で意味が広がる。
integration,統合,統合を表す基本語。文脈で意味が広がる。
hypothesis,仮説,仮説を表す基本語。文脈で意味が広がる。
proposition,提案,提案を表す基本語。文脈で意味が広がる。
equilibrium,釣り合い,釣り合いを表す基本語。文脈で意味が広がる。
standing,身分,身分を表す基本語。文脈で意味が広がる。
synthesis,総合,総合を表す基本語。文脈で意味が広がる。
wholly,まったく,まったくを表す基本語。文脈で意味が広がる。
cognitive,認識の,認識のを表す基本語。文脈で意味が広がる。
provincial,地方の,地方のを表す基本語。文脈で意味が広がる。
vocational,職業の,職業のを表す基本語。文脈で意味が広がる。
denote,を示す,を示すを表す基本語。文脈で意味が広がる。
beneficiary,利益を受ける人,利益を受ける人を表す基本語。文脈で意味が広がる。
diminish,を小さくする,を小さくするを表す基本語。文脈で意味が広がる。
spatial,空間の,空間のを表す基本語。文脈で意味が広がる。
residue,残り,残りを表す基本語。文脈で意味が広がる。
subsidy,補助金,補助金を表す基本語。文脈で意味が広がる。
practitioner,開業医,開業医を表す基本語。文脈で意味が広がる。
residual,残りの,残りのを表す基本語。文脈で意味が広がる。
correlate,に相互関係を持たせる,に相互関係を持たせるを表す基本語。文脈で意味が広がる。
accrue,生じる,生じるを表す基本語。文脈で意味が広がる。
combustion,燃焼,燃焼を表す基本語。文脈で意味が広がる。
vicinity,近所,近所を表す基本語。文脈で意味が広がる。
embody,を具体化する,を具体化するを表す基本語。文脈で意味が広がる。
fluctuation,波動,波動を表す基本語。文脈で意味が広がる。
physiological,生理学上の,生理学上のを表す基本語。文脈で意味が広がる。
kinetic,運動の,運動のを表す基本語。文脈で意味が広がる。
proportional,比例の,比例のを表す基本語。文脈で意味が広がる。
hull,外皮,外皮を表す基本語。文脈で意味が広がる。
echo,反響,反響を表す基本語。文脈で意味が広がる。
mediate,を調停する,を調停するを表す基本語。文脈で意味が広がる。
qualitative,質の,質のを表す基本語。文脈で意味が広がる。
prolong,を延ばす,を延ばすを表す基本語。文脈で意味が広がる。
angular,かどのある,かどのあるを表す基本語。文脈で意味が広がる。
acreage,エーカー数,エーカー数を表す基本語。文脈で意味が広がる。
adhere,くっつく,くっつくを表す基本語。文脈で意味が広がる。
secular,宗教に関係のない,宗教に関係のないを表す基本語。文脈で意味が広がる。
diffuse,を散らす,を散らすを表す基本語。文脈で意味が広がる。
embed,を埋める,を埋めるを表す基本語。文脈で意味が広がる。
hitherto,今まで,今までを表す基本語。文脈で意味が広がる。
encompass,を取り囲む,を取り囲むを表す基本語。文脈で意味が広がる。
rhetoric,修辞学,修辞学を表す基本語。文脈で意味が広がる。
slab,厚板,厚板を表す基本語。文脈で意味が広がる。
disperse,を四方に散らす,を四方に散らすを表す基本語。文脈で意味が広がる。
intrinsic,本質的な,本質的なを表す基本語。文脈で意味が広がる。
allotment,割り当て,割り当てを表す基本語。文脈で意味が広がる。
eminent,高い,高いを表す基本語。文脈で意味が広がる。
additive,添加された,添加されたを表す基本語。文脈で意味が広がる。
stipulate,を規定する,を規定するを表す基本語。文脈で意味が広がる。
procedural,手続きの,手続きのを表す基本語。文脈で意味が広がる。
autonomous,自治の,自治のを表す基本語。文脈で意味が広がる。
reconcile,を和解させる,を和解させるを表す基本語。文脈で意味が広がる。
electrode,電極,電極を表す基本語。文脈で意味が広がる。
contractual,契約の,契約のを表す基本語。文脈で意味が広がる。
proliferation,拡散,拡散を表す基本語。文脈で意味が広がる。
transmitter,送る人,送る人を表す基本語。文脈で意味が広がる。
automate,に自動装置をつける,に自動装置をつけるを表す基本語。文脈で意味が広がる。
solicit,を請い求める,を請い求めるを表す基本語。文脈で意味が広がる。
scholarly,学者の,学者のを表す基本語。文脈で意味が広がる。
hinder,後方の,後方のを表す基本語。文脈で意味が広がる。
deficient,欠陥のある,欠陥のあるを表す基本語。文脈で意味が広がる。
seismic,地震の,地震のを表す基本語。文脈で意味が広がる。
subsistence,生きていくこと,生きていくことを表す基本語。文脈で意味が広がる。
elasticity,弾力,弾力を表す基本語。文脈で意味が広がる。
mediation,調停,調停を表す基本語。文脈で意味が広がる。
forfeiture,没収,没収を表す基本語。文脈で意味が広がる。
locomotive,機関車,機関車を表す基本語。文脈で意味が広がる。
reconciliation,和解,和解を表す基本語。文脈で意味が広がる。
fabricate,を組み立てる,を組み立てるを表す基本語。文脈で意味が広がる。
imposition,課すること,課することを表す基本語。文脈で意味が広がる。
cosmic,宇宙の,宇宙のを表す基本語。文脈で意味が広がる。
allot,を割り当てる,を割り当てるを表す基本語。文脈で意味が広がる。
fabrication,組み立て,組み立てを表す基本語。文脈で意味が広がる。
disseminate,を広める,を広めるを表す基本語。文脈で意味が広がる。
homestead,家屋敷,家屋敷を表す基本語。文脈で意味が広がる。
dissemination,普及,普及を表す基本語。文脈で意味が広がる。
stipulation,規定,規定を表す基本語。文脈で意味が広がる。
annex,を付け加える,を付け加えるを表す基本語。文脈で意味が広がる。
solitary,ひとりぼっちの,ひとりぼっちのを表す基本語。文脈で意味が広がる。
legion,軍団,軍団を表す基本語。文脈で意味が広がる。
incumbent,義務として掛かる,義務として掛かるを表す基本語。文脈で意味が広がる。
menace,脅迫,脅迫を表す基本語。文脈で意味が広がる。
tactical,戦術上の,戦術上のを表す基本語。文脈で意味が広がる。
proprietary,所有主の,所有主のを表す基本語。文脈で意味が広がる。
