english,japanese,detail
farther,さらに遠く,さらに遠くを表す基本語。文脈で意味が広がる。
physics,物理学,物理学を表す基本語。文脈で意味が広がる。
animated,生き生きとした,生き生きとしたを表す基本語。文脈で意味が広がる。
graphics,製図法,製図法を表す基本語。文脈で意味が広がる。
involved,複雑な,複雑なを表す基本語。文脈で意味が広がる。
relaxing,リラックスさせる,リラックスさせるを表す基本語。文脈で意味が広がる。
shocking,びっくりさせる,びっくりさせるを表す基本語。文脈で意味が広がる。
confusing,混乱させる,混乱させるを表す基本語。文脈で意味が広がる。
delighted,うれしい,うれしいを表す基本語。文脈で意味が広がる。
exhausted,疲れ果てた,疲れ果てたを表す基本語。文脈で意味が広がる。
satisfied,満足した,満足したを表す基本語。文脈で意味が広がる。
encouraging,元気付ける,元気付けるを表す基本語。文脈で意味が広がる。
threatening,脅す,脅すを表す基本語。文脈で意味が広がる。
telecommunications,電信・ラジオ・テレビによる遠距離通信,電信・ラジオ・テレビによる遠距離通信を表す基本語。文脈で意味が広がる。
united,一致協力した,一致協力したを表す基本語。文脈で意味が広がる。
data,データ,データを表す基本語。文脈で意味が広がる。
project,計画,計画を表す基本語。文脈で意味が広がる。
commission,委任,委任を表す基本語。文脈で意味が広がる。
god,神,神を表す基本語。文脈で意味が広がる。
community,共同会社,共同会社を表す基本語。文脈で意味が広がる。
federal,連邦の,連邦のを表す基本語。文脈で意味が広がる。
contract,契約,契約を表す基本語。文脈で意味が広がる。
energy,精力,精力を表す基本語。文脈で意味が広がる。
factor,要因,要因を表す基本語。文脈で意味が広がる。
provision,供給,供給を表す基本語。文脈で意味が広がる。
particular,特にこの,特にこのを表す基本語。文脈で意味が広がる。
reference,言及すること,言及することを表す基本語。文脈で意味が広がる。
corporation,社団法人,社団法人を表す基本語。文脈で意味が広がる。
division,分けること,分けることを表す基本語。文脈で意味が広がる。
stock,在庫,在庫や株。蓄えるという意味もある。
procedure,進行,進行を表す基本語。文脈で意味が広がる。
payment,支払い,支払いを表す基本語。文脈で意味が広がる。
institution,設立,設立を表す基本語。文脈で意味が広がる。
species,種,種を表す基本語。文脈で意味が広がる。
purchase,を買う,を買うを表す基本語。文脈で意味が広がる。
trial,試験,試験を表す基本語。文脈で意味が広がる。
conference,会議,会議を表す基本語。文脈で意味が広がる。
identify,を見分ける,を見分けるを表す基本語。文脈で意味が広がる。
acid,酸性の,酸性のを表す基本語。文脈で意味が広がる。
employ,を雇う,を雇うを表す基本語。文脈で意味が広がる。
investment,投資すること,投資することを表す基本語。文脈で意味が広がる。
motion,動くこと,動くことを表す基本語。文脈で意味が広がる。
minister,聖職者,聖職者を表す基本語。文脈で意味が広がる。
phase,段階,段階を表す基本語。文脈で意味が広がる。
publication,出版,出版を表す基本語。文脈で意味が広がる。
environment,環境,環境を表す基本語。文脈で意味が広がる。
technical,専門の,専門のを表す基本語。文脈で意味が広がる。
reaction,名反応,名反応を表す基本語。文脈で意味が広がる。
index,索引,索引を表す基本語。文脈で意味が広がる。
component,構成している,構成しているを表す基本語。文脈で意味が広がる。
primary,第一の,第一のを表す基本語。文脈で意味が広がる。
portion,部分,部分を表す基本語。文脈で意味が広がる。
senator,元老院議員,元老院議員を表す基本語。文脈で意味が広がる。
executive,実行の,実行のを表す基本語。文脈で意味が広がる。
export,を輸出する,を輸出するを表す基本語。文脈で意味が広がる。
estate,地所,地所を表す基本語。文脈で意味が広がる。
yield,を産出する,を産出するを表す基本語。文脈で意味が広がる。
actual,現実の,現実のを表す基本語。文脈で意味が広がる。
resolution,決心すること,決心することを表す基本語。文脈で意味が広がる。
wage,賃金,賃金を表す基本語。文脈で意味が広がる。
submit,屈服する,屈服するを表す基本語。文脈で意味が広がる。
revenue,歳入,歳入を表す基本語。文脈で意味が広がる。
master,主人,主人を表す基本語。文脈で意味が広がる。
profit,利益,利益を表す基本語。文脈で意味が広がる。
equation,等式,等式を表す基本語。文脈で意味が広がる。
circumstance,事情,事情を表す基本語。文脈で意味が広がる。
import,を輸入する,を輸入するを表す基本語。文脈で意味が広がる。
formation,形成,形成を表す基本語。文脈で意味が広がる。
constant,不変の,不変のを表す基本語。文脈で意味が広がる。
ton,トン,トンを表す基本語。文脈で意味が広がる。
assessment,評価,評価を表す基本語。文脈で意味が広がる。
employer,雇い主,雇い主を表す基本語。文脈で意味が広がる。
entitle,に表題をつける,に表題をつけるを表す基本語。文脈で意味が広がる。
specify,を明確に述べる,を明確に述べるを表す基本語。文脈で意味が広がる。
user,使用者,使用者を表す基本語。文脈で意味が広がる。
output,生産高,生産高を表す基本語。文脈で意味が広がる。
assembly,集会,集会を表す基本語。文脈で意味が広がる。
understanding,理解,理解を表す基本語。文脈で意味が広がる。
domestic,家庭の,家庭のを表す基本語。文脈で意味が広がる。
exceed,を越える,を越えるを表す基本語。文脈で意味が広がる。
circuit,回ること,回ることを表す基本語。文脈で意味が広がる。
sector,扇形,扇形を表す基本語。文脈で意味が広がる。
evaluation,評価,評価を表す基本語。文脈で意味が広がる。
discharge,の荷を降ろす,の荷を降ろすを表す基本語。文脈で意味が広がる。
scheme,計画,計画を表す基本語。文脈で意味が広がる。
personnel,全職員,全職員を表す基本語。文脈で意味が広がる。
convention,会議,会議を表す基本語。文脈で意味が広がる。
variation,変化すること,変化することを表す基本語。文脈で意味が広がる。
commerce,商業,商業を表す基本語。文脈で意味が広がる。
manufacture,製造,製造を表す基本語。文脈で意味が広がる。
learning,学ぶこと,学ぶことを表す基本語。文脈で意味が広がる。
legislation,立法,立法を表す基本語。文脈で意味が広がる。
percentage,百分率,百分率を表す基本語。文脈で意味が広がる。
illustrate,を説明する,を説明するを表す基本語。文脈で意味が広がる。
administrative,行政上の,行政上のを表す基本語。文脈で意味が広がる。
compensation,償い,償いを表す基本語。文脈で意味が広がる。
fiscal,国庫の,国庫のを表す基本語。文脈で意味が広がる。
western,西の,西のを表す基本語。文脈で意味が広がる。
urban,都市の,都市のを表す基本語。文脈で意味が広がる。
territory,地域,地域を表す基本語。文脈で意味が広がる。
reform,を編成し直す,を編成し直すを表す基本語。文脈で意味が広がる。
relief,軽減,軽減を表す基本語。文脈で意味が広がる。
rural,いなかの,いなかのを表す基本語。文脈で意味が広がる。
grain,粒,粒を表す基本語。文脈で意味が広がる。
faith,信頼,信頼を表す基本語。文脈で意味が広がる。
secondary,第2の,第2のを表す基本語。文脈で意味が広がる。
resistance,抵抗すること,抵抗することを表す基本語。文脈で意味が広がる。
substance,物質,物質を表す基本語。文脈で意味が広がる。
obligation,義務,義務を表す基本語。文脈で意味が広がる。
previously,以前に,以前にを表す基本語。文脈で意味が広がる。
certificate,証明書,証明書を表す基本語。文脈で意味が広がる。
extension,拡大すること,拡大することを表す基本語。文脈で意味が広がる。
interpretation,意味を明らかにすること,意味を明らかにすることを表す基本語。文脈で意味が広がる。
recommendation,推薦すること,推薦することを表す基本語。文脈で意味が広がる。
impose,を課する,を課するを表す基本語。文脈で意味が広がる。
somewhat,幾分か,幾分かを表す基本語。文脈で意味が広がる。
exception,除外すること除外,除外すること除外を表す基本語。文脈で意味が広がる。
bind,をしばる,をしばるを表す基本語。文脈で意味が広がる。
whereas,であるのに反して,であるのに反してを表す基本語。文脈で意味が広がる。
exhibit,を表す,を表すを表す基本語。文脈で意味が広がる。
manufacturer,製造業者,製造業者を表す基本語。文脈で意味が広がる。
elect,を選ぶ,を選ぶを表す基本語。文脈で意味が広がる。
operator,運転する人,運転する人を表す基本語。文脈で意味が広がる。
neither,どちらのもない,どちらのもないを表す基本語。文脈で意味が広がる。
salary,給料・俸給,給料・俸給を表す基本語。文脈で意味が広がる。
client,依頼人,依頼人を表す基本語。文脈で意味が広がる。
enterprise,事業,事業を表す基本語。文脈で意味が広がる。
particle,小片,小片を表す基本語。文脈で意味が広がる。
multiple,多数の部分から成る,多数の部分から成るを表す基本語。文脈で意味が広がる。
route,道筋,道筋を表す基本語。文脈で意味が広がる。
welfare,幸福,幸福を表す基本語。文脈で意味が広がる。
implement,道具,道具を表す基本語。文脈で意味が広がる。
external,外側の,外側のを表す基本語。文脈で意味が広がる。
version,翻訳,翻訳を表す基本語。文脈で意味が広がる。
applicant,志願者,志願者を表す基本語。文脈で意味が広がる。
input,投入,投入を表す基本語。文脈で意味が広がる。
province,州,州を表す基本語。文脈で意味が広がる。
treaty,条約,条約を表す基本語。文脈で意味が広がる。
adequate,十分な,十分なを表す基本語。文脈で意味が広がる。
exclude,を除外する,を除外するを表す基本語。文脈で意味が広がる。
grand,壮大な,壮大なを表す基本語。文脈で意味が広がる。
classification,分類,分類を表す基本語。文脈で意味が広がる。
evaluate,を評価する,を評価するを表す基本語。文脈で意味が広がる。
overall,全部の,全部のを表す基本語。文脈で意味が広がる。
loan,貸し付け,貸し付けを表す基本語。文脈で意味が広がる。
assess,を評価する,を評価するを表す基本語。文脈で意味が広がる。
perspective,遠近法,遠近法を表す基本語。文脈で意味が広がる。
utility,役に立つこと,役に立つことを表す基本語。文脈で意味が広がる。
concrete,具体的な,具体的なを表す基本語。文脈で意味が広がる。
testimony,証言,証言を表す基本語。文脈で意味が広がる。
relevant,適切な,適切なを表す基本語。文脈で意味が広がる。
gross,全体の,全体のを表す基本語。文脈で意味が広がる。
campaign,軍事行動,軍事行動を表す基本語。文脈で意味が広がる。
quote,を引用する,を引用するを表す基本語。文脈で意味が広がる。
fundamental,基本的な,基本的なを表す基本語。文脈で意味が広がる。
assumption,引き受けること,引き受けることを表す基本語。文脈で意味が広がる。
adjustment,調停,調停を表す基本語。文脈で意味が広がる。
carbon,炭素棒,炭素棒を表す基本語。文脈で意味が広がる。
related,関係のある,関係のあるを表す基本語。文脈で意味が広がる。
aircraft,航空機,航空機を表す基本語。文脈で意味が広がる。
investigate,を調べる,を調べるを表す基本語。文脈で意味が広がる。
physician,医者,医者を表す基本語。文脈で意味が広がる。
revolution,革命,革命を表す基本語。文脈で意味が広がる。
billion,億,億を表す基本語。文脈で意味が広がる。
fluid,流体,流体を表す基本語。文脈で意味が広がる。
jury,陪審,陪審を表す基本語。文脈で意味が広がる。
cast,を投げる,を投げるを表す基本語。文脈で意味が広がる。
candidate,候補者,候補者を表す基本語。文脈で意味が広がる。
precede,より先に来る,より先に来るを表す基本語。文脈で意味が広がる。
