english,japanese,detail
bad,悪い,悪いを表す基本語。文脈で意味が広がる。
farm,農場,農場を表す基本語。文脈で意味が広がる。
box,箱,箱を表す基本語。文脈で意味が広がる。
parent,親代りの人,親代りの人を表す基本語。文脈で意味が広がる。
copy,写す,写すを表す基本語。文脈で意味が広がる。
front,前面,前面を表す基本語。文脈で意味が広がる。
sea,海,海を表す基本語。文脈で意味が広がる。
anything,何か,何かを表す基本語。文脈で意味が広がる。
wife,妻,妻を表す基本語。文脈で意味が広がる。
boy,少年,少年を表す基本語。文脈で意味が広がる。
difficult,難しい,難しいを表す基本語。文脈で意味が広がる。
ten,10の記号,10の記号を表す基本語。文脈で意味が広がる。
girl,女の子,女の子を表す基本語。文脈で意味が広がる。
visit,を訪問する,を訪問するを表す基本語。文脈で意味が広がる。
ship,船,船を表す基本語。文脈で意味が広がる。
sure,確信して,確信してを表す基本語。文脈で意味が広がる。
choose,を選択する,を選択するを表す基本語。文脈で意味が広がる。
wish,であればよいのにと思う,であればよいのにと思うを表す基本語。文脈で意味が広がる。
walk,歩く,歩くを表す基本語。文脈で意味が広がる。
store,店,店を表す基本語。文脈で意味が広がる。
poor,貧乏な,貧乏なを表す基本語。文脈で意味が広がる。
