english,japanese,detail
thickly,厚く,厚くを表す基本語。文脈で意味が広がる。
educated,教育のある,教育のあるを表す基本語。文脈で意味が広がる。
frigate,フリゲート艦,フリゲート艦を表す基本語。文脈で意味が広がる。
sag,たるむ,たるむを表す基本語。文脈で意味が広がる。
microbe,微生物,微生物を表す基本語。文脈で意味が広がる。
gulp,を急いでごくりと飲む,を急いでごくりと飲むを表す基本語。文脈で意味が広がる。
strangle,を窒息させる,を窒息させるを表す基本語。文脈で意味が広がる。
belongings,所有物,所有物を表す基本語。文脈で意味が広がる。
brilliantly,きらきらと,きらきらとを表す基本語。文脈で意味が広がる。
waterproof,防水の,防水のを表す基本語。文脈で意味が広がる。
bravery,勇敢,勇敢を表す基本語。文脈で意味が広がる。
enduring,がまん強い,がまん強いを表す基本語。文脈で意味が広がる。
circuitry,電気回路,電気回路を表す基本語。文脈で意味が広がる。
lush,生い茂った,生い茂ったを表す基本語。文脈で意味が広がる。
humiliate,の自尊心を傷つける,の自尊心を傷つけるを表す基本語。文脈で意味が広がる。
tricky,こうかつな,こうかつなを表す基本語。文脈で意味が広がる。
perseverance,がん張ること,がん張ることを表す基本語。文脈で意味が広がる。
truthful,真実をいう,真実をいうを表す基本語。文脈で意味が広がる。
orchestral,オーケストラの,オーケストラのを表す基本語。文脈で意味が広がる。
firmness,堅固,堅固を表す基本語。文脈で意味が広がる。
demanding,形要求の多い,形要求の多いを表す基本語。文脈で意味が広がる。
dissident,違った意見の,違った意見のを表す基本語。文脈で意味が広がる。
culmination,最高点,最高点を表す基本語。文脈で意味が広がる。
benevolence,善意,善意を表す基本語。文脈で意味が広がる。
impulsive,衝動的な,衝動的なを表す基本語。文脈で意味が広がる。
telescope,望遠鏡,望遠鏡を表す基本語。文脈で意味が広がる。
impatiently,いらいらして,いらいらしてを表す基本語。文脈で意味が広がる。
showcase,陳列ケース,陳列ケースを表す基本語。文脈で意味が広がる。
lame,びっこの,びっこのを表す基本語。文脈で意味が広がる。
piracy,海賊行為,海賊行為を表す基本語。文脈で意味が広がる。
humanist,人文主義者,人文主義者を表す基本語。文脈で意味が広がる。
unbearable,耐えられない,耐えられないを表す基本語。文脈で意味が広がる。
referent,指示するもの,指示するものを表す基本語。文脈で意味が広がる。
disorderly,秩序のない,秩序のないを表す基本語。文脈で意味が広がる。
blindly,盲目的に,盲目的にを表す基本語。文脈で意味が広がる。
burdensome,重荷となる,重荷となるを表す基本語。文脈で意味が広がる。
twinkle,きらきら光る,きらきら光るを表す基本語。文脈で意味が広がる。
dearly,愛情をもって,愛情をもってを表す基本語。文脈で意味が広がる。
downfall,急落,急落を表す基本語。文脈で意味が広がる。
reed,アシ笛,アシ笛を表す基本語。文脈で意味が広がる。
crocodile,ワニ,ワニを表す基本語。文脈で意味が広がる。
prom,ダンスパーティー,ダンスパーティーを表す基本語。文脈で意味が広がる。
verbally,口頭で,口頭でを表す基本語。文脈で意味が広がる。
adversity,逆境,逆境を表す基本語。文脈で意味が広がる。
indent,にぎざぎざをつける,にぎざぎざをつけるを表す基本語。文脈で意味が広がる。
fume,煙,煙を表す基本語。文脈で意味が広がる。
brochure,小冊子,小冊子を表す基本語。文脈で意味が広がる。
purposeful,意図的な,意図的なを表す基本語。文脈で意味が広がる。
yawn,あくびをする,あくびをするを表す基本語。文脈で意味が広がる。
forcefully,力強く,力強くを表す基本語。文脈で意味が広がる。
slang,通語,通語を表す基本語。文脈で意味が広がる。
appreciative,鑑賞眼のある,鑑賞眼のあるを表す基本語。文脈で意味が広がる。
irritating,いらだたせる,いらだたせるを表す基本語。文脈で意味が広がる。
conceit,うぬぼれ,うぬぼれを表す基本語。文脈で意味が広がる。
torch,たいまつ,たいまつを表す基本語。文脈で意味が広がる。
engulf,を飲む込む,を飲む込むを表す基本語。文脈で意味が広がる。
furiously,怒り狂って,怒り狂ってを表す基本語。文脈で意味が広がる。
adventurous,冒険好きな,冒険好きなを表す基本語。文脈で意味が広がる。
windshield,フロントガラス,フロントガラスを表す基本語。文脈で意味が広がる。
leisurely,ゆっくりした,ゆっくりしたを表す基本語。文脈で意味が広がる。
subculture,異文化集団,異文化集団を表す基本語。文脈で意味が広がる。
tack,びょう・船の針路,びょう・船の針路を表す基本語。文脈で意味が広がる。
outing,遠足,遠足を表す基本語。文脈で意味が広がる。
delicately,繊細に,繊細にを表す基本語。文脈で意味が広がる。
sonnet,ソネット,ソネットを表す基本語。文脈で意味が広がる。
displeasure,不満,不満を表す基本語。文脈で意味が広がる。
shipwreck,難船,難船を表す基本語。文脈で意味が広がる。
dime,ダイム,ダイムを表す基本語。文脈で意味が広がる。
barometer,晴雨計,晴雨計を表す基本語。文脈で意味が広がる。
stink,悪臭を放つ,悪臭を放つを表す基本語。文脈で意味が広がる。
nomad,放浪者,放浪者を表す基本語。文脈で意味が広がる。
funk,おじけ,おじけを表す基本語。文脈で意味が広がる。
shaky,揺れる,揺れるを表す基本語。文脈で意味が広がる。
darling,最愛の,最愛のを表す基本語。文脈で意味が広がる。
obsessive,妄想がとりついて,妄想がとりついてを表す基本語。文脈で意味が広がる。
prick,をちくりと刺す,をちくりと刺すを表す基本語。文脈で意味が広がる。
sneer,あざ笑う,あざ笑うを表す基本語。文脈で意味が広がる。
figurative,比喩的な,比喩的なを表す基本語。文脈で意味が広がる。
bombard,を砲撃する,を砲撃するを表す基本語。文脈で意味が広がる。
achievable,成就できる,成就できるを表す基本語。文脈で意味が広がる。
tactile,触覚の,触覚のを表す基本語。文脈で意味が広がる。
shopkeeper,店を経営者,店を経営者を表す基本語。文脈で意味が広がる。
wondrous,はなはだ,はなはだを表す基本語。文脈で意味が広がる。
upbringing,教育,教育を表す基本語。文脈で意味が広がる。
overboard,船外に,船外にを表す基本語。文脈で意味が広がる。
unjustly,不正に,不正にを表す基本語。文脈で意味が広がる。
lifeless,生命のない,生命のないを表す基本語。文脈で意味が広がる。
dowry,持参金,持参金を表す基本語。文脈で意味が広がる。
pancake,パンケーキ,パンケーキを表す基本語。文脈で意味が広がる。
tenderly,優しく,優しくを表す基本語。文脈で意味が広がる。
prefect,長官,長官を表す基本語。文脈で意味が広がる。
frantically,狂気のように,狂気のようにを表す基本語。文脈で意味が広がる。
standstill,停止,停止を表す基本語。文脈で意味が広がる。
overcoat,外とう,外とうを表す基本語。文脈で意味が広がる。
badge,記章,記章を表す基本語。文脈で意味が広がる。
softness,柔らかさ,柔らかさを表す基本語。文脈で意味が広がる。
taunt,を軽べつして非難する,を軽べつして非難するを表す基本語。文脈で意味が広がる。
desolation,荒廃させること,荒廃させることを表す基本語。文脈で意味が広がる。
fluency,流ちょう,流ちょうを表す基本語。文脈で意味が広がる。
scribble,を走り書きする,を走り書きするを表す基本語。文脈で意味が広がる。
tickle,をくすぐる,をくすぐるを表す基本語。文脈で意味が広がる。
shabby,古ぼけた,古ぼけたを表す基本語。文脈で意味が広がる。
owl,フクロウ,フクロウを表す基本語。文脈で意味が広がる。
godly,信心深い,信心深いを表す基本語。文脈で意味が広がる。
yearn,あこがれる,あこがれるを表す基本語。文脈で意味が広がる。
humiliating,不面目な,不面目なを表す基本語。文脈で意味が広がる。
transitive,目的語をとる,目的語をとるを表す基本語。文脈で意味が広がる。
clearness,明白さ,明白さを表す基本語。文脈で意味が広がる。
ecstatic,有頂天の,有頂天のを表す基本語。文脈で意味が広がる。
hone,砥石,砥石を表す基本語。文脈で意味が広がる。
priceless,非常に貴重な,非常に貴重なを表す基本語。文脈で意味が広がる。
dove,ハト,ハトを表す基本語。文脈で意味が広がる。
dishonesty,不正直,不正直を表す基本語。文脈で意味が広がる。
determined,断固として決意した,断固として決意したを表す基本語。文脈で意味が広がる。
lance,が突撃のときに使うやり,が突撃のときに使うやりを表す基本語。文脈で意味が広がる。
perspiration,汗,汗を表す基本語。文脈で意味が広がる。
blurt,をなにげなく言う,をなにげなく言うを表す基本語。文脈で意味が広がる。
inanimate,生命のない,生命のないを表す基本語。文脈で意味が広がる。
unhappiness,不幸,不幸を表す基本語。文脈で意味が広がる。
audition,視聴テスト,視聴テストを表す基本語。文脈で意味が広がる。
dignify,に威厳を添える,に威厳を添えるを表す基本語。文脈で意味が広がる。
snore,いびきをかく,いびきをかくを表す基本語。文脈で意味が広がる。
pointless,先のとがっていない,先のとがっていないを表す基本語。文脈で意味が広がる。
checkpoint,検問所,検問所を表す基本語。文脈で意味が広がる。
salty,塩のきいた,塩のきいたを表す基本語。文脈で意味が広がる。
breakup,解体,解体を表す基本語。文脈で意味が広がる。
disillusion,に迷いを覚まさせる,に迷いを覚まさせるを表す基本語。文脈で意味が広がる。
trusty,信頼できる,信頼できるを表す基本語。文脈で意味が広がる。
lowland,低地,低地を表す基本語。文脈で意味が広がる。
hatching,線影を引くこと,線影を引くことを表す基本語。文脈で意味が広がる。
hospitable,もてなしのよい,もてなしのよいを表す基本語。文脈で意味が広がる。
lawmaker,立法者,立法者を表す基本語。文脈で意味が広がる。
fingernail,指のつめ,指のつめを表す基本語。文脈で意味が広がる。
mediocre,月並みの,月並みのを表す基本語。文脈で意味が広がる。
gravitation,引力,引力を表す基本語。文脈で意味が広がる。
stammer,どもる,どもるを表す基本語。文脈で意味が広がる。
dated,時代遅れの,時代遅れのを表す基本語。文脈で意味が広がる。
personify,を擬人化する,を擬人化するを表す基本語。文脈で意味が広がる。
gangster,犯罪組織の一員,犯罪組織の一員を表す基本語。文脈で意味が広がる。
roommate,同宿者,同宿者を表す基本語。文脈で意味が広がる。
pee,小便すること,小便することを表す基本語。文脈で意味が広がる。
gorge,谷間,谷間を表す基本語。文脈で意味が広がる。
embassy,大使館,大使館を表す基本語。文脈で意味が広がる。
swan,ハクチョウ,ハクチョウを表す基本語。文脈で意味が広がる。
timeliness,時宜にかなっていること,時宜にかなっていることを表す基本語。文脈で意味が広がる。
deforestation,森林伐採,森林伐採を表す基本語。文脈で意味が広がる。
navy,単数扱い,単数扱いを表す基本語。文脈で意味が広がる。
practicality,実際的であること,実際的であることを表す基本語。文脈で意味が広がる。
tiptoe,つま先で歩く,つま先で歩くを表す基本語。文脈で意味が広がる。
affectionately,愛情をこめて,愛情をこめてを表す基本語。文脈で意味が広がる。
sparrow,すずめ,すずめを表す基本語。文脈で意味が広がる。
naughty,いたずらな,いたずらなを表す基本語。文脈で意味が広がる。
cowardly,おくびょうな,おくびょうなを表す基本語。文脈で意味が広がる。
unmistakably,まぎれもなく,まぎれもなくを表す基本語。文脈で意味が広がる。
untie,を解く,を解くを表す基本語。文脈で意味が広がる。
handout,施し物,施し物を表す基本語。文脈で意味が広がる。
gunshot,射撃,射撃を表す基本語。文脈で意味が広がる。
