id,english,japanese,detail,sample,sample-jpn
b2-part3-0019,scent,におい、香り,「におい・香り」を表す語。よい香りを指すことが多い。,"The scent of flowers filled the room.",花の香りが部屋を満たした。
b2-part3-0020,revenge,復讐・～に復讐する,仕返しする復讐。恨みを晴らすことや、復讐する動詞にも使う。,"He wanted revenge after the insult.",彼は侮辱された後に復讐を望んだ。
b2-part3-0021,disrupt,～を混乱させる,秩序を乱し混乱させるイメージ。中断させる・崩す意味で使う。,"Loud noise can disrupt the lesson.",大きな騒音は授業を妨げることがある。
b2-part3-0022,thinker,思想家・考える人,深く考える思想家・思索家。考える人を指す。,"The thinker questioned every assumption.",その思想家はあらゆる前提に疑問を持った。
b2-part3-0023,bureaucracy,官僚制・官僚組織,お役所仕事の官僚制・官僚組織。煩雑な手続きを指す。,"Bureaucracy slowed the approval process.",官僚主義が承認プロセスを遅らせた。
b2-part3-0024,gasp,はっと息をのむ,はっと息をのむイメージ。あえぐ・切望する意味にも使う。,"She let out a gasp of surprise.",彼女は驚きのあまり息をのんだ。
b2-part3-0025,melody,旋律・メロディー,覚えやすい旋律・メロディー。節回しを指す。,"The melody was easy to remember.",そのメロディーは覚えやすかった。
b2-part3-0026,miniature,模型,実物を小さくした模型・縮図。小型の・細密画を指す。,"He built a miniature model of the house.",彼はその家の小型模型を作った。
b2-part3-0027,legislator,立法者・議員,法を定める立法者・議員。国会議員を指す。,"The legislator proposed a new law.",その議員が新しい法律を提案した。
b2-part3-0028,starve,餓死する,飢えて餓死するイメージ。ひもじい・切望する意味にも使う。,"People may starve if food does not arrive.",食料が届かなければ人々は餓死するかもしれない。
b2-part3-0029,contradict,～と矛盾する・否定する,つじつまが合わず矛盾するイメージ。否定・反論する意味も。,"The facts contradict his story.",事実が彼の話と矛盾する。
b2-part3-0030,vow,誓い・誓う,かたく誓う誓い。誓約や、誓うという動詞にも使う。,"They made a vow to return.",彼らは戻ることを誓った。
b2-part3-0031,flip,～をはじく,指でぱっとはじくイメージ。ひっくり返す・かっとなる意味にも。,"Flip the pancake when it turns brown.",パンケーキが茶色くなったらひっくり返してください。
b2-part3-0032,journalism,ジャーナリズム,報道を担うジャーナリズム。報道界・報道活動を指す。,"Good journalism checks facts carefully.",優れたジャーナリズムは事実を慎重に確認する。
b2-part3-0033,foresee,～を予知する,前もって予知するイメージ。見通す・予見する意味で使う。,"No one could foresee the sudden storm.",突然の嵐を誰も予見できなかった。
b2-part3-0034,mortar,モルタル・迫撃砲,石を固めるモルタル。すり鉢や、迫撃砲を指すこともある。,"The mason spread mortar between the bricks.",石工はレンガの間にモルタルを塗った。
b2-part3-0035,infringement,侵害,権利などの侵害。違反を指す。,"Copying the logo may be copyright infringement.",ロゴのコピーは著作権侵害になるかもしれない。
b2-part3-0036,conversely,逆に,「逆に・反対に」を表す副詞。裏返しの関係を示す。,"Conversely, higher prices may reduce demand.",逆に、価格が高くなると需要が減るかもしれない。
b2-part3-0037,mist,かすみ,視界をぼかすかすみ・もや。目のかすみや、霧吹きを指す。,"Mist covered the valley in the morning.",朝は霧が谷を覆っていた。
b2-part3-0038,kneel,ひざまずく,片ひざをつくひざまずくイメージ。ひざを折る意味で使う。,"They kneel before the altar.",彼らは祭壇の前にひざまずく。
b2-part3-0039,neat,きちんと整った,きちんと整った様子。手際のよい・すっきりしたイメージ。,"Keep your desk neat and organized.",机をきちんと整理整頓しておいてください。
b2-part3-0040,turbulent,荒れ狂う,激しく荒れ狂う様子。乱れた・騒然としたイメージ。,"The plane shook in turbulent air.",飛行機は乱気流の中で揺れた。
b2-part3-0041,ambiguous,いろいろな意味にとれる,いろいろな意味にとれる様子。あいまいで不明瞭なイメージ。,"The ambiguous message could mean two different things.",その曖昧なメッセージは2つの異なる意味に解釈できた。
b2-part3-0042,doom,運命,逃れられない悪い運命。破滅や、運命づける動詞にも使う。,"The story predicts doom for the kingdom.",その物語は王国の滅亡を予言している。
b2-part3-0043,pave,～を舗装する,道を舗装するイメージ。～への道を開く意味にも使う。,"Workers will pave the road tomorrow.",作業員が明日道路を舗装する。
b2-part3-0044,outfit,装備一式,そろいの装備一式。衣装や、隊・団を指すこともある。,"She bought a new outfit for the party.",彼女はパーティーのために新しい服を買った。
b2-part3-0045,subtract,～を引く,数を引くイメージ。差し引く・取り除く意味で使う。,"Subtract five from twelve.",12から5を引いてください。
b2-part3-0046,detachment,分離・無関心,切り離す分離。とらわれない無関心や、分遣隊を指す。,"His emotional detachment worried his friends.",彼の感情的な無関心が友人たちを心配させた。
b2-part3-0047,potent,強力な・有力な,強く効く強力な・有力な様子。説得力のあるイメージ。,"The medicine is potent.",その薬は強力だ。
b2-part3-0048,frankly,率直に,「率直に・正直に」を表す副詞。包み隠さない様子を示す。,"Frankly, the plan needs more work.",率直に言って、そのプランにはもっと改善が必要だ。
b2-part3-0049,nuisance,迷惑な人・物,迷惑な人・物。厄介ごと・迷惑行為を指す。,"The noise became a nuisance.",騒音が迷惑になった。
b2-part3-0050,imprison,～を投獄する,牢に閉じ込め投獄するイメージ。とじこめる意味で使う。,"The court may imprison violent criminals.",裁判所は暴力的な犯罪者を投獄するかもしれない。
b2-part3-0051,aboriginal,先住の・先住民の,その土地にもとからいる先住の様子。先住民のイメージ。,"Aboriginal culture is rich and ancient.",先住民の文化は豊かで古くからのものだ。
b2-part3-0052,unwilling,気が進まない,気が進まず渋る様子。いやがるイメージ。,"She was unwilling to answer the question.",彼女は質問に答えることを嫌がった。
b2-part3-0053,chew,～をかむ,歯でかみ砕くイメージ。かむ・じっくり考える意味にも使う。,"Chew your food slowly.",食べ物をゆっくり噛んでください。
b2-part3-0054,interpersonal,人と人との間の,人と人との間の様子。対人関係のイメージ。,"Interpersonal skills are useful at work.",対人スキルは職場で役立つ。
b2-part3-0055,accusation,告発すること,罪を責める告発・非難。訴えを指す。,"He denied the accusation.",彼はその告発を否定した。
b2-part3-0056,abruptly,突然に,「突然に・ぶっきらぼうに」を表す副詞。不意な様子を示す。,"The meeting ended abruptly.",会議は突然終わった。
b2-part3-0057,indebted,恩義がある、借金がある,世話になり恩義がある様子。借金があるの意味にも使う。,"I am indebted to my teacher for her help.",先生の助けに感謝している。
b2-part3-0058,deduce,～を推論する,前提から結論を推論するイメージ。演繹する意味で使う。,"Detectives deduce facts from clues.",刑事は手がかりから事実を推理する。
b2-part3-0059,exceptionally,例外的に,「例外的に・並外れて」を表す副詞。特別な様子を示す。,"She is exceptionally good at math.",彼女は数学が並外れて得意だ。
b2-part3-0060,preferably,できれば・望ましくは,「できれば・望ましくは」を表す副詞。より好ましい様子を示す。,"Send the report by Friday, preferably before noon.",できれば正午前に、金曜日までに報告書を送ってください。
b2-part3-0061,respiration,呼吸,息をする呼吸。ガス交換の働きを指す。,"Respiration supplies oxygen to the body.",呼吸は体に酸素を供給する。
b2-part3-0062,suspicious,疑わしい,怪しく疑わしい様子。疑い深いイメージ。,"A suspicious package was left at the station.",不審な荷物が駅に残されていた。
b2-part3-0063,knot,結び目,ひもの結び目。難所や、船速のノットや、結ぶ動詞にも使う。,"Tie a knot at the end of the rope.",ロープの端に結び目を作ってください。
b2-part3-0064,spur,拍車,馬を促す拍車。刺激や、拍車をかけるという動詞にも使う。,"His coach's words gave him a spur to train harder.",コーチの言葉が彼にもっと一生懸命練習しようという意欲を与えた。
b2-part3-0065,ineffective,効果のない,効き目のない効果のない様子。無力なイメージ。,"The ineffective plan failed quickly.",効果のない計画はすぐに失敗した。
b2-part3-0066,transistor,トランジスター,電流を制御するトランジスター。半導体素子を指す。,"A transistor controls the signal.",トランジスタは信号を制御する。
b2-part3-0067,indulge,～を甘やかす・ふける,欲望を満たし甘やかすイメージ。ふける・思う存分する意味にも。,"Do not indulge every craving for sweets.",甘いものへの欲求を何でも満たすのはやめなさい。
b2-part3-0068,stagger,よろめく,ふらつきよろめくイメージ。動揺させる・ずらす意味にも使う。,"He began to stagger after the fall.",彼は転倒後によろめき始めた。
b2-part3-0069,misleading,誤解を招く,誤解を招く・紛らわしい様子。人を惑わすイメージ。,"The misleading advertisement made the product look free.",誤解を招く広告が商品を無料に見せた。
b2-part3-0070,revolve,回転する,中心の周りを回転するイメージ。ぐるぐる回る・めぐる意味で。,"The planets revolve around the sun.",惑星は太陽の周りを公転する。
b2-part3-0071,shatter,～を粉々に打ち砕く,粉々に打ち砕くイメージ。打ち砕く・くじく意味にも使う。,"The ball may shatter the glass.",ボールがガラスを粉砕するかもしれない。
b2-part3-0072,foul,汚い,汚らしく不潔な様子。反則や、ぶつかる・汚す動詞にも使う。,"A foul smell came from the drain.",排水口から不快なにおいがした。
b2-part3-0073,outsider,局外者,部外の局外者・部外者。勝ち目の薄い人を指すこともある。,"As an outsider, he did not know the local customs.",外部の人間として、彼は地域の慣習を知らなかった。
b2-part3-0074,pneumonia,肺炎,肺が炎症を起こす肺炎。呼吸器の病を指す。,"Pneumonia made him cough badly.",肺炎で彼はひどく咳をした。
b2-part3-0075,literal,文字どおりの,文字どおりの・逐語的な様子。誇張のないイメージ。,"The literal meaning of “cold” is low temperature.",「cold」の字義通りの意味は低温だ。
b2-part3-0076,compassion,哀れみ,苦しむ人への哀れみ・思いやり。同情を指す。,"A nurse should show compassion to patients.",看護師は患者に思いやりを示すべきだ。
b2-part3-0077,disappearance,消失,姿を消す消失。失踪・行方不明を指す。,"The disappearance of the necklace shocked everyone.",ネックレスの消失は全員を驚かせた。
b2-part3-0078,wartime,戦時,戦争が続く戦時。戦時中を指す。,"Food was scarce during wartime.",戦時中は食料が乏しかった。
b2-part3-0079,contradictory,矛盾した,つじつまの合わない矛盾した様子。相反するイメージ。,"The witnesses gave contradictory statements.",証人たちは矛盾した証言をした。
b2-part3-0080,intrusion,侵入・押しつけ,無断で入る侵入。押しつけ・じゃまを指す。,"The loud noise was an intrusion on our privacy.",大きな騒音はプライバシーへの侵害だった。
b2-part3-0081,offshore,沖合の・海外の,岸から離れた沖合の様子。海外の・国外のの意味にも使う。,"They built an offshore wind farm.",彼らは沖合いに風力発電所を建設した。
b2-part3-0082,cube,立方体,六面が正方形の立方体。三乗や、さいの目切りを指す。,"Cut the cheese into a cube.",チーズをさいの目切りにしてください。
b2-part3-0083,patriotic,愛国の,国を愛する愛国の様子。愛国心の強いイメージ。,"They sang a patriotic song.",彼らは愛国的な歌を歌った。
b2-part3-0084,flaw,割れ目,品質を損なう欠陥・きず。割れ目・弱点を指す。,"The plan has one serious flaw.",その計画には重大な欠陥が一つある。
b2-part3-0085,mansion,大邸宅,広くて立派な大邸宅。豪邸を指す。,"A large mansion stood on the hill.",丘の上に大きな邸宅が建っていた。
b2-part3-0086,mortal,必ず死ぬ運命の,いつか必ず死ぬ運命の様子。人間の・致命的なの意味にも使う。,"All humans are mortal.",すべての人間は死を免れない。
b2-part3-0087,donate,～を寄贈する,無償で寄贈するイメージ。寄付する・提供する意味で使う。,"Many people donate blood.",多くの人が献血をする。
b2-part3-0088,manual,手作業の・説明書,手作業の・手動の様子。名詞では手引き・説明書を指す。,"Manual labor can be physically demanding.",肉体労働は体力的に負担がかかることがある。
b2-part3-0089,ridge,山の背,山のとがった稜線・尾根。屋根の背や、うねを指す。,"The hikers followed the ridge above the valley.",ハイカーたちは谷の上の尾根を歩いた。
b2-part3-0090,microscopy,顕微鏡使用,顕微鏡を使う顕微鏡使用・顕微鏡検査を指す語。,"Microscopy revealed tiny cells.",顕微鏡観察で小さな細胞が見えた。
b2-part3-0091,racism,人種差別,人種を理由に差別する人種差別。人種主義を指す。,"The law aims to fight racism.",その法律は人種差別と戦うことを目指している。
b2-part3-0092,blaze,炎,燃えさかる炎。まばゆい光や、燃え立つ動詞にも使う。,"Firefighters controlled the blaze.",消防士が火災を鎮圧した。
b2-part3-0093,astronomy,天文学,天体を扱う天文学。星の運行を研究する学問を指す。,"Astronomy studies stars and planets.",天文学は星と惑星を研究する。
b2-part3-0094,persistence,粘り強さ・持続,あきらめない粘り強さ。持続・存続を指す。,"Persistence helped her pass the exam.",粘り強さが彼女が試験に合格するのに役立った。
b2-part3-0095,inventor,発明者,新しく生み出す発明者。考案者を指す。,"The inventor built a new machine.",その発明家は新しい機械を作った。
b2-part3-0096,indifferent,関心のない,心を動かさない関心のない様子。無関心な・平凡なイメージ。,"She was indifferent to the news.",彼女はそのニュースに無関心だった。
b2-part3-0097,bestow,～を授ける,恩恵や称号を授けるイメージ。贈る・与える意味で使う。,"The king will bestow a medal on the hero.",王は英雄にメダルを授ける。
b2-part3-0098,injured,傷つけられた,けがをした傷つけられた様子。感情を害されたの意味にも使う。,"The injured player left the field.",負傷した選手がフィールドを後にした。
b2-part3-0099,decorative,装飾の,見栄えを整える装飾の様子。飾りのイメージ。,"The vase is decorative, not practical.",その花瓶は装飾的なもので、実用的ではない。
b2-part3-0100,preferable,いっそう望ましい,他よりいっそう望ましい様子。好ましいイメージ。,"A quiet room is preferable for studying.",静かな部屋の方が勉強には好ましい。
b2-part3-0101,mint,ハッカ,すっとするハッカ・ミント。造幣局や、大金の意味にも使う。,"She put fresh mint in the tea.",彼女はお茶に新鮮なミントを入れた。
b2-part3-0102,coincidence,同時発生,偶然の同時発生・一致。偶然のめぐり合わせを指す。,"It was a coincidence that we wore the same shirt.",同じシャツを着ていたのは偶然だった。
b2-part3-0103,overthrow,～を倒す,政権などを倒すイメージ。打倒する・くつがえす意味で使う。,"The rebels tried to overthrow the government.",反乱者たちは政府を転覆しようとした。
b2-part3-0104,theorist,理論家,理論を組み立てる理論家。理論派を指す。,"The theorist proposed a new model.",その理論家は新しいモデルを提唱した。
b2-part3-0105,venue,会場・開催地,「出来事が行われる場所」から、会場・開催地を表す。 ,"The hotel was chosen as the venue for the conference.",そのホテルが会議の会場として選ばれた。
b2-part3-0106,blink,まばたきする,まぶたを開閉するまばたき。明滅する・見逃す意味にも使う。,"Try not to blink during the photo.",写真撮影中はなるべくまばたきをしないようにしてください。
b2-part3-0107,tread,～を踏む・歩く,足で踏むイメージ。踏みつける・歩む・タイヤの接地面を指す。,"Tread carefully on the wet stones.",濡れた石の上は慎重に歩いてください。
b2-part3-0108,animate,～に生命を吹き込む・活気づける,命を吹き込むイメージ。活気づける・アニメ化する意味にも使う。,"Music can animate the scene.",音楽はその場面を生き生きとさせることができる。
b2-part3-0109,unaware,気づかない,それと気づかない様子。知らずにいるイメージ。,"She was unaware of the risk.",彼女はリスクに気づいていなかった。
b2-part3-0110,stitch,一針,縫い目のひと針。編み目や、縫うという動詞にも使う。,"The doctor put one stitch in the cut.",医師は傷口に一針縫った。
b2-part3-0111,scandal,不祥事・醜聞,世間を騒がす不祥事・醜聞。恥・中傷を指す。,"The scandal damaged his career.",スキャンダルが彼のキャリアに傷をつけた。
b2-part3-0112,excel,～にまさる・秀でる,他よりすぐれ秀でるイメージ。まさる・卓越する意味で使う。,"She can excel at math.",彼女は数学で優秀な成績を上げることができる。
b2-part3-0113,moving,感動的な・動く,心を動かす感動的な様子。動いている・引っ越しのの意味にも。,"The movie had a moving ending.",その映画には感動的なエンディングがあった。
b2-part3-0114,exotic,外来の,異国風の・外来の様子。エキゾチックで珍しいイメージ。,"The restaurant serves exotic fruit.",そのレストランは珍しい果物を提供している。
b2-part3-0115,translator,翻訳者,言葉を移し替える翻訳者。翻訳ソフトを指すこともある。,"The translator changed the text into Japanese.",翻訳者がテキストを日本語に変換した。
b2-part3-0116,reconsider,～を再考する,もう一度考え直すイメージ。再検討する意味で使う。,"Please reconsider your decision.",決断を再考してください。
b2-part3-0117,crab,カニ,横歩きするカニ。不平屋や、けんかする意味の俗語にも使う。,"A crab crawled across the sand.",カニが砂の上を這っていた。
b2-part3-0118,trivial,ささいな,取るに足らないささいな様子。つまらない・平凡なイメージ。,"Do not worry about such a trivial detail.",そんな些細なことを心配しないでください。
b2-part3-0119,explorer,探検家,未知を切り開く探検家。探究者を指す。,"The explorer crossed the desert.",探検家は砂漠を横断した。
b2-part3-0120,patron,後援者,資金や後ろ盾を与える後援者。ひいき客・常連を指す。,"The patron donated money to the art museum.",パトロンが美術館に寄付をした。
b2-part3-0121,formidable,恐ろしい,手ごわく恐ろしい様子。侮れない・恐るべきイメージ。,"The champion was a formidable opponent.",チャンピオンは手ごわい相手だった。
b2-part3-0122,seminar,セミナー・研究会,少人数で学ぶセミナー・研究会。ゼミを指す。,"The seminar starts at two.",セミナーは2時から始まります。
b2-part3-0123,reminder,思い出させるもの,思い出させるもの・注意。督促状を指すこともある。,"The alarm is a reminder to take medicine.",アラームは薬を飲む際のリマインダーだ。
b2-part3-0124,startle,～を驚かせる,不意にびくっと驚かせるイメージ。ぎょっとさせる意味で使う。,"The sudden alarm can startle the baby.",突然の警報が赤ちゃんを驚かせることがある。
b2-part3-0125,addiction,中毒・依存,やめられない中毒・依存。夢中になることを指す。,"Gambling addiction can ruin families.",ギャンブル依存症は家族を崩壊させることがある。
b2-part3-0126,amplify,～を拡大する,音や範囲を拡大するイメージ。増幅する・詳しく述べる意味にも。,"The microphone can amplify his voice.",マイクが彼の声を増幅することができる。
b2-part3-0127,bankrupt,破産した・破産者,支払い不能の破産した様子。破産者や、破産させる動詞にも。,"The company went bankrupt.",その会社は倒産した。
b2-part3-0128,vigorously,精力的に,「精力的に・活発に」を表す副詞。力強い様子を示す。,"Shake the bottle vigorously before use.",使用前によく振ってください。
b2-part3-0129,authoritative,信頼すべき,権威に基づき信頼すべき様子。有力な・命令的なイメージ。,"The dictionary is an authoritative source.",辞書は権威ある情報源だ。
b2-part3-0130,ash,灰・火山灰,燃え残る灰。火山灰や、トネリコの木を指すこともある。,"Volcanic ash covered the village.",火山灰が村を覆った。
b2-part3-0131,distract,～の注意をそらす,注意を横へそらすイメージ。気を散らす・悩ます意味で使う。,"Noise can distract students.",騒音は生徒の集中力を散らすことがある。
b2-part3-0132,novelty,新奇さ,目新しさ・新奇さ。珍しい物や、新製品を指す。,"The novelty of the toy soon disappeared.",おもちゃの新しさはすぐに消えた。
b2-part3-0133,tutor,家庭教師・講師,個別に教える家庭教師。指導するという動詞にも使う。,"The tutor helped me with math.",家庭教師が数学を手伝ってくれた。
b2-part3-0134,spokesman,スポークスマン,意見を代弁する報道官・スポークスマン。代弁者を指す。,"The spokesman answered questions.",広報担当者が質問に答えた。
b2-part3-0135,cruelty,残酷,情け容赦のない残酷。むごい行いを指す。,"Cruelty to animals is illegal.",動物への残虐行為は違法だ。
b2-part3-0136,hospitality,親切なもてなし,客への親切なもてなし。厚遇・歓待を指す。,"The family showed warm hospitality.",家族は温かいもてなしをしてくれた。
b2-part3-0137,excursion,小旅行,気軽な小旅行・遠足。脱線・寄り道を指すこともある。,"The excursion lasted all day.",遠足は一日中続いた。
b2-part3-0138,straighten,～をまっすぐにする,曲がりをまっすぐにするイメージ。整える・片づける意味にも。,"Straighten your back when you sit.",座るときは背筋を伸ばしてください。
b2-part3-0139,radiate,光を放つ,中心から光や熱を放つイメージ。放射する・発散する意味で使う。,"The heater can radiate warmth across the room.",ヒーターは部屋全体に温もりを放射することができる。
b2-part3-0140,ballet,バレエ,優美に舞う舞踊バレエ。バレエ団を指す。,"She practices ballet every Saturday.",彼女は毎週土曜日にバレエを練習する。
b2-part3-0141,admirable,賞賛に値する,感心して賞賛に値する様子。りっぱな・見事なイメージ。,"Her courage is admirable.",彼女の勇気は称賛に値する。
b2-part3-0142,passionate,情熱的な,熱く燃える情熱的な様子。激しい・熱烈なイメージ。,"She is passionate about music.",彼女は音楽に情熱を持っている。
b2-part3-0143,paralysis,麻痺,体が動かなくなる麻痺。まひ状態や、機能停止を指す。,"The accident left him with paralysis.",事故で彼は麻痺が残った。
b2-part3-0144,gleam,きらめき,かすかにきらめく光。閃光や、ほのかに光る動詞にも使う。,"A gleam of light came through the door.",ドアから一筋の光が差し込んだ。
b2-part3-0145,gateway,出入口,出入りの門・出入口。通り道・入り口の比喩にも使う。,"The old gate served as a gateway to the castle.",古い門が城への入口として機能していた。
b2-part3-0146,quantify,～を数量化する,数値で表し数量化するイメージ。定量化する意味で使う。,"Researchers quantify the risk.",研究者がリスクを定量化する。
b2-part3-0147,rug,敷き物,床に敷く敷き物・じゅうたん。ひざ掛けを指すこともある。,"A small rug lay beside the bed.",小さなラグがベッドの横に敷いてあった。
b2-part3-0148,slap,平手打ち・～を平手で打つ,平手で打つ平手打ち。ぴしゃりと打つ・ぶつける動詞にも使う。,"He gave the table a hard slap.",彼はテーブルを強く叩いた。
b2-part3-0149,addict,中毒者・～を夢中にさせる,やめられない中毒者・愛好者。夢中にさせる動詞にも使う。,"A gambling addict may need professional help.",ギャンブル依存症者は専門的な助けが必要かもしれない。
b2-part3-0150,irritation,いらだち,神経を逆なでするいらだち。刺激・炎症を指す。,"The smoke caused irritation in my eyes.",煙が目に刺激を与えた。
b2-part3-0151,optimistic,楽観的な,先を明るく見る楽観的な様子。前向きなイメージ。,"She is optimistic about the future.",彼女は将来について楽観的だ。
b2-part3-0152,harmless,無害の,害のない無害の様子。悪気のない・当たり障りのないイメージ。,"The spider is harmless.",そのクモは無害だ。
b2-part3-0153,thoughtful,思いやりのある,相手を気づかう思いやりのある様子。考え深いの意味にも使う。,"She wrote a thoughtful note to her teacher.",彼女は先生に思いやりのあるメモを書いた。
b2-part3-0154,intravenous,静脈内の,静脈に入れる静脈内の様子。点滴・注射のイメージ。,"The nurse gave intravenous fluids.",看護師が点滴で輸液を投与した。
b2-part3-0155,ranger,森林警備員・レンジャー,森を守る森林警備員・レンジャー。特殊部隊員を指すことも。,"The ranger protected the national park.",レンジャーが国立公園を守った。
b2-part3-0156,leaflet,ちらし,一枚刷りのちらし・ビラ。小冊子を指すこともある。,"The shop handed out a leaflet.",店がチラシを配った。
b2-part3-0157,trainee,訓練を受けている人,訓練を受ける研修生・訓練生。見習いを指す。,"The trainee learned how to use the machine.",研修生は機械の使い方を学んだ。
b2-part3-0158,scarlet,緋色,鮮やかな緋色・深紅。真っ赤な色を指す。,"She wore a scarlet scarf.",彼女は真紅のスカーフを巻いていた。
b2-part3-0159,lawsuit,訴訟,法に訴える訴訟。裁判沙汰を指す。,"The company faced a lawsuit.",その会社は訴訟に直面した。
b2-part3-0160,juror,陪審員,有罪無罪を判じる陪審員。審査員を指すこともある。,"The juror listened carefully to the evidence.",陪審員は証拠を注意深く聞いた。
b2-part3-0161,duplication,複製・重複,そっくり作る複製。重複・二重化を指す。,"The system prevents duplication of records.",そのシステムは記録の重複を防ぐ。
b2-part3-0162,gambling,ギャンブル・賭け事,金を賭けるギャンブル・賭け事。投機の比喩にも使う。,"Gambling addiction can ruin families.",ギャンブル依存症は家族を崩壊させることがある。
b2-part3-0163,nightmare,悪夢,恐ろしい悪夢。ひどい体験の比喩にも使う。,"Missing the exam was a nightmare.",試験を受け損なったのは悪夢だった。
b2-part3-0164,pirate,海賊,船を襲う海賊。著作権を侵す者や、無断複製する動詞にも使う。,"The pirate hid treasure on the island.",海賊は島に宝を隠した。
b2-part3-0165,detach,～を引き離す,くっついたものを引き離すイメージ。取り外す・派遣する意味も。,"Detach the label from the package.",荷物からラベルを剥がしてください。
b2-part3-0166,liner,定期船,定期運航する定期船・定期便。裏地や、目を描く化粧品を指す。,"The ocean liner crossed the Atlantic.",その大型客船が大西洋を横断した。
b2-part3-0167,chemotherapy,化学療法,薬で病を叩く化学療法。がん治療などを指す。,"Chemotherapy made her very tired.",化学療法で彼女は非常に疲れた。
b2-part3-0168,misfortune,不運,思わぬ不運・不幸。災難を指す。,"Losing his wallet was a misfortune.",財布をなくしたのは不運だった。
b2-part3-0169,zip,ジッという音・ファスナー,ジッと鳴る音。ファスナーや、勢いよく進む・圧縮する意味にも。,"Zip the jacket before going outside.",外出する前にジャケットのジッパーを閉めてください。
b2-part3-0170,swift,速い,すばやく速い様子。即座の・敏しょうなイメージ。,"The swift response saved many lives.",迅速な対応が多くの命を救った。
b2-part3-0171,righteousness,正義,道にかなった正義・正しさ。公正・徳を指す。,"The speech appealed to justice and righteousness.",スピーチは正義と義を訴えた。
b2-part3-0172,prominence,目立つこと・突出部,きわ立って目立つこと。突出部・名声を指す。,"The singer rose to prominence in the 1990s.",その歌手は1990年代に有名になった。
b2-part3-0173,elective,選択制の・選挙で選ばれた,自由に選べる選択制の様子。選挙で選ばれるの意味にも使う。,"She chose an elective course in art.",彼女は選択科目として美術を選んだ。
b2-part3-0174,outrage,激怒・暴挙,怒りをかき立てる激怒。暴挙・侮辱や、憤慨させる動詞にも。,"Public outrage forced the company to apologize.",世論の怒りが会社に謝罪を強いた。
b2-part3-0175,villager,村人,村に住む村人。村の住民を指す。,"A villager showed us the path.",村人が道を教えてくれた。
b2-part3-0176,amuse,～を楽しませる,おもしろがらせ楽しませるイメージ。笑わせる・慰める意味も。,"The clown tried to amuse the children.",道化師は子供たちを楽しませようとした。
