id,english,japanese,detail,sample,sample-jpn
a1-part6-0066,produce,～を生産する、生じる,作り出し生産するイメージ。生じさせる・提示する意味にも使う。,"The farm can produce sweet apples.",その農場は甘いリンゴを生産できる。
a1-part6-0104,structure,構造、建造物,部分が組み合わさった形。構造・組織に使う。 ,"The building's structure was strong.",その建物の構造は頑丈だった。
a1-part5-0190,hello,もしもし,出会いや電話で使うあいさつ「こんにちは・もしもし」。,"Say hello when you enter the room.",部屋に入るときは挨拶をしなさい。
a1-part3-0146,plane,飛行機、平面,空を飛ぶ飛行機。平らな面・かんなを指すこともある。,"The plane landed in heavy rain.",飛行機が激しい雨の中に着陸した。
a1-part5-0006,lovely,美しい,見て感じがよい・愛らしい。物や天気にも使う。 ,"The garden looked lovely.",庭はとても素敵に見えた。
a1-part7-0060,shape,形,外から見える形。形作る動詞にもなる。 ,"The shape looked like a shell.",その形は貝のように見えた。
a1-part7-0016,chairman,議長,会議や組織をまとめる人。議長・会長を表す。 ,"The chairman opened the meeting.",議長が会議を開いた。
a1-add1-0042,organization,組織、団体,目的のために集まった組織・団体。整理・編成の意味にも使う。,"She works for a large organization.",彼女は大きな組織で働いている。
a1-part6-0106,patient,患者、忍耐強い,医療を受ける人。形容詞では「忍耐強い」。 ,"The patient rested after surgery.",患者は手術後に休んだ。
a1-part8-0044,soft,柔らかい,押すと柔らかい状態。やさしい・小さい音・手ざわりのよい意味も。,"Soft moss covered the stones.",柔らかい苔が石を覆っていた。
a1-part7-0084,strength,力,強さや長所。力・強度・強みを表す。 ,"Strength comes with practice.",力は練習とともにつく。
a1-part5-0115,tired,疲れた,疲れて元気がない状態。飽きた・うんざりした意味にも使う。,"The tired worker went home early.",疲れた作業員が早退した。
a1-part8-0127,crowd,群衆,多くの人の集まり。群衆・詰め込む動詞にも。 ,"A large crowd gathered in the square.",広場に大勢の人が集まった。
a1-part3-0103,feed,～に食べ物を与える,食べ物を与えること。情報や材料を入れる意味にも広がる。 ,"Please feed the dog before sunset.",日没前に犬にエサをあげてください。
a1-part7-0154,negative,否定の,否定的な・消極的な様子。負の・陰性やマイナスの意味にも使う。,"Try not to make negative comments.",否定的なコメントをしないようにしなさい。
a1-part4-0059,pool,水たまり,水のたまった水たまり・プール。共同資金・くじの意味も。,"The children swam in the pool after school.",子どもたちは放課後プールで泳いだ。
a1-part6-0172,request,頼み、～を頼む,丁寧に頼む依頼。要望や、～を頼むという動詞にも使う。,"She sent a request for more information.",彼女はさらなる情報を求めるリクエストを送った。
a1-part3-0160,chair,いす,腰かけるいす。議長・委員長を指すこともある。,"A chair scraped across the floor.",椅子が床をこすって音を立てた。
a1-part6-0060,develop,発達する、～を開発する,段階的に発達するイメージ。開発する・現像する意味にも使う。,"Scientists develop a safer vaccine.",科学者たちがより安全なワクチンを開発する。
a1-part6-0091,function,機能、儀式,物事の働き・機能。数学の関数や、儀式・催しの意味にも使う。,"The phone has a useful function.",その電話には便利な機能がある。
a1-part3-0182,hole,穴,中が抜けた空間。穴・欠点・空白にも使う。 ,"A rabbit vanished into the hole.",ウサギが穴の中に消えた。
a1-part5-0132,milk,ミルク,食べ物・飲み物の「ミルク」。食事や好みの話で使う。 ,"Milk spilled across the kitchen table.",ミルクがキッチンのテーブルにこぼれた。
a1-part8-0129,pack,包み,まとめて包むこと。荷造りする・一包みを表す。 ,"Please pack the tent.",テントを荷造りしてください。
a1-part5-0082,prince,王子,王の息子である王子。君主・第一人者を指す。,"The prince greeted the crowd.",王子が群衆に挨拶をした。
a1-part7-0076,proper,適切な,目的や状況に合って正しい。適切な・本来の。 ,"Use the proper tool for the job.",仕事に適切な道具を使いなさい。
a1-part5-0142,snow,雪,自然や天候に関する「雪」。季節・空・環境の話で使う。 ,"Snow covered the bicycle path.",雪が自転車道を覆った。
a1-part6-0127,suggest,～を提案する、示唆する,それとなく提案するイメージ。示唆する・連想させる意味にも使う。,"Suggest a title for the story.",物語のタイトルを提案しなさい。
a1-add1-0055,toward,～の方へ、～に向かって,「～の方へ」を表す前置詞。方向や態度を示す。米式つづり。,"She walked toward the door.",彼女はドアの方へ歩いた。
a1-part7-0142,useful,役に立つ,役に立つ・有用な様子を表す。,"A flashlight is useful during a power outage.",停電の時、懐中電灯は役に立つ。
a1-part7-0164,valley,谷,山にはさまれた谷。流域や、くぼんだ地の意味にも使う。,"The river flows through a deep valley.",川は深い谷を流れている。
a1-part4-0019,cook,～を料理する、料理人,食べ物を熱して作る人・動作。料理人にも使う。 ,"Cook the rice for twenty minutes.",ご飯を20分炊きなさい。
a1-part8-0061,weak,弱い,力や程度が弱い状態。もろい・薄い・不得意なの意味にも使う。,"The old bridge looked weak.",古い橋は弱そうに見えた。
a1-part5-0137,cute,かわいい,見て愛らしくかわいい状態。抜け目ないの意味にも使う。,"The puppy looked cute.",子犬はかわいく見えた。
a1-part5-0100,excited,興奮した,気持ちが高ぶり興奮した状態。わくわくした様子を表す。,"The children were excited about the trip.",子供たちは旅行をとても楽しみにしていた。
a1-part7-0198,museum,博物館,資料を集め展示する博物館。美術館を指すこともある。,"The museum displayed ancient pottery.",博物館は古代の陶器を展示した。
a1-add1-0021,email,電子メール,ネットで送る電子メール。メールを送るという動詞にも使う。,"I sent her an email.",私は彼女にメールを送った。
a1-part7-0067,task,仕事,やるべき一つの仕事。課題・任務を表す。 ,"This task must be finished by Friday.",このタスクは金曜日までに終了しなければならない。
a1-part8-0049,possibly,ひょっとしたら,可能性があることを示す副詞。ひょっとすると。 ,"We can possibly finish today.",今日中に終わらせることができるかもしれない。
a1-part8-0070,software,ソフトウェア,コンピュータを動かすソフトウェア。プログラム全般を指す。,"This software helps edit photos.",このソフトウェアは写真の編集に役立つ。
a1-part3-0174,sugar,砂糖,食べ物・飲み物の「砂糖」。食事や好みの話で使う。 ,"Sugar makes the tea taste sweet.",砂糖を入れると紅茶が甘くなる。
a1-part4-0101,afraid,恐れて,怖さや心配で身が引く状態。be afraid ofで使う。 ,"The child was afraid of the dark stairs.",その子供は暗い階段が怖かった。
a1-part7-0065,forest,森林,木が密に茂る森林。大量に集まる様子の比喩にも使う。,"The forest grew quiet after snow.",雪の後、森は静まり返った。
a1-part7-0159,generation,世代,同時期に生まれた世代。一世代の期間や、発生の意味にも使う。,"This song is popular with the younger generation.",この歌は若い世代に人気がある。
a1-part7-0007,mention,～に言及する,ちょっと話に出すイメージ。言及する・名を挙げる意味にも使う。,"There was no mention of the price.",値段についての記載がなかった。
a1-part5-0036,birthday,誕生日,生まれた日を祝う誕生日。記念日を指す語。,"We celebrated her birthday with a cake.",私たちはケーキで彼女の誕生日を祝った。
a1-part8-0130,dangerous,危険な,危害の恐れがある危険な様子を表す。,"A dangerous curve surprised drivers.",危険なカーブがドライバーを驚かせた。
a1-part4-0159,drama,戯曲,舞台で演じる劇・戯曲。劇的な出来事の意味にも使う。,"The students performed a drama on stage.",生徒たちは舞台で劇を演じた。
a1-part8-0054,extremely,極端に,程度が非常に大きいこと。veryより強めの副詞。 ,"The water was extremely cold.",水は非常に冷たかった。
a1-part3-0017,fill,～を満たす、いっぱいにする,空いた所を中身で満たすイメージ。容器・時間・役職・感情を満たす意味にも広がる。,"Fill the bottle with cold water.",ボトルに冷たい水を入れなさい。
a1-part4-0082,smoke,煙,物が燃えて出る煙。動詞でタバコを吸う・いぶす意味にも使う。,"Smoke curled above the chimney.",煙が煙突の上でくるりと巻いた。
a1-part7-0175,native,生まれ故郷の、母国の,生まれ故郷の・母国の様子。原産の・生まれつきのの意味にも使う。,"She is a native speaker of Spanish.",彼女はスペイン語のネイティブスピーカーだ。
a1-part3-0050,teach,～を教える,知識や技能を身につけさせるイメージ。教訓を与える意味にも使う。,"Teach the song to the class.",クラスにその歌を教えなさい。
a1-part2-0156,survey,調査,全体を見渡して調べること。アンケートの意味もある。 ,"The survey asked about commuting habits.",調査は通勤習慣についてたずねた。
a1-part3-0095,writer,作家,文章を書く作家・著者。筆者を指す。,"The writer revised the last paragraph.",作家は最後の段落を修正した。
a1-part4-0001,yellow,黄色の,主な意味は色の「黄色の」。物の色や雰囲気を表す形容詞。 ,"The wall is yellow.",壁は黄色い。
a1-part7-0089,advantage,有利な立場,有利になる点。利点・優位を表す。 ,"Arriving early gives us an advantage in finding good seats.",早めに到着すると、良い席を見つける上で有利になる。
a1-part4-0170,angry,おこった,腹を立てて怒った状態。荒れた・炎症した様子にも使う。,"An angry driver honked at the gate.",怒った運転手が門のところでクラクションを鳴らした。
a1-part3-0120,bird,鳥,動物の「鳥」。種類や特徴を言う基本名詞。 ,"A bird landed on the fence.",鳥がフェンスに止まった。
a1-part4-0171,bowl,どんぶり,深い器のどんぶり・ボウル。ボウリングの球や、投げる動詞も。,"She poured soup into the bowl.",彼女はスープをお椀に注いだ。
a1-part4-0106,clothes,衣服,身に着けるもの全体。常に複数形で扱う。 ,"Wet clothes hung by the stove.",濡れた服がストーブのそばに干してあった。
a1-part6-0166,influence,影響,人・物に及ぶ力。影響・影響を与える動詞。 ,"Her advice had a strong influence on me.",彼女のアドバイスは私に強い影響を与えた。
a1-part3-0196,laugh,笑う,声を立てて笑うイメージ。あざ笑う意味にも使う。,"The children began to laugh at the clown's tricks.",子どもたちはピエロの芸を見て笑い始めた。
a1-part4-0153,lunch,昼食,昼にとる食事。昼食・弁当を指す語。,"Let's have lunch together.",一緒に昼食を食べましょう。
a1-part4-0042,meat,肉,食用の肉。物事の核心・中身の比喩にも使う。,"The meat cooked slowly over the fire.",肉は火の上でゆっくりと調理された。
a1-part4-0063,neck,首,頭と胴をつなぐ首。びんの首や衣服の襟ぐりにも使う。,"A scarf covered his neck.",マフラーが彼の首を覆った。
a1-part3-0107,quarter,4分の1、15分,「4分の1」から、15分・四半期・25セントにも使う。 ,"A quarter of the cake was left.",ケーキの4分の1が残っていた。
a1-part4-0018,row,列,横一列に並んだもの。列・こぐ動詞にもなる。 ,"Sit in the front row.",前列に座りなさい。
a1-part8-0156,storm,あらし,自然や天候に関する「あらし」。季節・空・環境の話で使う。 ,"A storm damaged the old roof.",嵐が古い屋根を傷めた。
a1-part4-0002,surprise,～を驚かす、驚き,予想外で驚かせること。名詞「驚き」にもなる。「驚かす」の意味もある。 ,"The surprise party made her laugh and cry.",サプライズパーティーで彼女は笑いながら泣いた。
a1-part7-0189,traditional,伝統的な,昔から受け継ぐ伝統的な様子を表す。,"They wore traditional clothes at the festival.",彼らはお祭りで伝統的な服を着た。
a1-part4-0103,actor,俳優,役を演じる俳優。関係者・行為者を指すこともある。,"The actor memorized his lines before rehearsal.",その俳優はリハーサル前にセリフを暗記した。
a1-part8-0017,apparently,どうやら、見たところ,見たところそうらしい。確実でない判断に使う。 ,"Apparently, the train skipped this stop.",どうやら、電車はこの停留所を通過したようだ。
a1-part8-0011,chain,鎖,つながった鎖。鎖状の連なりや、チェーン店の意味にも使う。,"The bicycle chain came loose.",自転車のチェーンが外れた。
a1-part3-0171,cry,泣く,涙を流すイメージ。大声で叫ぶ・訴える意味にも使う。,"The child began to cry after losing her toy.",子どもはおもちゃをなくした後で泣き始めた。
a1-part7-0026,hundred,100、百,数を表す語。100、百という数量や順番の表現に使う。 ,"A hundred guests arrived before noon.",100人のゲストが正午前に到着した。
a1-part3-0198,magazine,雑誌,定期刊行の雑誌。弾倉・倉庫の意味にも使う。,"She bought a magazine at the station.",彼女は駅で雑誌を買った。
a1-part7-0131,promise,約束,将来そうすると言うこと。約束・見込みにも使う。 ,"She made a promise to return.",彼女は戻ってくると約束した。
a1-part4-0074,quiet,静かな,音や動きが少ない状態。静かな・落ち着いたに使う。 ,"A quiet lane led to the temple.",静かな小道が寺院に続いていた。
a1-part7-0117,strategy,戦略、戦術,目的に向かう大きな計画。戦略・作戦を表す。 ,"The coach explained the team's strategy.",コーチはチームの戦略を説明した。
a1-part7-0097,wave,波、手を振る,打ち寄せる波。動きの高まり・流行や、手を振る動詞にも使う。,"A huge wave hit the rocks.",大きな波が岩に打ちつけた。
a1-part8-0075,audience,聴衆,話や演技を受け取る人々。聴衆・観客を表す。 ,"The audience listened quietly.",観客は静かに耳を傾けた。
a1-part7-0038,fail,失敗する,うまくいかず失敗するイメージ。不合格・故障・欠けるの意味にも。,"The plan may fail without support.",支援がなければ計画は失敗するかもしれない。
a1-part8-0169,golden,金の,主な意味は色の「金の」。物の色や雰囲気を表す形容詞。 ,"The wall is golden.",壁は金色だ。
a1-part8-0084,lawyer,弁護士,法律を扱う弁護士。法律家を指す。,"The lawyer explained the contract.",弁護士が契約書を説明した。
a1-part3-0131,medicine,医学,病気を治す医学。飲む薬を指すこともある。,"The medicine tasted bitter.",その薬は苦かった。
a1-part3-0083,mountain,山,高くそびえる地形。大量・困難の比喩にも使う。,"The mountain disappeared in clouds.",山が雲の中に消えた。
a1-part6-0196,seek,～を探し求める,探し求めるイメージ。得ようと努める・求める意味にも使う。,"They seek help from a doctor.",彼らは医師に助けを求める。
a1-part8-0090,fault,欠点,悪い結果の原因。欠点・責任・断層にも使う。 ,"It was not my fault.",それは私のせいではなかった。
a1-part4-0021,television,テレビ放送,映像を送るテレビ放送。テレビ受像機を指す。,"They watched television after dinner.",彼らは夕食後にテレビを見た。
a1-part3-0097,smile,ほほえむ,口元をゆるめて笑うこと。名詞では笑顔を表す。,"Her smile made everyone feel welcome.",彼女の笑顔が皆を温かい気持ちにさせた。
a1-part8-0006,impossible,不可能な,実現できない不可能な状態。ありえない・手に負えない意味にも。,"It is impossible to finish today.",今日中に終わらせるのは不可能だ。
a1-part4-0014,truck,運搬車,荷物を運ぶ車。貨物用の大型車を表す。 ,"A delivery truck blocked the narrow road.",配達トラックが狭い道路をふさいだ。
a1-part7-0091,electric,電気の,電気の・電気を使う様子。刺激的な・興奮した意味にも使う。,"The electric car was very quiet.",電気自動車はとても静かだった。
a1-part7-0086,strike,～を打つ、ストライキ,強く打つイメージ。ぶつかる・思いつく・ストライキの意味にも。,"Workers voted to strike for better pay.",労働者たちはより良い給与を求めてストライキに投票した。
a1-part4-0175,festival,祭り,特別な日を祝う催し。祭り・音楽祭などに使う。 ,"The festival filled the streets with music.",お祭りは通りを音楽で満たした。
a1-part8-0035,novel,小説、新奇な,長編の小説。形容詞では目新しい・斬新なの意味にも使う。,"Her first novel became a bestseller.",彼女の最初の小説はベストセラーになった。
a1-part4-0162,shirt,シャツ,上半身に着るシャツ。ワイシャツを指す。,"His shirt dried in the sun.",彼のシャツが日光で乾いた。
a1-part5-0189,False,正しくない,事実と異なる「正しくない」状態。偽の・見せかけの意味にも使う。,"The rumor was false.",そのうわさは嘘だった。
a1-part7-0196,accident,事故、偶然,予期せず起こる出来事。事故・偶然の出来事。 ,"No one was hurt in the accident.",事故で誰も怪我をしなかった。
a1-part3-0004,twenty,20、二十,数を表す語。20、二十という数量や順番の表現に使う。 ,"Twenty guests arrived before noon.",20人の客が正午前に到着した。
a1-part8-0026,ancient,古代の,はるか昔の古代の様子。古めかしい・大昔のの意味にも使う。,"Ancient stones lined the path.",古い石が道沿いに並んでいた。
a1-part8-0012,background,背景,後ろにある土台。背景・経歴・事情を表す。 ,"Her background is in engineering.",彼女のバックグラウンドはエンジニアリングだ。
a1-part5-0088,bell,鐘,鳴らして知らせる鐘・ベル。鈴・呼び鈴を指す。,"She put the bell on the table.",彼女はテーブルの上にベルを置いた。
a1-part4-0033,blow,吹く、一撃,強く吹くイメージ。吹く・（名詞で）一撃・打撃の意味がある。,"A sudden blow knocked the door open.",突然の一撃がドアを開けた。
a1-part4-0136,cream,クリーム,乳脂肪のクリーム。精髄・クリーム色の意味にも使う。,"She added cream to the coffee.",彼女はコーヒーにクリームを加えた。
a1-part6-0194,express,～を表現する、急行の,考えを言葉で表すイメージ。急行の・速達のという意味にも使う。,"He can express his feelings clearly.",彼は自分の気持ちをはっきり表現できる。
a1-part4-0174,terrible,恐ろしい,非常に悪い・ひどい状態。強い否定感を表す。 ,"The storm caused terrible damage.",嵐はひどい被害をもたらした。
a1-part8-0013,usual,いつもの,いつも通りの・普通の様子を表す。,"This is the usual method.",これが通常の方法だ。
a1-part8-0032,debate,討論,意見を根拠つきで争う話し合い。討論・議論。 ,"The students held a debate on climate change.",生徒たちは気候変動についてディベートを行った。
a1-part3-0191,excellent,すぐれた,非常に優れた状態。抜群の・見事なという評価を表す。,"Her excellent score earned her a scholarship.",優れた成績が彼女に奨学金をもたらした。
a1-part8-0038,escape,逃げ出す,危険や制限から抜け出すこと。逃げる・脱出。 ,"The prisoners planned an escape.",囚人たちは脱走を計画した。
a1-part4-0139,flag,旗,目印の旗。合図する・弱まるという動詞にも使う。,"The flag waved above the school.",旗が学校の上ではためいていた。
a1-part8-0188,joy,喜び,心がわく喜び。楽しみ・喜びの種を指す。,"Joy filled the room after the news.",そのニュースの後、部屋に喜びが満ちた。
a1-part4-0089,kiss,～にキスする、キス,唇で触れるキス。そっと触れる・かすめる比喩にも使う。,"She gave the baby a gentle kiss.",彼女は赤ちゃんにそっとキスをした。
a1-part7-0107,load,荷,運ぶ荷物・積み荷。負担や、積み込む・読み込む動詞にも使う。,"The truck carried a heavy load.",トラックが重い荷物を運んだ。
a1-part8-0086,mistake,誤り,正しくない選択や行為。誤り・間違える動詞。 ,"One mistake changed the final score.",一つのミスが最終スコアを変えた。
a1-part8-0037,rent,家賃、～を賃借りする,お金を払って借りること。家賃・賃借料にも使う。 ,"We pay rent at the start of each month.",毎月初めに家賃を払う。
a1-part8-0118,tip,先端、チップ,「先端」から、助言・チップ・傾ける動詞にも使う。 ,"Leave a tip for the waiter.",ウェイターにチップを渡してください。
a1-part6-0072,concern,関係する、心配,関わり・関心事。心配や、～に関係するという動詞にも使う。,"Air pollution is a serious concern.",大気汚染は深刻な問題だ。
a1-part8-0149,diet,食事、議会,健康や減量のための食事。国などの議会の意味にも使う。,"A healthy diet includes vegetables.",健康的な食事には野菜が含まれる。
a1-part2-0131,discuss,～を話し合う,ある話題について意見を出し合うイメージ。 ,"Discuss the plan after lunch.",昼食後に計画を話し合いなさい。
a1-part4-0125,holiday,休日,仕事を休む休日。祝日・休暇を指す語。,"The holiday begins on Friday.",休暇は金曜日から始まる。
a1-part2-0177,item,項目,一覧の一つ。品物・記事の一つを表す。 ,"Each item has a price tag.",各商品に値札がついている。
a1-part8-0182,lane,小道,細い小道。車線・航路や、競技のレーンの意味にも使う。,"Cars moved slowly in the right lane.",車は右車線をゆっくり進んでいた。
a1-part7-0002,perform,～を行う、演じる,人前または決めた手順で行うこと。実行・演技に使う。「演じる」の意味もある。 ,"The band will perform at the festival.",バンドはフェスティバルで演奏する予定だ。
a1-part8-0055,slowly,遅く,速度が遅い様子。動作や変化がゆっくり進む。 ,"Speak slowly so everyone can understand.",全員が理解できるようにゆっくり話してください。
a1-part8-0153,wet,ぬれた,水分を含んだぬれた状態。雨降りの・湿ったの意味にも使う。,"Wet shoes lined the doorway.",濡れた靴が玄関に並んでいた。
a1-part4-0013,yard,ヤード,家の外の庭や作業場。長さの単位ヤードにも使う。 ,"Children played in the yard.",子どもたちが庭で遊んだ。
a1-part4-0067,afternoon,午後,正午から日没までの時間帯。午後を指す語。,"We met in the afternoon.",私たちは午後に会った。
a1-part7-0118,assistant,助手,仕事を助ける助手・補佐。店員や、補助のの意味にも使う。,"The assistant scheduled the meeting and copied the files.",アシスタントが会議をスケジュールし、ファイルをコピーした。
a1-part8-0138,appreciate,～をありがたく思う、評価する,よさを認めありがたく思うイメージ。評価・値上がりの意味にも。,"I appreciate your help.",ご支援に感謝します。
a1-part8-0024,emergency,緊急事態,急を要する緊急事態。非常時を指す。,"Call this number in an emergency.",緊急時はこの番号に電話してください。
a1-part6-0077,chapter,章,本を分けた章。物事の一区切り・支部の意味にも使う。,"Please read the next chapter tonight.",今夜、次の章を読んでください。
a1-part7-0150,editor,編集者,原稿を整える編集者。編集ソフトを指すこともある。,"The editor checked the article for mistakes.",編集者が記事のミスをチェックした。
a1-part5-0094,hat,帽子,つばのある帽子。役割・立場の比喩にも使う。,"He put on a hat before going outside.",彼は外出する前に帽子をかぶった。
a1-part4-0081,kitchen,台所,料理をする台所。調理場・厨房を指す語。,"The kitchen smelled of roasted garlic.",キッチンにはローストガーリックの香りがした。
a1-part4-0100,orange,オレンジ,主な意味は色の「オレンジ」。物の色や雰囲気を表す形容詞。 ,"The wall is orange.",壁はオレンジ色だ。
a1-part8-0136,raw,生の,火を通していない生の状態。未加工の・むき出しのの意味にも使う。,"Do not eat raw chicken.",生の鶏肉を食べないでください。
a1-part8-0184,armed,武装した,武器を持った状態。武装した、備えた。 ,"The armed guard stood outside.",武装した警備員が外に立っていた。
a1-part8-0133,empty,空の、～を空にする,中身のない空の状態。むなしい・空にするという動詞にも使う。,"The room felt empty after the concert.",コンサートが終わった後、部屋は空虚に感じられた。
a1-part3-0005,exercise,運動,体や能力を動かすこと。運動だけでなく練習問題にも使う。 ,"This exercise strengthens the ankles.",このエクササイズは足首を強化する。
a1-part5-0030,shopping,買い物,店で買い物をすること。購入した品物も指す。,"We went shopping after lunch.",昼食の後で買い物に行った。
a1-part3-0063,tool,道具,作業に使う道具。比喩的に手段・方法にも使う。 ,"The tool cut the wire cleanly.",その道具は電線をきれいに切断した。
a1-part4-0052,bright,輝いている,光が強い状態。明るい・賢い・鮮やかな意味。 ,"Bright lanterns lined the street.",明るいランタンが通りに並んでいた。
a1-part4-0161,ticket,切符,乗車や入場の切符。交通違反切符・候補者名簿も指す。,"She bought a ticket for the train.",彼女は電車のチケットを買った。
a1-part7-0130,admit,～を認める、入れる,事実だと認めるイメージ。入場・入学を許す意味にも使う。,"He refused to admit his mistake.",彼は自分のミスを認めることを拒んだ。
a1-part7-0182,frame,骨組み,外側で支える枠。骨組み・額・枠組みに使う。 ,"The picture has a wooden frame.",その絵は木製のフレームに入っている。
a1-part4-0097,guest,招待客,招かれて来る人。客・宿泊客を表す。 ,"Each guest received a welcome card.",各ゲストはウェルカムカードを受け取った。
a1-part4-0071,rice,米,食べ物・飲み物の「米」。食事や好みの話で使う。 ,"The rice was hot and soft.",ご飯は熱くて柔らかかった。
a1-part8-0158,roof,屋根,建物の上を覆う屋根。頂上・上限の比喩にも使う。,"Snow covered the roof of the house.",雪が家の屋根を覆った。
a1-part7-0115,schedule,時間表,時間順に並べた予定。予定表・予定する動詞もある。 ,"The train schedule changed this morning.",今朝、電車のダイヤが変わった。
a1-part4-0066,strange,奇妙な,見慣れず奇妙なイメージ。不思議な・見知らぬの意味にも使う。,"A strange noise came from the attic.",屋根裏から奇妙な音がした。
a1-part8-0113,besides,～に加えて、その上,「～に加えて・その上」を表す語。追加や余談を示す。,"Besides, we should leave now.",それに、もう出発すべきだ。
a1-part4-0088,cap,帽子,頭にかぶる帽子。ふた・上限や、ふたをする動詞にも使う。,"He wore a red cap.",彼は赤い帽子をかぶっていた。
a1-part5-0175,chicken,鶏肉、ひよこ,食べ物・飲み物の「ひよこ」。食事や好みの話で使う。 ,"The chicken was roasted with herbs.",チキンはハーブと一緒にローストされた。
a1-part7-0141,context,前後関係,言葉や出来事を取り巻く状況。文脈・背景。 ,"Context helps explain the meaning of a word.",文脈は単語の意味を理解するのに役立つ。
a1-part7-0152,display,展示、～を表示する,見せて並べる展示。表示や、～を示すという動詞にも使う。,"The store will display new products.",お店は新しい商品を展示する。
a1-part4-0119,expensive,費用のかかる,値段が高い状態。費用がかかり高価なイメージ。,"The expensive coat stayed in the window.",高価なコートはショーウィンドウに飾られたままだった。
a1-part7-0068,fee,料金,サービスに対して払う料金。会費・手数料に使う。 ,"The fee is due on Friday.",料金は金曜日が期限だ。
a1-part3-0119,fruit,果物,食べ物・飲み物の「果物」。食事や好みの話で使う。 ,"Fresh fruit was served after lunch.",昼食後に新鮮な果物が出された。
a1-part4-0016,hide,～を隠す、隠れる,見えないようにする動き。隠す・隠れるの両方で使う。 ,"Hide the key under the mat.",マットの下に鍵を隠しなさい。
