english,japanese,detail,sample
soil,土,「土」を指す基本語。物・考え・場面を具体的に表す。 ,"The checklist included the soil at the end."
length,長さ,「長さ」を指す基本語。物・考え・場面を具体的に表す。 ,"Measure the length of the rope."
select,～を選ぶ,対象に働きかける動詞。「選ぶ」動作から抽象的用法にも広がる。 ,"Workers tried to select a seat in the workshop."
employment,雇用,「雇用」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The survey tracked employment over several years."
representative,代表者、代表の,「代表者」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The team chose a representative route."
rest,休息,休むことが主な意味。残りの部分という意味も非常に重要。 ,"The report connected the rest to the case."
extend,～を延ばす,対象に働きかける動詞。「延ばす」動作から抽象的用法にも広がる。 ,"Workers learned to extend it during practice."
cell,細胞、独房,小さな区画が主な意味。細胞・独房・表計算のセルにも使う。 ,"The guide mentioned the cell near the entrance."
prove,～を証明する,対象に働きかける動詞。「証明する」動作から抽象的用法にも広がる。 ,"They decided to prove it before noon."
institute,～を設ける,対象に働きかける動詞。「設ける」動作から抽象的用法にも広がる。 ,"The training video shows how to institute it safely."
bond,絆、債券,結びつきが主な意味。絆・債券・接着する意味にも使う。 ,"The visitor noticed the bond near the doorway."
remove,～を取り去る,対象に働きかける動詞。「取り去る」動作から抽象的用法にも広がる。 ,"They learned to remove the stain during training."
consideration,考慮,動作・性質を名詞化した語。「考慮」という概念や結果を表す。 ,"The speaker defined consideration with a simple example."
desire,強く望む；欲求,「強く望む」を指す基本語。物・考え・場面を具体的に表す。「欲求」の意味もある。 ,"The librarian set the desire near the entrance."
army,陸軍,「陸軍」を指す基本語。物・考え・場面を具体的に表す。 ,"The teacher asked about the army after class."
particularly,特に,「特に」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The team worked particularly through the night."
potential,潜在的な、可能性,「潜在的な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"A potential color filled the evening sky."
pattern,模様,「模様」を指す基本語。物・考え・場面を具体的に表す。 ,"The report connected the pattern to the case."
sometimes,～ときどき,対象に働きかける動詞。「きどき」動作から抽象的用法にも広がる。 ,"Sometimes the lake freezes in March."
legal,法律の,「法律の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"Legal advice saved the contract."
firm,堅い,硬く安定した感覚。会社・商会という名詞にもなる。 ,"The team presented a firm plan."
characteristic,特徴、特有の,「特徴」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose a characteristic example."
expense,支出,「支出」を指す基本語。物・考え・場面を具体的に表す。 ,"The visitor noticed the expense near the doorway."
civil,市民の,「市民の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The committee made a civil decision."
treat,～を扱う,対象に働きかける動詞。「扱う」動作から抽象的用法にも広がる。 ,"Please treat the sauce before the next step."
document,文書,「文書」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"Her essay connected document with daily life."
experiment,実験,「実験」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The debate revealed experiment after the vote."
equal,等しい,「等しい」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The editor marked an equal phrase."
technique,技術,「技術」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the technique near the entrance."
damage,損害,「損害」を指す基本語。物・考え・場面を具体的に表す。 ,"The report connected the damage to the case."
mass,固まり,大量に集まったものが主な意味。質量・大衆という意味にも使う。 ,"The note explained the mass in plain words."
capacity,収容力,動作・性質を名詞化した語。「収容力」という概念や結果を表す。 ,"The capacity opened early for visitors."
adopt,～を取り入れる,対象に働きかける動詞。「取り入れる」動作から抽象的用法にも広がる。 ,"The guide showed us how to adopt it."
extent,広がり,「広がり」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The sign gave an extent warning."
gain,～を得る,対象に働きかける動詞。「得る」動作から抽象的用法にも広がる。 ,"The training video shows how to gain it safely."
balance,釣り合い、残高,動作・性質を名詞化した語。「釣り合い」という概念や結果を表す。 ,"Her essay connected balance with daily life."
protection,保護,動作・性質を名詞化した語。「保護」という概念や結果を表す。 ,"The debate revealed protection after the vote."
instance,例,動作・性質を名詞化した語。「例」という概念や結果を表す。 ,"The study measured instance across three groups."
commercial,商業上の,「商業上の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The committee made a commercial decision."
steel,鋼鉄,「鋼鉄」を指す基本語。物・考え・場面を具体的に表す。 ,"A photo showed the steel beside the road."
justice,正義,「正義」を指す基本語。物・考え・場面を具体的に表す。 ,"The manual listed the justice under tools."
throughout,～の至る所に、ずっと,語句や文をつなぎ「至る所に」関係を示す。条件・範囲にも使う。 ,"The report connected the throughout to the case."
concept,概念,「概念」を指す基本語。物・考え・場面を具体的に表す。 ,"The note explained the concept in plain words."
unless,～でない限り,語句や文をつなぎ「ない限り」関係を示す。条件・範囲にも使う。 ,"Do not go unless I call."
failure,失敗,「失敗」を指す基本語。物・考え・場面を具体的に表す。 ,"A diagram showed the failure clearly."
relative,親類；相対的な,「親類」という状態・性質を表す語。人・物の特徴・評価を表す。「相対的な」の意味もある。 ,"The editor marked a relative phrase."
distance,距離,動作・性質を名詞化した語。「距離」という概念や結果を表す。 ,"The debate revealed distance after the vote."
former,かつての,「かつての」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The former chapter explains the rule."
improvement,改良,「改良」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"A short story illustrated improvement clearly."
complex,複雑な,「複雑な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose a complex example."
investigation,調査,動作・性質を名詞化した語。「調査」という概念や結果を表す。 ,"The committee discussed investigation for an hour."
engineering,工学,動作を名詞・形容詞化した語。「工学」場面や状態を表す。 ,"Engineering requires careful planning."
aspect,側面,「側面」を指す基本語。物・考え・場面を具体的に表す。 ,"The manual listed the aspect under tools."
economy,経済,「経済」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the economy near the entrance."
directly,まっすぐに,「まっすぐに」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"She spoke directly to the visitor."
access,利用・接近,「利用」を指す基本語。物・考え・場面を具体的に表す。 ,"The guide mentioned the access near the entrance."
examine,～を調べる,対象に働きかける動詞。「調べる」動作から抽象的用法にも広がる。 ,"They learned to examine the sample during training."
responsibility,責任,動作・性質を名詞化した語。「責任」という概念や結果を表す。 ,"The study measured responsibility across three groups."
safety,安全,「安全」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the safety near the entrance."
previous,前の,「前の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The previous chapter explains the rule."
examination,試験,動作・性質を名詞化した語。「試験」という概念や結果を表す。 ,"The examination lasted two hours."
entire,全体の,「全体の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The entire class listened carefully."
spirit,精神,「精神」を指す基本語。物・考え・場面を具体的に表す。 ,"The teacher asked about the spirit after class."
network,網,「網」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the network near the entrance."
progress,前進,「前進」を指す基本語。物・考え・場面を具体的に表す。 ,"The manual listed the progress under tools."
election,選挙,動作・性質を名詞化した語。「選挙」という概念や結果を表す。 ,"Her essay connected election with daily life."
agricultural,農業の,「農業の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose an agricultural example."
motor,モーター,「モーター」を指す基本語。物・考え・場面を具体的に表す。 ,"The guide mentioned the motor near the entrance."
conclusion,結論,動作・性質を名詞化した語。「結論」という概念や結果を表す。 ,"A short story illustrated conclusion clearly."
deposit,～を預ける,対象に働きかける動詞。「預ける」動作から抽象的用法にも広がる。 ,"The training video shows how to deposit it safely."
status,地位,「地位」を指す基本語。物・考え・場面を具体的に表す。 ,"The visitor noticed the status near the doorway."
assistance,手伝い,動作・性質を名詞化した語。「手伝い」という概念や結果を表す。 ,"The assistance arrived early for the workshop."
otherwise,そうでなければ,「そうでなければ」を指す基本語。物・考え・場面を具体的に表す。 ,"Otherwise, the route needs more time."
presence,存在、出席,動作・性質を名詞化した語。「存在」という概念や結果を表す。 ,"The survey tracked presence over several years."
vary,変わる,「変わる」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The teacher asked about the vary after class."
approve,～をよいと認める,対象に働きかける動詞。「よいと認める」動作から抽象的用法にも広がる。 ,"Please approve it after checking the instructions."
location,場所,「場所」という場所・範囲が主な意味。活動や所属の場面で使う。 ,"The location opened early for visitors."
decrease,～を減らす,対象に働きかける動詞。「減らす」動作から抽象的用法にも広がる。 ,"Exercise can decrease stress."
coal,石炭,「石炭」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The coach praised a coal effort."
iron,鉄,「鉄」を指す基本語。物・考え・場面を具体的に表す。 ,"The guide mentioned the iron near the entrance."
vehicle,乗り物,「乗り物」を指す基本語。物・考え・場面を具体的に表す。 ,"A diagram showed the vehicle clearly."
active,活動的な,「活動的な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose an active example."
protect,～を守る,対象に働きかける動詞。「守る」動作から抽象的用法にも広がる。 ,"Protect the camera from rain."
engage,従事する、関与させる,「従事する」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The presenter pointed to the engage on the slide."
maximum,最大限,「最大限」を指す基本語。物・考え・場面を具体的に表す。 ,"The checklist included the maximum at the end."
concentration,集中,動作・性質を名詞化した語。「集中」という概念や結果を表す。 ,"Her essay connected concentration with daily life."
literature,文学,「文学」を指す基本語。物・考え・場面を具体的に表す。 ,"The teacher asked about the literature after class."
independent,頼らない,「頼らない」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The editor marked an independent phrase."
environmental,環境の,「環境の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The guide suggested an environmental method."
contribution,貢献、寄付,動作・性質を名詞化した語。「貢献」という概念や結果を表す。 ,"The policy raised questions about contribution."
instruction,指示、教育,動作・性質を名詞化した語。「指示」という概念や結果を表す。 ,"Follow the instruction carefully."
stress,緊張,「緊張」を指す基本語。物・考え・場面を具体的に表す。 ,"The guide mentioned the stress near the entrance."
locate,位置を特定する,「位置を特定する」という動きや変化を表す語。人・物の状態変化にも使う。 ,"A diagram showed the locate clearly."
sufficient,十分な,「十分な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The sign gave a sufficient warning."
upper,上のほうの,「上のほうの」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The team chose an upper route."
measurement,測定,「測定」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The measurement confirmed the gap."
arise,起こる,「起こる」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The checklist included the arise at the end."
device,装置、工夫,「装置」を指す基本語。物・考え・場面を具体的に表す。 ,"The device measures air pressure."
frequency,頻度、周波数,動作・性質を名詞化した語。「頻度」という概念や結果を表す。 ,"The committee made a frequency decision."
secure,安定した,「安定した」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose a secure example."
reduction,減らすこと,動作・性質を名詞化した語。「減らす」という概念や結果を表す。 ,"The committee discussed reduction for an hour."
laboratory,実験室,「実験室」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The report noted a laboratory pattern."
immediately,ただちに,「ただちに」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"Leave the building immediately after the alarm."
guide,～を案内する,対象に働きかける動詞。「案内する」動作から抽象的用法にも広がる。 ,"They decided to guide it before noon."
professor,教授,「教授」という人・役割が主な意味。職業・立場・関係を表す。 ,"A client asked about the professor after lunch."
connect,～を連結する,対象に働きかける動詞。「連結する」動作から抽象的用法にも広がる。 ,"The crew will connect the cables after the inspection."
comment,論評,「論評」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The debate revealed comment after the vote."
objective,目的、客観的な,「目的」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The coach praised an objective effort."
observation,観察すること,動作・性質を名詞化した語。「観察」という概念や結果を表す。 ,"A short story illustrated observation clearly."
positive,前向きな、確実な,「前向きな」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose a positive example."
foundation,基礎、設立,動作・性質を名詞化した語。「基礎」という概念や結果を表す。 ,"The committee discussed foundation for an hour."
definition,定義,動作・性質を名詞化した語。「定義」という概念や結果を表す。 ,"The article linked definition to climate change."
religious,宗教の,「宗教の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The room had a religious feeling."
signal,信号,「信号」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The committee made a signal decision."
initial,最初の,「最初の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The team chose an initial route."
recommend,～を推薦する,対象に働きかける動詞。「推薦する」動作から抽象的用法にも広がる。 ,"Recommend a trail for beginners."
quantity,量,動作・性質を名詞化した語。「量」という概念や結果を表す。 ,"The debate revealed quantity after the vote."
crop,収穫,作物が主な意味。切り取る・短く刈る動作にも使う。 ,"The team checked the crop before leaving."
internal,内側の,「内側の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The guide suggested an internal method."
appoint,～を決める,対象に働きかける動詞。「決める」動作から抽象的用法にも広がる。 ,"The training video shows how to appoint it safely."
link,つながり、リンク,「つながり」を指す基本語。物・考え・場面を具体的に表す。 ,"The checklist included the link at the end."
transportation,輸送,動作・性質を名詞化した語。「輸送」という概念や結果を表す。 ,"The article linked transportation to climate change."
cultural,文化的な,「文化的な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The coach praised a cultural effort."
fuel,燃料,「燃料」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the fuel near the entrance."
introduction,紹介すること,動作・性質を名詞化した語。「紹介」という概念や結果を表す。 ,"The lecture explored introduction through real cases."
combine,～を結合する,対象に働きかける動詞。「結合する」動作から抽象的用法にも広がる。 ,"Please combine it after checking the instructions."
historical,歴史の,「歴史の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose a historical example."
conflict,争い,「争い」を指す基本語。物・考え・場面を具体的に表す。 ,"A conflict question started the debate."
alternative,代替の、選択肢,「代替の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The committee made an alternative decision."
intend,～を意図する,対象に働きかける動詞。「意図する」動作から抽象的用法にも広がる。 ,"The training video shows how to intend it safely."
hearing,聴力,動作を名詞・形容詞化した語。「聴力」場面や状態を表す。 ,"The committee made a hearing decision."
minimum,最小限,「最小限」を指す基本語。物・考え・場面を具体的に表す。 ,"The presenter pointed to the minimum on the slide."
transport,～を輸送する,対象に働きかける動詞。「輸送する」動作から抽象的用法にも広がる。 ,"The guide showed us how to transport it."
essential,絶対必要な,「絶対必要な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The guide suggested an essential method."
approximately,おおよそ,「おおよそ」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The trip took approximately two hours."
suppose,～と仮定する,対象に働きかける動詞。「仮定する」動作から抽象的用法にも広がる。 ,"A photo showed the suppose beside the road."
command,～を命令する,対象に働きかける動詞。「命令する」動作から抽象的用法にも広がる。 ,"Workers learned to command it during practice."
critical,重大な、批判的な,「重大な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The coach praised a critical effort."
advance,～を前進させる,対象に働きかける動詞。「前進させる」動作から抽象的用法にも広がる。 ,"A short story illustrated advance clearly."
agriculture,農業,「農業」を指す基本語。物・考え・場面を具体的に表す。 ,"The guide mentioned the agriculture near the entrance."
possibility,可能性,動作・性質を名詞化した語。「可能性」という概念や結果を表す。 ,"The committee discussed possibility for an hour."
pound,ポンド,「ポンド」を指す基本語。物・考え・場面を具体的に表す。 ,"The team checked the pound before leaving."
demonstrate,～を論証する,対象に働きかける動詞。「論証する」動作から抽象的用法にも広がる。 ,"The guide showed us how to demonstrate it."
sort,種類,種類が主な意味。分類する動詞としても使う。 ,"The presenter pointed to the sort on the slide."
regional,地方の,「地方の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The team chose a regional route."
waste,～をむだに使う,価値あるものをむだに使う感覚。廃棄物の意味も重要。 ,"Please waste it after checking the instructions."
serious,深刻な、本気の,「深刻な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The class found a serious pattern in the story."
none,どれも,「どれも」を指す基本語。物・考え・場面を具体的に表す。 ,"A photo showed the none beside the road."
session,会議,動作・性質を名詞化した語。「会議」という概念や結果を表す。 ,"A short story illustrated session clearly."
considerable,かなりの,「かなりの」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose a considerable example."
layer,層,「層」を指す基本語。物・考え・場面を具体的に表す。 ,"The note explained the layer in plain words."
maintenance,維持,動作・性質を名詞化した語。「維持」という概念や結果を表す。 ,"The article linked maintenance to climate change."
comparison,比較,「比較」を指す基本語。物・考え・場面を具体的に表す。 ,"A diagram showed the comparison clearly."
port,港,「港」という場所・範囲が主な意味。活動や所属の場面で使う。 ,"The team checked the port before leaving."
majority,大多数,動作・性質を名詞化した語。「大多数」という概念や結果を表す。 ,"The lecture explored majority through real cases."
determination,決心,動作・性質を名詞化した語。「決心」という概念や結果を表す。 ,"Her essay connected determination with daily life."
consumer,消費者,「消費者」という人・役割が主な意味。職業・立場・関係を表す。 ,"The manager reviewed the consumer before the meeting."
channel,経路、チャンネル,「経路」を指す基本語。物・考え・場面を具体的に表す。 ,"The article described the channel with an example."
category,カテゴリー、分類,「カテゴリー」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The committee made a category decision."
conclude,結論づける、終える,「結論づける」という動きや変化を表す語。人・物の状態変化にも使う。 ,"A photo showed the conclude beside the road."
injury,負傷,「負傷」を指す基本語。物・考え・場面を具体的に表す。 ,"The manual listed the injury under tools."
tend,傾向がある,ある方向に向かいやすい感覚。習慣・傾向を表す動詞。 ,"The report connected the tend to the case."
highly,非常に、高く,「非常に」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The result was highly important."
proposal,提案,「提案」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The guide suggested a proposal method."
broad,幅の広い,「幅の広い」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"A broad delay changed the route."
race,競走,「競走」を指す基本語。物・考え・場面を具体的に表す。 ,"The team checked the race before leaving."
edge,縁,物の端が主な意味。優位性・鋭さという意味にも広がる。 ,"The visitor noticed the edge near the doorway."
shift,～を移し替える,位置や状態をずらす感覚。勤務シフトの意味も重要。 ,"The guide showed us how to shift it."
railway,鉄道,「鉄道」という場所・範囲が主な意味。活動や所属の場面で使う。 ,"The checklist included the railway at the end."
arrangement,整理,「整理」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The policy raised questions about arrangement."
reasonable,妥当な、道理に合った,「妥当な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The committee made a reasonable decision."
responsible,責任を伴う,「責任を伴う」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose a responsible example."
contribute,～を寄付する,対象に働きかける動詞。「寄付する」動作から抽象的用法にも広がる。 ,"The guide showed us how to contribute it."
practical,実際上の,「実際上の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The committee made a practical decision."
deny,～を否定する,対象に働きかける動詞。「否定する」動作から抽象的用法にも広がる。 ,"The training video shows how to deny it safely."
relatively,比較的,「比較的」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The team worked relatively through the night."
