english,japanese,detail,sample
trifle,ささいな事,「ささいな事」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"A photo showed the trifle beside the road."
utilitarian,功利的な,「功利的な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The building has a utilitarian design."
huddle,群がる；身を寄せる,「群がる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「身を寄せる」の意味もある。 ,"The report connected the huddle to the case."
emulate,～を見習って競う,「見習って競う」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"They decided to emulate it before noon."
modernism,現代的な思想,「現代的な思想」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The policy raised questions about modernism."
edifice,大建築物,「大建築物」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"A diagram showed the edifice clearly."
allegory,寓意,「寓意」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The teacher chose an allegory example."
relegate,～を追いやる,「追いやる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to relegate it."
interrogate,～に問いただす,「問いただす」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"They decided to interrogate it before noon."
nigh,近い；ほとんど,「近い」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「ほとんど」の意味もある。 ,"The checklist included the nigh at the end."
consign,～を引き渡す,「引き渡す」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Please consign it after checking the instructions."
wane,欠ける,「欠ける」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The teacher asked about the wane after class."
provocation,怒らせること,「怒らせること」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The study measured provocation across three groups."
pedestal,台,「台」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The guide suggested a pedestal method."
hysteria,ヒステリー,「ヒステリー」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The report connected the hysteria to the case."
posterity,子孫,「子孫」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The committee discussed posterity for an hour."
squint,目を細める；斜視,「目を細める」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「斜視」の意味もある。 ,"He gave a slight squint."
reissue,～を再発行する,「再発行する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to reissue it."
shoal,浅瀬,「浅瀬」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The team checked the shoal before leaving."
spurious,にせの,「せの」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The training video shows how to spurious it safely."
hysterical,ヒステリーの,「ヒステリーの」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The report noted a hysterical pattern."
herald,先触れ；告げるもの,「先触れ」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「告げるもの」の意味もある。 ,"The teacher chose a herald example."
thicket,低木の茂み,「低木の茂み」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The ranger marked the thicket on the map."
arduous,骨の折れる,「骨の折れる」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The committee made an arduous decision."
incise,～に切り込みを入れる,「切り込みを入れる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The training video shows how to incise it safely."
vindicate,～の正しさを証明する；雪辱する,「正しさを証明する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。意味は「の正しさを証明する」・「雪辱する」などに分かれる。 ,"The crew will vindicate the trail marker after the inspection."
detract,損なう；差し引く,「損なう」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「差し引く」の意味もある。 ,"The report connected the detract to the case."
besiege,～を包囲攻撃する,「包囲攻撃する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to besiege it."
cull,～を選び抜く；間引く,「選び抜く」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「間引く」の意味もある。 ,"They decided to cull it before noon."
testimonial,証明書,「証明書」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"A diagram showed the testimonial clearly."
subsist,生存する,「生存する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The team checked the subsist before leaving."
veritable,正真正銘の,「まさに本物の」を表す語。比喩を強めて「正真正銘の」。 ,"A veritable color filled the evening sky."
nostalgia,ノスタルジア,「ノスタルジア」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The presenter pointed to the nostalgia on the slide."
attrition,消耗；摩耗,「少しずつすり減ること」を表す語。人員減・消耗戦で使う。「摩耗」の意味もある。 ,"A short story illustrated attrition clearly."
incipient,初期の,「初期の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher chose an incipient example."
treacherous,危険な；裏切りの,「危険な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「裏切りの」の意味もある。 ,"The committee made a treacherous decision."
unravel,～を解く；解明する,「解く」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「解明する」の意味もある。 ,"Workers learned to unravel it during practice."
exalted,地位の高い,「地位の高い」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The room had an exalted feeling."
splinter,破片；裂ける,「破片」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「裂ける」の意味もある。 ,"The report connected the splinter to the case."
sterility,不毛,「不毛」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The lecture explored sterility through real cases."
adept,熟達した,「熟達した」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The report noted an adept pattern."
denunciation,非難,「非難」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The debate revealed denunciation after the vote."
salivary,唾液の,「唾液の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The editor marked a salivary phrase."
treachery,裏切り,「裏切り」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The visitor noticed the treachery near the doorway."
lyrical,詩的,「詩的」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The teacher chose a lyrical example."
intersperse,～を散らばせる,「散らばせる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Please intersperse it after checking the instructions."
plumage,羽毛,「羽毛」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The article described the plumage with an example."
perverse,ひねくれた；逆らう,「ひねくれた」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「逆らう」の意味もある。 ,"The teacher asked about the perverse after class."
opacity,不透明性,「不透明性」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The opacity opened early for visitors."
mercenary,金銭目あての,「金銭目あての」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The team chose a mercenary route."
shimmer,ちらちら光る,「ちらちら光る」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The report connected the shimmer to the case."
cloister,回廊,「回廊」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The note explained the cloister in plain words."
swivel,さる環,「さる環」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The guide mentioned the swivel near the entrance."
philanthropy,博愛,「博愛」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"A moment of philanthropy passed through the room."
eccentricity,風変わりな行為,「風変わりな行為」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"His eccentricity surprised the guests."
indignant,怒った,「怒った」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The room felt indignant after the announcement."
prostrate,うつ伏せの；打ちのめされた,「うつ伏せの」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「打ちのめされた」の意味もある。 ,"The report noted a prostrate pattern."
unequivocal,あいまいでない,「あいまいでない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The room had an unequivocal feeling."
cocoon,まゆ,「まゆ」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The article described the cocoon with an example."
antidote,解毒剤,「解毒剤」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The teacher asked about the antidote after class."
irrevocable,取り消せない,「取り消せない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The editor marked an irrevocable phrase."
egalitarian,平等主義の,「平等主義の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The policy was egalitarian."
tacit,暗黙の,「暗黙の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The coach praised a tacit effort."
verbatim,言葉通りに,「言葉通りに」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"She spoke verbatim to the visitor."
antithesis,正反対,「正反対」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The guide mentioned the antithesis near the entrance."
rebound,はね返る,「はね返る」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"A diagram showed the rebound clearly."
feign,～のふりをする,「ふりをする」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The team checked the feign before leaving."
austerity,厳しさ,「厳しさ」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The speaker defined austerity with a simple example."
interweave,～を織り交ぜる,「織り交ぜる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"They decided to interweave it before noon."
sheaf,束,「束」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The checklist included the sheaf at the end."
brevity,短さ,「短さ」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"Her essay connected brevity with daily life."
presupposition,予期すること,「予期すること」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"Experts can presupposition the assignment carefully."
malleable,順応性のある；打ち延ばせる,「順応性のある」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「打ち延ばせる」の意味もある。 ,"The editor marked a malleable phrase."
meticulous,細かなことに気を配る,「細かなことに気を配る」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The guide suggested a meticulous method."
encumbrance,妨げ；負担,「妨げ」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「負担」の意味もある。 ,"The policy raised questions about encumbrance."
baroque,バロック式の,「バロック式の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The editor marked a baroque phrase."
ephemeral,はかない；短命の,「すぐ消える」を表す語。流行・命・感情の短さを表す硬い語。意味は「はかない」・「短命の」などに分かれる。 ,"The rainbow was ephemeral after the storm."
topple,倒れる；倒す,「倒れる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「倒す」の意味もある。 ,"Strong winds can topple old trees."
rapture,非常に幸福な気持ち,「非常に幸福な気持ち」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The audience listened in rapture."
painstaking,骨の折れる；入念な,「骨の折れる」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「入念な」の意味もある。 ,"She did painstaking research in the archive."
resuscitation,蘇生,「蘇生」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The patient needed resuscitation after the accident."
