english,japanese,detail,sample
invariably,いつも変わらずに,「いつも変わらずに」を表す語。動作・判断の仕方や程度を添える。 ,"The guard moved invariably along the hallway."
infectious,伝染する,「伝染する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The teacher chose an infectious example."
decisive,決定的な・断固とした,「決定的な・断固とした」を表す語。人・物・状況の性質を描く形容詞。 ,"The committee made a decisive decision."
rocket,ロケット,「ロケット」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the rocket beside the road."
tuition,授業料・指導,「授業料・指導」を表す語。行為・結果・状態を表す名詞。 ,"Tuition is expensive at that school."
divert,～をそらす・転用する,「そらす・転用する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They decided to divert it before noon."
popularity,人気,「人気」を表す語。性質・状態・考え方を表す抽象語。 ,"The popularity arrived early for the workshop."
revive,～を復活させる,「復活させる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please revive it after checking the instructions."
revival,回復,「回復」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The report noted a revival pattern."
amplifier,増幅器,「増幅器」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The team checked the amplifier before leaving."
optional,選択が自由の,「選択が自由の」を表す語。人・物・状況の性質を描く形容詞。 ,"The guide suggested an optional method."
curl,巻き毛・丸まる,「巻き毛・丸まる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The presenter pointed to the curl on the slide."
rite,儀式,「儀式」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The checklist included the rite at the end."
postpone,～を延期する,「延期する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Workers learned to postpone it during practice."
lecturer,講演者,「講演者」を表す語。その役割・職業・立場の人を表す。 ,"A client asked about the lecturer after lunch."
stiff,硬い・ぎこちない,「硬い・ぎこちない」を表す語。人・物・状況の性質を描く形容詞。 ,"The sign gave a stiff warning."
traverse,～を横切る,「横切る」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The training video shows how to traverse it safely."
instantly,ただちに,「ただちに」を表す語。動作・判断の仕方や程度を添える。 ,"The team worked instantly through the night."
sensible,分別のある・実用的な,「分別のある・実用的な」を表す語。可能性・適性を表し人・物に使う。 ,"The teacher chose a sensible example."
transparent,透明な,「透明な」を表す語。人・物・状況の性質を描く形容詞。 ,"The editor marked a transparent phrase."
microscope,顕微鏡,「顕微鏡」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A diagram showed the microscope clearly."
costume,衣装・服装,「衣装・服装」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The manager reviewed the costume before the meeting."
tray,浅い皿・トレー,「浅い皿・トレー」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The kitchen smelled of tray."
utterly,全く,「全く」を表す語。動作・判断の仕方や程度を添える。 ,"The boat drifted utterly across the lake."
postal,郵便の,「郵便の」を表す語。人・物・状況の性質を描く形容詞。 ,"The room had a postal feeling."
insult,～を侮辱する,「侮辱する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They decided to insult it before noon."
rectangular,矩形の,「矩形の」を表す語。人・物・状況の性質を描く形容詞。 ,"The team chose a rectangular route."
sack,袋・解雇する,「袋・解雇する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"A photo showed the sack beside the road."
diversion,気晴らし・迂回,「気晴らし・迂回」を表す語。行為・結果・状態を表す名詞。 ,"The debate revealed diversion after the vote."
upgrade,～を改良する・格上げする,「改良する・格上げする」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide showed us how to upgrade it."
inhabit,～に住む,「住む」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Many birds inhabit the forest."
fighting,戦闘,「戦闘」を表す語。行為・結果・状態を表す名詞。 ,"The guide mentioned the fighting near the entrance."
ornament,装飾品,「装飾品」を表す語。行為・結果・状態を表す名詞。 ,"The committee discussed ornament for an hour."
steer,～を操縦する・導く,「操縦する・導く」を表す語。動作・判断の仕方や程度を添える。 ,"Workers learned to steer it during practice."
resignation,辞職・あきらめ,「辞職・あきらめ」を表す語。行為・結果・状態を表す名詞。 ,"The speaker defined resignation with a simple example."
recipe,レシピ・方法,「レシピ・方法」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The presenter pointed to the recipe on the slide."
proximity,近いこと・近接,「近いこと・近接」を表す語。性質・状態・考え方を表す抽象語。 ,"The lecture explored proximity through real cases."
attainment,達成・到達,「達成・到達」を表す語。行為・結果・状態を表す名詞。 ,"Her essay connected attainment with daily life."
chop,～をたたき切る,「たたき切る」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Workers learned to chop it during practice."
manipulate,～を巧みに扱う・操作する,「巧みに扱う・操作する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide showed us how to manipulate it."
shrink,縮む,「縮む」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The manual listed the shrink under tools."
peel,皮・～の皮をむく,「皮・の皮をむく」を表す語。動作・判断の仕方や程度を添える。 ,"The report connected the peel to the case."
helicopter,ヘリコプター,「ヘリコプター」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The note explained the helicopter in plain words."
corrupt,腐敗した・堕落した,「腐敗した・堕落した」を表す語。人・物・状況の性質を描く形容詞。 ,"A corrupt color filled the evening sky."
hedge,生け垣,「生け垣」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A diagram showed the hedge clearly."
audit,会計検査,「会計検査」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The team checked the audit before leaving."
predicate,述語・述部,「述語・述部」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The visitor noticed the predicate near the doorway."
exaggerate,～を誇張する,「誇張する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please exaggerate it after checking the instructions."
openly,公然と,「公然と」を表す語。動作・判断の仕方や程度を添える。 ,"She spoke openly to the visitor."
strait,海峡・苦境,「海峡・苦境」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The ranger marked the strait on the map."
tackle,～に取り組む・道具,「取り組む・道具」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"We will tackle the problem."
discriminate,～を区別する・差別する,「区別する・差別する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The training video shows how to discriminate it safely."
vacant,空いている・空虚な,「空いている・空虚な」を表す語。人・物・状況の性質を描く形容詞。 ,"The committee made a vacant decision."
overtime,超過勤務,「超過勤務」を表す語。基準を越える・上回る感覚が中心。 ,"The report connected the overtime to the case."
preventive,予防の,「予防の」を表す語。人・物・状況の性質を描く形容詞。 ,"The room had a preventive feeling."
donation,寄贈,「寄贈」を表す語。行為・結果・状態を表す名詞。 ,"The survey tracked donation over several years."
contaminate,～を汚染する,「汚染する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The training video shows how to contaminate it safely."
betray,～を裏切る・漏らす,「裏切る・漏らす」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please betray it after checking the instructions."
stack,積み重ね・～を積む,「積み重ね・を積む」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The visitor noticed the stack near the doorway."
sincere,誠実な,「誠実な」を表す語。人・物・状況の性質を描く形容詞。 ,"The coach praised a sincere effort."
rider,乗る人,「乗る人」を表す語。その役割・職業・立場の人を表す。 ,"The manager reviewed the rider before the meeting."
forthcoming,近く来る・協力的な,「近く来る・協力的な」を表す語。行為・結果・状態を表す名詞。 ,"The teacher chose a forthcoming example."
unlimited,限りない,「限りない」を表す語。否定・不足・反対状態を表す。 ,"The committee made an unlimited decision."
presidency,大統領の職,「大統領の職」を表す語。性質・状態・考え方を表す抽象語。 ,"The teacher chose a presidency example."
booklet,小冊子,「小冊子」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The manual listed the booklet under tools."
microwave,電子レンジ・マイクロ波,「電子レンジ・マイクロ波」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The report connected the microwave to the case."
lid,ふた,「ふた」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The note explained the lid in plain words."
unload,～を降ろす,「降ろす」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please unload it after checking the instructions."
imitation,模倣・模造品,「模倣・模造品」を表す語。行為・結果・状態を表す名詞。 ,"The debate revealed imitation after the vote."
dramatically,劇的に,「劇的に」を表す語。動作・判断の仕方や程度を添える。 ,"The machine ran dramatically after the repair."
upright,まっすぐに立った,「まっすぐに立った」を表す語。人・物・状況の性質を描く形容詞。 ,"Please keep the chair upright."
flap,はためく・羽ばたく,「はためく・羽ばたく」を表す語。動作・判断の仕方や程度を添える。 ,"The presenter pointed to the flap on the slide."
ban,禁止・～を禁じる,「禁止・を禁じる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The checklist included the ban at the end."
waist,腰,「腰」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The article described the waist with an example."
charming,魅力的な,「魅力的な」を表す語。行為・結果・状態を表す名詞。 ,"The coach praised a charming effort."
imagery,心象・比喩表現,「心象・比喩表現」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the imagery beside the road."
surroundings,環境,「環境」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The manual listed the surroundings under tools."
parade,行進,「行進」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The report connected the parade to the case."
roar,ほえる・轟音を立てる,「ほえる・轟音を立てる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Experts can roar the sketch carefully."
rightly,正しく・当然ながら,「正しく・当然ながら」を表す語。動作・判断の仕方や程度を添える。 ,"The team worked rightly through the night."
gum,ガム,「ガム」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A diagram showed the gum clearly."
nut,木の実,「木の実」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"Hikers noticed the nut near the trail."
boost,後押し・～を高める,「後押し・を高める」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The visitor noticed the boost near the doorway."
shooting,射撃,「射撃」を表す語。行為・結果・状態を表す名詞。 ,"The report noted a shooting pattern."
anonymous,匿名の,「匿名の」を表す語。人・物・状況の性質を描く形容詞。 ,"The room had an anonymous feeling."
scar,傷跡,「傷跡」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide marked the scar on the map."
remains,残り・遺跡・遺体,「残り・遺跡・遺体」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The remains were found nearby."
keeper,管理人・飼育係,「管理人・飼育係」を表す語。その役割・職業・立場の人を表す。 ,"The manager reviewed the keeper before the meeting."
suck,～を吸う,「吸う」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Workers learned to suck it during practice."
remarkably,著しく,「著しく」を表す語。動作・判断の仕方や程度を添える。 ,"The guard moved remarkably along the hallway."
temptation,誘惑,「誘惑」を表す語。行為・結果・状態を表す名詞。 ,"A short story illustrated temptation clearly."
ignorant,知識がない,「知識がない」を表す語。人・物・状況の性質を描く形容詞。 ,"The teacher chose an ignorant example."
heap,山,「山」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A field note described the heap after the storm."
surge,急増・押し寄せる,「急増・押し寄せる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The team checked the surge before leaving."
dim,薄暗い,「薄暗い」を表す語。人・物・状況の性質を描く形容詞。 ,"The room had a dim feeling."
finely,立派に,「立派に」を表す語。動作・判断の仕方や程度を添える。 ,"The door closed finely behind us."
doorway,戸口,「戸口」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The checklist included the doorway at the end."
inflammatory,炎症性の・扇動的な,「炎症性の・扇動的な」を表す語。否定・不足・反対状態を表す。 ,"The report noted an inflammatory pattern."
coherent,筋の通った・首尾一貫した,「筋の通った・首尾一貫した」を表す語。人・物・状況の性質を描く形容詞。 ,"The report noted a coherent pattern."
monastery,男子修道院,「男子修道院」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the monastery beside the road."
refrain,控える・反復句,「控える・反復句」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"Workers need to refrain the trail marker safely."
crawl,はう・ゆっくり進む,「はう・ゆっくり進む」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The report connected the crawl to the case."
thigh,もも,「もも」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The note explained the thigh in plain words."
laundry,洗濯物・洗濯,「洗濯物・洗濯」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide mentioned the laundry near the entrance."
reluctant,気が進まない,「気が進まない」を表す語。人・物・状況の性質を描く形容詞。 ,"The coach praised a reluctant effort."
decay,腐敗する・衰える,「腐敗する・衰える」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The team checked the decay before leaving."
explode,爆発する,「爆発する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The visitor noticed the explode near the doorway."
obedience,従順・服従,「従順・服従」を表す語。行為・結果・状態を表す名詞。 ,"Her essay connected obedience with daily life."
interruption,中断・妨害,「中断・妨害」を表す語。行為・結果・状態を表す名詞。 ,"The debate revealed interruption after the vote."
wreck,難破・～を大破させる,「難破・を大破させる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The article described the wreck with an example."
broaden,～を広くする,「広くする」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They decided to broaden it before noon."
ambiguity,あいまいさ,「あいまいさ」を表す語。性質・状態・考え方を表す抽象語。 ,"The policy raised questions about ambiguity."
listener,耳を傾ける人,「耳を傾ける人」を表す語。その役割・職業・立場の人を表す。 ,"The invoice listed the listener clearly."
appropriately,適切に,「適切に」を表す語。動作・判断の仕方や程度を添える。 ,"The boat drifted appropriately across the lake."
inflammation,炎症,「炎症」を表す語。行為・結果・状態を表す名詞。 ,"The speaker defined inflammation with a simple example."
dread,～をひどく恐れる・恐怖,「ひどく恐れる・恐怖」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They decided to dread it before noon."
rib,肋骨,「肋骨」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A diagram showed the rib clearly."
infer,～を推論する,「推論する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please infer it after checking the instructions."
fierce,凶暴な,「凶暴な」を表す語。人・物・状況の性質を描く形容詞。 ,"A fierce color filled the evening sky."
soak,～をびしょぬれにする,「びしょぬれにする」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide showed us how to soak it."
disguise,～を変装させる,「変装させる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They decided to disguise it before noon."
indispensable,欠くことのできない,「欠くことのできない」を表す語。否定・不足・反対状態を表す。 ,"The teacher chose an indispensable example."
rebel,反逆者,「反逆者」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The rebel arrived early for the workshop."
porch,ポーチ・玄関,「ポーチ・玄関」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the porch beside the road."
decent,きちんとした,「きちんとした」を表す語。人・物・状況の性質を描く形容詞。 ,"The room had a decent feeling."
reckon,～だと思う・計算する,「だと思う・計算する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"I reckon it will rain."
viewer,視聴者,「視聴者」を表す語。その役割・職業・立場の人を表す。 ,"The manager reviewed the viewer before the meeting."
hourly,時間の,「時間の」を表す語。動作・判断の仕方や程度を添える。 ,"The team worked hourly through the night."
recollection,記憶・回想,「記憶・回想」を表す語。行為・結果・状態を表す名詞。 ,"The debate revealed recollection after the vote."
uncommon,普通でない,「普通でない」を表す語。否定・不足・反対状態を表す。 ,"The editor marked an uncommon phrase."
existing,現存する,「現存する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide suggested an existing method."
litter,ごみ・散らかす,「ごみ・散らかす」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The presenter pointed to the litter on the slide."
deceive,～を欺く,「欺く」を表す語。動作・判断の仕方や程度を添える。 ,"The editor marked a deceive phrase."
weary,疲れた,「疲れた」を表す語。人・物・状況の性質を描く形容詞。 ,"A weary color filled the evening sky."
peach,桃,「桃」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher asked about the peach after class."
straightforward,率直な・分かりやすい,「率直な・分かりやすい」を表す語。人・物・状況の性質を描く形容詞。 ,"The path turned straightforward near the cliff."
refinery,精製所,「精製所」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The manual listed the refinery under tools."
strand,～を立ち往生させる・より糸,「立ち往生させる・より糸」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please strand it after checking the instructions."
skip,飛ばす・軽く跳ねる,「飛ばす・軽く跳ねる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The note explained the skip in plain words."
anticipation,予想,「予想」を表す語。行為・結果・状態を表す名詞。 ,"The study measured anticipation across three groups."
interpreter,通訳,「通訳」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A diagram showed the interpreter clearly."
elegant,優雅な,「優雅な」を表す語。人・物・状況の性質を描く形容詞。 ,"The teacher chose an elegant example."
dedication,献身・奉納,「献身・奉納」を表す語。行為・結果・状態を表す名詞。 ,"The committee discussed dedication for an hour."
suburb,郊外,「郊外」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The presenter pointed to the suburb on the slide."
recession,景気後退,「景気後退」を表す語。行為・結果・状態を表す名詞。 ,"The speaker defined recession with a simple example."
comprehension,理解,「理解」を表す語。行為・結果・状態を表す名詞。 ,"The survey tracked comprehension over several years."
diploma,卒業証書,「卒業証書」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher asked about the diploma after class."
stereotype,固定観念・型にはめること,型に押し込める感覚。人や集団への固定観念を表す。 ,"A photo showed the stereotype beside the road."
