english,japanese,detail,sample
immortality,不死,「不死」を表す語。性質・状態・考え方を表す抽象語。 ,"The speaker defined immortality with a simple example."
sniff,かぐ,「かぐ」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The team checked the sniff before leaving."
suitably,適当に,「適当に」を表す語。動作・判断の仕方や程度を添える。 ,"She spoke suitably to the visitor."
craftsman,職人,「職人」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The craftsman arrived early for the workshop."
cherry,さくらんぼ,「さくらんぼ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The checklist included the cherry at the end."
soybean,大豆,「大豆」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The article described the soybean with an example."
trio,三つ組,「三つ組」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher asked about the trio after class."
entertaining,愉快な,「愉快な」を表す語。行為・結果・状態を表す名詞。 ,"The teacher chose an entertaining example."
athletics,運動競技,「運動競技」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The manual listed the athletics under tools."
muddy,泥だらけの・濁った,「泥だらけの・濁った」を表す語。人・物・状況の性質を描く形容詞。 ,"The report noted a muddy pattern."
tyrant,暴君,「暴君」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The note explained the tyrant in plain words."
pedal,ペダル,「ペダル」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide suggested a pedal method."
bony,骨の,「骨の」を表す語。人・物・状況の性質を描く形容詞。 ,"The team chose a bony route."
hairy,毛深い,「毛深い」を表す語。人・物・状況の性質を描く形容詞。 ,"The editor marked a hairy phrase."
eloquent,雄弁な,「雄弁な」を表す語。人・物・状況の性質を描く形容詞。 ,"She gave an eloquent speech."
sneak,こそこそ動く,「こそこそ動く」を表す語。動作・判断の仕方や程度を添える。 ,"The presenter pointed to the sneak on the slide."
demolish,～を取り壊す,「取り壊す」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They decided to demolish it before noon."
adore,～を深く愛する,「深く愛する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The training video shows how to adore it safely."
innate,生まれつきの,「生まれつきの」を表す語。否定・不足・反対状態を表す。 ,"The committee made an innate decision."
boiling,沸騰している・非常に暑い,「沸騰している・非常に暑い」を表す語。行為・結果・状態を表す名詞。 ,"The teacher chose a boiling example."
unrealistic,非現実的な,「非現実的な」を表す語。否定・不足・反対状態を表す。 ,"The room had an unrealistic feeling."
ram,雄羊,「雄羊」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The ram moved quietly."
originality,独創性,「独創性」を表す語。性質・状態・考え方を表す抽象語。 ,"The lecture explored originality through real cases."
paperwork,書類仕事,「書類仕事」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The invoice listed the paperwork clearly."
fascination,魅惑,「魅惑」を表す語。行為・結果・状態を表す名詞。 ,"The debate revealed fascination after the vote."
bizarre,一風変わった,「一風変わった」を表す語。人・物・状況の性質を描く形容詞。 ,"A bizarre cloud covered the ridge."
statesman,政治家,「政治家」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The statesman arrived early for the workshop."
consolation,慰め,「慰め」を表す語。行為・結果・状態を表す名詞。 ,"The policy raised questions about consolation."
catastrophic,悲劇的な,「悲劇的な」を表す語。人・物・状況の性質を描く形容詞。 ,"Her smile looked catastrophic after the news."
coward,臆病者,「臆病者」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"Nurses checked the coward during rounds."
patiently,忍耐強く,「忍耐強く」を表す語。動作・判断の仕方や程度を添える。 ,"The singer paused patiently before the chorus."
scientifically,科学的に,「科学的に」を表す語。動作・判断の仕方や程度を添える。 ,"The door closed scientifically behind us."
obsession,つきまとうこと,「つきまとうこと」を表す語。行為・結果・状態を表す名詞。 ,"The lecture explored obsession through real cases."
astonishment,驚き,「驚き」を表す語。行為・結果・状態を表す名詞。 ,"Her essay connected astonishment with daily life."
unreliable,当てにならない,「当てにならない」を表す語。否定・不足・反対状態を表す。 ,"The teacher chose an unreliable example."
exaggeration,誇張,「誇張」を表す語。行為・結果・状態を表す名詞。 ,"The study measured exaggeration across three groups."
mover,運搬業者・動かす人,「運搬業者・動かす人」を表す語。その役割・職業・立場の人を表す。 ,"A client asked about the mover after lunch."
refresh,～を再び元気にする,「再び元気にする」を表す語。再び行う・元に戻す感覚がある。 ,"The training video shows how to refresh it safely."
casually,何気なく・気軽に,「何気なく・気軽に」を表す語。動作・判断の仕方や程度を添える。 ,"The child listened casually during the story."
muse,深く考える,「深く考える」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The presenter pointed to the muse on the slide."
quarrel,口論・口げんか,「口論・口げんか」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The checklist included the quarrel at the end."
lobby,ロビー,「ロビー」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The article described the lobby with an example."
incense,香,「香」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher asked about the incense after class."
bellow,うなる・どなる,「うなる・どなる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"A photo showed the bellow beside the road."
intrude,侵入する・邪魔をする,「侵入する・邪魔をする」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The manual listed the intrude under tools."
permeate,～にしみ通る,「しみ通る」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The smell can permeate the room."
communicative,話好きな,「話好きな」を表す語。人・物・状況の性質を描く形容詞。 ,"The coach praised a communicative effort."
brewery,ビール醸造所,「ビール醸造所」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide mentioned the brewery near the entrance."
generously,気前よく,「気前よく」を表す語。動作・判断の仕方や程度を添える。 ,"She donated generously to the shelter."
orator,演説者,「演説者」を表す語。その役割・職業・立場の人を表す。 ,"The manager reviewed the orator before the meeting."
tramp,ドシンドシンと歩く,「ドシンドシンと歩く」を表す語。動作・判断の仕方や程度を添える。 ,"The visitor noticed the tramp near the doorway."
usher,案内人,「案内人」を表す語。その役割・職業・立場の人を表す。 ,"A client asked about the usher after lunch."
preoccupy,～を夢中にさせる・占める,「夢中にさせる・占める」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The training video shows how to preoccupy it safely."
icy,氷の,「氷の」を表す語。性質・状態・考え方を表す抽象語。 ,"The report noted an icy pattern."
rattle,ガタガタ音を立てる,「ガタガタ音を立てる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Experts can rattle the sketch carefully."
rhyme,韻・韻を踏む,「韻・韻を踏む」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"A photo showed the rhyme beside the road."
dictator,独裁者,「独裁者」を表す語。その役割・職業・立場の人を表す。 ,"The invoice listed the dictator clearly."
ethic,倫理・道徳規範,「倫理・道徳規範」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher chose an ethic example."
obedient,従順な,「従順な」を表す語。人・物・状況の性質を描く形容詞。 ,"The editor marked an obedient phrase."
wed,～と結婚する,「と結婚する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They will wed in June."
skim,～をすくい取る・ざっと読む,「すくい取る・ざっと読む」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide showed us how to skim it."
deceptive,人をだますような,「人をだますような」を表す語。人・物・状況の性質を描く形容詞。 ,"The sign gave a deceptive warning."
sandstone,砂岩,「砂岩」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The visitor noticed the sandstone near the doorway."
immoral,不道徳な,「不道徳な」を表す語。否定・不足・反対状態を表す。 ,"The report noted an immoral pattern."
broadcaster,放送者,「放送者」を表す語。その役割・職業・立場の人を表す。 ,"The manager reviewed the broadcaster before the meeting."
clam,ハマグリ,「ハマグリ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The article described the clam with an example."
ravage,～を荒廃させる,「荒廃させる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They decided to ravage it before noon."
confidently,自信をもって,「自信をもって」を表す語。動作・判断の仕方や程度を添える。 ,"The machine ran confidently after the repair."
wit,機知・知恵,「すばやく気の利く知性」から、機知や才気を表す。 ,"The manual listed the wit under tools."
orchid,ラン,「ラン」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The report connected the orchid to the case."
squash,～を押しつぶす,「押しつぶす」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide showed us how to squash it."
flax,亜麻,「亜麻」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide mentioned the flax near the entrance."
relativity,相対性,「相対性」を表す語。性質・状態・考え方を表す抽象語。 ,"The lecture explored relativity through real cases."
doubly,二重に・倍に,「二重に・倍に」を表す語。動作・判断の仕方や程度を添える。 ,"The team worked doubly through the night."
bomber,爆撃機,「爆撃機」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The visitor noticed the bomber near the doorway."
complexion,顔色・肌つや,「顔色・肌つや」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"Her complexion was clear."
irresistible,抵抗できない,「抵抗できない」を表す語。否定・不足・反対状態を表す。 ,"The coach praised an irresistible effort."
delicacy,繊細さ・珍味,「繊細さ・珍味」を表す語。性質・状態・考え方を表す抽象語。 ,"The policy raised questions about delicacy."
oath,誓い,「誓い」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The committee made an oath decision."
diphtheria,ジフテリア,「ジフテリア」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the diphtheria beside the road."
mumble,～をもぐもぐ言う,「もぐもぐ言う」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please mumble clearly."
coma,こん睡状態,「こん睡状態」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The report connected the coma to the case."
affectionate,愛情のこもった,「愛情のこもった」を表す語。人・物・状況の性質を描く形容詞。 ,"Her smile looked affectionate after the news."
messenger,使いの者,「使いの者」を表す語。その役割・職業・立場の人を表す。 ,"The invoice listed the messenger clearly."
rusty,さびた,「さびた」を表す語。性質・状態・考え方を表す抽象語。 ,"The report noted a rusty pattern."
wink,目くばせする,「目くばせする」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"He gave a wink."
beak,くちばし,「くちばし」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The visitor noticed the beak near the doorway."
glorify,～を称賛する・美化する,「称賛する・美化する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The training video shows how to glorify it safely."
recollect,～を思い出す,「思い出す」を表す語。再び行う・元に戻す感覚がある。 ,"Please recollect it after checking the instructions."
emphatically,断固として,「断固として」を表す語。動作・判断の仕方や程度を添える。 ,"The boat drifted emphatically across the lake."
unwise,分別のない,「分別のない」を表す語。否定・不足・反対状態を表す。 ,"The singer paused unwise before the chorus."
unofficial,非公式の,「非公式の」を表す語。否定・不足・反対状態を表す。 ,"The sign gave an unofficial warning."
roam,あてもなく歩き回る,「あてもなく歩き回る」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The manual listed the roam under tools."
foreman,職長,「職長」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The report connected the foreman to the case."
devil,悪魔,「悪魔」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The note explained the devil in plain words."
repress,～を抑圧する,「抑圧する」を表す語。再び行う・元に戻す感覚がある。 ,"The guide showed us how to repress it."
stockpile,備蓄,「備蓄」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A diagram showed the stockpile clearly."
stimulant,刺激物・興奮剤,「刺激物・興奮剤」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The team checked the stimulant before leaving."
legislate,法律を制定する,「法律を制定する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The team will legislate the contract before Friday."
ambassador,大使,「大使」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A moment of ambassador passed through the room."
inflate,～をふくらます,「ふくらます」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide showed us how to inflate it."
momentarily,一瞬・まもなく,「一瞬・まもなく」を表す語。動作・判断の仕方や程度を添える。 ,"The door closed momentarily behind us."
winding,曲がりくねった,「曲がりくねった」を表す語。行為・結果・状態を表す名詞。 ,"Please winding the trail marker."
inseparable,分けられない,「分けられない」を表す語。否定・不足・反対状態を表す。 ,"The editor marked an inseparable phrase."
momentary,瞬時の,「瞬時の」を表す語。人・物・状況の性質を描く形容詞。 ,"A momentary color filled the evening sky."
attentive,注意深い,「注意深い」を表す語。人・物・状況の性質を描く形容詞。 ,"The coach praised an attentive effort."
inexperienced,経験のない,「経験のない」を表す語。否定・不足・反対状態を表す。 ,"The coach praised an inexperienced effort."
bully,いじめっ子・～をいじめる,「いじめっ子・をいじめる」を表す語。動作・判断の仕方や程度を添える。 ,"The machine ran bully after the repair."
amazement,たいへんな驚き,「たいへんな驚き」を表す語。行為・結果・状態を表す名詞。 ,"The committee discussed amazement for an hour."
wrongly,間違って,「間違って」を表す語。動作・判断の仕方や程度を添える。 ,"The boat drifted wrongly across the lake."
setback,後退・妨げ,「後退・妨げ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The visitor noticed the setback near the doorway."
plumber,配管工,「配管工」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The presenter pointed to the plumber on the slide."
warship,軍艦,「軍艦」を表す語。行為・結果・状態を表す名詞。 ,"The warship entered the harbor."
freak,変人・珍事,「変人・珍事」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The freak arrived early for the workshop."
eloquence,雄弁,「雄弁」を表す語。行為・結果・状態を表す名詞。 ,"The debate revealed eloquence after the vote."
rejoin,～に再び加わる,「再び加わる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"He will rejoin the team."
atypical,型にはまらない,「型にはまらない」を表す語。人・物・状況の性質を描く形容詞。 ,"The guide suggested an atypical method."
impractical,実用的でない,「実用的でない」を表す語。否定・不足・反対状態を表す。 ,"The teacher chose an impractical example."
eyelid,まぶた,「まぶた」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The note explained the eyelid in plain words."
dawn,夜明け,「夜明け」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The calendar marked the dawn in blue."
misconception,誤解,「誤解」を表す語。行為・結果・状態を表す名詞。 ,"The speaker defined misconception with a simple example."
carnival,謝肉祭,「謝肉祭」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The team checked the carnival before leaving."
replica,精巧な複製,「精巧な複製」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The visitor noticed the replica near the doorway."
unmistakable,まぎれもない,「まぎれもない」を表す語。否定・不足・反対状態を表す。 ,"The report noted an unmistakable pattern."
nostril,鼻孔,「鼻孔」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The checklist included the nostril at the end."
everlasting,永久に続く,「永久に続く」を表す語。動作・判断の仕方や程度を添える。 ,"The article described the everlasting with an example."
luxurious,ぜいたくな,「ぜいたくな」を表す語。人・物・状況の性質を描く形容詞。 ,"The committee made a luxurious decision."
irresponsible,無責任な,「無責任な」を表す語。否定・不足・反対状態を表す。 ,"The teacher chose an irresponsible example."
fabulous,すばらしい・伝説的な,「すばらしい・伝説的な」を表す語。人・物・状況の性質を描く形容詞。 ,"The committee made a fabulous decision."
pudding,プディング,「プディング」を表す語。行為・結果・状態を表す名詞。 ,"The report noted a pudding pattern."
prestigious,誉れの高い,「誉れの高い」を表す語。人・物・状況の性質を描く形容詞。 ,"The room had a prestigious feeling."
underwear,下着,「下着」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide mentioned the underwear near the entrance."
arrogant,傲慢な,「傲慢な」を表す語。人・物・状況の性質を描く形容詞。 ,"The team chose an arrogant route."
housekeeper,家政婦・管理人,「家政婦・管理人」を表す語。その役割・職業・立場の人を表す。 ,"The manager reviewed the housekeeper before the meeting."
lighten,～を明るくする,「明るくする」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Workers learned to lighten it during practice."
browse,漫然とながめる,「漫然とながめる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The presenter pointed to the browse on the slide."
enthusiastically,熱狂的に,「熱狂的に」を表す語。動作・判断の仕方や程度を添える。 ,"The guard moved enthusiastically along the hallway."
elegance,優美,「優美」を表す語。行為・結果・状態を表す名詞。 ,"The policy raised questions about elegance."
hush,静けさ・静かにさせる,「静けさ・静かにさせる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The teacher asked about the hush after class."
bumper,バンパー,「バンパー」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the bumper beside the road."
childish,子どもっぽい,「子どもっぽい」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The room had a childish feeling."
salesperson,販売員,「販売員」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A client asked about the salesperson after lunch."
devoted,献身的な,「献身的な」を表す語。人・物・状況の性質を描く形容詞。 ,"The team chose a devoted route."
ointment,軟膏,「軟膏」を表す語。行為・結果・状態を表す名詞。 ,"Her essay connected ointment with daily life."
peep,～のぞき見する,「ぞき見する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Do not peep through the keyhole."
clumsy,不器用な,「不器用な」を表す語。人・物・状況の性質を描く形容詞。 ,"The editor marked a clumsy phrase."
nervously,神経質に,「神経質に」を表す語。動作・判断の仕方や程度を添える。 ,"The guard moved nervously along the hallway."
ballad,民謡,「民謡」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The presenter pointed to the ballad on the slide."
broadband,広帯域の,「広帯域の」を表す語。人・物・状況の性質を描く形容詞。 ,"A broadband road led to the village."
mimic,～をまねる・まねる人,「まねる・まねる人」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"A mimic color filled the evening sky."
overhear,～をふと耳にする,「ふと耳にする」を表す語。基準を越える・上回る感覚が中心。 ,"The guide showed us how to overhear it."
unpopular,人気のない,「人気のない」を表す語。否定・不足・反対状態を表す。 ,"The sign gave an unpopular warning."
creek,小川,「小川」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide spotted the creek near the trail."
desperation,絶望・必死さ,「絶望・必死さ」を表す語。行為・結果・状態を表す名詞。 ,"Her essay connected desperation with daily life."
adaptable,適応できる,「適応できる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The teacher chose an adaptable example."
vomit,吐く,「吐く」を表す語。動作・判断の仕方や程度を添える。 ,"The guide mentioned the vomit near the entrance."
witty,機知に富んだ,「機知に富んだ」を表す語。性質・状態・考え方を表す抽象語。 ,"The committee made a witty decision."
pedestrian,歩行者,「歩行者」を表す語。その役割・職業・立場の人を表す。 ,"The manager reviewed the pedestrian before the meeting."
rosy,バラ色の,「バラ色の」を表す語。人・物・状況の性質を描く形容詞。 ,"The wall is rosy."
exalt,～を高める・称賛する,「高める・称賛する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Workers learned to exalt it during practice."
wasp,スズメバチ,「スズメバチ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The checklist included the wasp at the end."
outskirts,郊外・はずれ,「郊外・はずれ」を表す語。外へ出る・上回る感覚に広がる。 ,"The article described the outskirts with an example."
intruder,侵入者,「侵入者」を表す語。その役割・職業・立場の人を表す。 ,"A client asked about the intruder after lunch."
obsess,～に取りつく・頭から離れない,「取りつく・頭から離れない」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The editor marked an obsess phrase."
