english,japanese,detail,sample
dominant,支配的な,「支配的な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The editor marked a dominant phrase."
discourse,談話；論説,「まとまった言葉の流れ」を表す語。議論・談話・論説に使う。 ,"The guide mentioned the discourse near the entrance."
compel,～に強いる,「強いる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to compel it."
suspension,停止；一時中断,「停止」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「一時中断」の意味もある。 ,"The survey tracked suspension over several years."
diversity,多様性,「多様性」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The lecture explored diversity through real cases."
organizational,組織上の,「組織上の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The report noted an organizational pattern."
integral,不可欠な；一体の,「全体に組み込まれ不可欠」を表す語。数学の積分にも使う。意味は「不可欠な」・「一体の」などに分かれる。 ,"The teacher chose an integral example."
occupational,職業の,「職業の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"Occupational safety is important."
crude,未加工の；粗雑な,「未精製・粗い」を表す語。原油、粗雑な態度の両方に使う。「未加工の」の意味もある。 ,"The committee made a crude decision."
transit,輸送；通過,「輸送」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「通過」の意味もある。 ,"A photo showed the transit beside the road."
consultation,相談,「相談」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The committee discussed consultation for an hour."
peasant,小作農；農民,「小作農」を表す語という具体的対象。人・物・場所などを直接指す語。「農民」の意味もある。 ,"The report noted a peasant pattern."
juvenile,少年の；未熟な,「少年の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「未熟な」の意味もある。 ,"The room had a juvenile feeling."
elevation,高度；上昇,「高度」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「上昇」の意味もある。 ,"The survey tracked elevation over several years."
inclusion,中に含めること,「中に含めること」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"Inclusion matters in every classroom."
notwithstanding,～にもかかわらず,「かかわらず」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The editor marked a notwithstanding phrase."
pioneer,開拓者,「開拓者」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The pioneer arrived early for the workshop."
restoration,復元；回復,「復元」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「回復」の意味もある。 ,"The study measured restoration across three groups."
formulate,～を明確に表す；策定する,「明確に表す」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「策定する」の意味もある。 ,"They decided to formulate it before noon."
elaborate,入念な；詳しく述べる,「入念な」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「詳しく述べる」の意味もある。 ,"The article described the elaborate with an example."
ethical,倫理の,「倫理の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The committee made an ethical decision."
elevate,～を上げる,「上げる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Workers learned to elevate it during practice."
convict,～に有罪を宣告する,「有罪を宣告する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to convict it."
verdict,評決,「評決」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The report connected the verdict to the case."
conform,一致する；従う,「一致する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「従う」の意味もある。 ,"The note explained the conform in plain words."
marginal,周辺の；わずかな,「周辺の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「わずかな」の意味もある。 ,"The report noted a marginal pattern."
depict,～を描き表す,「描き表す」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Workers learned to depict it during practice."
cavity,空洞；虫歯,「空洞」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「虫歯」の意味もある。 ,"The cavity moved quietly."
precision,正確,「正確」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"A short story illustrated precision clearly."
prophet,預言者,「預言者」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The prophet arrived early for the workshop."
inherent,本来の,「本来の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The plan has inherent risks."
oblige,～に義務を負わせる,「義務を負わせる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"They learned to oblige the contract during training."
citation,引用,「引用」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The speaker defined citation with a simple example."
estimation,推定；評価,「推定」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「評価」の意味もある。 ,"The survey tracked estimation over several years."
scenario,シナリオ,「シナリオ」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The manual listed the scenario under tools."
sentiment,感情,「感情」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"Her essay connected sentiment with daily life."
succession,連続,「連続」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The debate revealed succession after the vote."
subordinate,下位の,「下位の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The editor marked a subordinate phrase."
vegetation,植物,「植物」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"A short story illustrated vegetation clearly."
testament,証拠；遺言；聖書,「証拠」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「遺言」・「聖書」の意味もある。 ,"The policy raised questions about testament."
synthetic,合成の；総合的な,「合成の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「総合的な」の意味もある。 ,"The committee made a synthetic decision."
retention,保持,「保持」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The article linked retention to climate change."
rotate,回転する,「回転する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The checklist included the rotate at the end."
expire,満了する,「満了する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The article described the expire with an example."
fatigue,疲労；金属疲労,「疲労」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「金属疲労」の意味もある。 ,"The teacher asked about the fatigue after class."
exert,～を発揮する,「発揮する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Please exert it after checking the instructions."
circulate,循環する,「循環する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The manual listed the circulate under tools."
prospective,見込みの；将来の,「見込みの」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「将来の」の意味もある。 ,"The coach praised a prospective effort."
collaboration,協力；共同作業,「協力」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「共同作業」の意味もある。 ,"A short story illustrated collaboration clearly."
profound,深遠な,「深遠な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher chose a profound example."
elastic,弾力のある,「弾力のある」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The committee made an elastic decision."
inclusive,全部を含んだ,「全部を含んだ」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The teacher chose an inclusive example."
buffer,緩衝材；緩衝するもの,「緩衝材」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「緩衝するもの」の意味もある。 ,"The room had a buffer feeling."
induction,導入；誘導；就任,「中へ導き入れる」を表す語。就任・誘導・帰納法にも広がる。「導入」の意味もある。 ,"The survey tracked induction over several years."
notable,注目に値する,「注目に値する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The team chose a notable route."
continuity,連続,「連続」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"Her essay connected continuity with daily life."
obscure,はっきりしない,「はっきりしない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The guide suggested an obscure method."
assertion,断言,「断言」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The study measured assertion across three groups."
fossil,化石,「化石」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The manual listed the fossil under tools."
likelihood,ありそうなこと,「ありそうなこと」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The policy raised questions about likelihood."
fusion,溶けること,「溶けること」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The committee discussed fusion for an hour."
carpenter,大工,「大工」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The driver checked the carpenter before departure."
preach,説教する,「説教する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"A diagram showed the preach clearly."
principally,主として,「主として」を表す語という仕方。動作・判断の程度や話し手の態度を補う。 ,"The door closed principally behind us."
salvation,救済,「救済」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The lecture explored salvation through real cases."
inheritance,相続；遺産,「相続」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「遺産」の意味もある。 ,"Her essay connected inheritance with daily life."
hostile,敵の,「敵の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher chose a hostile example."
concur,同意見である,「同意見である」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The editor marked a concur phrase."
ordinarily,たいてい,「たいてい」を表す語という仕方。動作・判断の程度や話し手の態度を補う。 ,"The guard moved ordinarily along the hallway."
degradation,低下；劣化,「低下」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「劣化」の意味もある。 ,"The policy raised questions about degradation."
exploitation,搾取；活用,「搾取」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「活用」の意味もある。 ,"The committee discussed exploitation for an hour."
pertinent,関連する；適切な,「関連する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「適切な」の意味もある。 ,"The report noted a pertinent pattern."
hostility,敵意,「敵意」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The speaker defined hostility with a simple example."
predecessor,前任者,「前任者」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The predecessor arrived early for the workshop."
aesthetic,美的な；美学の,「美的な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「美学の」の意味もある。 ,"The design has aesthetic value."
spontaneous,自然に起こる,「自然に起こる」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"Hikers noticed the spontaneous near the trail."
customary,慣例の；習慣的な,「慣例の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「習慣的な」の意味もある。 ,"A customary color filled the evening sky."
immense,巨大な,「巨大な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The coach praised an immense effort."
peninsula,半島,「半島」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The checklist included the peninsula at the end."
simplicity,簡単,「簡単」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The simplicity opened early for visitors."
trauma,外傷,「外傷」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The teacher asked about the trauma after class."
legacy,遺産,「遺産」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The article linked legacy to climate change."
maternal,母の；母性的な,「母の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「母性的な」の意味もある。 ,"The room had a maternal feeling."
purity,純粋であること,「純粋であること」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The lab tested the water’s purity."
orchard,果樹園,「果樹園」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The note explained the orchard in plain words."
fixture,備品；固定設備,「備品」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「固定設備」の意味もある。 ,"The guide mentioned the fixture near the entrance."
descent,下降；血統,「下降」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「血統」の意味もある。 ,"The report noted a descent pattern."
speculation,推測,「推測」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The study measured speculation across three groups."
ventilation,換気,「換気」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"A short story illustrated ventilation clearly."
anthropology,人類学,「人類学」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The anthropology arrived early for the workshop."
apt,～しがちな；適切な,「しがちな」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「適切な」の意味もある。 ,"The editor marked an apt phrase."
clutch,～をぐいとつかむ,「ぐいとつかむ」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Workers learned to clutch it during practice."
conditional,条件つきの,「条件つきの」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The coach praised a conditional effort."
portable,持ち運びのできる,「持ち運びのできる」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The sign gave a portable warning."
flourish,栄える,「栄える」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The manual listed the flourish under tools."
manipulation,巧妙な扱い,「巧妙な扱い」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The class found a manipulation pattern in the story."
discard,～を捨てる,「捨てる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Workers learned to discard it during practice."
portray,～を絵で描く,「絵で描く」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to portray it."
quest,探求,「探求」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"A diagram showed the quest clearly."
seedling,実生の若木,「実生の若木」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"Hikers noticed the seedling near the trail."
recess,休み,「休み」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The visitor noticed the recess near the doorway."
appliance,器具,「器具」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The article linked appliance to climate change."
exterior,外の,「外の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The room had an exterior feeling."
conformity,～との相似,「相似」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The survey tracked conformity over several years."
provoke,～を怒らせる,「怒らせる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The training video shows how to provoke it safely."
adjoin,～に隣接する,「隣接する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Please adjoin it after checking the instructions."
uniformity,一定,「一定」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The debate revealed uniformity after the vote."
injustice,不正,「不正」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The report connected the injustice to the case."
graft,接ぎ木；移植；汚職,「接ぎ木」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「移植」・「汚職」の意味もある。 ,"Hikers noticed the graft near the trail."
antiquity,古代；古物,「古代」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「古物」の意味もある。 ,"The policy raised questions about antiquity."
evoke,～を呼び出す,「呼び出す」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Please evoke it after checking the instructions."
superficial,表面の,「表面の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher chose a superficial example."
amateur,アマチュア；素人,「アマチュア」を表す語という具体的対象。人・物・場所などを直接指す語。「素人」の意味もある。 ,"The amateur arrived early for the workshop."
mutually,相互に,「相互に」を表す語という仕方。動作・判断の程度や話し手の態度を補う。 ,"The door closed mutually behind us."
demographic,人口統計学の,「人口統計学の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher gave a demographic example."
suffice,十分である,「十分である」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The calendar marked the suffice in blue."
negligible,取るに足らない,「取るに足らない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The report noted a negligible pattern."
tailor,洋服屋,「洋服屋」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"A photo showed the tailor beside the road."
acoustic,音響の,「音響の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The room was acoustic."
lapse,一時的な誤り；経過,「一時的な誤り」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「経過」の意味もある。 ,"The report connected the lapse to the case."
fuse,ヒューズ；融合する,「ヒューズ」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「融合する」の意味もある。 ,"The note explained the fuse in plain words."
muscular,筋肉の,「筋肉の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"A muscular color filled the evening sky."
terrain,地形,「地形」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"A field note described the terrain after the storm."
preacher,伝道師,「伝道師」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The preacher arrived early for the workshop."
plunge,～を突っ込む；急落する,「突っ込む」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「急落する」の意味もある。 ,"The training video shows how to plunge it safely."
voluntarily,みずから進んで,「みずから進んで」を表す語という仕方。動作・判断の程度や話し手の態度を補う。 ,"The team worked voluntarily through the night."
plaster,しっくい；ばんそうこう,「しっくい」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「ばんそうこう」の意味もある。 ,"The checklist included the plaster at the end."
conserve,～を保存する,「保存する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to conserve it."
charter,憲章；特許状；貸し切る,「憲章」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「特許状」・「貸し切る」の意味もある。 ,"The photograph showed the charter in soft light."
durable,耐久力のある,「耐久力のある」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher chose a durable example."
privileged,特権のある,「特権のある」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The committee made a privileged decision."
posture,姿勢,「姿勢」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The report connected the posture to the case."
suburban,郊外の,「郊外の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The room had a suburban feeling."
facial,顔の,「顔の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The guide suggested a facial method."
complementary,補足的な,「補足的な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The team chose a complementary route."
loom,迫る；織機,「迫る」を表す語という具体的対象。人・物・場所などを直接指す語。「織機」の意味もある。 ,"The team checked the loom before leaving."
robust,たくましい,「たくましい」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The hotel offered a robust view."
elongate,～を長くする,「長くする」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to elongate it."
outset,最初；発端,「最初」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「発端」の意味もある。 ,"The checklist included the outset at the end."
wicked,邪悪な；ひどい,「邪悪な」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「ひどい」の意味もある。 ,"The teacher chose a wicked example."
intellect,知性,「知性」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The teacher asked about the intellect after class."
credibility,信用できること,「信用できること」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The article linked credibility to climate change."
prop,支柱；支えるもの,「支柱」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「支えるもの」の意味もある。 ,"The room had a prop feeling."
commend,～をほめる,「ほめる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"They decided to commend it before noon."
commercially,商業上,「商業上」を表す語という仕方。動作・判断の程度や話し手の態度を補う。 ,"She spoke commercially to the visitor."
realism,現実主義,「現実主義」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"Her essay connected realism with daily life."
dispense,～を分配する；不要にする,「分配する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「不要にする」の意味もある。 ,"Workers learned to dispense it during practice."
explanatory,解説の,「解説の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The editor marked an explanatory phrase."
domination,支配,「支配」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"A short story illustrated domination clearly."
embark,乗り出す；乗船する,「乗り出す」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「乗船する」の意味もある。 ,"The guide marked the embark on the map."
faction,派閥,「派閥」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The committee discussed faction for an hour."
strap,ひも,「ひも」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The article described the strap with an example."
latent,潜在している,「潜在している」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The coach praised a latent effort."
scrutiny,綿密な調査,「綿密な調査」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"A photo showed the scrutiny beside the road."
chill,寒気,「寒気」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The manual listed the chill under tools."
amid,～の中で,「中で」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The guard moved amid along the hallway."
degrade,～の地位を下げる,「地位を下げる」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"Pollution can degrade the environment."
isolated,孤立した,「孤立した」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The editor marked an isolated phrase."
flask,フラスコ；小型びん,「フラスコ」を表す語という具体的対象。人・物・場所などを直接指す語。「小型びん」の意味もある。 ,"A diagram showed the flask clearly."
bulk,大部分；大量,「大部分」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「大量」の意味もある。 ,"The calendar marked the bulk in blue."
abstraction,抽象,「抽象」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The committee discussed abstraction for an hour."
endorsement,支持；裏書き,「支持」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「裏書き」の意味もある。 ,"The article linked endorsement to climate change."
indefinite,不明確な,「不明確な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The room had an indefinite feeling."
confinement,閉じ込め；制限,「閉じ込め」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「制限」の意味もある。 ,"The survey tracked confinement over several years."
advantageous,有利な,「有利な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The team chose an advantageous route."
speculative,推測の；投機的な,「推測の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「投機的な」の意味もある。 ,"The editor marked a speculative phrase."
