english,japanese,detail,sample
better,よりよい,good/wellの比較級。よりよい、回復したにも使う。 ,"The team chose a better route."
notebook,ノート,身近な物を表す「ノート」。形・用途・持ち物の説明で使う。 ,"The team checked the notebook before leaving."
delicious,おいしい,食べ物がとてもおいしいこと。強い好意を表す。 ,"The chef served a delicious sauce."
shy,恥ずかしがりの,人前で控えめになる性格。恥ずかしがりの意味。 ,"The editor marked a shy phrase."
underline,～に下線を引く,文字の下に線を引くこと。強調する意味にも使う。 ,"They decided to underline it before noon."
hat,帽子,身近な物を表す「帽子」。形・用途・持ち物の説明で使う。 ,"The article described the hat with an example."
garbage,生ごみ,身近な物を表す「生ごみ」。形・用途・持ち物の説明で使う。 ,"The teacher asked about the garbage after class."
merry,陽気な,「陽気な」という性質を表す語。人・物・状況の様子を表す。 ,"The teacher chose a merry example."
basketball,バスケットボール,「バスケットボール」を表す語。物事・考え・状態を表す基本名詞。 ,"The manual listed the basketball under tools."
mum,沈黙した,「沈黙した」を表す語。物事・考え・状態を表す基本名詞。 ,"The librarian set the mum near the entrance."
guitar,ギター,「ギター」を表す語。物事・考え・状態を表す基本名詞。 ,"The note explained the guitar in plain words."
excited,興奮した,「興奮した」を表す語。物事・考え・状態を表す基本名詞。 ,"The guide mentioned the excited near the entrance."
are,～である、です,be動詞の現在形。複数主語やyouの状態・存在を表す。 ,"We are now."
sunday,日曜日,曜日を表す語。予定・習慣・日付の話でよく使う。 ,"We met on Sunday."
sunny,日のよくさす,「日のよくさす」という性質を表す語。人・物・状況の様子を表す。 ,"The hikers crossed a sunny slope."
umbrella,傘,身近な物を表す「傘」。形・用途・持ち物の説明で使う。 ,"The presenter pointed to the umbrella on the slide."
cartoon,漫画、アニメ,「漫画、アニメ」を表す語。物事・考え・状態を表す基本名詞。 ,"The checklist included the cartoon at the end."
most,最も多い；最も,量や程度が最大。最も・大部分の意味で使う。「最も多い」の意味もある。 ,"Most shops closed early today."
interviewer,面接する人,「面接する人」という動き・変化を表す語。人・物への働きかけを表す。 ,"The interviewer arrived early for the workshop."
waiter,給仕人,人・役割を表す「給仕人」。家族・職業・立場を示す語。 ,"The manager reviewed the waiter before the meeting."
grandparent,祖父母,人・役割を表す「祖父母」。家族・職業・立場を示す語。 ,"The invoice listed the grandparent clearly."
cousin,いとこ,人・役割を表す「いとこ」。家族・職業・立場を示す語。 ,"A client asked about the cousin after lunch."
rainy,雨の,「雨の」という性質を表す語。人・物・状況の様子を表す。 ,"A rainy cloud covered the ridge."
rude,失礼な,「失礼な」という性質を表す語。人・物・状況の様子を表す。 ,"The editor marked a rude phrase."
lion,ライオン,動物の「ライオン」。種類や特徴を言う基本名詞。 ,"The lion moved quietly."
lazy,怠惰な,「怠惰な」という性質を表す語。人・物・状況の様子を表す。 ,"The teacher chose a lazy example."
tired,疲れた,「疲れた」という性質を表す語。人・物・状況の様子を表す。 ,"The committee made a tired decision."
subway,地下鉄,場所を表す「地下鉄」。行き先・位置・活動場所の説明に使う。 ,"The presenter pointed to the subway on the slide."
supermarket,スーパーマーケット,場所を表す「スーパーマーケット」。行き先・位置・活動場所の説明に使う。 ,"The supermarket opened early for visitors."
pizza,ピッツァ,食べ物・飲み物の「ピッツァ」。食事や好みの話で使う。 ,"The recipe calls for the pizza at the end."
boyfriend,男友だち,人・役割を表す「男友だち」。家族・職業・立場を示す語。 ,"A client asked about the boyfriend after lunch."
homework,宿題,「宿題」を表す語。物事・考え・状態を表す基本名詞。 ,"A photo showed the homework beside the road."
surf,寄せ波,「寄せ波」という動き・変化を表す語。人・物への働きかけを表す。 ,"The manual listed the surf under tools."
sun,太陽,自然や天候に関する「太陽」。季節・空・環境の話で使う。 ,"The sun warmed the stone steps."
zoo,動物園,「動物園」を表す語。物事・考え・状態を表す基本名詞。 ,"The zoo moved quietly."
january,1月,月名として「1月」。日付や予定を表す時に使う。 ,"The event is in January."
soccer,サッカー,「サッカー」を表す語。物事・考え・状態を表す基本名詞。 ,"A diagram showed the soccer clearly."
grandma,おばあちゃん,人・役割を表す「おばあちゃん」。家族・職業・立場を示す語。 ,"The manager reviewed the grandma before the meeting."
sandwich,サンドイッチ,食べ物・飲み物の「サンドイッチ」。食事や好みの話で使う。 ,"The waiter carried the sandwich to table five."
lily,ユリ,動作や状態の程度・様子を表す語。「ユリ」の感じを加える。 ,"A lily bloomed by the pond."
jacket,上着,「上着」を表す語。物事・考え・状態を表す基本名詞。 ,"The checklist included the jacket at the end."
bookstore,書,場所を表す「書」。行き先・位置・活動場所の説明に使う。 ,"The bookstore opened early for visitors."
classmate,級友,人・役割を表す「級友」。家族・職業・立場を示す語。 ,"The teacher asked about the classmate after class."
milk,ミルク,食べ物・飲み物の「ミルク」。食事や好みの話で使う。 ,"The waiter carried the milk to table five."
doll,人形,「人形」を表す語。物事・考え・状態を表す基本名詞。 ,"The doll arrived early for the workshop."
would,～だろう；～したい,仮定・丁寧な希望を表す助動詞。would likeで頻出。意味は「だろう」・「したい」などに分かれる。 ,"I would like some tea."
butterfly,チョウ,動物の「チョウ」。種類や特徴を言う基本名詞。 ,"A butterfly landed on the flower."
towel,タオル,身近な物を表す「タオル」。形・用途・持ち物の説明で使う。 ,"The guide mentioned the towel near the entrance."
cute,かわいい,「かわいい」という性質を表す語。人・物・状況の様子を表す。 ,"The coach praised a cute effort."
cloudy,曇った,「曇った」という性質を表す語。人・物・状況の様子を表す。 ,"The sign gave a cloudy warning."
palace,宮殿,場所を表す「宮殿」。行き先・位置・活動場所の説明に使う。 ,"The visitor noticed the palace near the doorway."
bye,さようなら,「さようなら」を表す語。物事・考え・状態を表す基本名詞。 ,"The presenter pointed to the bye on the slide."
should,～すべきだ,義務や助言をやわらかく示す助動詞。～すべきだ。 ,"We should leave now."
snow,雪,自然や天候に関する「雪」。季節・空・環境の話で使う。 ,"Snow covered the bicycle path."
waitress,女給仕人,人・役割を表す「女給仕人」。家族・職業・立場を示す語。 ,"A client asked about the waitress after lunch."
turkey,シチメンチョウ,動物の「シチメンチョウ」。種類や特徴を言う基本名詞。 ,"The turkey moved quietly."
biscuit,小型パン,食べ物・飲み物の「小型パン」。食事や好みの話で使う。 ,"The menu listed the biscuit under lunch specials."
saturday,土曜日,曜日を表す語。予定・習慣・日付の話でよく使う。 ,"We met on Saturday."
vase,花びん,「花びん」を表す語。物事・考え・状態を表す基本名詞。 ,"The note explained the vase in plain words."
grandpa,おじいちゃん,人・役割を表す「おじいちゃん」。家族・職業・立場を示す語。 ,"The invoice listed the grandpa clearly."
snowy,雪の,自然や天候に関する「雪の」。季節・空・環境の話で使う。 ,"Please snowy the trail marker."
tiger,トラ,動物の「トラ」。種類や特徴を言う基本名詞。 ,"The tiger moved quietly."
hobby,趣味,「趣味」を表す語。物事・考え・状態を表す基本名詞。 ,"The visitor noticed the hobby near the doorway."
june,6月,月名として「6月」。日付や予定を表す時に使う。 ,"The event is in June."
tomorrow,明日,時を表す「明日」。予定・順序・期間を説明する時に使う。 ,"Tomorrow the class visits the museum."
hometown,故郷、地元,「故郷、地元」を表す語。物事・考え・状態を表す基本名詞。 ,"The hometown opened early for visitors."
monday,月曜日,曜日を表す語。予定・習慣・日付の話でよく使う。 ,"We met on Monday."
soup,スープ,食べ物・飲み物の「スープ」。食事や好みの話で使う。 ,"The kitchen smelled of the soup at noon."
friday,金曜日,曜日を表す語。予定・習慣・日付の話でよく使う。 ,"We met on Friday."
picnic,ピクニック,「ピクニック」を表す語。物事・考え・状態を表す基本名詞。 ,"The committee made a picnic decision."
volleyball,バレーボール,「バレーボール」を表す語。物事・考え・状態を表す基本名詞。 ,"The note explained the volleyball in plain words."
foggy,霧の立ちこめた,自然や天候に関する「霧の立ちこめた」。季節・空・環境の話で使う。 ,"The team will foggy the trail marker before Friday."
apron,エプロン,身近な物を表す「エプロン」。形・用途・持ち物の説明で使う。 ,"A diagram showed the apron clearly."
haircut,散髪,「散髪」を表す語。物事・考え・状態を表す基本名詞。 ,"The team checked the haircut before leaving."
august,8月,月名として「8月」。日付や予定を表す時に使う。 ,"The event is in August."
sir,あなた,人・役割を表す「あなた」。家族・職業・立場を示す語。 ,"A client asked about the sir after lunch."
thursday,木曜日,曜日を表す語。予定・習慣・日付の話でよく使う。 ,"We met on Thursday."
coke,コークス,食べ物・飲み物の「コークス」。食事や好みの話で使う。 ,"The kitchen smelled of the coke at noon."
kite,トビ,身近な物を表す「トビ」。形・用途・持ち物の説明で使う。 ,"The teacher asked about the kite after class."
princess,王女,「王女」を表す語。物事・考え・状態を表す基本名詞。 ,"The librarian set the princess near the entrance."
wednesday,水曜日,曜日を表す語。予定・習慣・日付の話でよく使う。 ,"We met on Wednesday."
hill,丘,場所を表す「丘」。行き先・位置・活動場所の説明に使う。 ,"The report connected the hill to the case."
sofa,長いす,身近な物を表す「長いす」。形・用途・持ち物の説明で使う。 ,"The note explained the sofa in plain words."
hamburger,ハンバーガー,食べ物・飲み物の「ハンバーガー」。食事や好みの話で使う。 ,"The waiter carried the hamburger to table five."
daddy,おとうちゃん,人・役割を表す「おとうちゃん」。家族・職業・立場を示す語。 ,"A client asked about the daddy after lunch."
his,彼の；彼のもの,「彼の；彼のもの」という性質を表す語。人・物・状況の様子を表す。 ,"His answer was clear."
chicken,ひよこ,食べ物・飲み物の「ひよこ」。食事や好みの話で使う。 ,"The crew will chicken the sauce after the inspection."
more,より多くの；もっと,「より多くの；もっと」を表す語。物事・考え・状態を表す基本名詞。 ,"The soup needs more salt."
october,10月,月名として「10月」。日付や予定を表す時に使う。 ,"The event is in October."
banana,バナナ,食べ物・飲み物の「バナナ」。食事や好みの話で使う。 ,"The recipe calls for the banana at the end."
autumn,秋,「秋」を表す語。物事・考え・状態を表す基本名詞。 ,"The teacher asked about the autumn after class."
opera,オペラ,「オペラ」を表す語。物事・考え・状態を表す基本名詞。 ,"A photo showed the opera beside the road."
tea,茶,食べ物・飲み物の「茶」。食事や好みの話で使う。 ,"The kitchen smelled of the tea at noon."
could,～できた；～かもしれない,過去の能力・可能性・丁寧な依頼を表す助動詞。意味は「きた」・「かもしれない」などに分かれる。 ,"We could leave now."
its,それの,「それの」という性質を表す語。人・物・状況の様子を表す。 ,"The dog wagged its tail."
had,haveの過去形；持っていた,haveの過去形。所有・経験・完了表現の一部になる。「持っていた」の意味もある。 ,"The guide mentioned the had near the entrance."
has,haveの三人称単数現在,「haveの三人称単数現在」を表す語。物事・考え・状態を表す基本名詞。 ,"The has arrived early for the workshop."
does,doの三人称単数現在,doの三人称単数現在。疑問・否定・強調に使う。 ,"She does her homework."
hers,彼女のもの,「彼女のもの」という性質を表す語。人・物・状況の様子を表す。 ,"That blue jacket is hers."
ours,私たちのもの,「私たちのもの」という性質を表す語。人・物・状況の様子を表す。 ,"This classroom is ours."
False,正しくない,「正しくない」という性質を表す語。人・物・状況の様子を表す。 ,"A false alarm emptied the building."
hello,もしもし,「もしもし」を表す語。物事・考え・状態を表す基本名詞。 ,"The article described the hello with an example."
pants,ズボン,「ズボン」を表す語。物事・考え・状態を表す基本名詞。 ,"The teacher asked about the pants after class."
yours,あなたのもの,「あなたのもの」という性質を表す語。人・物・状況の様子を表す。 ,"This notebook is yours."
thanks,ありがとう,「ありがとう」を表す語。物事・考え・状態を表す基本名詞。 ,"The librarian set the thanks near the entrance."
trousers,ズボン,「ズボン」を表す語。物事・考え・状態を表す基本名詞。 ,"The report connected the trousers to the case."
state,状態,「状態」を表す語。物事・考え・状態を表す基本名詞。 ,"The state repaired the coastal road."
shall,でしょう,未来・申し出・提案を表す助動詞。「Shall we?」で頻出。 ,"Shall we dance?"
such,こんな,種類や程度を強く示す語。such asで例示にも使う。 ,"Such noise woke the baby."
system,体系,要素が組み合わさった仕組み。制度・体系・装置に使う。 ,"The system failed during the storm."
part,部分,全体を分けた一部。役割・部品・地域にも使う。 ,"This part fits under the handle."
provide,～を提供する,必要なものを相手に差し出す感じ。提供する、供給する。 ,"Please provide it after checking the instructions."
