english,japanese,detail,sample
hiking,ハイキング,動作を名詞・形容詞化した語。「ハイキング」場面や状態を表す。 ,"The teacher chose a hiking example."
kilo,キログラム,「キログラム」を指す基本語。物・考え・場面を具体的に表す。 ,"The checklist included the kilo at the end."
handbag,ハンドバッグ,「ハンドバッグ」を指す基本語。物・考え・場面を具体的に表す。 ,"The article described the handbag with an example."
shampoo,洗髪剤,「洗髪剤」を指す基本語。物・考え・場面を具体的に表す。 ,"The teacher asked about the shampoo after class."
pleased,喜んだ,「喜んだ」を指す基本語。物・考え・場面を具体的に表す。 ,"A photo showed the pleased beside the road."
sauce,ソース,食べ物・飲み物としての「ソース」が主な意味。料理や食事場面で使う。 ,"The chef added the sauce to the bowl."
spaghetti,スパゲッティ,食べ物・飲み物としての「スパゲッティ」が主な意味。料理や食事場面で使う。 ,"The menu listed the spaghetti under lunch specials."
breeze,微風・そよ風,「微風」を指す基本語。物・考え・場面を具体的に表す。 ,"The note explained the breeze in plain words."
weekday,平日,「平日」を指す基本語。物・考え・場面を具体的に表す。 ,"The guide mentioned the weekday near the entrance."
lost,失った,「失った」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the lost near the entrance."
astronaut,宇宙飛行士,「宇宙飛行士」という人・役割が主な意味。職業・立場・関係を表す。 ,"The manager reviewed the astronaut before the meeting."
chin,あご,体の一部・状態としての「あご」が主な意味。比喩的な表現にも広がる。 ,"The visitor noticed the chin near the doorway."
flea,ノミ,「ノミ」を指す基本語。物・考え・場面を具体的に表す。 ,"The presenter pointed to the flea on the slide."
pacific,平和的な,「平和的な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The room had a pacific feeling."
mug,マグカップ,大きめのカップが主な意味。くだけて「顔」や強盗の意味もある。 ,"The article described the mug with an example."
bookcase,本箱・書だな,「本箱」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The class found a bookcase pattern in the story."
bookshelf,本だな,「本だな」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher gave a bookshelf example."
worried,心配そうな,「心配そうな」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"A worried color filled the evening sky."
superlative,最高の,「最高の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The coach praised a superlative effort."
unforgettable,忘れられない,「忘れられない」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The coach praised an unforgettable effort."
chimpanzee,チンパンジー,「チンパンジー」を指す基本語。物・考え・場面を具体的に表す。 ,"The guide mentioned the chimpanzee near the entrance."
schoolchild,学童,「学童」という人・役割が主な意味。職業・立場・関係を表す。 ,"A diagram showed the schoolchild clearly."
escalator,エスカレーター,「エスカレーター」を指す基本語。物・考え・場面を具体的に表す。 ,"The team checked the escalator before leaving."
roundabout,遠回りの；回り道,「遠回りの」を指す基本語。物・考え・場面を具体的に表す。「回り道」の意味もある。 ,"The visitor noticed the roundabout near the doorway."
sunflower,ヒマワリ,「ヒマワリ」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the sunflower near the entrance."
disappointed,がっかりした,「がっかりした」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The team chose a disappointed route."
mall,ショッピングモール,「ショッピングモール」という場所・範囲が主な意味。活動や所属の場面で使う。 ,"The article described the mall with an example."
barber,理髪師,「理髪師」という人・役割が主な意味。職業・立場・関係を表す。 ,"A client asked about the barber after lunch."
cab,タクシー,タクシーが主な意味。トラックなどの運転席部分にも使う。 ,"A photo showed the cab beside the road."
clown,道化,「道化」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the clown near the entrance."
laziness,怠惰,動作・性質を名詞化した語。「怠惰」という概念や結果を表す。 ,"The policy raised questions about laziness."
curry,カレー,カレー料理が主な意味。馬の手入れをする動詞など別意味もある。 ,"The curry moved quietly."
lunchtime,昼食時間,「昼食時間」を指す基本語。物・考え・場面を具体的に表す。 ,"The calendar marked the lunchtime in blue."
drugstore,ドラッグストア,「ドラッグストア」という場所・範囲が主な意味。活動や所属の場面で使う。 ,"The drugstore opened early for visitors."
toothbrush,歯ブラシ,「歯ブラシ」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the toothbrush near the entrance."
chirp,鳥がチュッチュッと鳴く,「鳥がチュッチュッと鳴く」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The guide spotted the chirp near the trail."
wool,羊毛,「羊毛」を指す基本語。物・考え・場面を具体的に表す。 ,"The wool moved quietly."
sleepless,眠れない,「眠れない」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose a sleepless example."
lemon,レモン,「レモン」を指す基本語。物・考え・場面を具体的に表す。 ,"The article described the lemon with an example."
headphone,ヘッドフォン,「ヘッドフォン」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the headphone near the entrance."
raincoat,レインコート,「レインコート」を指す基本語。物・考え・場面を具体的に表す。 ,"A photo showed the raincoat beside the road."
given,定められた,「定められた」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The committee made a given decision."
worst,最も悪い,「最も悪い」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The report noted a worst pattern."
brainstorm,アイデアを出し合う,「アイデアを出し合う」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The ranger marked the brainstorm on the map."
superstar,スーパースター,「スーパースター」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the superstar near the entrance."
sightseeing,観光,動作を名詞・形容詞化した語。「観光」場面や状態を表す。 ,"The team chose a sightseeing route."
surfing,波乗り,動作を名詞・形容詞化した語。「波乗り」場面や状態を表す。 ,"The editor marked a surfing phrase."
leather,革,「革」を指す基本語。物・考え・場面を具体的に表す。 ,"The visitor noticed the leather near the doorway."
toothache,歯痛,「歯痛」を指す基本語。物・考え・場面を具体的に表す。 ,"He had a toothache yesterday."
badminton,バドミントン,「バドミントン」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the badminton near the entrance."
tights,タイツ,「タイツ」を指す基本語。物・考え・場面を具体的に表す。 ,"The article described the tights with an example."
done,仕上がった,完了した状態が主な意味。料理が焼けた・もう無理という感覚にも。 ,"The menu listed the done under lunch specials."
confused,困惑した,「困惑した」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose a confused example."
schoolwork,学業,「学業」を指す基本語。物・考え・場面を具体的に表す。 ,"The manual listed the schoolwork under tools."
granddad,祖父,「祖父」という人・役割が主な意味。職業・立場・関係を表す。 ,"A client asked about the granddad after lunch."
swimsuit,水着,「水着」を指す基本語。物・考え・場面を具体的に表す。 ,"The note explained the swimsuit in plain words."
policewoman,女性警官,「女性警官」という人・役割が主な意味。職業・立場・関係を表す。 ,"The invoice listed the policewoman clearly."
businesswoman,女性実業家,「女性実業家」という人・役割が主な意味。職業・立場・関係を表す。 ,"A client asked about the businesswoman after lunch."
lemonade,レモネード,食べ物・飲み物としての「レモネード」が主な意味。料理や食事場面で使う。 ,"The waiter carried the lemonade to table five."
mosque,モスク、イスラム教寺院,「モスク」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the mosque near the entrance."
tram,路面電車,「路面電車」を指す基本語。物・考え・場面を具体的に表す。 ,"The presenter pointed to the tram on the slide."
stomachache,腹痛,「腹痛」を指す基本語。物・考え・場面を具体的に表す。 ,"The checklist included the stomachache at the end."
fridge,冷蔵庫,「冷蔵庫」を指す基本語。物・考え・場面を具体的に表す。 ,"The article described the fridge with an example."
worse,もっと悪い,「もっと悪い」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The coach praised a worse effort."
napkin,ナプキン,「ナプキン」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the napkin near the entrance."
least,最も小さい,「最も小さい」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"Choose the least expensive option."
amused,おもしろがった,「おもしろがった」を指す基本語。物・考え・場面を具体的に表す。 ,"The report connected the amused to the case."
latest,最新の,「最新の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher gave a latest example."
theirs,彼らのもの,「彼らのもの」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The red car is theirs."
annoying,迷惑な,「迷惑な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The committee made an annoying decision."
surprised,驚いた,「驚いた」を指す基本語。物・考え・場面を具体的に表す。 ,"The team checked the surprised before leaving."
sunglasses,サングラス,「サングラス」を指す基本語。物・考え・場面を具体的に表す。 ,"The visitor noticed the sunglasses near the doorway."
service,サービス,人に役立つ行為が主な意味。接客・公共事業・修理にも広がる。 ,"The service includes free delivery."
general,一般的な,「一般的な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The general rule fits most cases."
per,～につき,語句や文をつなぎ「」関係を示す。条件・範囲にも使う。 ,"The limit is two bags per passenger."
require,～を必要とする,対象に働きかける動詞。「必要とする」動作から抽象的用法にも広がる。 ,"The word require appears here."
development,発達,「発達」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"Her essay connected development with daily life."
term,用語,「用語」を指す基本語。物・考え・場面を具体的に表す。 ,"The manual listed the term under tools."
total,合計、総計の,「合計」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The coach praised a total effort."
process,過程、処理,「過程」を指す基本語。物・考え・場面を具体的に表す。 ,"The process takes three days."
department,部門,「部門」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The painter chose a department color."
amount,量、総額,「量」を指す基本語。物・考え・場面を具体的に表す。 ,"A diagram showed the amount clearly."
property,財産、特性,「財産」を指す基本語。物・考え・場面を具体的に表す。 ,"The team checked the property before leaving."
policy,方針,動作・性質を名詞化した語。「方針」という概念や結果を表す。 ,"A policy ruling changed the case."
county,郡,「郡」という場所・範囲が主な意味。活動や所属の場面で使う。 ,"The presenter pointed to the county on the slide."
individual,個人、個々の,「個人」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The team chose an individual route."
tax,税,「税」を指す基本語。物・考え・場面を具体的に表す。 ,"The article described the tax with an example."
thus,このように,「このように」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"Thus, the problem was solved."
whether,～かどうか,語句や文をつなぎ「かどうか」関係を示す。条件・範囲にも使う。 ,"I wonder whether he knows."
determine,～を決定する,対象に働きかける動詞。「決定する」動作から抽象的用法にも広がる。 ,"They decided to determine it before noon."
industry,産業,「産業」を指す基本語。物・考え・場面を具体的に表す。 ,"The report connected the industry to the case."
application,応用、申し込み,動作・性質を名詞化した語。「応用」という概念や結果を表す。 ,"The committee discussed application for an hour."
operation,操作、運用,動作・性質を名詞化した語。「操作」という概念や結果を表す。 ,"The article linked operation to climate change."
president,大統領、社長,「大統領」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The coach praised a president effort."
contain,～を含む,対象に働きかける動詞。「含む」動作から抽象的用法にも広がる。 ,"They decided to contain it before noon."
available,利用できる,利用できる・手に入る状態。人の予定が空いている意味も。 ,"The schedule remained available after the storm."
standard,標準、水準,「標準」を指す基本語。物・考え・場面を具体的に表す。 ,"The presenter pointed to the standard on the slide."
measure,～を測る；手段,測る動作が主な意味。対策・手段という意味にも広がる。 ,"Experts can measure the distance carefully."
analysis,分析,「分析」を指す基本語。物・考え・場面を具体的に表す。 ,"The calendar marked the analysis in blue."
obtain,～を得る,対象に働きかける動詞。「得る」動作から抽象的用法にも広がる。 ,"They decided to obtain it before noon."
economic,経済の,「経済の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"Economic growth changed the port."
district,地区,「地区」という場所・範囲が主な意味。活動や所属の場面で使う。 ,"The manual listed the district under tools."
fund,資金,「資金」を指す基本語。物・考え・場面を具体的に表す。 ,"The report connected the fund to the case."
foot,足,体の一部・状態としての「足」が主な意味。比喩的な表現にも広がる。 ,"The note explained the foot in plain words."
press,～を押す,押す動作が主な意味。新聞・報道機関、強く迫る意味にも使う。 ,"They decided to press it before noon."
supply,～を供給する,「供給する」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The store will supply fresh water."
involve,～を伴う,対象に働きかける動詞。「伴う」動作から抽象的用法にも広がる。 ,"The word involve appears here."
authority,権限、当局,物事を決める力が主な意味。当局・専門家の権威にも使う。 ,"The debate revealed authority after the vote."
charge,料金、請求、責任,責任や料金を負わせる感覚。請求・担当・充電にも広がる。 ,"The presenter pointed to the charge on the slide."
various,さまざまな,「さまざまな」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The coach praised a various effort."
occur,起こる,「起こる」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The article described the occur with an example."
regard,～とみなす,対象に働きかける動詞。「みなす」動作から抽象的用法にも広がる。 ,"The teacher asked about the regard after class."
management,管理,「管理」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The article linked management to climate change."
limit,限界,「限界」を指す基本語。物・考え・場面を具体的に表す。 ,"The manual listed the limit under tools."
decision,決定,動作・性質を名詞化した語。「決定」という概念や結果を表す。 ,"The decision ended a long debate."
union,組合、結合,「組合」を指す基本語。物・考え・場面を具体的に表す。 ,"The note explained the union in plain words."
surface,表面,「表面」を指す基本語。物・考え・場面を具体的に表す。 ,"The guide mentioned the surface near the entrance."
relation,関係,「関係」という人・役割が主な意味。職業・立場・関係を表す。 ,"A client asked about the relation after lunch."
current,現在の；流れ,今の状態が主な意味。水や電気の流れという意味も重要。「現在の」の意味もある。 ,"Hikers noticed the current near the trail."
relate,関係がある、関連づける,「関係がある」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The visitor noticed the relate near the doorway."
income,収入,「収入」を指す基本語。物・考え・場面を具体的に表す。 ,"The presenter pointed to the income on the slide."
reduce,～を減らす,対象に働きかける動詞。「減らす」動作から抽象的用法にも広がる。 ,"Reduce the heat after boiling."
approach,～に近づく,近づく動きが主な意味。問題への方法・姿勢にも使う。 ,"Workers learned to approach it during practice."
grant,認める；補助金,願いを認めて与える感覚。助成金・許可の意味にもなる。意味は「認める」・「補助金」などに分かれる。 ,"The coach praised a grant effort."
treatment,治療、扱い,「治療」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"A photo showed the treatment beside the road."
estimate,～を見積る,対象に働きかける動詞。「見積る」動作から抽象的用法にも広がる。 ,"The training video shows how to estimate it safely."
benefit,ためになること,「ためになる」を指す基本語。物・考え・場面を具体的に表す。 ,"The report connected the benefit to the case."
security,安全,動作・性質を名詞化した語。「安全」という概念や結果を表す。 ,"The debate revealed security after the vote."
council,諮問会,「諮問会」を指す基本語。物・考え・場面を具体的に表す。 ,"The guide mentioned the council near the entrance."
agreement,一致,「一致」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"A short story illustrated agreement clearly."
respect,尊敬,「尊敬」を指す基本語。物・考え・場面を具体的に表す。 ,"The team checked the respect before leaving."
resource,資源,「資源」を指す基本語。物・考え・場面を具体的に表す。 ,"The visitor noticed the resource near the doorway."
central,中心の,「中心の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"A central square linked the old streets."
basis,根拠,「根拠」を指す基本語。物・考え・場面を具体的に表す。 ,"The checklist included the basis at the end."
theory,理論,「理論」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The guide suggested a theory method."
region,地域,「地域」という場所・範囲が主な意味。活動や所属の場面で使う。 ,"The teacher asked about the region after class."
construction,組立て,動作・性質を名詞化した語。「組立て」という概念や結果を表す。 ,"Her essay connected construction with daily life."
able,～できる,能力や条件があり「できる」状態。be able toでよく使う。 ,"The schedule remained able after the storm."
growth,成長,「成長」という人・役割が主な意味。職業・立場・関係を表す。 ,"A client asked about the growth after lunch."
requirement,必要なもの,「必要なもの」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"A short story illustrated requirement clearly."
loss,失うこと,「失う」を指す基本語。物・考え・場面を具体的に表す。 ,"The guide mentioned the loss near the entrance."
demand,～を求める,対象に働きかける動詞。「求める」動作から抽象的用法にも広がる。 ,"Please demand it after checking the instructions."
propose,～を提案する,対象に働きかける動詞。「提案する」動作から抽象的用法にも広がる。 ,"Workers learned to propose it during practice."
relationship,関係,「関係」という人・役割が主な意味。職業・立場・関係を表す。 ,"The invoice listed the relationship clearly."
series,連続,「連続」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the series near the entrance."
associate,～を仲間に加える,対象に働きかける動詞。「仲間に加える」動作から抽象的用法にも広がる。 ,"The training video shows how to associate it safely."
regulation,規則,動作・性質を名詞化した語。「規則」という概念や結果を表す。 ,"Her essay connected regulation with daily life."
disease,個別の病気・疾患,「個別の病気」を指す基本語。物・考え・場面を具体的に表す。 ,"The teacher asked about the disease after class."
main,おもな,「おもな」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The main road follows the coast."
rise,立ち上がる,「立ち上がる」という動きや変化を表す語。人・物の状態変化にも使う。 ,"Mist will rise from the lake."
equipment,備品,「備品」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The policy raised questions about equipment."
duty,義務,「義務」を指す基本語。物・考え・場面を具体的に表す。 ,"The note explained the duty in plain words."
distribution,配分,動作・性質を名詞化した語。「配分」という概念や結果を表す。 ,"The article linked distribution to climate change."
movement,運動,「運動」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The speaker defined movement with a simple example."
volume,量、巻,量・大きさが主な意味。本の巻、音量にも使う。 ,"The librarian set the volume near the entrance."
element,要素、元素,「要素」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The lecture explored element through real cases."
maintain,～を維持する,対象に働きかける動詞。「維持する」動作から抽象的用法にも広がる。 ,"Please maintain it after checking the instructions."
