english,japanese,detail,sample
national,国民の,「国民の」という性質を表す語。人・物・状況の様子を表す。 ,"The coach praised a national effort."
within,～以内に；～の内側に,「～以内に；～の内側に」を表す語。物事・考え・状態を表す基本名詞。 ,"The answer lies within the final paragraph."
cost,がかかる,「がかかる」を表す語。物事・考え・状態を表す基本名詞。 ,"The cost includes breakfast."
university,大学,「大学」を表す語。物事・考え・状態を表す基本名詞。 ,"Her essay connected university with daily life."
against,～に反対して；～に接して,「～に反対して；～に接して」を表す語。物事・考え・状態を表す基本名詞。 ,"The ladder rested against the wall."
interest,興味,心が向くこと。興味・利子・利益の意味がある。 ,"The guide mentioned the interest near the entrance."
low,低い,「低い」という性質を表す語。人・物・状況の様子を表す。 ,"Low clouds covered the hills."
fact,事実,「事実」を表す語。物事・考え・状態を表す基本名詞。 ,"The fact surprised the whole room."
since,以後,「以後」を表す語。物事・考え・状態を表す基本名詞。 ,"I have lived here since 2020."
condition,状態,物事の状態や条件。健康状態・契約条件にも使う。 ,"The chart recorded the condition carefully."
issue,問題,外へ出された問題。論点・発行物・発行する動詞にも。 ,"The checklist included the issue at the end."
level,平らな,「平らな」という性質を表す語。人・物・状況の様子を表す。 ,"The water level rose overnight."
research,研究,答えを探して調べる活動。研究・調査を表す。 ,"Research revealed a hidden pattern."
committee,委員会,「委員会」を表す語。物事・考え・状態を表す基本名詞。 ,"The committee arrived early for the workshop."
figure,数字,形や数のイメージ。数字・人物像・図にも使う。 ,"The manual listed the figure under tools."
method,方法,「方法」を表す語。物事・考え・状態を表す基本名詞。 ,"This method saves time in the kitchen."
land,陸,自然や天候に関する「陸」。季節・空・環境の話で使う。 ,"Workers need to land the trail marker safely."
base,卑しい,支える土台。基地・基礎・基にする動詞にもなる。 ,"The teacher chose a base example."
material,材料,「材料」を表す語。物事・考え・状態を表す基本名詞。 ,"The material softened in warm water."
last,最後の,「最後の」という性質を表す語。人・物・状況の様子を表す。 ,"The last chapter explains the rule."
support,支える,下から支える感じ。支援・支持・支える動詞。 ,"Support the shelf with two brackets."
force,力,物事を動かす強い力。力・軍隊・強制する動詞。 ,"The force of the wave bent the railing."
consider,～をよく考える,「～をよく考える」という動き・変化を表す語。人・物への働きかけを表す。 ,"Consider the weather before sailing."
seem,見える,「見える」を表す語。物事・考え・状態を表す基本名詞。 ,"The team will seem the assignment before Friday."
cause,原因,結果を生むもと。原因・引き起こす動詞として使う。 ,"The cause of the leak was clear."
receive,～を受け取る,「～を受け取る」という動き・変化を表す語。人・物への働きかけを表す。 ,"Receive your badge at the front desk."
continue,続く；～を続ける,「続く；～を続ける」という動き・変化を表す語。人・物への働きかけを表す。 ,"Continue straight ahead."
record,記録,残された情報。記録・最高記録・録音する動詞にも。 ,"The record shows every payment."
few,少しはある,「少しはある」を表す語。物事・考え・状態を表す基本名詞。 ,"Few people came."
product,産物,「産物」を表す語。物事・考え・状態を表す基本名詞。 ,"The product launched in spring."
education,教育,「教育」を表す語。物事・考え・状態を表す基本名詞。 ,"The speaker defined education with a simple example."
purpose,目的,行動の向かう目的。意図・用途を表す。 ,"The purpose of the rule is safety."
appear,姿を現す,「姿を現す」という動き・変化を表す語。人・物への働きかけを表す。 ,"Stars appear after the clouds pass."
develop,発達する；～を開発する,「発達する；～を開発する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Scientists develop a safer vaccine."
lead,～を導く；先頭に立つ,「～を導く；先頭に立つ」という動き・変化を表す語。人・物への働きかけを表す。 ,"Lead the hikers across the bridge."
view,見ること,見えるものや考え方。眺め・見解・見る動詞にも。 ,"The article described the view with an example."
local,一地方の,「一地方の」という性質を表す語。人・物・状況の様子を表す。 ,"Local farmers sold peaches at dawn."
possible,可能な,「可能な」という性質を表す語。人・物・状況の様子を表す。 ,"A possible route crosses the ridge."
plant,植物,「植物」を表す語。物事・考え・状態を表す基本名詞。 ,"The manual listed the plant under tools."
produce,～を生産する；生じる,「～を生産する；生じる」という動き・変化を表す語。人・物への働きかけを表す。 ,"The farm can produce sweet apples."
position,位置,置かれた場所や立場。位置・地位・姿勢にも使う。 ,"The speaker defined position with a simple example."
certain,確信している,はっきりしている感じ。確かな・ある特定のに使う。 ,"The guide mentioned the certain near the entrance."
among,～の間に,「～の間に」を表す語。物事・考え・状態を表す基本名詞。 ,"A red flower grew among the weeds."
account,計算,説明や記録のまとまり。口座・説明・考慮にも使う。 ,"The team checked the account before leaving."
several,いくつかの,「いくつかの」という性質を表す語。人・物・状況の様子を表す。 ,"Several students arrived early."
concern,関係する；心配,「関係する；心配」という動き・変化を表す語。人・物への働きかけを表す。 ,"The presenter pointed to the concern on the slide."
return,帰る,「帰る」を表す語。物事・考え・状態を表す基本名詞。 ,"Return the books by Monday."
experience,経験,実際に経験して得る知識。経験・体験を表す。 ,"The policy raised questions about experience."
human,人間の,「人間の」という性質を表す語。人・物・状況の様子を表す。 ,"Human footprints marked the mud."
model,模型,見本になる形。模型・型・モデル・手本に使う。 ,"A photo showed the model beside the road."
chapter,章,「章」を表す語。物事・考え・状態を表す基本名詞。 ,"The manual listed the chapter under tools."
international,国際的な,「国際的な」という性質を表す語。人・物・状況の様子を表す。 ,"The committee made an international decision."
society,社会,人々が集まって作る仕組み。社会・協会にも使う。 ,"Society changes when technology spreads."
cent,セント,「セント」を表す語。物事・考え・状態を表す基本名詞。 ,"The guide mentioned the cent near the entrance."
production,生み出すこと,「生み出すこと」を表す語。物事・考え・状態を表す基本名詞。 ,"The debate revealed production after the vote."
market,市場,売買が行われる場。市場・需要・売り込む動詞にも。 ,"The market smelled of oranges."
although,ではあるが,逆の内容をつなぐ接続詞。「～だけれども」。 ,"Although tired, he finished the race."
claim,～を主張する；要求する,「～を主張する；要求する」という動き・変化を表す語。人・物への働きかけを表す。 ,"She can claim responsibility."
apply,申し込む；～を適用する,「申し込む；～を適用する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Apply pressure gently."
establish,～を設立する；確立する,「～を設立する；確立する」という動き・変化を表す語。人・物への働きかけを表す。 ,"They hope to establish a new school."
air,空気,自然や天候に関する「空気」。季節・空・環境の話で使う。 ,"Cold air entered through the crack."
necessary,必要な,目的に欠かせない状態。必要な、不可欠な。 ,"A necessary repair closed the bridge."
remain,残る,「残る」を表す語。物事・考え・状態を表す基本名詞。 ,"A few lights remain in the harbor."
south,南,「南」を表す語。物事・考え・状態を表す基本名詞。 ,"The report connected the south to the case."
function,儀式,「儀式」を表す語。物事・考え・状態を表す基本名詞。 ,"The debate revealed function after the vote."
though,～だけれども,「～だけれども」を表す語。物事・考え・状態を表す基本名詞。 ,"Though tired, she smiled."
therefore,それゆえ,前の理由から結論へ進める語。したがって。 ,"Therefore, the route needs more time."
association,交際,「交際」を表す語。物事・考え・状態を表す基本名詞。 ,"The policy raised questions about association."
trade,商業,「商業」を表す語。物事・考え・状態を表す基本名詞。 ,"The visitor noticed the trade near the doorway."
evidence,証拠,判断を支える材料。証拠・根拠を表す。 ,"The article linked evidence to climate change."
rather,いくぶん,予想より、または別の選択を示す語。むしろ、かなり。 ,"The checklist included the rather at the end."
allow,～を許す,「～を許す」という動き・変化を表す語。人・物への働きかけを表す。 ,"Allow extra time for traffic."
common,共通の,多くに共通して見られる状態。普通の・共通の。 ,"A common mistake appears in this line."
source,水源,物事が出てくるもと。情報源・出所・源を表す。 ,"A field note described the source after the storm."
unit,構成単位,「構成単位」を表す語。物事・考え・状態を表す基本名詞。 ,"The manual listed the unit under tools."
fall,落下する,「落下する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Leaves fall after the first frost."
pass,通り過ぎる,「通り過ぎる」という動き・変化を表す語。人・物への働きかけを表す。 ,"Pass the ball."
structure,建造物,部分が組み合わさった形。構造・組織に使う。 ,"The guide mentioned the structure near the entrance."
political,政治の,政治に関係する性質。政策・権力・政党の話題で使う。 ,"Political debate filled the radio show."
patient,忍耐強い,医療を受ける人。形容詞では「忍耐強い」。 ,"The patient rested after surgery."
complete,完全な；～を完成させる,欠けがなく全部そろった状態。完成させる動詞もある。「完全な」の意味もある。 ,"The visitor noticed the complete near the doorway."
whole,全体の,「全体の」という性質を表す語。人・物・状況の様子を表す。 ,"The committee made a whole decision."
next,次の,「次の」という性質を表す語。人・物・状況の様子を表す。 ,"The next chapter explains the rule."
north,北,「北」を表す語。物事・考え・状態を表す基本名詞。 ,"The article described the north with an example."
exist,存在する,実際にあること。存在する、存続するの意味。 ,"The guests may exist after dinner."
indicate,～を示す,「～を示す」という動き・変化を表す語。人・物への働きかけを表す。 ,"The sign can indicate the exit."
offer,～を申し出る；提供,「～を申し出る；提供」という動き・変化を表す語。人・物への働きかけを表す。 ,"Offer help to others."
statement,声明すること,考えや事実をはっきり述べたもの。声明・記述に使う。 ,"The witness gave a statement."
third,第3番目の,「第3番目の」という性質を表す語。人・物・状況の様子を表す。 ,"The third chapter explains the rule."
nature,自然,自然そのものや本質。性質・自然界を表す。 ,"Nature returned to the abandoned field."
represent,～を表す；代表する,「～を表す；代表する」という動き・変化を表す語。人・物への働きかけを表す。 ,"The coach praised a represent effort."
range,幅,端から端までの広がり。範囲・幅・射程に使う。 ,"The team checked the range before leaving."
direct,まっすぐな,まっすぐ向かう感じ。直接の・指示する動詞にも。 ,"The team chose a direct route."
average,平均,全体をならした値。平均・普通の意味がある。 ,"The presenter pointed to the average on the slide."
himself,彼自身,「彼自身」を表す語。物事・考え・状態を表す基本名詞。 ,"The checklist included the himself at the end."
agency,代理店,行動を代行する組織。機関・代理店を表す。 ,"The agency opened early for visitors."
serve,～に仕える；役立つ,「～に仕える；役立つ」という動き・変化を表す語。人・物への働きかけを表す。 ,"Serve the soup in warm bowls."
create,～を創造する,「～を創造する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Create a folder for the photos."
death,死,「死」を表す語。物事・考え・状態を表す基本名詞。 ,"The manual listed the death under tools."
major,主要な；専攻,「主要な；専攻」を表す語。物事・考え・状態を表す基本名詞。 ,"The report connected the major to the case."
suggest,～を提案する；示唆する,「～を提案する；示唆する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Suggest a title for the story."
west,西,「西」を表す語。物事・考え・状態を表す基本名詞。 ,"The librarian set the west near the entrance."
reach,～に着く；手が届く,「～に着く；手が届く」という動き・変化を表す語。人・物への働きかけを表す。 ,"Reach the top shelf."
secretary,秘書,「秘書」を表す語。物事・考え・状態を表す基本名詞。 ,"The editor marked a secretary phrase."
send,～を送る,「～を送る」という動き・変化を表す語。人・物への働きかけを表す。 ,"Send the invoice before Friday."
million,100万、百万,数を表す語。100万、百万という数量や順番の表現に使う。 ,"Million guests arrived before noon."
population,人口,ある地域に住む人の総数。人口・個体数を表す。 ,"The population arrived early for the workshop."
similar,似ている,別物だがよく似ている状態。similar toで使う。 ,"The two shells looked similar."
road,道路,「道路」を表す語。物事・考え・状態を表す基本名詞。 ,"The road climbed through pine trees."
oil,油,自然や天候に関する「油」。季節・空・環境の話で使う。 ,"Experts can oil the trail marker carefully."
space,空間,何もない広がり。空間・余白・宇宙に使う。 ,"Space under the stairs became storage."
understand,～を理解する,「～を理解する」という動き・変化を表す語。人・物への働きかけを表す。 ,"I understand the problem."
refer,言及する；参照する,「言及する；参照する」という動き・変化を表す語。人・物への働きかけを表す。 ,"The note explained the refer in plain words."
century,世紀,時を表す「世紀」。予定・順序・期間を説明する時に使う。 ,"The guide mentioned the century near the entrance."
single,たった一つの,「一つだけという」から、独身の・片道の意味もある。 ,"The guide suggested a single method."
temperature,温度,熱さ・冷たさを数値で表す語。気温・体温に使う。 ,"The team checked the temperature before leaving."
clear,晴れた,見通しや意味が曇らない状態。明確な・晴れた。 ,"Clear water flowed over the rocks."
director,指導者,「指導者」を表す語。物事・考え・状態を表す基本名詞。 ,"The director arrived early for the workshop."
quality,特質,よさや性質の程度。品質・特質を表す。 ,"The quality improved after testing."
deal,取引；扱う,「取引；扱う」という動き・変化を表す語。人・物への働きかけを表す。 ,"A deal color filled the evening sky."
addition,付け加えること,加えること。追加・足し算・in additionで「さらに」。 ,"The speaker defined addition with a simple example."
solution,解くこと,問題を解いて得た答え。解決策・溶液の意味もある。 ,"The survey tracked solution over several years."
itself,それ自身,それ自身を強調する語。主語や目的語を受ける再帰代名詞。 ,"Itself arrived early."
enter,～に入る,「～に入る」という動き・変化を表す語。人・物への働きかけを表す。 ,"The team will enter the code before Friday."
situation,立場,人・物が置かれた状態。状況・立場を表す。 ,"The situation opened early for visitors."
expect,～を予期する；期待する,「～を予期する；期待する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Expect heavy traffic near the stadium."
pressure,押すこと,押しつける力。圧力・心理的プレッシャーにも使う。 ,"A diagram showed the pressure clearly."
title,題名,「題名」を表す語。物事・考え・状態を表す基本名詞。 ,"The team checked the title before leaving."
nation,国民,「国民」を表す語。物事・考え・状態を表す基本名詞。 ,"The committee discussed nation for an hour."
private,私的な,外に開かれていない状態。私的な・民間の意味。 ,"A private path led to the cabin."
enough,不足のない,必要量に届いていること。十分な・十分に。 ,"We brought enough blankets for everyone."
gas,気体,自然や天候に関する「気体」。季節・空・環境の話で使う。 ,"Gas expands when heated."
sense,感覚,感じ取る力。感覚・意味・判断力を表す。 ,"The teacher asked about the sense after class."
knowledge,知識,知っている内容のまとまり。知識・理解を表す。 ,"A photo showed the knowledge beside the road."
notice,通知；～に気づく,「通知；～に気づく」という動き・変化を表す語。人・物への働きかけを表す。 ,"The manual listed the notice under tools."
ever,かつて,時を表す「かつて」。予定・順序・期間を説明する時に使う。 ,"Have you ever visited Kyoto?"
natural,自然のままの,自然にそうである状態。天然の・当然の意味もある。 ,"Natural light filled the studio."
effort,努力,「努力」を表す語。物事・考え・状態を表す基本名詞。 ,"The guide mentioned the effort near the entrance."
lie,横たわる,横たわる、不実を言う。2つの意味で活用に注意。 ,"A diagram showed the lie clearly."
influence,影響,人・物に及ぶ力。影響・影響を与える動詞。 ,"The article linked influence to climate change."
except,～を除いて,「～を除いて」という動き・変化を表す語。人・物への働きかけを表す。 ,"This rule does not except anyone."
capital,主要な,主な意味となる都市や資金。首都・大文字・資本に使う。 ,"The class found a capital pattern in the story."
east,東,「東」を表す語。物事・考え・状態を表す基本名詞。 ,"The checklist included the east at the end."
medical,医学の,医学や医療に関係する性質。医療の、医学の。 ,"Medical staff waited near the ambulance."
lose,～を失う；負ける,「～を失う；負ける」という動き・変化を表す語。人・物への働きかけを表す。 ,"Lose the key, and the gate stays shut."
request,頼み；～を頼む,「頼み；～を頼む」という動き・変化を表す語。人・物への働きかけを表す。 ,"A photo showed the request beside the road."
training,訓練,技能を身につけるための練習。訓練・研修を表す。 ,"The guide suggested a training method."
response,返事,相手や出来事への反応。返答・対応を表す。 ,"The report connected the response to the case."
publish,～を出版する；公表する,「～を出版する；公表する」という動き・変化を表す語。人・物への働きかけを表す。 ,"The editor marked a publish phrase."
especially,特に,他より特に目立たせる副詞。とりわけ、特に。 ,"The result was especially important."
themselves,彼ら自身,「彼ら自身」を表す語。物事・考え・状態を表す基本名詞。 ,"A diagram showed the themselves clearly."
die,死ぬ,「死ぬ」という動き・変化を表す語。人・物への働きかけを表す。 ,"Plants die without enough light."
sample,見本,全体から取った一部。見本・標本・試供品に使う。 ,"The sample came from deep ice."
author,著者,文章や本を作った人。著者・作成者を表す。 ,"The author arrived early for the workshop."
degree,程度,程度や単位。学位・度数・段階に使う。 ,"The checklist included the degree at the end."
perhaps,おそらく,確信が弱い推量。maybeより少し書き言葉寄り。 ,"Perhaps the key is under the mat."
quite,全く,程度がかなり大きいこと。完全に、かなりの両方がある。 ,"The teacher asked about the quite after class."
attempt,試み；～を試みる,「試み；～を試みる」という動き・変化を表す語。人・物への働きかけを表す。 ,"A photo showed the attempt beside the road."
performance,遂行,実際に行った結果。演技・業績・性能にも使う。 ,"The committee discussed performance for an hour."
cross,十字架,「十字架」という動き・変化を表す語。人・物への働きかけを表す。 ,"The report connected the cross to the case."
probably,たぶん,根拠がある「たぶん」。maybeより可能性が高め。 ,"The ferry will probably leave at noon."
accept,～を受け入れる,「～を受け入れる」という動き・変化を表す語。人・物への働きかけを表す。 ,"Accept the offer before Friday."
additional,付け加えた,すでにあるものに加える性質。追加の、さらなる。 ,"The team chose an additional route."
compare,～を比較する,「～を比較する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Compare the two photos side by side."
prepare,～を準備する,「～を準備する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Prepare the room for guests."
raise,～を上げる,「～を上げる」という動き・変化を表す語。人・物への働きかけを表す。 ,"Raise your hand before speaking."
operate,動く,「動く」という動き・変化を表す語。人・物への働きかけを表す。 ,"The checklist included the operate at the end."
express,～を表現する；急行の,「～を表現する；急行の」という動き・変化を表す語。人・物への働きかけを表す。 ,"He can express his feelings clearly."
opinion,評価,人が持つ考えや判断。意見・見解を表す。 ,"The teacher asked about the opinion after class."
seek,～を探し求める,「～を探し求める」という動き・変化を表す語。人・物への働きかけを表す。 ,"They seek help from a doctor."
sound,音,「音」という動き・変化を表す語。人・物への働きかけを表す。 ,"The manual listed the sound under tools."
official,公式の；公務の,公に認められた状態。公式の・公務上の意味で使う。「公務の」の意味もある。 ,"The committee made an official decision."
military,軍隊の,「軍隊の」という性質を表す語。人・物・状況の様子を表す。 ,"The team chose a military route."
opportunity,機会,何かをするよい機会。chanceより前向きな場面が多い。 ,"Her essay connected opportunity with daily life."
