english,japanese,detail,sample
ingredient,材料、要素,「材料」を表す語。人・物の性質・状態を表す形容詞。 ,"The room had an ingredient feeling."
accurately,正確に,「正確に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The door closed accurately behind us."
curious,好奇心の強い、奇妙な,「好奇心の強い」を表す語。人・物の性質・状態を表す形容詞。 ,"The team chose a curious route."
pond,池,具体的な物・場所を指す語。「池」を場面の名詞として使う。 ,"A photo showed the pond beside the road."
gesture,身ぶり、意思表示,「身ぶり」を表す語。状態やまとまりを名詞で表す。 ,"The manual listed the gesture under tools."
obstacle,障害,「障害」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report connected the obstacle to the case."
rescue,救助する、救助,「救助する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The note explained the rescue in plain words."
monument,記念碑、遺跡,「記念碑」を表す語。行為・過程・結果を名詞で表す。 ,"The policy raised questions about monument."
cancel,～を取り消す,「取り消す」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please cancel it after checking the instructions."
geography,地理,「地理」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose a geography example."
thorough,完全な,「完全な」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The room had a thorough feeling."
haven,安全な所,「安全な所」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The presenter pointed to the haven on the slide."
refund,払い戻し、返金する,「払い戻し」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The checklist included the refund at the end."
dot,点,「点」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The article described the dot with an example."
passive,受け身の、消極的な,自分から動かず受ける側にある状態。文法の受け身にも使う。 ,"The report noted a passive pattern."
graphic,図表の、写実的な,「図表の」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a graphic phrase."
specially,特に,「特に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The guard moved specially along the hallway."
boot,ブーツ、起動する,具体的な物・場所を指す語。「ブーツ」を場面の名詞として使う。 ,"The report connected the boot to the case."
christian,キリスト教の、キリスト教徒,「キリスト教の」を表す語。その役割を持つ人・物を表す名詞。 ,"The note explained the christian in plain words."
reception,受付、歓迎会,「受付」を表す語。行為・過程・結果を名詞で表す。 ,"The article linked reception to climate change."
invitation,招待、招待状,「招待」を表す語。行為・過程・結果を名詞で表す。 ,"The speaker defined invitation with a simple example."
auxiliary,補助の、補助者,「補助の」を表す語。人・物の性質・状態を表す形容詞。 ,"The sign gave an auxiliary warning."
delete,～を削除する,「削除する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to delete it safely."
questionnaire,アンケート,「アンケート」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The presenter pointed to the questionnaire on the slide."
artistic,芸術的な,「芸術的な」を表す語。人・物の性質・状態を表す形容詞。 ,"He has artistic talent."
nutrient,栄養に富む,「栄養に富む」を表す語。動きや変化を表し、比喩にも広がる。 ,"The article described the nutrient with an example."
inevitable,避けられない,「避けられない」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made an inevitable decision."
announcement,発表、お知らせ,「発表」を表す語。行為・過程・結果を名詞で表す。 ,"The policy raised questions about announcement."
punish,～を罰する,「罰する」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please punish it after checking the instructions."
abundance,たくさん,「たくさん」を表す語。行為・過程・結果を名詞で表す。 ,"The article linked abundance to climate change."
innocent,無罪の、無邪気な,「無罪の」を表す語。人・物の性質・状態を表す形容詞。 ,"The room had an innocent feeling."
alike,似ている、同様に,「似ている」を表す語。動きや変化を表し、比喩にも広がる。 ,"The twins look alike."
impair,～を損なう,「損なう」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to impair it safely."
airline,航空会社、航空路線,具体的な物・場所を指す語。「航空会社」を場面の名詞として使う。 ,"A customer asked about the airline at the counter."
tremendous,ものすごい,「ものすごい」を表す語。人・物の性質・状態を表す形容詞。 ,"A tremendous color filled the evening sky."
behave,ふるまう,「ふるまう」を表す語。動きや変化を表し、比喩にも広がる。 ,"The presenter pointed to the behave on the slide."
caution,用心,「用心」を表す語。行為・過程・結果を名詞で表す。 ,"A short story illustrated caution clearly."
poison,毒,「毒」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The article described the poison with an example."
accessible,近づきやすい,「近づきやすい」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made an accessible decision."
safeguard,～を守る、安全対策,「守る」を表す語。動きや変化を表し、比喩にも広がる。 ,"Workers learned to safeguard it during practice."
enthusiasm,熱意,「熱意」を表す語。人の性質・感情・状態を表す抽象語。 ,"The room felt enthusiasm after the announcement."
dioxide,二酸化物,具体的な物・場所を指す語。「二酸化物」を場面の名詞として使う。 ,"The report connected the dioxide to the case."
eternal,永遠の,「永遠の」を表す語。人・物の性質・状態を表す形容詞。 ,"The team chose an eternal route."
sensation,感覚、大評判,「感覚」を表す語。行為・過程・結果を名詞で表す。 ,"Her essay connected sensation with daily life."
explosion,爆発,「爆発」を表す語。行為・過程・結果を名詞で表す。 ,"The debate revealed explosion after the vote."
barely,かろうじて、ほとんど～ない,ぎりぎり成立する、またはほとんどないという弱さを表す。 ,"The candle barely lit the room."
twist,ねじる、ひねり,「ねじる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The visitor noticed the twist near the doorway."
suspicion,疑い,「疑い」を表す語。人の性質・感情・状態を表す抽象語。 ,"She felt suspicion."
builder,建築者,「建築者」を表す語。その役割を持つ人・物を表す名詞。 ,"The builder arrived early for the workshop."
marked,目立った、著しい,印が付くほど目立つイメージ。著しい変化・差に使う。 ,"A marked color filled the evening sky."
breeding,繁殖、しつけ,「繁殖」を表す語。人・物の性質・状態を表す形容詞。 ,"The coach praised a breeding effort."
bitter,苦い、つらい,「苦い」を表す語。その役割を持つ人・物を表す名詞。 ,"The sign gave a bitter warning."
parking,駐車,「駐車」を表す語。人・物の性質・状態を表す形容詞。 ,"The hotel offered a parking view."
hip,腰、尻,「腰」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report connected the hip to the case."
endure,～に耐える,「耐える」を表す語。動きや変化を表し、比喩にも広がる。 ,"Workers learned to endure it during practice."
mud,泥,具体的な物・場所を指す語。「泥」を場面の名詞として使う。 ,"The guide mentioned the mud near the entrance."
motivate,～を動機づける,「動機づける」を表す語。動きや変化を表し、比喩にも広がる。 ,"They decided to motivate it before noon."
biography,伝記,「伝記」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose a biography example."
blend,混ぜる、混合,「混ぜる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The visitor noticed the blend near the doorway."
tragedy,悲劇,「悲劇」を表す語。人・物の性質・状態を表す形容詞。 ,"The artist used a tragedy color."
bronze,青銅,具体的な物・場所を指す語。「青銅」を場面の名詞として使う。 ,"The checklist included the bronze at the end."
crash,衝突する、故障する,「衝突する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The article described the crash with an example."
competitor,競争相手,「競争相手」を表す語。その役割を持つ人・物を表す名詞。 ,"The competitor arrived early for the workshop."
privacy,プライバシー,「プライバシー」を表す語。状態やまとまりを名詞で表す。 ,"Her essay connected privacy with daily life."
affection,愛情,「愛情」を表す語。行為・過程・結果を名詞で表す。 ,"The debate revealed affection after the vote."
loyalty,忠誠心,「忠誠心」を表す語。人・物の性質・状態を表す形容詞。 ,"The coach praised a loyalty effort."
plug,プラグ、～を差し込む,「穴をふさぐ・差し込む物」から、電源プラグや宣伝にも使う。 ,"The note explained the plug in plain words."
abnormal,異常な,「異常な」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose an abnormal example."
prosperity,繁栄,「繁栄」を表す語。性質・立場・関係を名詞で表す。 ,"The committee discussed prosperity for an hour."
landlord,家主、地主,「家主」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The landlord arrived early for the workshop."
citizenship,市民権,「市民権」を表す語。性質・立場・関係を名詞で表す。 ,"The hotel offered a citizenship view."
precious,高価な,「高価な」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made a precious decision."
tourism,観光旅行,「観光旅行」を表す語。性質・立場・関係を名詞で表す。 ,"A tourism road led to the village."
realistic,現実主義の,「現実主義の」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted a realistic pattern."
voyage,航海、旅,「航海」を表す語。状態やまとまりを名詞で表す。 ,"A field note described the voyage after the storm."
giant,巨人、巨大な,「巨人」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a giant phrase."
dump,～を捨てる、投げ下ろす,「捨てる」を表す語。動きや変化を表し、比喩にも広がる。 ,"They decided to dump it before noon."
pin,ピン、～を留める,「ピン」を表す語。動きや変化を表し、比喩にも広がる。 ,"The report connected the pin to the case."
faithful,忠実な,「忠実な」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a faithful phrase."
meaningful,有意義な,「有意義な」を表す語。人・物の性質・状態を表す形容詞。 ,"A meaningful color filled the evening sky."
brass,真ちゅう、金管楽器,「真ちゅう」を表す語。動きや変化を表し、比喩にも広がる。 ,"A diagram showed the brass clearly."
steep,急な、法外な,傾きがきついイメージ。価格などが法外に高い意味もある。 ,"The manager made a steep decision."
interact,相互に作用する,「相互に作用する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The visitor noticed the interact near the doorway."
indirectly,間接に,「間接に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The team worked indirectly through the night."
tent,テント,具体的な物・場所を指す語。「テント」を場面の名詞として使う。 ,"The teacher chose a tent example."
orbit,軌道、～を周回する,「軌道」を表す語。動きや変化を表し、比喩にも広がる。 ,"The article described the orbit with an example."
aggressive,攻撃的な、積極的な,強く前に出るイメージ。攻撃的にも積極的にも使う。 ,"The committee made an aggressive decision."
downward,下の方へ,「下の方へ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The trail turned downward near the cliff."
guilt,罪悪感、有罪,「罪悪感」を表す語。人の性質・感情・状態を表す抽象語。 ,"The room felt guilt after the announcement."
accessory,付属品、共犯者,「本体に付くもの」から、付属品のほか共犯者の意味もある。 ,"The report noted an accessory pattern."
parcel,小包、区画,具体的な物・場所を指す語。「小包」を場面の名詞として使う。 ,"The note explained the parcel in plain words."
ecological,生態学の,「生態学の」を表す語。人・物の性質・状態を表す形容詞。 ,"The ecological impact was serious."
bless,～を祝福する,「祝福する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to bless it safely."
repeatedly,繰り返して,「繰り返して」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The team worked repeatedly through the night."
crossing,横断、交差点,「横断」を表す語。人・物の性質・状態を表す形容詞。 ,"A crossing color filled the evening sky."
vacancy,空き、欠員,「空き」を表す語。人・物の性質・状態を表す形容詞。 ,"The coach praised a vacancy effort."
terror,恐怖、テロ,「恐怖」を表す語。その役割を持つ人・物を表す名詞。 ,"Her voice carried a hint of terror."
funeral,葬式,「葬式」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose a funeral example."
leap,跳ぶ、急増する,「跳ぶ」を表す語。動きや変化を表し、比喩にも広がる。 ,"The teacher asked about the leap after class."
attraction,魅力、観光名所,「魅力」を表す語。行為・過程・結果を名詞で表す。 ,"The article linked attraction to climate change."
virtual,仮想の、実質上の,実物ではないが機能上そう見なせるイメージ。仮想・実質上。 ,"The room had a virtual feeling."
proclaim,～を宣言する,「宣言する」を表す語。動きや変化を表し、比喩にも広がる。 ,"They decided to proclaim it before noon."
journalist,ジャーナリスト,「ジャーナリスト」を表す語。その役割を持つ人・物を表す名詞。 ,"The note explained the journalist in plain words."
steadily,着実に,「着実に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The team worked steadily through the night."
unify,～を統一する,「統一する」を表す語。対象を別の状態へ変える動きを表す。 ,"Workers learned to unify it during practice."
severely,厳しく,「厳しく」を表す語。動きや変化を表し、比喩にも広がる。 ,"The machine ran severely after the repair."
generous,寛大な、豊富な,「寛大な」を表す語。人・物の性質・状態を表す形容詞。 ,"The guide suggested a generous method."
rainfall,降雨,「降雨」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A field note described the rainfall after the storm."
collar,襟、首輪,具体的な物・場所を指す語。「襟」を場面の名詞として使う。 ,"The dog wore a red collar."
forgive,～を許す,「許す」を表す語。動きや変化を表し、比喩にも広がる。 ,"A forgive color filled the evening sky."
salmon,サケ,具体的な物・場所を指す語。「サケ」を場面の名詞として使う。 ,"The teacher asked about the salmon after class."
dull,退屈な、鈍い,「退屈な」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The sign gave a dull warning."
excitement,興奮,「興奮」を表す語。行為・過程・結果を名詞で表す。 ,"The lecture explored excitement through real cases."
publicly,公に,「公に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The team worked publicly through the night."
accountant,会計士,「会計士」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose an accountant example."
delicate,繊細な、微妙な,「繊細な」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The editor marked a delicate phrase."
safely,安全に,「安全に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The guard moved safely along the hallway."
sculpture,彫刻,「彫刻」を表す語。状態やまとまりを名詞で表す。 ,"The team checked the sculpture before leaving."
liberation,解放,「解放」を表す語。行為・過程・結果を名詞で表す。 ,"The committee discussed liberation for an hour."
bet,賭ける、賭け,結果にお金や期待をかける語。賭け・確信の表現にも使う。 ,"A client asked about the bet after lunch."
blessing,神の祝福を求める祈り,「神の祝福を求める祈り」を表す語。人・物の性質・状態を表す形容詞。 ,"The room had a blessing feeling."
painful,痛い,「痛い」を表す語。人・物の性質・状態を表す形容詞。 ,"A painful result changed the treatment."
legally,法律上、合法的に,「法律上」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"She spoke legally to the visitor."
laughter,笑い,「笑い」を表す語。その役割を持つ人・物を表す名詞。 ,"The editor marked a laughter phrase."
