english,japanese,detail,sample
excellence,優秀さ,「優秀さ」を表す語。行為・過程・結果を名詞で表す。 ,"The speaker defined excellence with a simple example."
detective,探偵、刑事,「探偵」を表す語。人・物の性質・状態を表す形容詞。 ,"The sign gave a detective warning."
acquaintance,知人、面識,「知人」を表す語。行為・過程・結果を名詞で表す。 ,"The acquaintance arrived early for the workshop."
clip,クリップ、切り抜く,具体的な物・場所を指す語。「クリップ」を場面の名詞として使う。 ,"The report connected the clip to the case."
northwestern,北西の,「北西の」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The guide suggested a northwestern method."
luxury,ぜいたく、豪華さ,「ぜいたく」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide mentioned the luxury near the entrance."
magnificent,壮大な、見事な,「壮大な」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made a magnificent decision."
basement,地下室,「地下室」を表す語。行為・過程・結果を名詞で表す。 ,"The policy raised questions about basement."
diagram,図、図解,具体的な物・場所を指す語。「図」を場面の名詞として使う。 ,"The visitor noticed the diagram near the doorway."
nail,爪、釘,具体的な物・場所を指す語。「爪」を場面の名詞として使う。 ,"The presenter pointed to the nail on the slide."
despair,絶望,「絶望」を表す語。人の性質・感情・状態を表す抽象語。 ,"Her smile looked despair after the news."
desperate,必死の、絶望的な,「必死の」を表す語。人の性質・感情・状態を表す抽象語。 ,"She felt desperate."
chemist,化学者、薬剤師,「化学者」を表す語。その役割を持つ人・物を表す名詞。 ,"The chemist arrived early for the workshop."
beloved,最愛の,「最愛の」を表す語。人・物の性質・状態を表す形容詞。 ,"Her smile looked beloved after the news."
curiosity,好奇心,「好奇心」を表す語。性質・立場・関係を名詞で表す。 ,"The debate revealed curiosity after the vote."
ant,アリ,具体的な物・場所を指す語。「アリ」を場面の名詞として使う。 ,"The coach praised an ant effort."
spiral,らせん、急変する,「らせん」を表す語。人・物の性質・状態を表す形容詞。 ,"The coach praised a spiral effort."
deaf,耳の聞こえない,「耳の聞こえない」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The teacher chose a deaf example."
tense,緊張した、時制,「緊張した」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A diagram showed the tense clearly."
amazing,驚くべき,「驚くべき」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose an amazing example."
drunk,酔った,「酔った」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The visitor noticed the drunk near the doorway."
tightly,しっかりと,「しっかりと」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The door closed tightly behind us."
forehead,額,具体的な物・場所を指す語。「額」を場面の名詞として使う。 ,"The checklist included the forehead at the end."
loyal,忠実な,「忠実な」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted a loyal pattern."
endless,終わりのない,「終わりのない」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted an endless pattern."
bleed,出血する,「出血する」を表す語。動きや変化を表し、比喩にも広がる。 ,"A photo showed the bleed beside the road."
fitness,健康、適合性,「健康」を表す語。性質・状態そのものを名詞で表す。 ,"A fitness result changed the treatment."
cruel,残酷な,「残酷な」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The teacher chose a cruel example."
leading,主要な、先導する,先頭に立つイメージ。主要な・一流の意味でよく使う。 ,"The editor marked a leading phrase."
purify,～を浄化する,「浄化する」を表す語。対象を別の状態へ変える動きを表す。 ,"Workers learned to purify it during practice."
theft,盗み,「盗み」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A diagram showed the theft clearly."
pottery,陶器,「陶器」を表す語。状態やまとまりを名詞で表す。 ,"The team checked the pottery before leaving."
casual,気軽な、偶然の,「気軽な」を表す語。人・物の性質・状態を表す形容詞。 ,"The team chose a casual route."
bunch,束、集団,「束」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The presenter pointed to the bunch on the slide."
terrorism,テロリズム,「テロリズム」を表す語。性質・立場・関係を名詞で表す。 ,"The debate revealed terrorism after the vote."
salesman,男子店員,「男子店員」を表す語。その役割を持つ人・物を表す名詞。 ,"The salesman opened early for visitors."
overwhelming,圧倒的な,「圧倒的な」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made an overwhelming decision."
controversial,物議をかもす,「物議をかもす」を表す語。動きや変化を表し、比喩にも広がる。 ,"A photo showed the controversial beside the road."
hardship,苦難,「苦難」を表す語。性質・立場・関係を名詞で表す。 ,"The hotel offered a hardship view."
dial,文字盤、ダイヤルする,「文字盤」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report noted a dial pattern."
surprisingly,驚くほどに,「驚くほどに」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"Surprisingly, the route needs more time."
disagreement,不一致、意見の相違,「不一致」を表す語。行為・過程・結果を名詞で表す。 ,"The survey tracked disagreement over several years."
fortunate,幸運な,「幸運な」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The team chose a fortunate route."
lately,近ごろ,「近ごろ」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The team worked lately through the night."
heater,暖房器具,「暖房器具」を表す語。その役割を持つ人・物を表す名詞。 ,"The menu described the heater in detail."
enrich,～を豊かにする,「豊かにする」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to enrich it."
accustom,～を慣れさせる,「慣れさせる」を表す語。動きや変化を表し、比喩にも広がる。 ,"They decided to accustom it before noon."
rolling,転がる、起伏のある,「転がる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The article described the rolling with an example."
lightning,稲妻,「稲妻」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made a lightning decision."
capsule,カプセル,具体的な物・場所を指す語。「カプセル」を場面の名詞として使う。 ,"A photo showed the capsule beside the road."
rebuild,～を再建する,「再建する」を表す語。対象を別の状態へ変える動きを表す。 ,"The guide showed us how to rebuild it."
wrist,手首関節,「手首関節」を表す語。その役割を持つ人・物を表す名詞。 ,"The wrist arrived early for the workshop."
enjoyment,楽しみ,「楽しみ」を表す語。行為・過程・結果を名詞で表す。 ,"The lecture explored enjoyment through real cases."
pollutant,汚染物質,「汚染物質」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted a pollutant pattern."
gratitude,感謝,「感謝」を表す語。人の性質・感情・状態を表す抽象語。 ,"The guide suggested a gratitude method."
tragic,悲劇の,「悲劇の」を表す語。人・物の性質・状態を表す形容詞。 ,"Her smile looked tragic after the news."
incorrect,正しくない,「正しくない」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The guide suggested an incorrect method."
repay,～を返済する、報いる,「返済する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to repay it safely."
goodness,優秀さ,「優秀さ」を表す語。性質・状態そのものを名詞で表す。 ,"The committee discussed goodness for an hour."
lodge,小屋、泊まる,具体的な物・場所を指す語。「小屋」を場面の名詞として使う。 ,"The article described the lodge with an example."
warranty,保証,「保証」を表す語。人・物の性質・状態を表す形容詞。 ,"The coach praised a warranty effort."
chaos,混沌,「混沌」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"Chaos spread quickly."
creator,創造者,「創造者」を表す語。その役割を持つ人・物を表す名詞。 ,"The menu described the creator in detail."
minus,マイナス、～を引いた,「マイナス」を表す語。動きや変化を表し、比喩にも広がる。 ,"Five minus two is three."
glorious,栄光ある,「栄光ある」を表す語。動きや変化を表し、比喩にも広がる。 ,"The teacher chose a glorious example."
arithmetic,算数、計算,「算数」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked an arithmetic phrase."
monster,怪物,「怪物」を表す語。その役割を持つ人・物を表す名詞。 ,"A diagram showed the monster clearly."
whale,鯨: 捕鯨に従事する 〔話〕 非常に大きいもの,「鯨: 捕鯨に従事する 〔話〕 非常に大きいもの」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The teacher chose a whale example."
pharmacy,薬学,「薬学」を表す語。状態やまとまりを名詞で表す。 ,"The pharmacy closes at nine."
burden,重荷、負担,「重荷」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The presenter pointed to the burden on the slide."
hop,ぴょんと跳ぶ,「ぴょんと跳ぶ」を表す語。動きや変化を表し、比喩にも広がる。 ,"The checklist included the hop at the end."
hatred,憎しみ,「憎しみ」を表す語。人・物の性質・状態を表す形容詞。 ,"The guide suggested a hatred method."
unusually,異常に,「異常に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"She spoke unusually to the visitor."
accent,アクセント、なまり,「アクセント」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked an accent phrase."
endanger,～を危険にさらす,「危険にさらす」を表す語。動きや変化を表し、比喩にも広がる。 ,"Workers learned to endanger it during practice."
orderly,整然とした,「整然とした」を表す語。人・物の性質・状態を表す形容詞。 ,"The files were orderly."
whoever,誰であっても,「誰であっても」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"Whoever calls first will win."
warmth,暖かさ,「暖かさ」を表す語。状態やまとまりを名詞で表す。 ,"The guide mentioned the warmth near the entrance."
documentary,ドキュメンタリー,「ドキュメンタリー」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made a documentary decision."
tempt,～を誘惑する,「誘惑する」を表す語。動きや変化を表し、比喩にも広がる。 ,"Workers learned to tempt it during practice."
lessen,少なくなる、減らす,「少なくなる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The visitor noticed the lessen near the doorway."
spectator,観客,「観客」を表す語。その役割を持つ人・物を表す名詞。 ,"The presenter pointed to the spectator on the slide."
frozen,凍った、冷凍の,「凍った」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The team chose a frozen route."
philosopher,哲学者,「哲学者」を表す語。その役割を持つ人・物を表す名詞。 ,"The philosopher arrived early for the workshop."
goddess,女神,具体的な物・場所を指す語。「女神」を場面の名詞として使う。 ,"The teacher asked about the goddess after class."
pie,パイ,具体的な物・場所を指す語。「パイ」を場面の名詞として使う。 ,"A photo showed the pie beside the road."
tighten,～を締める、強まる,「締める」を表す語。動きや変化を表し、比喩にも広がる。 ,"They decided to tighten it before noon."
genetics,遺伝学,「遺伝学」を表す語。科学・学問分野の文脈で使われる。 ,"Genetics explains inheritance."
kindness,親切,「親切」を表す語。性質・状態そのものを名詞で表す。 ,"The committee discussed kindness for an hour."
accidental,偶然の,「偶然の」を表す語。人・物の性質・状態を表す形容詞。 ,"The damage was accidental."
stall,売店、失速する,止まる・足止めするイメージ。屋台・失速・時間稼ぎに使う。 ,"The stall opened early for visitors."
sheer,まったくの、切り立った,混じりけがない強調の語。切り立った様子にも使う。 ,"The team checked the sheer before leaving."
disable,～を無効にする、障がいを負わせる,「無効にする」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to disable it safely."
regain,～を取り戻す,「取り戻す」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please regain it after checking the instructions."
