english,japanese,detail,sample
fluctuation,波動,「波動」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The debate revealed fluctuation after the vote."
physiological,生理学上の,「生理学上の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The class found a physiological pattern in the story."
kinetic,運動の,「運動の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The coach praised a kinetic effort."
proportional,比例の,「比例の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher chose a proportional example."
hull,外皮,「外皮」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"A diagram showed the hull clearly."
echo,反響；反映する,「反響」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「反映する」の意味もある。 ,"The team checked the echo before leaving."
mediate,～を調停する,「調停する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to mediate it."
qualitative,質の,「質の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The committee made a qualitative decision."
prolong,～を延ばす,「延ばす」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The training video shows how to prolong it safely."
angular,かどのある,「かどのある」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The report noted an angular pattern."
acreage,エーカー数,「エーカー数」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The teacher asked about the acreage after class."
adhere,くっつく,「くっつく」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"A photo showed the adhere beside the road."
secular,宗教に関係のない,「宗教に関係のない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The guide suggested a secular method."
diffuse,広まる；拡散した,「広まる」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「拡散した」の意味もある。 ,"The teacher chose a diffuse example."
embed,～を埋める,「埋める」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The editor marked an embed phrase."
hitherto,今まで,「今まで」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The team worked hitherto through the night."
encompass,～を取り囲む,「取り囲む」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to encompass it."
rhetoric,修辞学,「修辞学」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The sign gave a rhetoric warning."
slab,厚板,「厚板」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The visitor noticed the slab near the doorway."
disperse,散らばる；分散させる,「散らばる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「分散させる」の意味もある。 ,"The calendar marked the disperse in blue."
intrinsic,本質的な,「本質的な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The work has intrinsic value."
allotment,割り当て,「割り当て」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The study measured allotment across three groups."
eminent,著名な,「著名な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The committee made an eminent decision."
additive,添加物；添加の,「添加物」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「添加の」の意味もある。 ,"The teacher chose an additive example."
stipulate,～を規定する,「規定する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Please stipulate it after checking the instructions."
procedural,手続きの,「手続きの」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The report noted a procedural pattern."
autonomous,自治の,「自治の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The room had an autonomous feeling."
reconcile,～を和解させる,「和解させる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"They decided to reconcile it before noon."
electrode,電極,「電極」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"A diagram showed the electrode clearly."
contractual,契約の,「契約の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The lawyer found a contractual clause."
proliferation,拡散,「拡散」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The debate revealed proliferation after the vote."
transmitter,送信機；伝達者,「送信機」を表す語という具体的対象。人・物・場所などを直接指す語。「伝達者」の意味もある。 ,"The transmitter arrived early for the workshop."
automate,～に自動装置をつける,「自動装置をつける」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"They decided to automate it before noon."
solicit,～を請い求める,「請い求める」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The training video shows how to solicit it safely."
scholarly,学者の,「学者の」を表す語という仕方。動作・判断の程度や話し手の態度を補う。 ,"The child listened scholarly during the story."
hinder,～を妨げる,「妨げる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Workers learned to hinder it during practice."
deficient,欠陥のある,「欠陥のある」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The room had a deficient feeling."
seismic,地震の,「地震の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The committee made a seismic decision."
subsistence,生きていくこと,「生きていくこと」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The lecture explored subsistence through real cases."
elasticity,弾力,「弾力」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The elasticity opened early for visitors."
mediation,調停,「調停」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The debate revealed mediation after the vote."
forfeiture,没収,「没収」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The team checked the forfeiture before leaving."
locomotive,機関車,「機関車」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The guide suggested a locomotive method."
reconciliation,和解,「和解」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The policy raised questions about reconciliation."
fabricate,～を組み立てる,「組み立てる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Please fabricate it after checking the instructions."
imposition,課すること,「課すること」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"Experts can imposition the assignment carefully."
cosmic,宇宙の,「宇宙の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The coach praised a cosmic effort."
allot,～を割り当てる,「割り当てる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"They decided to allot it before noon."
fabrication,組み立て,「組み立て」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The lecture explored fabrication through real cases."
disseminate,～を広める,「広める」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Please disseminate it after checking the instructions."
homestead,家屋敷,「家屋敷」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The homestead arrived early for the workshop."
dissemination,普及,「普及」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The study measured dissemination across three groups."
stipulation,規定,「規定」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"A short story illustrated stipulation clearly."
annex,～を付け加える,「付け加える」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The training video shows how to annex it safely."
solitary,ひとりぼっちの,「ひとりぼっちの」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The committee made a solitary decision."
legion,軍団,「軍団」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The presenter pointed to the legion on the slide."
incumbent,現職の；義務を負う,「今その地位にある」を表す語。現職者、義務がかかる意味も。意味は「現職の」・「義務を負う」などに分かれる。 ,"The lawyer checked the incumbent before court."
menace,脅迫,「脅迫」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The article described the menace with an example."
tactical,戦術上の,「戦術上の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The team chose a tactical route."
proprietary,所有権のある；独自の,「所有権のある」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「独自の」の意味もある。 ,"The editor marked a proprietary phrase."
