english,japanese,detail,sample
freedom,自由,制限されずに選べる状態。自由・解放を表す。 ,"The speaker defined freedom with a simple example."
encourage,～を励ます,「～を励ます」という動き・変化を表す語。人・物への働きかけを表す。 ,"They decided to encourage it before noon."
attitude,姿勢,物事への向き合い方。態度・考え方を表す。 ,"The checklist included the attitude at the end."
editor,編集者,人・役割を表す「編集者」。家族・職業・立場を示す語。 ,"The invoice listed the editor clearly."
pull,～を引く,「～を引く」という動き・変化を表す語。人・物への働きかけを表す。 ,"Pull the door open."
display,展示；～を表示する,「展示；～を表示する」という動き・変化を表す語。人・物への働きかけを表す。 ,"A photo showed the display beside the road."
customer,お客,人・役割を表す「お客」。家族・職業・立場を示す語。 ,"The invoice listed the customer clearly."
negative,否定の,「否定の」という性質を表す語。人・物・状況の様子を表す。 ,"The teacher chose a negative example."
roll,転がる,「転がる」という動き・変化を表す語。人・物への働きかけを表す。 ,"The note explained the roll in plain words."
suit,スーツ,「スーツ」という動き・変化を表す語。人・物への働きかけを表す。 ,"The guide mentioned the suit near the entrance."
marry,と結婚する,「と結婚する」という動き・変化を表す語。人・物への働きかけを表す。 ,"A diagram showed the marry clearly."
target,標的,狙う対象。目標・標的・対象にする動詞もある。 ,"The team checked the target before leaving."
generation,世代,「世代」を表す語。物事・考え・状態を表す基本名詞。 ,"The lecture explored generation through real cases."
beginning,初め,物事が始まる部分。開始・冒頭を表す。 ,"The presenter pointed to the beginning on the slide."
manage,～を管理する；なんとかする,「～を管理する；なんとかする」という動き・変化を表す語。人・物への働きかけを表す。 ,"Workers learned to manage it during practice."
myself,私自身,「私自身」を表す語。物事・考え・状態を表す基本名詞。 ,"The article described the myself with an example."
belong,所有である,ある場所や人に属する感じ。belong toで使う。 ,"The teacher asked about the belong after class."
valley,谷,「谷」を表す語。物事・考え・状態を表す基本名詞。 ,"A photo showed the valley beside the road."
coast,海岸,「海岸」を表す語。物事・考え・状態を表す基本名詞。 ,"The manual listed the coast under tools."
whatever,何でも、どんな～でも,「何でも、どんな～でも」を表す語。物事・考え・状態を表す基本名詞。 ,"Choose whatever you like."
discover,～を発見する,「～を発見する」という動き・変化を表す語。人・物への働きかけを表す。 ,"The guide showed us how to discover it."
consequence,結果,ある行動から生じる結果。結果・影響を表す。 ,"The survey tracked consequence over several years."
couple,個,2つ、または2人の組。夫婦・数個にも使う。 ,"A diagram showed the couple clearly."
crime,犯罪,法律に反する行為。犯罪を表す。 ,"Crime hurts the community."
seed,種,「種」を表す語。物事・考え・状態を表す基本名詞。 ,"A seed color filled the evening sky."
column,円柱,縦に並んだもの。柱・欄・新聞コラムに使う。 ,"The presenter pointed to the column on the slide."
contrast,～を対照させる,「～を対照させる」という動き・変化を表す語。人・物への働きかけを表す。 ,"They decided to contrast it before noon."
chance,機会,偶然めぐってくる可能性。機会・見込みを表す。 ,"A second chance came after the rain stopped."
native,出生地の,「出生地の」という性質を表す語。人・物・状況の様子を表す。 ,"The committee made a native decision."
cash,現金,「現金」を表す語。物事・考え・状態を表す基本名詞。 ,"A photo showed the cash beside the road."
passage,節,通って進むこと。通路・文章の一節にも使う。 ,"The manual listed the passage under tools."
replace,～に取って代わる,「～に取って代わる」という動き・変化を表す語。人・物への働きかけを表す。 ,"Experts know how to replace the battery safely."
bit,小片,「小片」を表す語。物事・考え・状態を表す基本名詞。 ,"The note explained the bit in plain words."
spread,～を広げる,「～を広げる」という動き・変化を表す語。人・物への働きかけを表す。 ,"Please spread it after checking the instructions."
being,存在,「存在」を表す語。物事・考え・状態を表す基本名詞。 ,"The report noted a being pattern."
frame,骨組み,外側で支える枠。骨組み・額・枠組みに使う。 ,"The team checked the frame before leaving."
highway,幹線道路,「幹線道路」を表す語。物事・考え・状態を表す基本名詞。 ,"The librarian set the highway near the entrance."
traffic,往来,道を行き交う流れ。交通・通信量にも使う。 ,"The teacher chose a traffic example."
herself,彼女自身,「彼女自身」を表す語。物事・考え・状態を表す基本名詞。 ,"The checklist included the herself at the end."
popular,人気がある,多くの人に好まれる状態。人気のある。 ,"The popular arrived early for the workshop."
satisfy,～を満足させる,「～を満足させる」という動き・変化を表す語。人・物への働きかけを表す。 ,"The guide showed us how to satisfy it."
repair,～を修理する,「～を修理する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Experts know how to repair the fence safely."
traditional,伝統的な,「伝統的な」という性質を表す語。人・物・状況の様子を表す。 ,"The team chose a traditional route."
track,小道,通った跡や道筋。線路・競技場・追跡する動詞もある。 ,"The report connected the track to the case."
delay,～を延期する,「～を延期する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Workers learned to delay it during practice."
path,小道,人・物が通る道。小道・進路・方法を表す。 ,"The guide mentioned the path near the entrance."
wonder,不思議に思う；驚き,「不思議に思う；驚き」を表す語。物事・考え・状態を表す基本名詞。 ,"The librarian set the wonder near the entrance."
trouble,苦難,物事を乱す困りごと。問題・面倒・困らせる動詞。 ,"We are in trouble now."
royal,王の,「王の」という性質を表す語。人・物・状況の様子を表す。 ,"The committee made a royal decision."
accident,偶然,予期せず起こる出来事。事故・偶然の出来事。 ,"The report noted an accident pattern."
tradition,しきたり,長く受け継がれる習慣や考え。伝統を表す。 ,"The speaker defined tradition with a simple example."
museum,博物館,場所を表す「博物館」。行き先・位置・活動場所の説明に使う。 ,"The museum opened early for visitors."
appearance,現れること,外から見える様子。外見・出現を表す。 ,"The lecture explored appearance through real cases."
competition,競争,勝ち負けや優劣を争うこと。競争・大会にも使う。 ,"Her essay connected competition with daily life."
