english,japanese,detail,sample
face,顔,人の顔・表面。困難に向き合う意味もある。 ,"His face brightened at the news."
describe,～を描写する,特徴を言葉で説明するイメージ。様子を詳しく述べる。 ,"Describe the painting in three words."
hour,時間,60分の単位。時刻や労働時間を表すこともある。 ,"The meeting lasted one hour."
add,～を加える,何かを足して増やすイメージ。合計する意味もある。 ,"Add salt slowly."
free,自由な,縛られていない状態。無料の意味もよく使う。 ,"A free concert filled the park."
run,走る,人・物が速く進む。機械や店が動く意味もある。 ,"Run along the river path."
live,生きる,命がある、生活するイメージ。生放送の意味もある。 ,"Many foxes live near the river."
try,～を試す,うまくいくかやってみる。努力する意味もある。 ,"Try the smaller size first."
practice,練習,上達のために繰り返すこと。実践・業務の意味もある。 ,"Piano practice starts after school."
full,いっぱいの,中身が満ちている状態。完全なという意味もある。 ,"The basket was full of apples."
let,～させる,相手に行動を許す・可能にするイメージ。 ,"Let me help."
young,若い,年齢が低い、または新しいイメージ。未熟の意味もある。 ,"A young fox crossed the road."
five,5,数字の5。五つの数や順番を表す基本語。 ,"Five guests arrived."
white,白い,白色の状態。空白・白人を表す場合もある。 ,"The wall is white."
meet,～に会う,人と出会うイメージ。条件を満たす意味もある。 ,"Meet the guide at the harbor."
always,いつも,例外なく毎回そうであることを表す副詞。 ,"She always locks the studio door."
due,予定の,期限・予定が来ている状態。支払期限にも使う。 ,"The rent is due tomorrow."
building,建物,人が使うために建てられたもの。建築中の意味もある。 ,"The building shook during the storm."
either,どちらか一方の,二つのうち一方を指す。否定文では「～もまたない」。 ,"Either path reaches the cabin."
around,～の周りに,囲む・近辺にあるイメージ。約・だいたいの意味もある。 ,"Children ran around the fountain."
start,始まる,動き出すイメージ。始める・出発する意味もある。 ,"Start the engine after the signal."
believe,～を信じる,本当だと思う、信頼するイメージ。意見を述べる時にも使う。 ,"Believe the warning signs on the cliff."
yet,まだ,今の時点では未完了のイメージ。否定文や疑問文でよく使う。 ,"The package has not arrived yet."
read,～を読む,文字や情報を読み取るイメージ。readは過去形も同形。 ,"Read the warning on the label."
why,なぜ,理由をたずねる疑問語。関係副詞としても使う。 ,"Why are you late?"
cover,～を覆う,上からかぶせるイメージ。扱う・取材する意味もある。 ,"Cover the basket with a cloth."
care,世話,大切に思い注意を向けること。心配・介護も表す。 ,"Tourists photographed the care near the station."
eye,目,見る器官。注意・視線・観察力の意味にも広がる。 ,"One eye caught the tiny movement."
room,部屋,人が使う空間。余地・空きという意味もある。 ,"The room echoed after the door closed."
review,～を見直す,もう一度確認するイメージ。批評・復習の意味もある。 ,"Review the notes before the test."
stand,立つ,足で体を支える。耐える・立場を取る意味もある。 ,"Stand behind the yellow line."
once,一度,一回だけ、または過去のある時を表す副詞。 ,"I met him once at the harbor."
sale,販売,売ること。特売・売上の意味にも広がる。 ,"The manager reviewed the sale before the meeting."
away,離れて,基準の場所から離れるイメージ。別方向へ去る意味もある。 ,"He walked away."
officer,役人,組織で役職を持つ人。警官・公務員・役員を表す。 ,"A client asked about the officer after lunch."
money,お金,物やサービスと交換する価値。現金だけでなく資金も含む。 ,"Money disappeared from the drawer."
kind,親切な,思いやりがある状態。名詞では「種類」の意味。 ,"This kind of soil holds water."
science,科学,観察や実験で自然を理解する学問。理科の意味もある。 ,"Science changed the way farmers worked."
page,ページ,本や画面の一面。ウェブページの意味もある。 ,"Turn to page ten."
street,通り,町の道。住所や店が並ぶ生活空間のイメージ。 ,"The street filled with festival music."
play,遊ぶ,楽しく行動する。スポーツをする・演奏する意味もある。 ,"Play the melody softly."
short,短い,長さや時間が少ない状態。不足している意味もある。 ,"A short path led to the beach."
foreign,外国の,自分の国の外に属するイメージ。異質な意味にも広がる。 ,"Foreign guests signed the visitor book."
letter,手紙,相手に送る文章。アルファベットの文字も表す。 ,"The letter arrived with a sea stamp."
something,何か,具体名が分からない物事を指す代名詞。 ,"Something arrived early."
hear,～が聞こえる,音が耳に入るイメージ。知らせを聞く意味もある。 ,"Hear the bells across the valley."
art,芸術,美しさや表現を形にしたもの。技術・技巧も表す。 ,"Art filled the old warehouse."
article,記事,新聞やウェブの記事。文法では冠詞の意味もある。 ,"The gallery displayed the article near the door."
later,後で,今より後の時点。比較では「より遅い」を表す。 ,"We can discuss it later."
food,食べ物,人や動物が食べるもの。食料全般を表す。 ,"The food smelled of garlic."
love,愛,強く大切に思う気持ち。動詞では大好き・愛する。 ,"Love shaped every letter she wrote."
week,週,7日間の期間。今週・来週など時間のまとまり。 ,"The week ended with a concert."
half,半分,全体を二つに分けた一方。半分の量や時間を表す。 ,"Cut the apple in half."
grow,成長する,大きくなる・増えるイメージ。育てる意味もある。 ,"Tomatoes grow well in this soil."
college,大学,主に高等教育機関。米英で使い方に差がある。 ,"My sister started college in April."
list,リスト,項目を並べたもの。動詞では一覧に載せる。 ,"Write the items on the list."
file,ファイル,書類やデータのまとまり。動詞では保管・提出する。 ,"The file contained the missing receipt."
mind,心,考えや意識の働き。気にするという動詞にもなる。 ,"A strange idea crossed his mind."
language,言語,人が考えや情報を伝える仕組み。言葉遣いも含む。 ,"Language changes as people move."
difference,違い,二つ以上を比べた時の差。意見の相違にも使う。 ,"The difference shows under bright light."
ground,地面,足元の土地。根拠・分野という意味もある。 ,"Frost covered the ground."
size,大きさ,物の寸法や規模。服などのサイズにも使う。 ,"Size matters in a small suitcase."
real,本物の,想像でなく実際に存在するイメージ。真の意味もある。 ,"A real wolf crossed the road."
along,～に沿って,線や道にしたがって進むイメージ。一緒に進む感じもある。 ,"We walked along the canal."
together,一緒に,別々のものが同じ場所・状態にまとまるイメージ。 ,"The children walked together to school."
late,遅い,予定や普通の時より後。故人を表す用法もある。 ,"A late bus saved us a long walk."
answer,答え,質問や問題への返事。動詞では答える・応じる。 ,"The answer was hidden in the diagram."
idea,考え,頭に浮かぶ内容。発想・意見・理解の意味もある。 ,"A fresh idea changed the design."
church,教会,キリスト教の礼拝場所。教会組織を表すこともある。 ,"The church opened early for visitors."
share,分け前,全体の一部。動詞では共有する・分ける。 ,"Share the map with the group."
almost,ほとんど,完全ではないが非常に近い状態を表す副詞。 ,"The jar is almost empty."
river,川,自然に流れる水の道。大きな流れのイメージ。 ,"The river carried leaves downstream."
black,黒い,黒色の状態。暗い・不吉な意味に広がることもある。 ,"The wall is black."
bear,クマ,動物のクマ。動詞では耐える・産むの意味もある。 ,"The bear moved quietly."
already,すでに,予想より前に完了している感じを表す副詞。 ,"The guests had already left."
near,～の近くに,距離や時間が近いイメージ。形容詞・前置詞で使う。 ,"A bakery opened near the station."
speak,話す,声で言葉を出す。言語を話せる意味にも使う。 ,"Speak clearly into the microphone."
future,未来,これから先の時間。将来の可能性や予定を表す。 ,"The future felt open after graduation."
self,自己,自分自身という主な意味。self-で自分に関する語を作る。 ,"Her sense of self grew stronger."
meeting,会議,人が集まって話す場。出会い・集会の意味もある。 ,"The meeting ended before noon."
step,一歩,足を進める一動作。段階・手順の意味もある。 ,"Watch your step on the icy stairs."
nothing,何もない,物事が一つもないこと。重要でないという意味もある。 ,"Nothing arrived early."
worker,労働者,仕事をする人。職場で働く人全般を表す。 ,"The worker arrived early."
past,過去,今より前の時間。通り過ぎる意味の前置詞にもなる。 ,"The past still shaped the village."
father,父,男性の親。創始者・神父の意味もある。 ,"My father fixed the bicycle."
address,住所,場所を示す情報。演説する・対処する意味もある。 ,"Write the address clearly on the envelope."
True,本当の,事実に合っている状態。忠実な・正確な意味もある。 ,"The true story emerged years later."
friend,友人,親しい人。SNSなどの友達にも使われる。 ,"A friend saved me a seat."
mother,母,女性の親。生み出すもの・源という意味もある。 ,"My mother called after dinner."
fire,火,燃えて熱や光を出すもの。解雇する意味もある。 ,"Fire warmed the stone room."
build,～を建てる,材料を組み合わせて作るイメージ。体力や関係を築く意味もある。 ,"Build a shelter before dark."
story,話,出来事を順に語るもの。階・記事の意味もある。 ,"The story begins in a fishing village."
teacher,先生,知識や技能を教える人。学校以外でも使える。 ,"The teacher drew a map on the board."
job,仕事,報酬や役割として行う仕事。任務の意味もある。 ,"He found a job at the airport."
library,図書館,本や資料を集めて利用する場所。データ集の意味もある。 ,"The library closes at six."
site,場所,特定の場所。工事現場・ウェブサイトの意味もある。 ,"The site opened early for visitors."
night,夜,日没後の暗い時間帯。一晩を表すこともある。 ,"The night smelled of rain."
talk,話す,言葉でやり取りする。名詞では会話・講演。 ,"Talk to the coach after practice."
whose,だれの,所有者をたずねる疑問語。関係詞としても使う。 ,"Whose arrived early."
town,町,村より大きく都市より小さい集落。主な意味街の意味もある。 ,"The town opened early for visitors."
discuss,～を話し合う,ある話題について意見を出し合うイメージ。 ,"Discuss the plan after lunch."
six,6,数字の6。六つの数や順番を表す基本語。 ,"Six guests arrived before noon."
event,出来事,起こったこと。催し・競技種目の意味もある。 ,"The event filled the town square."
king,王,国を治める男性の君主。最重要人物の比喩にもなる。 ,"The king ruled wisely."
learn,～を学ぶ,知識や技能を身につける。知るようになる意味もある。 ,"Learn the route before the hike."
usually,普通は,多くの場合そうであることを表す頻度副詞。 ,"The cafe usually opens at seven."
hope,～を望む,よいことを期待する気持ち。名詞では希望。 ,"Hope returned after the rescue signal."
strong,強い,力や程度が大きい状態。味・意見・証拠にも使う。 ,"The coffee is strong."
personal,個人的な,個人に関係するイメージ。私的な意味もある。 ,"Keep personal notes in a separate folder."
draw,～を描く,線を引いて表す。引く・引き分けの意味もある。 ,"Draw a circle around the error."
code,コード,記号化された情報。暗号・規則・プログラムを表す。 ,"The technician tested the code in the lab."
below,～の下方に,基準より低い位置にあるイメージ。数値が下回る意味もある。 ,"Fish moved below the clear ice."
stage,舞台,物事が行われる場。段階・時期という意味もある。 ,"The actor stepped onto the stage."
station,駅,人・物が集まる拠点。署・放送局の意味もある。 ,"The station clock stopped at noon."
sign,しるし,何かを示す印。署名する・標識の意味もある。 ,"The sign warned drivers about ice."
car,車,道路を走る乗り物。鉄道車両を指すこともある。 ,"The car stopped at the ferry gate."
heart,心臓,体で血を送る主な意味。心・気持ちの意味もある。 ,"Her heart beat faster at the news."
sell,～を売る,物やサービスをお金と交換する。説得する意味もある。 ,"Sell the old bike at the market."
agree,同意する,意見が同じになるイメージ。条件を受け入れる意味もある。 ,"I agree with you."
technology,技術,科学を使った実用的な技術。機械やITにも使う。 ,"Technology changed the fishing boats."
cut,～を切る,刃物などで分けるイメージ。減らす・中断する意味もある。 ,"Cut the rope with a sharp knife."
character,性格,人・物の特徴。登場人物・文字の意味もある。 ,"The main character changes in chapter three."
post,郵便,郵便・投稿・地位を表す。動詞では投稿する・配属する。 ,"Post the letter before noon."
wall,壁,空間を仕切る立った面。障害の比喩にも使う。 ,"I hung the map on the wall."
animal,動物,人間以外も含む生き物。性質としての動物性も表す。 ,"The animal left tracks in the snow."
survey,調査,全体を見渡して調べること。アンケートの意味もある。 ,"The survey asked about commuting habits."
really,本当に,事実であることや強調を表す副詞。驚きにも使う。 ,"The singer paused really before the chorus."
judge,裁判官,判断する人。動詞では判断する・審査する。 ,"Workers need to judge the contract safely."
minute,分,60分の1時間。形容詞では非常に小さい意味もある。 ,"Wait one minute before opening the door."
drive,運転する,車を動かすイメージ。人を駆り立てる力も表す。 ,"Drive slowly through the village."
hard,硬い,やわらかくない状態。難しい・一生懸命の意味もある。 ,"Hard ice covered the steps."
today,今日,現在の日。現代・今の時代を表すこともある。 ,"Today the harbor smells of rain."
tree,木,幹と枝を持つ植物。系統図の意味もある。 ,"A tree shaded the old bench."
soon,すぐに,今からあまり時間がたたないうちに起こる感じ。 ,"The train will arrive soon."
hospital,病院,病気やけがを治療する施設。入院の場も含む。 ,"The hospital opened a night clinic."
break,～を壊す,一体のものを分ける・壊す。休憩の意味もある。 ,"Break the chocolate into pieces."
top,いちばん上,一番高い部分。最高位・ふたの意味にも広がる。 ,"Write your name at the top."
stop,～を止める,動きや行為を終わらせる。停留所の意味もある。 ,"Stop at the red sign."
sit,座る,体をいすなどに置く。置かれている状態にも使う。 ,"Sit near the front row."
moment,瞬間,とても短い時間。大事な時点を表すこともある。 ,"Her essay connected moment with daily life."
big,大きい,サイズや量が大きい状態。重要な意味にも使う。 ,"A big truck blocked the lane."
arm,腕,肩から手までの部分。武器・部門の意味もある。 ,"She carried the basket on her arm."
island,島,水に囲まれた陸地。孤立した場所の比喩にもなる。 ,"The island appears only at low tide."
door,ドア,出入り口を開閉するもの。機会への入り口の比喩もある。 ,"The door opened with a click."
fine,元気な,問題なくよい状態。細かい・罰金の意味もある。 ,"The fine sand slipped through his fingers."
happen,起こる,出来事が生じるイメージ。偶然そうなる意味もある。 ,"Children sometimes happen near the fountain."
item,項目,一覧の一つ。品物・記事の一つを表す。 ,"Each item has a price tag."
culture,文化,人々の生活様式や考え方。教養の意味もある。 ,"Culture shapes how people greet strangers."
outside,外側,内側ではない場所。形容詞・副詞・前置詞で使う。 ,"Wait outside the door."
bad,悪い,よくない状態。品質・行動・気分などに使う。 ,"Bad weather delayed the ferry."
farm,農場,作物や家畜を育てる場所。動詞では農業をする。 ,"The farm grows pears and beans."
box,箱,物を入れる四角い容器。区画や囲みの意味もある。 ,"Put the old photos in the box."
parent,親,父または母。元になるもの・親会社の意味もある。 ,"The manager reviewed the parent before the meeting."
copy,～を写す,同じものを作るイメージ。複写・部数の意味もある。 ,"Copy the address into your notebook."
front,前面,物の前側。最前線・正面という意味もある。 ,"He waited at the front of the line."
sea,海,広く塩水に覆われた場所。大量のものの比喩にもなる。 ,"The sea turned silver at dusk."
anything,何でも,どんな物事でも。疑問・否定文でよく使う。 ,"Anything arrived early."
wife,妻,結婚している女性の配偶者。夫との対になる語。 ,"His wife waited near the gate."
boy,少年,男の子。親しみを込めた呼びかけにも使う。 ,"The boy carried a blue kite."
difficult,難しい,理解や実行が簡単でない状態。扱いにくい人にも使う。 ,"The difficult climb took all morning."
ten,10,数字の10。十個の数や順番を表す基本語。 ,"Ten guests arrived before noon."
girl,女の子,若い女性・少女。親しい女性を指すこともある。 ,"The girl found a shell on the beach."
visit,～を訪問する,人・場所を訪れるイメージ。名詞では訪問。 ,"Visit the temple at sunrise."
ship,船,大きな船。動詞では発送する・輸送する意味もある。 ,"The ship left the harbor at dawn."
sure,確信して,間違いないと思う状態。返答では「もちろん」。 ,"Are you sure the gate is locked?"
choose,～を選ぶ,複数の中から一つを決めるイメージ。 ,"Choose a seat near the aisle."
wish,～を願う,現実と違うことや実現を望む気持ち。名詞では願い。 ,"Wish your brother luck before the test."
walk,歩く,足でゆっくり進む。散歩・歩道の意味にもなる。 ,"Walk past the blue mailbox."
store,店,商品を売る場所。動詞では蓄える・保存する。 ,"The store closed during the blackout."
poor,貧しい,お金や資源が少ない状態。質が悪い意味もある。 ,"The team presented a poor plan."
