english,japanese,detail,sample
sport,スポーツ,「スポーツ」を表す語。物事・考え・状態を表す基本名詞。 ,"Sport brings the town together."
television,テレビ放送,身近な物を表す「テレビ放送」。形・用途・持ち物の説明で使う。 ,"The debate revealed television after the vote."
yourself,あなた自身,相手自身を指す語。再帰代名詞で強調にも使う。 ,"Yourself arrived early."
noise,音,「音」を表す語。物事・考え・状態を表す基本名詞。 ,"The noise woke the baby."
ball,球,「球」を表す語。物事・考え・状態を表す基本名詞。 ,"The ball rolled under the sofa."
am,～である、です,「～である、です」を表す語。物事・考え・状態を表す基本名詞。 ,"I am ready now."
dance,踊る,「踊る」という動き・変化を表す語。人・物への働きかけを表す。 ,"Children sometimes dance in the park."
wheel,車輪,身近な物を表す「車輪」。形・用途・持ち物の説明で使う。 ,"The guide marked the wheel on the map."
pleasure,喜び,心地よい楽しさ。喜び・楽しみ・好意を表す。 ,"A moment of pleasure passed through the room."
conversation,会話,互いに話を交わすこと。会話のやり取りを指す。 ,"The lecture explored conversation through real cases."
ride,乗って行く,「乗って行く」という動き・変化を表す語。人・物への働きかけを表す。 ,"Ride the bus to the museum."
forty,40、四十,数を表す語。40、四十という数量や順番の表現に使う。 ,"Forty guests arrived before noon."
following,次の；以下の,すぐ後に続くもの。「次の」「以下の」の意味。 ,"Read the following instructions aloud."
blow,吹く,「吹く」という動き・変化を表す語。人・物への働きかけを表す。 ,"A sudden blow knocked the door open."
imagine,～を想像する,頭の中に絵を作る感じ。想像する・思い描く。 ,"Imagine a house beside the sea."
tooth,歯,体の一部「歯」を表す語。位置や動きの説明で使う。 ,"The dentist checked the tooth."
cup,茶わん,「茶わん」を表す語。物事・考え・状態を表す基本名詞。 ,"The cup cracked in the sink."
driver,追う人,人・役割を表す「追う人」。家族・職業・立場を示す語。 ,"A client asked about the driver after lunch."
twelve,12、十二,数を表す語。12、十二という数量や順番の表現に使う。 ,"Twelve guests arrived before noon."
pretty,きれいな,見た目がよい感じ。副詞では「かなり」の意味もある。 ,"A pretty ribbon tied the package."
fat,脂肪,「脂肪」という性質を表す語。人・物・状況の様子を表す。 ,"The soup had a layer of fat on top."
careful,注意深い,注意を向けて慎重な状態。ミスや危険を避ける語。 ,"A careful road led to the village."
meat,肉,「肉」を表す語。物事・考え・状態を表す基本名詞。 ,"The meat cooked slowly over the fire."
sing,歌う,「歌う」という動き・変化を表す語。人・物への働きかけを表す。 ,"Sing the chorus with the class."
rain,雨,自然や天候に関する「雨」。季節・空・環境の話で使う。 ,"Rain drummed on the metal roof."
interested,興味がある,心が向いている状態。be interested inでよく使う。 ,"She is interested in old maps."
wash,～を洗う,「～を洗う」という動き・変化を表す語。人・物への働きかけを表す。 ,"Wash the berries in cold water."
beach,浜,場所を表す「浜」。行き先・位置・活動場所の説明に使う。 ,"The beach emptied before the storm."
painting,絵；絵を描くこと,「絵；絵を描くこと」を表す語。物事・考え・状態を表す基本名詞。 ,"The painting showed a stormy harbor."
bus,バス,「バス」を表す語。物事・考え・状態を表す基本名詞。 ,"The bus waited beside the station."
rat,ネズミ,動物の「ネズミ」。種類や特徴を言う基本名詞。 ,"The rat moved quietly."
famous,有名な,「有名な」という性質を表す語。人・物・状況の様子を表す。 ,"A famous color filled the evening sky."
bright,輝いている,光が強い状態。明るい・賢い・鮮やかな意味。 ,"Bright lanterns lined the street."
worry,心配する,不安で考え続けること。心配する・心配事に使う。 ,"His face showed worry after the call."
welcome,ようこそ,来た人を受け入れる感じ。歓迎・どういたしましてにも使う。 ,"They gave us a warm welcome."
scientist,科学者,人・役割を表す「科学者」。家族・職業・立場を示す語。 ,"The scientist arrived early for the workshop."
lesson,課,学ぶ一まとまり。授業・教訓の意味がある。 ,"The lesson ended with a short song."
bag,袋,身近な物を表す「袋」。形・用途・持ち物の説明で使う。 ,"Her bag held maps and snacks."
habit,習慣,繰り返して身についた行動。習慣・癖を表す。 ,"A daily habit can shape your health."
pool,水たまり,身近な物を表す「水たまり」。形・用途・持ち物の説明で使う。 ,"The guide spotted the pool near the trail."
corn,とうもろこし,食べ物・飲み物の「とうもろこし」。食事や好みの話で使う。 ,"The menu listed the corn under lunch specials."
meal,食事,食べ物・飲み物の「食事」。食事や好みの話で使う。 ,"The meal ended with fresh fruit."
grass,草,自然や天候に関する「草」。季節・空・環境の話で使う。 ,"The grass was wet after the rain."
neck,首,体の一部「首」を表す語。位置や動きの説明で使う。 ,"A scarf covered his neck."
kid,子ヤギ,人・役割を表す「子ヤギ」。家族・職業・立場を示す語。 ,"A client asked about the kid after lunch."
sweet,甘い,「甘い」という性質を表す語。人・物・状況の様子を表す。 ,"The sweet smell of pears filled the room."
strange,奇妙な,「奇妙な」という性質を表す語。人・物・状況の様子を表す。 ,"A strange color filled the evening sky."
afternoon,午後,時を表す「午後」。予定・順序・期間を説明する時に使う。 ,"We met in the afternoon."
guy,控え綱,人・役割を表す「控え綱」。家族・職業・立場を示す語。 ,"The manager reviewed the guy before the meeting."
coat,コート,「コート」を表す語。物事・考え・状態を表す基本名詞。 ,"Hang your coat by the door."
player,競技者,人・役割を表す「競技者」。家族・職業・立場を示す語。 ,"A client asked about the player after lunch."
rice,米,食べ物・飲み物の「米」。食事や好みの話で使う。 ,"The kitchen smelled of the rice at noon."
cloud,雲,自然や天候に関する「雲」。季節・空・環境の話で使う。 ,"A dark cloud covered the sun."
dinner,主要な食事,時を表す「主要な食事」。予定・順序・期間を説明する時に使う。 ,"We had dinner at seven."
quiet,静かな,音や動きが少ない状態。静かな・落ち着いたに使う。 ,"A quiet lane led to the temple."
pollution,汚すこと,汚れが広がること。空気・水・騒音などの汚染。 ,"The committee discussed pollution for an hour."
sky,空,自然や天候に関する「空」。季節・空・環境の話で使う。 ,"Experts can sky the trail marker carefully."
vegetable,植物,食べ物・飲み物の「植物」。食事や好みの話で使う。 ,"A fresh vegetable lay on the cutting board."
mouse,ハツカネズミ,動物の「ハツカネズミ」。種類や特徴を言う基本名詞。 ,"The mouse moved quietly."
tower,塔,「塔」を表す語。物事・考え・状態を表す基本名詞。 ,"The tower looked over the town."
coffee,コーヒー,食べ物・飲み物の「コーヒー」。食事や好みの話で使う。 ,"Coffee steamed in the paper cup."
kitchen,台所,場所を表す「台所」。行き先・位置・活動場所の説明に使う。 ,"The kitchen smelled of roasted garlic."
smoke,煙,「煙」を表す語。物事・考え・状態を表す基本名詞。 ,"Smoke curled above the chimney."
bottle,びん,「びん」を表す語。物事・考え・状態を表す基本名詞。 ,"The librarian set the bottle near the entrance."
cat,猫,動物の「猫」。種類や特徴を言う基本名詞。 ,"The cat watched birds from the sill."
guess,～を推測する,不確かな情報から考えること。推測する・当てる。 ,"Can you guess the answer?"
elementary,初歩の；小学校の,基本的・初歩的な感じ。小学校の意味でも使う。「初歩の」の意味もある。 ,"Elementary students planted tomatoes."
fifteen,15、十五,数を表す語。15、十五という数量や順番の表現に使う。 ,"Fifteen guests arrived before noon."
cap,帽子,身近な物を表す「帽子」。形・用途・持ち物の説明で使う。 ,"He wore a red cap."
kiss,～にキスする；キス,「～にキスする；キス」という動き・変化を表す語。人・物への働きかけを表す。 ,"She gave the baby a gentle kiss."
shoe,靴,身近な物を表す「靴」。形・用途・持ち物の説明で使う。 ,"One shoe was missing from the pair."
video,動画、映像,「動画、映像」を表す語。物事・考え・状態を表す基本名詞。 ,"The video explains how the machine works."
pocket,ポケット,「ポケット」を表す語。物事・考え・状態を表す基本名詞。 ,"A coin rattled in his pocket."
yes,はい,「はい」という性質を表す語。人・物・状況の様子を表す。 ,"Please answer yes or no."
camera,カメラ,身近な物を表す「カメラ」。形・用途・持ち物の説明で使う。 ,"The camera captured the comet."
sick,病気の；気分が悪い,体調が悪い状態。病気のほか「うんざりした」にも。「気分が悪い」の意味もある。 ,"The doctor noticed a sick symptom."
nice,良い,「良い」という性質を表す語。人・物・状況の様子を表す。 ,"A nice color filled the evening sky."
guest,招待客,招かれて来る人。客・宿泊客を表す。 ,"The guest arrived early."
fishing,魚取り,魚を取ろうとする活動。釣りや漁を表す。 ,"The fishing moved quietly."
healthy,健康な,体や状態がよいこと。健康な・健全なに使う。 ,"A healthy result changed the treatment."
orange,オレンジ,主な意味は色の「オレンジ」。物の色や雰囲気を表す形容詞。 ,"The wall is orange."
afraid,恐れて,怖さや心配で身が引く状態。be afraid ofで使う。 ,"The child was afraid of the dark stairs."
jump,跳ぶ,「跳ぶ」を表す語。物事・考え・状態を表す基本名詞。 ,"Jump over the puddle."
actor,俳優,人・役割を表す「俳優」。家族・職業・立場を示す語。 ,"A client asked about the actor after lunch."
pray,祈る,神などに願うこと。祈る・強く願う意味。 ,"They pray before the meal."
glad,うれしい,うれしく安心した気持ち。短い感謝や返事にも使う。 ,"She felt glad."
clothes,衣服,身に着けるもの全体。常に複数形で扱う。 ,"Wet clothes hung by the stove."
moon,月,自然や天候に関する「月」。季節・空・環境の話で使う。 ,"The moon rose above the orchard."
sixty,60、六十,数を表す語。60、六十という数量や順番の表現に使う。 ,"Sixty guests arrived before noon."
mobile,動くことができる,動かせる・移動できる。携帯電話の意味でも使う。 ,"We mobile home."
bath,入浴,身近な物を表す「入浴」。形・用途・持ち物の説明で使う。 ,"A hot bath relaxed her shoulders."
tall,高い,「高い」という性質を表す語。人・物・状況の様子を表す。 ,"A tall color filled the evening sky."
wake,目を覚ます；起こす,「目を覚ます；起こす」という動き・変化を表す語。人・物への働きかけを表す。 ,"I wake at sunrise."
restaurant,レストラン料理店,場所を表す「レストラン料理店」。行き先・位置・活動場所の説明に使う。 ,"The restaurant served noodles after midnight."
airport,空港,場所を表す「空港」。行き先・位置・活動場所の説明に使う。 ,"The airport closed in heavy fog."
cloth,布,身近な物を表す「布」。形・用途・持ち物の説明で使う。 ,"Wipe the glass with a soft cloth."
apple,リンゴ,食べ物・飲み物の「リンゴ」。食事や好みの話で使う。 ,"The kitchen smelled of the apple at noon."
classroom,クラスルーム,場所を表す「クラスルーム」。行き先・位置・活動場所の説明に使う。 ,"The classroom opened early for visitors."
sum,合計,数を合わせた結果。合計・要約の意味がある。 ,"The sum of the numbers is ten."
expensive,費用のかかる,「費用のかかる」という性質を表す語。人・物・状況の様子を表す。 ,"The expensive coat stayed in the window."
sheep,羊,動物の「羊」。種類や特徴を言う基本名詞。 ,"The sheep moved quietly."
bread,パン,食べ物・飲み物の「パン」。食事や好みの話で使う。 ,"Fresh bread cooled on the counter."
nose,鼻,体の一部「鼻」を表す語。位置や動きの説明で使う。 ,"The dog touched the door with its nose."
beside,～のそばに,「～のそばに」を表す語。物事・考え・状態を表す基本名詞。 ,"A notebook lay beside the lamp."
hurt,～を傷つける；痛む,痛みを与える・痛む。体だけでなく心にも使う。「傷つける」の意味もある。 ,"Please hurt the patient record before the next step."
holiday,休日,時を表す「休日」。予定・順序・期間を説明する時に使う。 ,"The holiday begins on Friday."
sorry,悲しいと思う,申し訳ない・残念な気持ち。謝罪にも同情にも使う。 ,"The letter was full of sorry."
climb,～を登る,「～を登る」という動き・変化を表す語。人・物への働きかけを表す。 ,"Climb the ladder slowly."
brush,ブラシ,「ブラシ」という動き・変化を表す語。人・物への働きかけを表す。 ,"Use a brush to clean the boots."
busy,忙しい,「忙しい」という性質を表す語。人・物・状況の様子を表す。 ,"The busy kitchen smelled of soup."
desk,机,身近な物を表す「机」。形・用途・持ち物の説明で使う。 ,"Books covered the desk."
contest,争い,「争い」という性質を表す語。人・物・状況の様子を表す。 ,"The teacher gave a contest example."
pig,豚,動物の「豚」。種類や特徴を言う基本名詞。 ,"The pig moved quietly."
button,ボタン,身近な物を表す「ボタン」。形・用途・持ち物の説明で使う。 ,"Press the red button."
movie,映画,身近な物を表す「映画」。形・用途・持ち物の説明で使う。 ,"The movie opened with a storm."
wonderful,驚くべき,「驚くべき」を表す語。物事・考え・状態を表す基本名詞。 ,"The wonderful smell came from the bakery."
cream,クリーム,身近な物を表す「クリーム」。形・用途・持ち物の説明で使う。 ,"She added cream to the coffee."
fan,うちわ,身近な物を表す「うちわ」。形・用途・持ち物の説明で使う。 ,"The fan moved the warm air."
borrow,～を借りる,他人のものを一時的に借りる。lendとの方向に注意。 ,"Can I borrow your umbrella?"
flag,旗,身近な物を表す「旗」。形・用途・持ち物の説明で使う。 ,"The flag waved above the school."
fever,熱,「熱」を表す語。物事・考え・状態を表す基本名詞。 ,"The child had a fever."
uncle,おじ,人・役割を表す「おじ」。家族・職業・立場を示す語。 ,"My uncle taught me to fish."
tight,きっちり締まった,「きっちり締まった」を表す語。物事・考え・状態を表す基本名詞。 ,"The knot was too tight to untie."
pen,ペン,身近な物を表す「ペン」。形・用途・持ち物の説明で使う。 ,"The pen rolled under the desk."
everywhere,あらゆる所に,「あらゆる所に」を表す語。物事・考え・状態を表す基本名詞。 ,"Wildflowers grew everywhere after the rain."
butter,バター,食べ物・飲み物の「バター」。食事や好みの話で使う。 ,"Butter melted on the toast."
celebrate,～を祝う,「～を祝う」という動き・変化を表す語。人・物への働きかけを表す。 ,"They celebrate the festival every summer."
excuse,～を許す；言い訳,許しや理由を求める語。「Excuse me.」で呼びかけにも使う。意味は「許す」・「言い訳」などに分かれる。 ,"Excuse me, is this seat taken?"
dig,～を掘る,「～を掘る」という動き・変化を表す語。人・物への働きかけを表す。 ,"Dig a small hole for the seed."
smell,～のにおいがする；におい,鼻で感じるもの。におい・におう・かぐの意味。「のにおいがする」の意味もある。 ,"The smell of bread filled the kitchen."
everybody,みんな、すべての人,「みんな、すべての人」を表す語。物事・考え・状態を表す基本名詞。 ,"Everybody arrived early."
blank,空白の；空欄,「空白の；空欄」を表す語。物事・考え・状態を表す基本名詞。 ,"Leave this line blank."
stone,石,身近な物を表す「石」。形・用途・持ち物の説明で使う。 ,"A flat stone skipped across the pond."
lunch,昼食,時を表す「昼食」。予定・順序・期間を説明する時に使う。 ,"Let's have lunch together."
dear,親愛な,「親愛な」という性質を表す語。人・物・状況の様子を表す。 ,"Dear friends gathered around the table."
dad,おとうちゃん,人・役割を表す「おとうちゃん」。家族・職業・立場を示す語。 ,"The manager reviewed the dad before the meeting."
reporter,報告者,人・役割を表す「報告者」。家族・職業・立場を示す語。 ,"The invoice listed the reporter clearly."
fun,楽しみ,楽しいこと・楽しさ。形容詞的にも使う口語的な語。 ,"The game was fun for everyone."
strict,厳しい,規則や基準に厳しい状態。人・制度に使う。 ,"The lawyer found a strict clause."
drama,戯曲,「戯曲」を表す語。物事・考え・状態を表す基本名詞。 ,"The visitor noticed the drama near the doorway."
clock,時計,「時計」を表す語。物事・考え・状態を表す基本名詞。 ,"The presenter pointed to the clock on the slide."
ticket,切符,身近な物を表す「切符」。形・用途・持ち物の説明で使う。 ,"The checklist included the ticket at the end."
shirt,シャツ,身近な物を表す「シャツ」。形・用途・持ち物の説明で使う。 ,"His shirt dried in the sun."
bean,豆,食べ物・飲み物の「豆」。食事や好みの話で使う。 ,"The recipe calls for the bean at the end."
seventy,70、七十,数を表す語。70、七十という数量や順番の表現に使う。 ,"Seventy guests arrived before noon."
knife,ナイフ,身近な物を表す「ナイフ」。形・用途・持ち物の説明で使う。 ,"The knife cut the rope."
lady,淑女,人・役割を表す「淑女」。家族・職業・立場を示す語。 ,"A client asked about the lady after lunch."
eleven,11、十一,数を表す語。11、十一という数量や順番の表現に使う。 ,"Eleven guests arrived before noon."
yesterday,きのう,時を表す「きのう」。予定・順序・期間を説明する時に使う。 ,"Yesterday we found a lost kitten."
jet,噴出,「噴出」を表す語。物事・考え・状態を表す基本名詞。 ,"A jet crossed the blue sky."
angry,おこった,「おこった」という性質を表す語。人・物・状況の様子を表す。 ,"An angry driver honked at the gate."
bowl,どんぶり,身近な物を表す「どんぶり」。形・用途・持ち物の説明で使う。 ,"The kitchen smelled of bowl."
coach,大型四輪馬車,人・役割を表す「大型四輪馬車」。家族・職業・立場を示す語。 ,"The coach moved quietly."
dish,大皿,身近な物を表す「大皿」。形・用途・持ち物の説明で使う。 ,"The kitchen smelled of dish."
terrible,恐ろしい,非常に悪い・ひどい状態。強い否定感を表す。 ,"The room felt terrible after the announcement."
festival,祭り,特別な日を祝う催し。祭り・音楽祭などに使う。 ,"The photograph showed the festival in soft light."
cheese,チーズ,食べ物・飲み物の「チーズ」。食事や好みの話で使う。 ,"The kitchen smelled of the cheese at noon."
breakfast,朝食,時を表す「朝食」。予定・順序・期間を説明する時に使う。 ,"Breakfast is ready."
hurry,急ぐ,急いで動くこと。急ぐ・急ぎの意味。 ,"Hurry before the gate closes."
pop,ポンと音がする,「ポンと音がする」という動き・変化を表す語。人・物への働きかけを表す。 ,"The artist drew the pop in charcoal."
garden,庭,場所を表す「庭」。行き先・位置・活動場所の説明に使う。 ,"The garden smelled of wet soil."
ruler,支配者,身近な物を表す「支配者」。形・用途・持ち物の説明で使う。 ,"The ruler arrived early for the workshop."
spell,～をつづる,「～をつづる」という動き・変化を表す語。人・物への働きかけを表す。 ,"Spell your name for the clerk."
pink,桃色,主な意味は色の「桃色」。物の色や雰囲気を表す形容詞。 ,"The wall is pink."
dictionary,辞書,身近な物を表す「辞書」。形・用途・持ち物の説明で使う。 ,"The dictionary sat beside the notebook."
sad,悲しい,「悲しい」という性質を表す語。人・物・状況の様子を表す。 ,"A sad song filled the room."
breathe,呼吸する,「呼吸する」という動き・変化を表す語。人・物への働きかけを表す。 ,"The kitchen smelled of the breathe at noon."
bedroom,寝室,場所を表す「寝室」。行き先・位置・活動場所の説明に使う。 ,"The bedroom opened early for visitors."
juice,汁,身近な物を表す「汁」。形・用途・持ち物の説明で使う。 ,"Orange juice spilled on the table."
eighteen,18、十八,数を表す語。18、十八という数量や順番の表現に使う。 ,"Eighteen guests arrived before noon."
aunt,おば,人・役割を表す「おば」。家族・職業・立場を示す語。 ,"A client asked about the aunt after lunch."
concert,演奏会,身近な物を表す「演奏会」。形・用途・持ち物の説明で使う。 ,"The concert started with a drum solo."
kick,～を蹴る,「～を蹴る」という動き・変化を表す語。人・物への働きかけを表す。 ,"Kick the ball toward the goal."
smart,機敏な,頭がよい、洗練された。機器では高機能の意味もある。 ,"A smart scene opened the film."
super,管理人,「管理人」という性質を表す語。人・物・状況の様子を表す。 ,"The teacher chose a super example."
fourteen,14、十四,数を表す語。14、十四という数量や順番の表現に使う。 ,"Fourteen guests arrived before noon."
eighty,80、八十,数を表す語。80、八十という数量や順番の表現に使う。 ,"Eighty guests arrived before noon."
beef,牛肉,食べ物・飲み物の「牛肉」。食事や好みの話で使う。 ,"The beef moved quietly."
cake,ケーキ,食べ物・飲み物の「ケーキ」。食事や好みの話で使う。 ,"The recipe calls for the cake at the end."
sixteen,16、十六,数を表す語。16、十六という数量や順番の表現に使う。 ,"Sixteen guests arrived before noon."
grammar,文法,言語の組み立てルール。文法を表す。 ,"Grammar helps sentences work."
