english,japanese,detail,sample
enduring,永続的な・辛抱強い,「永続的な・辛抱強い」を表す語。行為・結果・状態を表す名詞。 ,"The committee made an enduring decision."
circuitry,電気回路,「電気回路」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The presenter pointed to the circuitry on the slide."
lush,生い茂った,「生い茂った」を表す語。人・物・状況の性質を描く形容詞。 ,"The room had a lush feeling."
humiliate,～の自尊心を傷つける,「自尊心を傷つける」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Do not humiliate others."
tricky,こうかつな,「こうかつな」を表す語。人・物・状況の性質を描く形容詞。 ,"The team chose a tricky route."
perseverance,～がん張ること,「ん張ること」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Her essay connected perseverance with daily life."
truthful,真実をいう,「真実をいう」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"A truthful color filled the evening sky."
orchestral,オーケストラの,「オーケストラの」を表す語。人・物・状況の性質を描く形容詞。 ,"The coach praised an orchestral effort."
firmness,堅固,「堅固」を表す語。性質・状態・考え方を表す抽象語。 ,"A short story illustrated firmness clearly."
demanding,要求の多い,「要求の多い」を表す語。行為・結果・状態を表す名詞。 ,"The teacher chose a demanding example."
dissident,反体制派の・反体制派,「反体制派の・反体制派」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The dissident criticized the government."
culmination,頂点・集大成,「頂点・集大成」を表す語。行為・結果・状態を表す名詞。 ,"The article linked culmination to climate change."
benevolence,善意・慈悲,「善意・慈悲」を表す語。行為・結果・状態を表す名詞。 ,"The speaker defined benevolence with a simple example."
impulsive,衝動的な,「衝動的な」を表す語。否定・不足・反対状態を表す。 ,"The committee made an impulsive decision."
telescope,望遠鏡,「望遠鏡」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The checklist included the telescope at the end."
impatiently,いらいらして,「いらいらして」を表す語。動作・判断の仕方や程度を添える。 ,"The team worked impatiently through the night."
showcase,陳列ケース,「陳列ケース」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher asked about the showcase after class."
lame,足の不自由な・説得力のない,「足の不自由な・説得力のない」を表す語。人・物・状況の性質を描く形容詞。 ,"The editor marked a lame phrase."
piracy,海賊行為,「海賊行為」を表す語。性質・状態・考え方を表す抽象語。 ,"The hikers crossed a piracy slope."
humanist,人文主義者,「人文主義者」を表す語。その役割・職業・立場の人を表す。 ,"A client asked about the humanist after lunch."
unbearable,耐えられない,「耐えられない」を表す語。否定・不足・反対状態を表す。 ,"The editor marked an unbearable phrase."
referent,指示対象,「指示対象」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A referent color filled the evening sky."
disorderly,秩序のない,「秩序のない」を表す語。動作・判断の仕方や程度を添える。 ,"The singer paused disorderly before the chorus."
blindly,盲目的に,「盲目的に」を表す語。動作・判断の仕方や程度を添える。 ,"The door closed blindly behind us."
burdensome,重荷となる,「重荷となる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The visitor noticed the burdensome near the doorway."
twinkle,きらきら光る,「きらきら光る」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The presenter pointed to the twinkle on the slide."
dearly,愛情をもって,「愛情をもって」を表す語。動作・判断の仕方や程度を添える。 ,"She spoke dearly to the visitor."
downfall,急落,「急落」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The article described the downfall with an example."
reed,アシ・リード,「アシ・リード」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The committee made a reed decision."
crocodile,ワニ,「ワニ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the crocodile beside the road."
prom,ダンスパーティー,「ダンスパーティー」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The manual listed the prom under tools."
verbally,口頭で,「口頭で」を表す語。動作・判断の仕方や程度を添える。 ,"The boat drifted verbally across the lake."
adversity,逆境,「逆境」を表す語。性質・状態・考え方を表す抽象語。 ,"The speaker defined adversity with a simple example."
indent,～にぎざぎざをつける,「ぎざぎざをつける」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Indent the first line."
fume,煙・怒る,「煙・怒る」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Her voice carried a hint of fume."
brochure,パンフレット・小冊子,「パンフレット・小冊子」を表す語。行為・結果・状態を表す名詞。 ,"The team checked the brochure before leaving."
purposeful,意図的な,「意図的な」を表す語。人・物・状況の性質を描く形容詞。 ,"A purposeful color filled the evening sky."
yawn,あくびをする,「あくびをする」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The presenter pointed to the yawn on the slide."
forcefully,力強く,「力強く」を表す語。動作・判断の仕方や程度を添える。 ,"The guard moved forcefully along the hallway."
slang,俗語・スラング,「俗語・スラング」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The article described the slang with an example."
appreciative,感謝している・鑑賞力のある,「感謝している・鑑賞力のある」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The committee made an appreciative decision."
irritating,いらだたせる,「いらだたせる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"An irritating noise came from the vent."
conceit,うぬぼれ,「うぬぼれ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The manual listed the conceit under tools."
torch,松明,「松明」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The report connected the torch to the case."
engulf,～を飲み込む,「飲み込む」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please engulf the sauce before the next step."
furiously,怒り狂って,「怒り狂って」を表す語。動作・判断の仕方や程度を添える。 ,"The team worked furiously through the night."
adventurous,冒険好きな,「冒険好きな」を表す語。人・物・状況の性質を描く形容詞。 ,"The report noted an adventurous pattern."
windshield,フロントガラス,「フロントガラス」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"Hikers noticed the windshield near the trail."
leisurely,ゆっくりした,「ゆっくりした」を表す語。動作・判断の仕方や程度を添える。 ,"The guard moved leisurely along the hallway."
subculture,サブカルチャー・下位文化,「サブカルチャー・下位文化」を表す語。行為・結果・状態を表す名詞。 ,"The presenter pointed to the subculture on the slide."
tack,画びょう・方針,「小さく留める物」から、進路・方針の転換にも使う。 ,"The checklist included the tack at the end."
outing,遠足・外出,「遠足・外出」を表す語。行為・結果・状態を表す名詞。 ,"The outing was canceled by rain."
delicately,繊細に,「繊細に」を表す語。動作・判断の仕方や程度を添える。 ,"The singer paused delicately before the chorus."
sonnet,ソネット,「ソネット」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the sonnet beside the road."
displeasure,不満,「不満」を表す語。行為・結果・状態を表す名詞。 ,"The manual listed the displeasure under tools."
shipwreck,難船,「難船」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The driver checked the shipwreck before departure."
dime,ダイム,「ダイム」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The note explained the dime in plain words."
barometer,晴雨計,「晴雨計」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The ranger marked the barometer on the map."
stink,悪臭を放つ,「悪臭を放つ」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"A diagram showed the stink clearly."
nomad,遊牧民・放浪者,「遊牧民・放浪者」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The nomad arrived early for the workshop."
funk,おじけ・不安,「おじけ・不安」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The funk arrived early for the meeting."
shaky,揺れる・不安定な,「揺れる・不安定な」を表す語。人・物・状況の性質を描く形容詞。 ,"The report noted a shaky pattern."
darling,最愛の,「最愛の」を表す語。行為・結果・状態を表す名詞。 ,"The room had a darling feeling."
obsessive,執着の強い,「執着の強い」を表す語。人・物・状況の性質を描く形容詞。 ,"The guide suggested an obsessive method."
prick,～をちくりと刺す,「ちくりと刺す」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The training video shows how to prick it safely."
sneer,あざ笑う・冷笑,「あざ笑う・冷笑」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the sneer beside the road."
figurative,比喩的な,「比喩的な」を表す語。人・物・状況の性質を描く形容詞。 ,"A figurative color filled the evening sky."
bombard,～を砲撃する,「砲撃する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide showed us how to bombard it."
achievable,成就できる,「成就できる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The coach praised an achievable effort."
tactile,触覚の,「触覚の」を表す語。人・物・状況の性質を描く形容詞。 ,"The teacher chose a tactile example."
shopkeeper,店主,「店主」を表す語。その役割・職業・立場の人を表す。 ,"The shopkeeper opened early for visitors."
wondrous,驚くほどすばらしい,「驚くほどすばらしい」を表す語。人・物・状況の性質を描く形容詞。 ,"The teacher chose a wondrous example."
upbringing,しつけ・育ち,「しつけ・育ち」を表す語。行為・結果・状態を表す名詞。 ,"The visitor noticed the upbringing near the doorway."
overboard,船外へ・やりすぎて,「船外へ・やりすぎて」を表す語。基準を越える・上回る感覚が中心。 ,"Workers need to overboard the reservation safely."
unjustly,不正に,「不正に」を表す語。動作・判断の仕方や程度を添える。 ,"She spoke unjustly to the visitor."
lifeless,生命のない,「生命のない」を表す語。人・物・状況の性質を描く形容詞。 ,"The report noted a lifeless pattern."
dowry,持参金,「持参金」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher asked about the dowry after class."
pancake,パンケーキ,「パンケーキ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the pancake beside the road."
tenderly,優しく,「優しく」を表す語。動作・判断の仕方や程度を添える。 ,"The guard moved tenderly along the hallway."
prefect,長官,「長官」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The report connected the prefect to the case."
frantically,狂気のように,「狂気のように」を表す語。動作・判断の仕方や程度を添える。 ,"The child listened frantically during the story."
standstill,停止・行き詰まり,「停止・行き詰まり」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide mentioned the standstill near the entrance."
overcoat,外套,「外套」を表す語。基準を越える・上回る感覚が中心。 ,"A diagram showed the overcoat clearly."
badge,記章,「記章」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The team checked the badge before leaving."
softness,柔らかさ,「柔らかさ」を表す語。性質・状態・考え方を表す抽象語。 ,"The lecture explored softness through real cases."
taunt,～をあざける・挑発する,「あざける・挑発する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please taunt it after checking the instructions."
desolation,荒廃・孤独感,「荒廃・孤独感」を表す語。行為・結果・状態を表す名詞。 ,"The debate revealed desolation after the vote."
fluency,流ちょう,「流ちょう」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The article described the fluency with an example."
scribble,～を走り書きする,「走り書きする」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They decided to scribble it before noon."
tickle,～をくすぐる,「くすぐる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The training video shows how to tickle it safely."
shabby,古ぼけた,「古ぼけた」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The manual listed the shabby under tools."
owl,フクロウ,「フクロウ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The report connected the owl to the case."
godly,信心深い,「信心深い」を表す語。動作・判断の仕方や程度を添える。 ,"The singer paused godly before the chorus."
yearn,あこがれる,「あこがれる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide mentioned the yearn near the entrance."
humiliating,不面目な,「不面目な」を表す語。行為・結果・状態を表す名詞。 ,"The team chose a humiliating route."
transitive,目的語をとる,「目的語をとる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The editor marked a transitive phrase."
clearness,明白さ,「明白さ」を表す語。性質・状態・考え方を表す抽象語。 ,"A clearness question started the debate."
ecstatic,有頂天の,「有頂天の」を表す語。人・物・状況の性質を描く形容詞。 ,"The coach praised an ecstatic effort."
hone,～を磨く・研ぐ,「磨く・研ぐ」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They decided to hone it before noon."
priceless,非常に貴重な,「非常に貴重な」を表す語。人・物・状況の性質を描く形容詞。 ,"A priceless trend appeared in sales."
dove,ハト,「ハト」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher asked about the dove after class."
dishonesty,不正直,「不正直」を表す語。性質・状態・考え方を表す抽象語。 ,"The teacher chose a dishonesty example."
determined,断固として決意した,「断固として決意した」を表す語。人・物・状況の性質を描く形容詞。 ,"The room had a determined feeling."
lance,やり・～を切開する,「やり・を切開する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The survey tracked lance over several years."
perspiration,汗・発汗,「汗・発汗」を表す語。行為・結果・状態を表す名詞。 ,"The lecture explored perspiration through real cases."
blurt,～をうっかり口に出す,「うっかり口に出す」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please blurt it after checking the instructions."
inanimate,生命のない,「生命のない」を表す語。否定・不足・反対状態を表す。 ,"The report noted an inanimate pattern."
unhappiness,不幸,「不幸」を表す語。性質・状態・考え方を表す抽象語。 ,"The study measured unhappiness across three groups."
audition,オーディション・試験演奏,「オーディション・試験演奏」を表す語。行為・結果・状態を表す名詞。 ,"Workers need to audition the assignment safely."
dignify,～に威厳を添える,「威厳を添える」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"He refused to dignify the insult with an answer."
snore,いびきをかく,「いびきをかく」を表す語。動作・判断の仕方や程度を添える。 ,"The checklist included the snore at the end."
pointless,無意味な・先のない,「無意味な・先のない」を表す語。人・物・状況の性質を描く形容詞。 ,"A pointless color filled the evening sky."
checkpoint,検問所,「検問所」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher asked about the checkpoint after class."
salty,塩のきいた,「塩のきいた」を表す語。性質・状態・考え方を表す抽象語。 ,"The sign gave a salty warning."
breakup,分裂・別れ,「分裂・別れ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The calendar marked the breakup in blue."
disillusion,～を幻滅させる,「幻滅させる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Her essay connected disillusion with daily life."
trusty,信頼できる,「信頼できる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The note explained the trusty in plain words."
lowland,低地,「低地」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide mentioned the lowland near the entrance."
hatching,孵化・網掛け,「孵化・網掛け」を表す語。行為・結果・状態を表す名詞。 ,"The committee made a hatching decision."
hospitable,もてなしのよい,「もてなしのよい」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher chose a hospitable example."
lawmaker,立法者,「立法者」を表す語。その役割・職業・立場の人を表す。 ,"The invoice listed the lawmaker clearly."
fingernail,指のつめ,「指のつめ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The presenter pointed to the fingernail on the slide."
mediocre,平凡な・並の,「平凡な・並の」を表す語。人・物・状況の性質を描く形容詞。 ,"The room had a mediocre feeling."
gravitation,重力・引力,「重力・引力」を表す語。行為・結果・状態を表す名詞。 ,"The survey tracked gravitation over several years."
stammer,どもる,「どもる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The teacher asked about the stammer after class."
dated,時代遅れの,「時代遅れの」を表す語。人・物・状況の性質を描く形容詞。 ,"The editor marked a dated phrase."
personify,～を擬人化する,「擬人化する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Workers learned to personify it during practice."
gangster,犯罪組織の一員,「犯罪組織の一員」を表す語。その役割・職業・立場の人を表す。 ,"A client asked about the gangster after lunch."
roommate,同居人・ルームメイト,「同居人・ルームメイト」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The roommate arrived early for the meeting."
pee,小便・小便する,「小便・小便する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide mentioned the pee near the entrance."
gorge,峡谷・～のど・詰め込む,「峡谷・のど・詰め込む」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"A diagram showed the gorge clearly."
embassy,大使館,「大使館」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The embassy opened early for visitors."
swan,ハクチョウ,「ハクチョウ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The visitor noticed the swan near the doorway."
timeliness,時宜にかなっていること,「時宜にかなっていること」を表す語。性質・状態・考え方を表す抽象語。 ,"The survey tracked timeliness over several years."
deforestation,森林伐採,「森林伐採」を表す語。行為・結果・状態を表す名詞。 ,"Deforestation harms the environment."
navy,海軍・濃紺,「海軍・濃紺」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A field note described the navy after the storm."
practicality,実際的であること,「実際的であること」を表す語。性質・状態・考え方を表す抽象語。 ,"The debate revealed practicality after the vote."
tiptoe,つま先で歩く,「つま先で歩く」を表す語。動作・判断の仕方や程度を添える。 ,"A photo showed the tiptoe beside the road."
affectionately,愛情をこめて,「愛情をこめて」を表す語。動作・判断の仕方や程度を添える。 ,"The guard moved affectionately along the hallway."
sparrow,すずめ,「すずめ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The report connected the sparrow to the case."
naughty,いたずらな,「いたずらな」を表す語。性質・状態・考え方を表す抽象語。 ,"The editor marked a naughty phrase."
cowardly,臆病な,「臆病な」を表す語。動作・判断の仕方や程度を添える。 ,"His cowardly behavior disappointed us."
unmistakably,まぎれもなく,「まぎれもなく」を表す語。動作・判断の仕方や程度を添える。 ,"The singer paused unmistakably before the chorus."
untie,～を解く,「解く」を表す語。動作・判断の仕方や程度を添える。 ,"They decided to untie it before noon."
handout,配布資料・施し,「配布資料・施し」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The visitor noticed the handout near the doorway."
gunshot,銃声・銃撃,「銃声・銃撃」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The photograph showed the gunshot in soft light."
