english,japanese,detail,sample
dry,乾いた,「乾いた」という性質を表す語。人・物・状況の様子を表す。 ,"Dry leaves crackled underfoot."
wait,待つ,「待つ」を表す語。物事・考え・状態を表す基本名詞。 ,"Wait by the clock tower."
watch,見る,じっと見ること。腕時計の意味もあり、注意して見守る語。 ,"Watch the road carefully."
travel,旅行する,場所を移動すること。旅行だけでなく光や音の伝わりにも使う。 ,"Travel light on the mountain road."
engineer,技師,人・役割を表す「技師」。家族・職業・立場を示す語。 ,"The manager reviewed the engineer before the meeting."
morning,朝,時を表す「朝」。予定・順序・期間を説明する時に使う。 ,"Morning light filled the kitchen."
buy,～を買う,「～を買う」という動き・変化を表す語。人・物への働きかけを表す。 ,"Buy bread from the corner bakery."
fish,魚,動物の「魚」。種類や特徴を言う基本名詞。 ,"The fish flashed under the bridge."
brother,兄弟,人・役割を表す「兄弟」。家族・職業・立場を示す語。 ,"The invoice listed the brother clearly."
grade,学年,段階づけられたレベル。学年・成績・等級に使う。 ,"The calendar marked the grade in blue."
heavy,重い,「重い」という性質を表す語。人・物・状況の様子を表す。 ,"The box is heavy."
block,かたまり,かたまりや区画。積み木・街区・妨げる動詞にも使う。 ,"Please block the trail marker."
thank,～に感謝する,「～に感謝する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Thank your teacher."
news,報道,新しく知らされた情報。不可算扱いで、単数形のまま使う。 ,"The news reached the village by radio."
ago,～前に,時を表す「～前に」。予定・順序・期間を説明する時に使う。 ,"She left two hours ago."
stay,とどまる,同じ場所・状態にとどまる感じ。滞在・維持の意味。 ,"Stay here tonight."
peace,平和,争いがない状態。社会の平和だけでなく心の安らぎにも使う。 ,"Peace returned to the valley."
teach,～を教える,「～を教える」という動き・変化を表す語。人・物への働きかけを表す。 ,"Teach the song to the class."
collect,～を集める,「～を集める」という動き・変化を表す語。人・物への働きかけを表す。 ,"Collect the tickets at the gate."
everything,なんでも,「なんでも」を表す語。物事・考え・状態を表す基本名詞。 ,"Everything arrived early."
seven,7、七,数を表す語。7、七という数量や順番の表現に使う。 ,"Seven guests arrived before noon."
machine,機械,人の作業を代わりに動く装置。機械全般を指す。 ,"The machine packed rice into bags."
game,ゲーム,ルールのある遊びや競技。試合・作戦の意味もある。 ,"The game ended in silence."
paragraph,区切り,文章のまとまり。ひとつの話題を区切る単位。 ,"The paragraph explains the main point."
kill,～を殺す,「～を殺す」という動き・変化を表す語。人・物への働きかけを表す。 ,"The cold can kill young plants."
floor,床,足元の面。建物の床だけでなく階にも使う。 ,"Sand covered the kitchen floor."
please,どうぞ；～を喜ばせる,「どうぞ；～を喜ばせる」という動き・変化を表す語。人・物への働きかけを表す。 ,"Her voice carried a hint of please."
drop,したたる,「したたる」という動き・変化を表す語。人・物への働きかけを表す。 ,"A drop of rain hit the glass."
map,地図,場所の関係を示す図。計画や対応関係を示す時にも使う。 ,"The map marked a hidden spring."
correct,正しい；～を訂正する,「正しい；～を訂正する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Please correct the spelling mistake."
tool,道具,作業に使う道具。比喩的に手段・方法にも使う。 ,"The tool cut the wire cleanly."
join,～に参加する；つなぐ,「～に参加する；つなぐ」という動き・変化を表す語。人・物への働きかけを表す。 ,"Join the line outside the theater."
red,赤,主な意味は色の「赤」。物の色や雰囲気を表す形容詞。 ,"The wall is red."
eight,8、八,数を表す語。8、八という数量や順番の表現に使う。 ,"Eight guests arrived before noon."
smith,かじ屋,人・役割を表す「かじ屋」。家族・職業・立場を示す語。 ,"The manager reviewed the smith before the meeting."
window,窓,身近な物を表す「窓」。形・用途・持ち物の説明で使う。 ,"The window rattled in the wind."
goal,ゴール,目指す到達点。スポーツの得点口と目的の両方に使う。 ,"The goal stood at the end of the field."
glass,ガラス,透明で硬い素材。コップ・ガラス・めがねにも使う。 ,"A glass of water stood by the bed."
save,～を救う；保存する,「～を救う；保存する」という動き・変化を表す語。人・物への働きかけを表す。 ,"Save the file before closing it."
dark,暗い,光が少ない状態。色・気分・内容が暗い意味にも広がる。 ,"Dark clouds covered the harbor."
wind,風,空気の流れ。発音注意で、動詞windは「巻く」。 ,"Wind pushed the smoke sideways."
fight,戦う,相手とぶつかること。けんか・戦い・努力して戦う意味。 ,"The two teams fight for first place."
fair,品評会,偏りがないこと。公平な、かなりの、見本市にも使う。 ,"The school fair opened on Saturday."
summer,夏,自然や天候に関する「夏」。季節・空・環境の話で使う。 ,"Experts can summer the trail marker carefully."
else,ほかに,「ほかに」を表す語。物事・考え・状態を表す基本名詞。 ,"Is there anything else?"
feeling,感覚,体や心に生じる感覚。感情・印象にも使う。 ,"A moment of feeling passed through the room."
hall,会館,場所を表す「会館」。行き先・位置・活動場所の説明に使う。 ,"The hall opened early for visitors."
cold,寒い,「寒い」という性質を表す語。人・物・状況の様子を表す。 ,"Cold rain soaked the tents."
wear,～を身につけている,身につけた状態を表す。服・眼鏡・表情にも使う。 ,"Wear a coat."
blue,青い,主な意味は色の「青い」。物の色や雰囲気を表す形容詞。 ,"The wall is blue."
mountain,山,場所を表す「山」。行き先・位置・活動場所の説明に使う。 ,"The mountain disappeared in clouds."
arrive,着く,「着く」という動き・変化を表す語。人・物への働きかけを表す。 ,"The train will arrive at noon."
fast,速い,「速い」という性質を表す語。人・物・状況の様子を表す。 ,"A fast current pulled the boat."
inside,内部,「内部」を表す語。物事・考え・状態を表す基本名詞。 ,"Stay inside the house."
team,チーム,人・役割を表す「チーム」。家族・職業・立場を示す語。 ,"The team practiced under the lights."
skill,熟練,練習で身につく能力。技術・技能を表す。 ,"Skill comes from careful practice."
reading,読書,「読書」を表す語。物事・考え・状態を表す基本名詞。 ,"Reading before bed calms him."
horse,馬,動物の「馬」。種類や特徴を言う基本名詞。 ,"The horse moved quietly."
memory,記憶,覚えている内容や力。記憶力・思い出にも使う。 ,"Memory fades without reminders."
ready,準備ができた,「準備ができた」という性質を表す語。人・物・状況の様子を表す。 ,"The boat was ready before sunrise."
reader,読者,人・役割を表す「読者」。家族・職業・立場を示す語。 ,"The reader arrived early for the workshop."
speech,話すこと,声で伝えるまとまり。演説・話し方・発話を表す。 ,"She gave a short speech."
writer,作家,人・役割を表す「作家」。家族・職業・立場を示す語。 ,"The writer arrived early for the workshop."
left,左,左のほか、leaveの過去分詞で「残された」もある。 ,"The left pocket held a coin."
smile,ほほえむ,「ほほえむ」を表す語。物事・考え・状態を表す基本名詞。 ,"The checklist included the smile at the end."
finish,終える,終わりまでやり切ること。終了・仕上げの意味。 ,"Finish the drawing before sunset."
telephone,電話機,身近な物を表す「電話機」。形・用途・持ち物の説明で使う。 ,"The screen displayed the telephone after the update."
catch,～を捕まえる；間に合う,動くものをつかむ感じ。捕まえる・理解する・間に合うにも使う。 ,"Catch the ball."
successful,成功した,目的をうまく達成した状態。人・計画・結果に使う。 ,"A successful color filled the evening sky."
win,勝つ,争いや競争で勝つこと。賞や信頼を勝ち取る意味もある。 ,"Win the match with a late goal."
feed,～に食べ物を与える,食べ物を与えること。情報や材料を入れる意味にも広がる。 ,"Please feed the dog before sunset."
husband,夫,人・役割を表す「夫」。家族・職業・立場を示す語。 ,"The invoice listed the husband clearly."
club,こん棒,同じ目的で集まる団体。こん棒・クラブ活動にも使う。 ,"The jazz club filled with music."
bridge,橋,離れた所をつなぐもの。橋だけでなく仲介にも使う。 ,"The bridge crosses a narrow river."
quarter,4分の1；15分,「4分の1」から、15分・四半期・25セントにも使う。 ,"The critic discussed the quarter after the concert."
eat,～を食べる,「～を食べる」という動き・変化を表す語。人・物への働きかけを表す。 ,"Eat the soup while it is warm."
sentence,文,文のまとまり。法律では判決・刑の意味もある。 ,"This sentence has three clauses."
touch,～に触れる,「～に触れる」という動き・変化を表す語。人・物への働きかけを表す。 ,"Do not touch the wet paint."
mail,鎖かたびら,送られる手紙やメール。郵便物全体にも使う。 ,"The mail arrived after lunch."
card,カード,「薄い紙片」から、カード・はがき・診察券などに広がる。 ,"Tourists photographed the card near the station."
band,帯,身近な物を表す「帯」。形・用途・持ち物の説明で使う。 ,"The band played in the park."
daughter,娘,人・役割を表す「娘」。家族・職業・立場を示す語。 ,"A client asked about the daughter after lunch."
someone,だれか,人・役割を表す「だれか」。家族・職業・立場を示す語。 ,"Someone arrived early."
interesting,興味深い,「興味深い」という性質を表す語。人・物・状況の様子を表す。 ,"The story was interesting."
living,生きている,「生きている」を表す語。物事・考え・状態を表す基本名詞。 ,"Living near the sea changed her routine."
message,伝書,「伝書」を表す語。物事・考え・状態を表す基本名詞。 ,"A message flashed on the screen."
fruit,果物,食べ物・飲み物の「果物」。食事や好みの話で使う。 ,"The chef added the fruit to the bowl."
bird,鳥,動物の「鳥」。種類や特徴を言う基本名詞。 ,"A bird landed on the fence."
winter,冬,自然や天候に関する「冬」。季節・空・環境の話で使う。 ,"Experts can winter the trail marker carefully."
hair,毛,体の一部「毛」を表す語。位置や動きの説明で使う。 ,"Rain soaked his hair."
ring,指輪,「輪の形」から、指輪・ベルが鳴る音・電話する動詞もある。 ,"Workers need to ring the sketch safely."
hot,熱い,「熱い」という性質を表す語。人・物・状況の様子を表す。 ,"Hot tea warmed her hands."
throw,～を投げる,「～を投げる」という動き・変化を表す語。人・物への働きかけを表す。 ,"Throw the ball to first base."
thirty,30、三十,数を表す語。30、三十という数量や順番の表現に使う。 ,"Thirty guests arrived before noon."
wrong,正しくない,「正しくない」という性質を表す語。人・物・状況の様子を表す。 ,"The wrong key scratched the lock."
star,星,星形や目立つ存在。星・スター・主演する意味にも使う。 ,"A star appeared over the lighthouse."
tube,管,細長い筒。チューブ・地下鉄・管を表す。 ,"The tube carried water to the tank."
seat,腰掛け,身近な物を表す「腰掛け」。形・用途・持ち物の説明で使う。 ,"Hikers noticed the seat near the trail."
medicine,医学,身近な物を表す「医学」。形・用途・持ち物の説明で使う。 ,"The medicine tasted bitter."
radio,ラジオ,身近な物を表す「ラジオ」。形・用途・持ち物の説明で使う。 ,"The radio played an old song."
quickly,速く,動作や状態の程度・様子を表す語。「速く」の感じを加える。 ,"The guard moved quickly along the hallway."
bottom,底,いちばん下の部分。底・最下位・お尻にも使う。 ,"Coins sank to the bottom."
leaf,葉,植物の葉。ページを表すこともある。 ,"A leaf fell from the tree."
mouth,口,体の一部「口」を表す語。位置や動きの説明で使う。 ,"She covered her mouth and laughed."
enjoy,～を楽しむ,「～を楽しむ」という動き・変化を表す語。人・物への働きかけを表す。 ,"Enjoy the music after dinner."
sleep,眠り,「眠り」という動き・変化を表す語。人・物への働きかけを表す。 ,"Sleep early before the exam."
fly,飛ぶ,空中を飛ぶ動き。ハエの名詞にもなる。 ,"Birds fly over the rice fields."
rich,金持ちの,「金持ちの」という性質を表す語。人・物・状況の様子を表す。 ,"The rich soil helped the plants grow."
repeat,～を繰り返す,「～を繰り返す」という動き・変化を表す語。人・物への働きかけを表す。 ,"They learned to repeat the sauce during training."
evening,夕方,時を表す「夕方」。予定・順序・期間を説明する時に使う。 ,"Evening shadows crossed the garden."
slow,遅い,「遅い」という性質を表す語。人・物・状況の様子を表す。 ,"A slow train climbed the hill."
circle,円,丸く囲む形。円・仲間の輪・囲む動詞にも使う。 ,"Draw a circle around the answer."
pair,組,2つで1組になるもの。靴・人・道具などに使う。 ,"A pair of shoes sat by the door."
plane,平面,身近な物を表す「平面」。形・用途・持ち物の説明で使う。 ,"The plane landed in heavy rain."
clean,きれいな；～を掃除する,汚れがない状態。掃除する動詞にもなる。「きれいな」の意味もある。 ,"Clean towels waited on the shelf."
pick,～を選ぶ；摘む,いくつかから選び取る感じ。選ぶ・摘む・つまむに使う。 ,"Pick a card."
dog,犬,動物の「犬」。種類や特徴を言う基本名詞。 ,"The dog slept near the stove."
phone,電話,身近な物を表す「電話」。形・用途・持ち物の説明で使う。 ,"The phone buzzed inside her coat."
shop,小売店,場所を表す「小売店」。行き先・位置・活動場所の説明に使う。 ,"The shop sells handmade baskets."
interview,面接,「面接」という動き・変化を表す語。人・物への働きかけを表す。 ,"The interview lasted twenty minutes."
brain,脳,「脳」を表す語。物事・考え・状態を表す基本名詞。 ,"The librarian set the brain near the entrance."
nine,9、九,数を表す語。9、九という数量や順番の表現に使う。 ,"Nine guests arrived before noon."
sister,妹,人・役割を表す「妹」。家族・職業・立場を示す語。 ,"The invoice listed the sister clearly."
camp,野営地,場所を表す「野営地」。行き先・位置・活動場所の説明に使う。 ,"We reached camp before dark."
dream,夢,「夢」を表す語。物事・考え・状態を表す基本名詞。 ,"The dream stayed with him all morning."
hotel,ホテル,場所を表す「ホテル」。行き先・位置・活動場所の説明に使う。 ,"The hotel faced the old canal."
spot,斑点,小さな点や場所。斑点・地点・見つける動詞にも使う。 ,"A red spot appeared on the wall."
chair,いす,身近な物を表す「いす」。形・用途・持ち物の説明で使う。 ,"A chair scraped across the floor."
newspaper,新聞,身近な物を表す「新聞」。形・用途・持ち物の説明で使う。 ,"The newspaper arrived at dawn."
listen,聞く,「聞く」という動き・変化を表す語。人・物への働きかけを表す。 ,"Listen for the click of the lock."
forget,～を忘れる,「～を忘れる」という動き・変化を表す語。人・物への働きかけを表す。 ,"Forget the password, and you wait outside."
birth,誕生,生まれること。誕生・始まりを表す。 ,"The baby's birth was celebrated."
bone,骨,身近な物を表す「骨」。形・用途・持ち物の説明で使う。 ,"The dog buried a bone."
everyone,みんな、すべての人,「みんな、すべての人」を表す語。物事・考え・状態を表す基本名詞。 ,"Everyone arrived early."
partner,相手,一緒に行動する相手。仕事・競技・人生の相棒にも使う。 ,"They tried to partner the proposal after lunch."
flower,花,身近な物を表す「花」。形・用途・持ち物の説明で使う。 ,"A flower opened beside the path."
happy,幸福な,「幸福な」という性質を表す語。人・物・状況の様子を表す。 ,"Happy children chased bubbles."
leg,脚,体の一部「脚」を表す語。位置や動きの説明で使う。 ,"His leg hurt after the climb."
cry,泣く,「泣く」という動き・変化を表す語。人・物への働きかけを表す。 ,"The guests may cry after dinner."
song,歌,「歌」を表す語。物事・考え・状態を表す基本名詞。 ,"The song reminded her of summer."
egg,卵,食べ物・飲み物の「卵」。食事や好みの話で使う。 ,"The recipe calls for the egg at the end."
sugar,砂糖,食べ物・飲み物の「砂糖」。食事や好みの話で使う。 ,"The chef added the sugar to the bowl."
gift,贈り物,身近な物を表す「贈り物」。形・用途・持ち物の説明で使う。 ,"She wrapped the gift in blue paper."
ice,氷,食べ物・飲み物の「氷」。食事や好みの話で使う。 ,"The kitchen smelled of the ice at noon."
beautiful,美しい,「美しい」という性質を表す語。人・物・状況の様子を表す。 ,"A beautiful mural covered the station wall."
push,～を押す,「～を押す」という動き・変化を表す語。人・物への働きかけを表す。 ,"Push the door until it clicks."
cool,涼しい,温度が低めの感覚。落ち着いた、かっこいいにも広がる。 ,"A cool wind entered the room."
weather,天気,空の状態全体。晴雨・気温・風などをまとめて指す。 ,"Weather changed the sailing plan."
boat,小型の船,身近な物を表す「小型の船」。形・用途・持ち物の説明で使う。 ,"Tourists photographed the boat near the station."
hole,穴,中が抜けた空間。穴・欠点・空白にも使う。 ,"A rabbit vanished into the hole."
thin,薄い,厚みや幅が少ない状態。薄い・細い・濃くないに使う。 ,"Thin ice covered the pond."
corner,かど,2つの辺が会う所。角・曲がり角・追い詰める意味もある。 ,"The cafe stands on the corner."
drink,～を飲む；飲み物,「～を飲む；飲み物」という動き・変化を表す語。人・物への働きかけを表す。 ,"Drink water before the race."
solve,～を解く,「～を解く」という動き・変化を表す語。人・物への働きかけを表す。 ,"Solve the puzzle before lunch."
dress,服；～に服を着せる,「衣服」から、ワンピース、服を着せる動詞にも使う。 ,"She wore a red dress to the party."
maybe,たぶん,確信が弱い時の「たぶん」。文全体にかかる副詞。 ,"Maybe, the route needs more time."
farmer,農場経営者,人・役割を表す「農場経営者」。家族・職業・立場を示す語。 ,"A client asked about the farmer after lunch."
factory,工場,物を大量に作る場所。工場を表す基本語。 ,"The factory makes paper boxes."
excellent,すぐれた,「すぐれた」という性質を表す語。人・物・状況の様子を表す。 ,"The result was excellent."
ideal,理想,理想としてぴったりな状態。名詞「理想」にも使う。 ,"The quiet room was ideal for study."
shoulder,肩,体の一部「肩」を表す語。位置や動きの説明で使う。 ,"His shoulder hurt after tennis."
straight,まっすぐな,曲がらずまっすぐ。率直な・連続した意味にも使う。 ,"Draw a straight line across the page."
shake,～を振る；揺れる,小刻みに動かす感じ。振る・揺れる・握手にも使う。 ,"Shake the bottle before opening it."
laugh,笑う,「笑う」という動き・変化を表す語。人・物への働きかけを表す。 ,"The hikers will laugh before sunset."
paint,ペンキ,「ペンキ」という動き・変化を表す語。人・物への働きかけを表す。 ,"Paint the fence before it rains."
magazine,雑誌,身近な物を表す「雑誌」。形・用途・持ち物の説明で使う。 ,"She bought a magazine at the station."
poem,詩,言葉で気持ちや景色を表す作品。詩・詩歌を指す。 ,"The artist captured the poem in the sketch."
carefully,注意深く,注意を向けて行う様子。ミスを避ける丁寧さを表す。 ,"The team worked carefully through the night."
