english,japanese,detail,sample
lighting,照明,「照明」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose a lighting example."
navigation,航行、案内,「航行」を表す語。行為・過程・結果を名詞で表す。 ,"The speaker defined navigation with a simple example."
landing,着陸、踊り場,「着陸」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made a landing decision."
ceiling,天井、上限,「天井」を表す語。人・物の性質・状態を表す形容詞。 ,"The team chose a ceiling route."
ritual,儀式、決まりきった行為,「儀式」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted a ritual pattern."
spare,予備の、割く,余って取っておくイメージ。予備の、時間を割くの意味。 ,"The teacher asked about the spare after class."
genuine,本物の、心からの,偽物でなく本物であること。感情が心からの時にも使う。 ,"She felt genuine."
artery,動脈、幹線道路,「動脈」を表す語。状態やまとまりを名詞で表す。 ,"The critic discussed the artery after the concert."
workman,労働者、職人,「労働者」を表す語。その役割を持つ人・物を表す名詞。 ,"A client asked about the workman after lunch."
assault,暴行、攻撃,「暴行」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The note explained the assault in plain words."
hardware,金物、ハードウェア,「金物」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The guide mentioned the hardware near the entrance."
probe,調査、探針,奥まで探って調べるイメージ。調査・探針に使う。 ,"A diagram showed the probe clearly."
engagement,婚約、関与,「深く関わること」から、婚約、契約、交戦にも広がる。 ,"The lawyer checked the engagement before court."
multiply,掛ける、増える,「掛ける」を表す語。動きや変化を表し、比喩にも広がる。 ,"She spoke multiply to the visitor."
odd,奇妙な、奇数の,普通から外れるイメージ。奇妙な、奇数の両方で使う。 ,"The report noted an odd pattern."
certify,～を証明する,「証明する」を表す語。動きや変化を表し、比喩にも広がる。 ,"Workers learned to certify it during practice."
presumably,おそらく,「おそらく」を表す語。動きや変化を表し、比喩にも広がる。 ,"Presumably, the route needs more time."
expedition,遠征、探検隊,「遠征」を表す語。行為・過程・結果を名詞で表す。 ,"A short story illustrated expedition clearly."
legitimate,合法の、正当な,「合法の」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The teacher chose a legitimate example."
suffering,苦しみ,「苦しみ」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made a suffering decision."
merchandise,商品,「商品」を表す語。ビジネスや取引の文脈でよく使う。 ,"The report connected the merchandise to the case."
naval,海軍の,「海軍の」を表す語。人・物の性質・状態を表す形容詞。 ,"A naval cloud covered the ridge."
bankruptcy,破産,「破産」を表す語。人・物の性質・状態を表す形容詞。 ,"The guide suggested a bankruptcy method."
condemn,～を非難する、有罪にする,「非難する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to condemn it safely."
underground,地下の、地下で,「地下の」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The machine ran underground after the repair."
grasp,～をつかむ、理解する,「つかむ」を表す語。動きや変化を表し、比喩にも広がる。 ,"Workers learned to grasp it during practice."
hook,かぎ、～を引っかける,「かぎ」を表す語。動きや変化を表し、比喩にも広がる。 ,"The presenter pointed to the hook on the slide."
trunk,幹、トランク、胴体,「幹」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The elephant has a long trunk."
informal,非公式の、くだけた,「非公式の」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose an informal example."
investigator,調査員,「調査員」を表す語。その役割を持つ人・物を表す名詞。 ,"The investigator arrived early for the workshop."
mask,仮面、～を隠す,「仮面」を表す語。動きや変化を表し、比喩にも広がる。 ,"A photo showed the mask beside the road."
feedback,フィードバック、反応,「フィードバック」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The manual listed the feedback under tools."
outlet,出口、販売店、はけ口,「出口」を表す語。ビジネスや取引の文脈でよく使う。 ,"The outlet opened early for visitors."
potentially,潜在的に,「潜在的に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"She spoke potentially to the visitor."
stain,染み、～を汚す,「染み」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide mentioned the stain near the entrance."
descend,下る、由来する,「下る」を表す語。動きや変化を表し、比喩にも広がる。 ,"A diagram showed the descend clearly."
forestry,林業,「林業」を表す語。人・物の性質・状態を表す形容詞。 ,"A forestry cloud covered the ridge."
flexibility,柔軟性,「柔軟性」を表す語。性質・立場・関係を名詞で表す。 ,"A short story illustrated flexibility clearly."
exploit,～を活用する、搾取する,資源や機会を使い切る語。活用と搾取の両面がある。 ,"The training video shows how to exploit it safely."
presidential,大統領の,「大統領の」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a presidential phrase."
exclusion,除外,「除外」を表す語。行為・過程・結果を名詞で表す。 ,"The article linked exclusion to climate change."
chip,小片、半導体チップ,「小さく欠けた片」から、半導体チップや欠けにも使う。 ,"A chip fell from the cup."
patch,継ぎ当て、修正,穴や問題を部分的に直すもの。布当て・修正プログラム。 ,"A photo showed the patch beside the road."
duplicate,複製、重複した,「複製」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The manual listed the duplicate under tools."
impulse,衝動、刺激,「衝動」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report connected the impulse to the case."
limb,手足、枝,「手足」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The limb arrived early for the workshop."
missile,ミサイル,具体的な物・場所を指す語。「ミサイル」を場面の名詞として使う。 ,"The guide mentioned the missile near the entrance."
conductor,指揮者、導体、車掌,「導く人・物」から、指揮者、車掌、導体を表す。 ,"The driver checked the conductor before departure."
beneficial,有益な,「有益な」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose a beneficial example."
inspect,～を検査する,「検査する」を表す語。よく見て判断・理解する動きを表す。 ,"Please inspect it after checking the instructions."
insufficient,不十分な,「不十分な」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted an insufficient pattern."
lifetime,一生、生涯の,「一生」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The room had a lifetime feeling."
sail,帆、航海する,具体的な物・場所を指す語。「帆」を場面の名詞として使う。 ,"A shadow covered the sail by the river."
skilled,熟練した,「熟練した」を表す語。人・物の性質・状態を表す形容詞。 ,"The team chose a skilled route."
wolf,オオカミ,「オオカミ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A photo showed the wolf beside the road."
quotation,引用、見積もり,「引用」を表す語。行為・過程・結果を名詞で表す。 ,"The debate revealed quotation after the vote."
heritage,遺産、伝統,「遺産」を表す語。状態やまとまりを名詞で表す。 ,"The report connected the heritage to the case."
bolt,ボルト、急に飛び出す,「ボルト」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The note explained the bolt in plain words."
conjunction,接続詞、結合,文法・語形成の用語。「接続詞」として語や文の働きを表す。 ,"The policy raised questions about conjunction."
weed,雑草、取り除く,具体的な物・場所を指す語。「雑草」を場面の名詞として使う。 ,"A diagram showed the weed clearly."
shed,小屋、～を落とす,「小屋」を表す語。動きや変化を表し、比喩にも広がる。 ,"The teacher chose a shed example."
seldom,めったに～ない,「めったに～ない」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"She seldom misses class."
cope,対処する,「対処する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The presenter pointed to the cope on the slide."
gently,優しく,「優しく」を表す語。動きや変化を表し、比喩にも広がる。 ,"She spoke gently to the visitor."
trait,特徴、特性,「特徴」を表す語。人の性質・感情・状態を表す抽象語。 ,"The room felt trait after the announcement."
compensate,～を補償する、埋め合わせる,「補償する」を表す語。動きや変化を表し、比喩にも広がる。 ,"Workers learned to compensate it during practice."
vibration,振動,「振動」を表す語。行為・過程・結果を名詞で表す。 ,"The study measured vibration across three groups."
pursuit,追跡、追求,「追跡」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The manual listed the pursuit under tools."
ideology,イデオロギー,「イデオロギー」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose an ideology example."
respiratory,呼吸の,「呼吸の」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a respiratory phrase."
verbal,言葉の、口頭の,「言葉の」を表す語。人・物の性質・状態を表す形容詞。 ,"A verbal color filled the evening sky."
supervise,～を監督する,「監督する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to supervise it."
clarify,～を明確にする,「明確にする」を表す語。対象を別の状態へ変える動きを表す。 ,"They decided to clarify it before noon."
overlook,～を見落とす、見渡す,上から見るのが原義。見渡す意味と見落とす意味がある。 ,"The training video shows how to overlook it safely."
digest,～を消化する、要約,取り込んで分かりやすくする語。消化・要約に使う。 ,"Please digest it after checking the instructions."
