english,japanese,detail,sample
about,～ について,「周辺・まわり」から、話題・およそ・動き回る感じにも使う。 ,"The article was about sea turtles."
only,唯一の,一つに限るイメージ。限定の形容詞・副詞として使う。 ,"Only one candle remained lit."
out,～ 外へ,「内側から外へ出る」から、外出・消える・明らかになる意味にも広がる。 ,"The cat ran out through the gate."
into,～ の中へ,外から中へ入る動き。変化して別の状態になる意味にも使う。 ,"The rabbit jumped into the grass."
two,2,数の2を表す語。二人・二個など、数えられるものに使う。 ,"Two birds flew away."
take,～ を手に取る,「手に取って自分側へ運ぶ」から、時間がかかる・選ぶ・受けるにも広がる。 ,"Take the umbrella by the door."
give,～ を与える,「自分側から相手へ渡す」から、情報・影響・機会を与える意味もある。 ,"Give the guard your pass."
up,～ 上へ,下から上への動き。増加・完了・起床・近づく動きにも広がる。 ,"Climb up the ladder carefully."
my,私の,話し手に属することを示す所有格。家族・考え・物などに使う。 ,"My phone is new."
them,彼らを,they の目的格。複数の人・物、または単数theyを受ける。 ,"I invited them."
good,よい,望ましい・質が高いイメージ。能力・味・効果・道徳性にも使う。 ,"Good shoes matter on rocky trails."
him,彼を,男性または男性扱いの人を受ける目的格代名詞。「彼を／彼に」。 ,"I saw him yesterday."
first,第1の,順番の最初を示す語。初めて・第一にという副詞にもなる。 ,"She won first prize."
our,我々の,話し手を含む集団に属することを示す所有格。「私たちの」。 ,"Our team won."
under,～ の下に,下にある・覆われるイメージ。支配下・条件下・未満にも使う。 ,"The dog slept under the table."
go,行く,「今いる所から離れて進む」から、状態の変化にも使われる。 ,"Let’s go before the roads freeze."
know,～ を知る,「知識として持っている」から、人を知る・方法を知るにも使う。 ,"Do you know the guide’s name?"
after,～ の後に,時間・順序で後に来るイメージ。追いかける意味にも広がる。 ,"We talked after the concert."
man,男,成人男性を表す語。人間一般を指す古い用法もある。 ,"The man repaired watches in the shop."
case,実例,具体的な状況・場合を表す語。事例・事件・容器の意味もある。 ,"The detective reopened the case."
then,その時,その時点を指す語。次に・それならという流れの接続にも使う。 ,"Mix the flour, then add water."
well,よく,十分に・上手にのイメージ。健康な状態や会話の切り出しにも使う。 ,"She sings well."
your,あなたの,聞き手に属することを示す所有格。単数・複数どちらにも使う。 ,"Your bag is here."
over,～ の上に,上を覆う・越えるイメージ。超過・終了・期間中にも広がる。 ,"A hawk flew over the field."
between,～ の間に,二つ以上の間にあるイメージ。関係・差・選択範囲にも使う。 ,"The cafe sits between two bookstores."
me,私を,話し手を受ける目的格代名詞。「私を／私に」の意味。 ,"Please help me."
find,～ を見つける,「探して見つける」から、気づく・判明する・感じる意味にも広がる。 ,"Find the exit on the map."
day,昼間,一日または昼間を表す語。時代・特定の日にも使う。 ,"The day began with a power cut."
where,どこに,場所をたずねる・つなぐ語。「どこ」「〜する場所」。 ,"Where did you park the car?"
come,来る,「話し手側・基準点へ近づく」から、到着・発生・順番が来るにも使う。 ,"Come closer to see the pattern."
high,高い,位置・程度・数値が高いイメージ。身分・音・価格にも使う。 ,"A high wall surrounded the garden."
show,～ を見せる,「見えるように示す」から、説明する・証明する・案内するにも使う。 ,"Show your ticket at the door."
each,おのおのの,一つ一つに注目する語。集団の各メンバーを個別に見る。 ,"Each student chose a topic."
very,非常に,程度を強める副詞。「とても」のほか形容詞で「まさに」も表す。 ,"The cave was very cold inside."
like,～ を好む,「好む」から、前置詞では「〜のような」と似ていることを示す。 ,"The stone felt like glass."
through,～ を貫いて,「入口から出口まで通り抜ける」から、経験・手段・期間にも広がる。 ,"Sunlight came through the curtains."
now,今,現在の時点を指す語。話題転換や「さあ」の合図にも使う。 ,"The shop is closed now."
those,それ,離れた複数の物事を指す語。that の複数形。 ,"Those arrived early."
many,多くの,数が多いイメージ。可算名詞に使い、人・物の多さを表す。 ,"Many tourists gathered near the gate."
number,数,数・番号を表す語。数量、順位、電話番号などに広がる。 ,"Write the number on the tag."
great,大きい,「大きさや程度が非常に大きい」から、すばらしい・重要な意味もある。 ,"A great wave struck the pier."
same,同じ,二つ以上が同一・同種であることを示す語。the same の形が多い。 ,"They wore the same blue scarf."
must,～ ねばならない,強い義務・確信を表す助動詞。「〜しなければ」「きっと」。 ,"You must stop here."
right,右,右側が基本。正しい・権利・ちょうどという意味にも広がる。 ,"The right answer was underlined."
way,道,「進む道筋」から、方法・方向・様子・距離を表す重要語。 ,"This is the best way."
because,だから,理由を導く接続詞。「なぜなら〜だから」と原因を説明する。 ,"We stayed inside because thunder rolled."
get,～ を受け取る,「自分のものにする・到達する」から、受け取る・なる・理解するにも広がる。 ,"Get a ticket at the counter."
before,～ の前に,時間・順序で前にあるイメージ。場所の前・以前にも使う。 ,"Wash your hands before dinner."
order,順序,「並びや命令の」から、注文・秩序・順序・指示を表す。 ,"Put the cards in order."
people,人々,人々を表す集合的な語。person の複数として日常でよく使う。 ,"People lined up outside the clinic."
study,勉強,「知識を得るために調べ学ぶ」から、研究・学習科目にも使う。 ,"Study the fossil under the lamp."
section,部分,全体を分けた一部分。文書・店・地域などの区分を表す。 ,"Read the safety section before assembly."
long,長い,端から端まで長いイメージ。時間が長い・切望する動詞にも使う。 ,"A long bridge crossed the marsh."
place,場所,「物事がある場所」から、立場・席・置くという動詞にもなる。 ,"Place the cup on the blue tray."
how,どんなふうに,方法・程度・状態をたずねる語。「どのように」「どれくらい」。 ,"How did you solve the puzzle?"
form,形,「形作られたもの」から、用紙・形式・形成する動詞にもなる。 ,"Fill out the form at the reception desk."
result,結果,何かの後に生じる結果。試験結果・成績・成果にも使う。 ,"The test result arrived by email."
need,必要,「不足して必要とする」から、名詞では必要・必要なものを表す。 ,"We need more tape for the boxes."
change,～ を変える,「別の状態に変わる・変える」から、おつり・交換の意味もある。 ,"Change trains at the next station."
life,生命,「生きている状態」から、人生・生活・生命体・活気にも広がる。 ,"City life can feel noisy at night."
think,～ を考える,「頭の中で考える」から、思う・判断する・予想する意味にも使う。 ,"Think carefully before you answer."
both,両方の,二つをまとめて両方と見る語。both A and B の形が多い。 ,"Both doors opened at once."
present,プレゼント,「目の前にある・出席の」から、現在・贈り物・発表する意味もある。 ,"She wrapped the present in red paper."
point,点,一点を指すイメージ。得点・要点・地点・指す動作に広がる。 ,"The point of the story is simple."
water,水,水を表す不可算名詞。動詞では水をやる・涙が出る意味もある。 ,"Cold water filled the glass."
school,学校,学ぶ場所・組織を表す語。授業・学派・学校生活にも広がる。 ,"The school closed during the storm."
three,3,数の3を表す語。三人・三個など、数えられるものに使う。 ,"Three people waited."
child,子供,大人でない子ども。親から見た子という意味にも使う。 ,"The child counted shells on the beach."
large,大きい,面積・量・規模が大きいイメージ。抽象的な規模にも使う。 ,"A large suitcase blocked the aisle."
mean,意味する,「意味を持つ・意図する」から、形容詞では意地悪な意味もある。 ,"What does this sign mean?"
group,群れ,複数がまとまった集まり。仲間・分類・組にする動詞にもなる。 ,"A group of hikers crossed the ridge."
become,なる,「別の状態・立場になる」から、変化の到達点を表す動詞。 ,"Dreams become reality."
own,自分自身の,自分に属する・独自のイメージ。動詞では所有する意味。 ,"I own a small car."
just,正しい,「ぴったり・ちょうど」から、たった今・ただ〜だけ・公正な意味も。 ,"The bell rang just after lunch."
call,～ を呼ぶ,「声をかける・電話する」から、名付ける・呼び出す意味にも広がる。 ,"Call the hotel before you arrive."
world,世界,人間が暮らす世界全体。特定の分野・社会・世間にも使う。 ,"The world watched the launch online."
look,目を向ける,「目を向ける」から、〜に見える・調べる・注意を向ける意味もある。 ,"Look under the bench for the key."
small,小さい,大きさ・量・程度が小さいイメージ。重要でない意味にも使う。 ,"A small bell rang above the door."
us,我々を,we の目的格。「私たちを／私たちに」と相手を含む場合もある。 ,"They invited us."
line,線,「細長く続く線」から、列・電話回線・文の一行・境界にも使う。 ,"Draw a line between the two points."
end,端,続いていたものの最後。目的・端・終える動詞にもなる。 ,"We reached the end of the trail."
problem,問題,解決すべき困りごと。数学の問題・社会問題にも使う。 ,"A small problem delayed the train."
back,背,「体の背中・後ろ側」から、戻って・返して・裏側にも広がる。 ,"Please step back from the edge."
information,情報,知識として伝えられる内容。不可算名詞で、複数形にしない。 ,"The clerk gave us information about tickets."
house,家,「人が住む建物」から、議会・会社・一家という意味もある。 ,"The house smelled of fresh bread."
city,都市,大きな町・都市。行政単位としての市も表す。 ,"The city glowed after the rain."
here,ここで,話し手の近く・この場所を指す語。今この点にも使う。 ,"Leave the package here."
question,質問,答えを求める問い。疑問点・問題点・質問する動詞にもなる。 ,"Maya asked a question after class."
hand,手,手を表す語。助け・時計の針・手渡す動詞にも広がる。 ,"Raise your hand before you answer."
hold,～ を持つ,「手や腕で保つ」から、開催する・保持する・抑える意味にも使う。 ,"Hold the rope with both hands."
person,人,一人の人を表す語。性別を問わず個人に注目する。 ,"One person waited by the elevator."
set,～ を置く・すえる,「決まった位置・状態に置く」から、設定する・一式・集合など多義。 ,"Set the timer for ten minutes."
old,年とった,年を取った・古いイメージ。以前の・昔からの意味にも使う。 ,"An old photo fell from the book."
woman,女,成人女性を表す語。性別に注目して一人の人を指す。 ,"The woman carried flowers home."
down,～ 下へ,上から下への動き。減少・停止・落ち込む状態にも広がる。 ,"Water ran down the window."
another,もう一つの,同種のものをもう一つ示す語。別の一つという意味もある。 ,"Another storm approached the coast."
second,第2の,順番の二番目。時間単位の秒、動詞では賛成する意味もある。 ,"She came second."
leave,～ を去る,「その場を離れる」から、置いていく・残す・休暇の意味にも広がる。 ,"Leave the gate open for the truck."
type,型,共通の特徴を持つ型・種類。文字を打つ動詞にもなる。 ,"Choose the right type of cable."
want,～ をほしがる,「不足を感じて望む」から、欲しい・〜したいの基本動詞。 ,"I want a quiet room for reading."
name,名,人・物を区別する呼び名。名付ける・指名する動詞にもなる。 ,"Write your name at the top of the form."
little,小さい,量・大きさが少ないイメージ。幼い・少しだけの意味にも使う。 ,"A little rain cooled the street."
pay,～ を支払う,「お金を支払う」から、注意を払う・報いを受ける意味にも広がる。 ,"Pay the bill at the counter."
book,本,まとまったページの本。予約する動詞、帳簿の意味もある。 ,"The book fell open to a map."
business,職業,「仕事・商売」から、会社・用事・業界・重要な事柄にも使う。 ,"Her bakery business grew after the festival."
note,メモ,短く記したもの。注意・音符・気づく／書き留める動詞にもなる。 ,"She left a note on the door."
different,異なった,同じでない・違いがあるイメージ。種類や考えの相違を表す。 ,"They chose a different route home."
write,～ を書く,「文字で記す」から、手紙・文章・記録・作曲にも広がる。 ,"Write your name on the form."
early,早い,時間的に早いイメージ。初期の・予定より前の意味もある。 ,"The early train left in darkness."
thing,物,名前を特定しない物事。状況・事柄・重要点にも使える。 ,"One thing still bothered her after the meeting."
table,テーブル,「物を置く台」から、表・一覧・会議で議題にする意味もある。 ,"The table held maps and candles."
still,静止した,「動かず静かな」から、副詞では「まだ」「それでも」の意味。 ,"The pond was still at sunrise."
period,期間,「区切られた時間」から、時代・授業時間・句点にも使う。 ,"The rainy period lasted a month."
action,行動,何かをする動き・行為。対策・訴訟・物語の展開にも広がる。 ,"Action is needed."
office,事務所,事務を行う場所。役職・官庁・診療所の意味にも使う。 ,"The office overlooked the park."
word,語,意味を持つ語。約束・知らせ・短い発言にも広がる。 ,"Circle the word you do not know."
tell,～ を話す,「情報を相手に伝える」から、区別する・命じる意味にも使う。 ,"Tell the nurse about the pain."
every,すべての,一つ残らず全てに注目する語。単数名詞と使うのが基本。 ,"Every window faced the sea."
plan,計画,先を見通した予定・計画。設計図や計画する動詞にもなる。 ,"The plan changed after the storm warning."
social,社会の,人との関わり・社会に関する語。社交的な意味もある。 ,"Social pressure shaped the decision."
example,例,説明のための具体例。手本・代表例を示す語。 ,"The example helped the class understand."
subject,科目,「話題・科目・主語」から、対象や支配下にある意味もある。 ,"Math was his favorite subject."
ask,～ について質問する,「答えや行動を求める」から、質問する・頼む・招待するにも使う。 ,"Ask the driver where to wait."
too,～ もまた,追加の「〜も」。程度が過ぎる「〜すぎる」の意味も重要。 ,"The box was too heavy to lift."
family,家族,血縁・同居などで結ばれた家族。仲間・系統にも広がる。 ,"Her family gathered for dinner."
board,板,「平たい板」から、掲示板・役員会・乗り込む動詞にもなる。 ,"Board the train here."
rule,規則,行動を決める規則。支配する・物差しで線を引く意味もある。 ,"The rule protects young players."
war,戦争,国や集団同士の大きな争い。比喩的な闘いにも使われる。 ,"War changed the city’s skyline."
course,進路,「進む道筋」から、講座・料理の一品・当然の流れにも広がる。 ,"The course starts every April."
important,重要な,大きな価値や影響があるイメージ。人・事柄の重要性を表す。 ,"An important clue appeared in the letter."
home,家,自分の生活の主な意味となる場所。故郷・本拠地・家庭にも使う。 ,"Home felt quiet after the guests left."
test,試験,力や性質を確かめる試験。検査・試す動詞にもなる。 ,"The test confirmed the doctor’s guess."
party,パーティー,「人の集まり」から、政党・一行・契約の当事者にも使う。 ,"The judge mentioned the party during the hearing."
head,頭,「体の頭」から、先頭・責任者・向かう動詞にも広がる。 ,"My head ached after the long flight."
begin,始まる,「物事が始まる・始める」から、start よりやや形式的。 ,"Begin the lesson with a short quiz."
price,値段,商品やサービスの値段。代償・価格を付ける動詞にもなる。 ,"The price dropped after the holiday."
activity,活動,体や頭を動かす活動。学校活動・経済活動・動きの度合いにも。 ,"The article linked activity to climate change."
bring,～ を持ってくる,「物や人を話し手側へ持ってくる」から、結果をもたらす意味もある。 ,"Bring a jacket to the campsite."
field,野原,「開けた土地」から、競技場・分野・現場・入力欄にも広がる。 ,"The field turned gold in autumn."
matter,物質,「問題となる事柄」から、物質・重要であるという動詞にもなる。 ,"This matter needs careful review."
off,～ から,接触・状態から離れるイメージ。休み・電源停止・値引きにも使う。 ,"Please turn off the hallway light."
