english,japanese,detail,sample
picturesque,絵のように美しい,「絵のように美しい」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A picturesque melody filled the hall."
penicillin,ペニシリン,「ペニシリン」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The visitor noticed the penicillin near the doorway."
impossibility,不可能,「不可能」を表す語。性質・状態・考え方を表す抽象語。 ,"The survey tracked impossibility over several years."
irrational,理性のない,「理性のない」を表す語。否定・不足・反対状態を表す。 ,"The team chose an irrational route."
exquisite,絶妙な,「絶妙な」を表す語。人・物・状況の性質を描く形容詞。 ,"The report noted an exquisite pattern."
faulty,欠点のある,「欠点のある」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The teacher asked about the faulty after class."
hastily,急いで,「急いで」を表す語。動作・判断の仕方や程度を添える。 ,"The machine ran hastily after the repair."
barren,不毛の・実を結ばない,「不毛の・実を結ばない」を表す語。人・物・状況の性質を描く形容詞。 ,"The guide suggested a barren method."
worldly,世俗的な・世慣れた,「世俗的な・世慣れた」を表す語。動作・判断の仕方や程度を添える。 ,"The machine ran worldly after the repair."
sincerity,誠実,「誠実」を表す語。性質・状態・考え方を表す抽象語。 ,"The committee discussed sincerity for an hour."
pint,パイント,「パイント」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide mentioned the pint near the entrance."
risky,危険な,「危険な」を表す語。人・物・状況の性質を描く形容詞。 ,"The coach praised a risky effort."
prosper,繁栄する,「繁栄する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The team checked the prosper before leaving."
stab,～を刺す,「刺す」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The training video shows how to stab it safely."
masterpiece,傑作,「傑作」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The presenter pointed to the masterpiece on the slide."
conceivable,考えられる,「考えられる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The teacher chose a conceivable example."
needy,困窮している,「困窮している」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The article described the needy with an example."
captive,捕虜・捕らわれた,「捕虜・捕らわれた」を表す語。人・物・状況の性質を描く形容詞。 ,"The committee made a captive decision."
misunderstand,～を誤解する,「誤解する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please misunderstand the trail marker before the next step."
cripple,障害者・～を不自由にする,「障害者・を不自由にする」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The cripple arrived early for the workshop."
sob,すすり泣く,「すすり泣く」を表す語。動作・判断の仕方や程度を添える。 ,"The report connected the sob to the case."
correctness,正しさ,「正しさ」を表す語。性質・状態・考え方を表す抽象語。 ,"The speaker defined correctness with a simple example."
pharmacist,薬剤師,「薬剤師」を表す語。その役割・職業・立場の人を表す。 ,"The invoice listed the pharmacist clearly."
improperly,不適切に,「不適切に」を表す語。動作・判断の仕方や程度を添える。 ,"She spoke improperly to the visitor."
disgrace,不名誉・～の面目を失わせる,「不名誉・の面目を失わせる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The scandal was a disgrace."
plague,疫病・悩ませるもの,「疫病・悩ませるもの」を表す語。人・物・状況の性質を描く形容詞。 ,"A plague result changed the treatment."
countryman,同国人・田舎の人,「同国人・田舎の人」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The countryman arrived early for the workshop."
humane,人道的な,「人道的な」を表す語。人・物・状況の性質を描く形容詞。 ,"The coach praised a humane effort."
adorn,～を飾る,「飾る」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The training video shows how to adorn it safely."
thrill,ぞくぞくする感じ,「ぞくぞくする感じ」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The teacher asked about the thrill after class."
unrest,不安,「不安」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the unrest beside the road."
worthless,価値のない,「価値のない」を表す語。人・物・状況の性質を描く形容詞。 ,"The room had a worthless feeling."
overtake,～に追いつく,「追いつく」を表す語。動作・判断の仕方や程度を添える。 ,"They decided to overtake it before noon."
tolerant,寛容な,「寛容な」を表す語。人・物・状況の性質を描く形容詞。 ,"The team chose a tolerant route."
bitterly,ひどく,「ひどく」を表す語。動作・判断の仕方や程度を添える。 ,"The team worked bitterly through the night."
rally,集会・回復する・再び集める,「集会・回復する・再び集める」を表す語。動作・判断の仕方や程度を添える。 ,"The door closed rally behind us."
willingly,喜んで,「喜んで」を表す語。動作・判断の仕方や程度を添える。 ,"The machine ran willingly after the repair."
starvation,餓死,「餓死」を表す語。行為・結果・状態を表す名詞。 ,"A short story illustrated starvation clearly."
queer,風変わりな,「風変わりな」を表す語。人・物・状況の性質を描く形容詞。 ,"A queer wind moved through the trees."
slash,～をさっと切る,「さっと切る・をヒュッと打ち下ろす」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please slash it after checking the instructions."
aspire,大志を抱く・熱望する,「大志を抱く・熱望する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The kitchen smelled of aspire."
berry,ベリー,「ベリー」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher asked about the berry after class."
merger,吸収合併,「吸収合併」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the merger beside the road."
astonishing,驚くべき,「驚くべき」を表す語。行為・結果・状態を表す名詞。 ,"The manual listed the astonishing under tools."
tropic,回帰線・熱帯,「回帰線・熱帯」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The report noted a tropic pattern."
simplification,単純化,「単純化」を表す語。行為・結果・状態を表す名詞。 ,"The debate revealed simplification after the vote."
eyebrow,眉,「眉」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The guide mentioned the eyebrow near the entrance."
evacuate,～を避難させる・立ち退く,「避難させる・立ち退く」を表す語。動作・判断の仕方や程度を添える。 ,"They decided to evacuate it before noon."
inaccurate,不正確な,「不正確な」を表す語。否定・不足・反対状態を表す。 ,"The teacher chose an inaccurate example."
holocaust,大虐殺・ホロコースト,「大虐殺・ホロコースト」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The visitor noticed the holocaust near the doorway."
inert,不活発な・不活性の,「不活発な・不活性の」を表す語。人・物・状況の性質を描く形容詞。 ,"The report noted an inert pattern."
rehearsal,リハーサル・予行演習,「リハーサル・予行演習」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The checklist included the rehearsal at the end."
magnify,～を拡大する,「拡大する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They decided to magnify it before noon."
tomb,墓,「墓」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The teacher asked about the tomb after class."
biotechnology,生物工学,「生物工学」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the biotechnology beside the road."
nicely,見事に,「見事に」を表す語。動作・判断の仕方や程度を添える。 ,"The singer paused nicely before the chorus."
corporal,伍長・身体の,「伍長・身体の」を表す語。人・物・状況の性質を描く形容詞。 ,"The coach praised a corporal effort."
benevolent,慈悲深い,「慈悲深い」を表す語。人・物・状況の性質を描く形容詞。 ,"Her smile looked benevolent after the news."
subside,おさまる・沈下する,「おさまる・沈下する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The guide mentioned the subside near the entrance."
hail,雹・歓呼する,「雹・歓呼する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"A diagram showed the hail clearly."
navigate,～を航行する・進む,「航行する・進む」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Workers learned to navigate it during practice."
calmly,静かに,「静かに」を表す語。動作・判断の仕方や程度を添える。 ,"The singer paused calmly before the chorus."
worsen,～をいっそう悪化させる,「いっそう悪化させる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"They decided to worsen it before noon."
disapproval,不賛成,「不賛成」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The checklist included the disapproval at the end."
pluck,～を摘む,「摘む」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please pluck it after checking the instructions."
refute,～の誤りを証明する,「誤りを証明する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The evidence can refute the claim."
anguish,激しい苦しみ,「激しい苦しみ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the anguish beside the road."
distraction,気を散らすこと,「気を散らすこと」を表す語。行為・結果・状態を表す名詞。 ,"A short story illustrated distraction clearly."
idiot,ばか・愚か者,「ばか・愚か者」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The idiot arrived early for the workshop."
discredit,～の信用を落とす,「信用を落とす」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The report may discredit the rumor."
coral,サンゴ,「サンゴ」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A coral color filled the evening sky."
trolley,手押し車,「手押し車」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The driver checked the trolley before departure."
blur,ぼやけ・～をぼかす,「ぼやけ・をぼかす」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The team checked the blur before leaving."
lengthen,～を長くする,「長くする」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The training video shows how to lengthen it safely."
commemorate,～を記念する,「記念する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"Please commemorate it after checking the instructions."
moonlight,月光,「月光」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The calendar marked the moonlight in blue."
aristocracy,貴族政治,「貴族政治」を表す語。性質・状態・考え方を表す抽象語。 ,"The study measured aristocracy across three groups."
alphabetical,アルファベット順の,「アルファベット順の」を表す語。人・物・状況の性質を描く形容詞。 ,"The committee made an alphabetical decision."
rack,棚・苦しめる,「棚・苦しめる」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"A photo showed the rack beside the road."
transfusion,輸血,「輸血」を表す語。行為・結果・状態を表す名詞。 ,"The committee discussed transfusion for an hour."
vibrate,振動する,「振動する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The report connected the vibrate to the case."
resonant,鳴り響く,「鳴り響く」を表す語。動作・判断の仕方や程度を添える。 ,"The note explained the resonant in plain words."
motorist,自動車運転者,「自動車運転者」を表す語。その役割・職業・立場の人を表す。 ,"The invoice listed the motorist clearly."
germ,細菌・芽,「細菌・芽」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A diagram showed the germ clearly."
grieve,悲しむ,「悲しむ」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The letter was full of grieve."
dormitory,寄宿舎,「寄宿舎」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A dormitory color filled the evening sky."
polity,政治形態・政体,「政治形態・政体」を表す語。性質・状態・考え方を表す抽象語。 ,"The study measured polity across three groups."
comfortably,心地よく,「心地よく」を表す語。動作・判断の仕方や程度を添える。 ,"The guard moved comfortably along the hallway."
unlock,～の錠を開ける・解き明かす,「錠を開ける・解き明かす」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"This key can unlock the door."
unsafe,危険な,「危険な」を表す語。否定・不足・反対状態を表す。 ,"The committee made an unsafe decision."
housewife,主婦,「主婦」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"A photo showed the housewife beside the road."
rim,へり・縁,「り・縁」を表す語。物・状態・出来事を表し、比喩にも広がる。 ,"The manual listed the rim under tools."
loneliness,寂しさ,「寂しさ」を表す語。性質・状態・考え方を表す抽象語。 ,"The survey tracked loneliness over several years."
infringe,～を侵害する,「侵害する」を表す語。具体的な動作から、抽象的な行為にも広がる。 ,"The training video shows how to infringe it safely."
chaotic,混とんとした,「混とんとした」を表す語。人・物・状況の性質を描く形容詞。 ,"The report noted a chaotic pattern."
