english,japanese,detail,sample
solid,固体の,固く形がある感覚。確かな・信頼できるという評価にも使う。 ,"The committee made a solid decision."
aim,ねらう；目的,「ねらう」を指す基本語。物・考え・場面を具体的に表す。「目的」の意味もある。 ,"Her aim was clear."
religion,宗教,「宗教」を指す基本語。物・考え・場面を具体的に表す。 ,"A diagram showed the religion clearly."
declare,～を宣言する,対象に働きかける動詞。「宣言する」動作から抽象的用法にも広がる。 ,"They decided to declare it before noon."
sheet,シート、1枚,「シート」を指す基本語。物・考え・場面を具体的に表す。 ,"The visitor noticed the sheet near the doorway."
interaction,相互作用,動作・性質を名詞化した語。「相互作用」という概念や結果を表す。 ,"Her essay connected interaction with daily life."
forth,前へ,「前へ」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"She spoke forth to the visitor."
proportion,割合,動作・性質を名詞化した語。「割合」という概念や結果を表す。 ,"The study measured proportion across three groups."
depth,深さ,「深さ」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the depth near the entrance."
ensure,～を保証する,対象に働きかける動詞。「保証する」動作から抽象的用法にも広がる。 ,"The training video shows how to ensure it safely."
compound,～を混ぜ合わせる,複数を混ぜ合わせたものが主な意味。化合物・複合の意味にも。 ,"Please compound it after checking the instructions."
option,選択肢,動作・性質を名詞化した語。「選択肢」という概念や結果を表す。 ,"The article linked option to climate change."
entirely,全く,「全く」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The singer paused entirely before the chorus."
frequently,しばしば,「しばしば」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The door closed frequently behind us."
marriage,結婚,「結婚」を指す基本語。物・考え・場面を具体的に表す。 ,"A diagram showed the marriage clearly."
selection,選ぶこと,動作・性質を名詞化した語。「選ぶ」という概念や結果を表す。 ,"Her essay connected selection with daily life."
promote,～を助長する,対象に働きかける動詞。「助長する」動作から抽象的用法にも広がる。 ,"Workers learned to promote it during practice."
despite,～にもかかわらず,語句や文をつなぎ「かかわらず」関係を示す。条件・範囲にも使う。 ,"We played despite the rain."
medium,媒体、中間,「媒体」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the medium near the entrance."
ordinary,いつもの,「いつもの」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose an ordinary example."
moral,道徳的な,「道徳的な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The committee made a moral decision."
mission,任務、使命,動作・性質を名詞化した語。「任務」という概念や結果を表す。 ,"The article linked mission to climate change."
limitation,制限,動作・性質を名詞化した語。「制限」という概念や結果を表す。 ,"The speaker defined limitation with a simple example."
edition,版,動作・性質を名詞化した語。「版」という概念や結果を表す。 ,"The survey tracked edition over several years."
composition,構成、作文,動作・性質を名詞化した語。「構成」という概念や結果を表す。 ,"The lecture explored composition through real cases."
absence,不在,動作・性質を名詞化した語。「不在」という概念や結果を表す。 ,"Her essay connected absence with daily life."
generate,～を発生させる,対象に働きかける動詞。「発生させる」動作から抽象的用法にも広がる。 ,"Workers learned to generate it during practice."
settlement,解決,「解決」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The study measured settlement across three groups."
storage,保管、貯蔵,「保管」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the storage near the entrance."
stream,小川,「小川」を指す基本語。物・考え・場面を具体的に表す。 ,"The presenter pointed to the stream on the slide."
slightly,わずかに,「わずかに」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The child listened slightly during the story."
tissue,組織,「組織」を指す基本語。物・考え・場面を具体的に表す。 ,"The article described the tissue with an example."
assign,～を割り当てる,対象に働きかける動詞。「割り当てる」動作から抽象的用法にも広がる。 ,"The guide showed us how to assign it."
accompany,～に同行する,対象に働きかける動詞。「同行する」動作から抽象的用法にも広がる。 ,"They decided to accompany it before noon."
cycle,周期,輪のように繰り返す流れ。周期・自転車にも使う。 ,"The guide marked the cycle on the map."
reality,現実,動作・性質を名詞化した語。「現実」という概念や結果を表す。 ,"Her essay connected reality with daily life."
angle,角度,「角度」を指す基本語。物・考え・場面を具体的に表す。 ,"The note explained the angle in plain words."
brief,短時間の,「短時間の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The editor marked a brief phrase."
belief,信念,「信念」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the belief near the entrance."
skin,皮膚,体の一部・状態としての「皮膚」が主な意味。比喩的な表現にも広がる。 ,"The team checked the skin before leaving."
liquid,液体,「液体」を指す基本語。物・考え・場面を具体的に表す。 ,"The liquid filled the glass."
occasion,機会、場合,「機会」という場所・範囲が主な意味。活動や所属の場面で使う。 ,"The occasion opened early for visitors."
assist,～を手伝う,対象に働きかける動詞。「手伝う」動作から抽象的用法にも広がる。 ,"The guide showed us how to assist it."
enemy,敵,「敵」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the enemy near the entrance."
trend,傾向,「傾向」を指す基本語。物・考え・場面を具体的に表す。 ,"The teacher asked about the trend after class."
politics,政治,「政治」を指す基本語。物・考え・場面を具体的に表す。 ,"A photo showed the politics beside the road."
expand,拡大する,「拡大する」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The manual listed the expand under tools."
permanent,永続的な,「永続的な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The coach praised a permanent effort."
efficiency,能率,動作・性質を名詞化した語。「能率」という概念や結果を表す。 ,"The coach praised an efficiency effort."
proof,証拠,「証拠」を指す基本語。物・考え・場面を具体的に表す。 ,"The guide mentioned the proof near the entrance."
settle,～を決定する,対象に働きかける動詞。「決定する」動作から抽象的用法にも広がる。 ,"Please settle it after checking the instructions."
height,高さ,「高さ」を指す基本語。物・考え・場面を具体的に表す。 ,"Height limits are posted at the gate."
household,家庭、家族,「家庭」を指す基本語。物・考え・場面を具体的に表す。 ,"The household arrived early for the workshop."
struggle,苦闘する、もがく,「苦闘する」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The presenter pointed to the struggle on the slide."
limited,限られた,「限られた」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The team chose a limited route."
retain,～を持ち続ける,対象に働きかける動詞。「持ち続ける」動作から抽象的用法にも広がる。 ,"Please retain it after checking the instructions."
teaching,教えること,動作を名詞・形容詞化した語。「教える」場面や状態を表す。 ,"The report noted a teaching pattern."
largely,主として,「主として」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The machine ran largely after the repair."
dependent,依存している,何かに頼って成り立つ状態。依存関係や扶養にも使う。 ,"The guide suggested a dependent method."
rapid,速い,「速い」を指す基本語。物・考え・場面を具体的に表す。 ,"The class found a rapid pattern in the story."
mineral,無機物,「無機物」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The editor marked a mineral phrase."
furnish,～に家具を備え付ける,対象に働きかける動詞。「家具を備え付ける」動作から抽象的用法にも広がる。 ,"A furnish color filled the evening sky."
occupy,～を占める,対象に働きかける動詞。「占める」動作から抽象的用法にも広がる。 ,"The guide showed us how to occupy it."
commit,～を犯す,対象に働きかける動詞。「犯す」動作から抽象的用法にも広がる。 ,"They decided to commit it before noon."
remark,簡単な発言,「簡単な発言」を指す基本語。物・考え・場面を具体的に表す。 ,"The visitor noticed the remark near the doorway."
participate,参加する,「参加する」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The presenter pointed to the participate on the slide."
delivery,配達,「配達」を指す基本語。物・考え・場面を具体的に表す。 ,"The checklist included the delivery at the end."
numerous,非常に多い,「非常に多い」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The editor marked a numerous phrase."
substantial,かなりの,「かなりの」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The committee made a substantial decision."
distribute,～を分配する,対象に働きかける動詞。「分配する」動作から抽象的用法にも広がる。 ,"The training video shows how to distribute it safely."
battle,戦闘,「戦闘」を指す基本語。物・考え・場面を具体的に表す。 ,"The manual listed the battle under tools."
respond,返事をする,「返事をする」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The report connected the respond to the case."
resident,居住者,「居住者」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The room had a resident feeling."
attach,～をつける,対象に働きかける動詞。「つける」動作から抽象的用法にも広がる。 ,"Experts know how to attach the label safely."
cancer,がん,「がん」を指す基本語。物・考え・場面を具体的に表す。 ,"A diagram showed the cancer clearly."
excess,超過,「超過」を指す基本語。物・考え・場面を具体的に表す。 ,"The team checked the excess before leaving."
inform,～に知らせる,対象に働きかける動詞。「知らせる」動作から抽象的用法にも広がる。 ,"Workers learned to inform it during practice."
sequence,連続,動作・性質を名詞化した語。「連続」という概念や結果を表す。 ,"The study measured sequence across three groups."
proceed,取りかかる,「取りかかる」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The checklist included the proceed at the end."
sand,砂,「砂」を指す基本語。物・考え・場面を具体的に表す。 ,"The article described the sand with an example."
modify,～を修正する,対象に働きかける動詞。「修正する」動作から抽象的用法にも広がる。 ,"Please modify it after checking the instructions."
electrical,電気と関係のある,電気に関係する性質。機器・配線・技術に使う。 ,"The electrical signal reached the receiver."
marine,海の,「海の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The hikers crossed a marine slope."
identity,同一であること,動作・性質を名詞化した語。「同一である」という概念や結果を表す。 ,"The survey tracked identity over several years."
score,スコア,得点が主な意味。音楽の楽譜や多数という意味にも使う。 ,"The artist captured the score in the sketch."
career,生涯,「生涯」を指す基本語。物・考え・場面を具体的に表す。 ,"The guide mentioned the career near the entrance."
arrange,～を整理する,対象に働きかける動詞。「整理する」動作から抽象的用法にも広がる。 ,"Workers learned to arrange it during practice."
electron,電子,「電子」を指す基本語。物・考え・場面を具体的に表す。 ,"The team checked the electron before leaving."
consumption,消費量,動作・性質を名詞化した語。「消費量」という概念や結果を表す。 ,"A short story illustrated consumption clearly."
possession,所有,「所有」という場所・範囲が主な意味。活動や所属の場面で使う。 ,"The policy raised questions about possession."
global,世界的な,「世界的な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The editor marked a global phrase."
immediate,即座の,「即座の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"We need an immediate answer."
pipe,管,管が主な意味。パイプ・笛・配管する動作にも使う。 ,"The teacher asked about the pipe after class."
minor,小さいほうの；未成年,「小さいほうの」を指す基本語。物・考え・場面を具体的に表す。「未成年」の意味もある。 ,"The librarian set the minor near the entrance."
philosophy,哲学,「哲学」を指す基本語。物・考え・場面を具体的に表す。 ,"The manual listed the philosophy under tools."
properly,適切に,「適切に」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The team worked properly through the night."
possess,～を所有する,対象に働きかける動詞。「所有する」動作から抽象的用法にも広がる。 ,"They possess rare maps from the island."
wire,針金,「針金」を指す基本語。物・考え・場面を具体的に表す。 ,"The guide mentioned the wire near the entrance."
moreover,そのうえ,「そのうえ」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"Rain fell moreover through the night."
reserve,予約する；取っておく,「予約する」という動きや変化を表す語。人・物の状態変化にも使う。「取っておく」の意味もある。 ,"The team checked the reserve before leaving."
plain,明白な、平原,「明白な」を指す基本語。物・考え・場面を具体的に表す。 ,"The visitor noticed the plain near the doorway."
narrow,狭い,「狭い」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"A narrow lane led to the shrine."
guarantee,保証,「保証」を指す基本語。物・考え・場面を具体的に表す。 ,"The checklist included the guarantee at the end."
typical,典型的な,「典型的な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The guide suggested a typical method."
differ,違う,「違う」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The teacher asked about the differ after class."
preserve,～を守る,対象に働きかける動詞。「守る」動作から抽象的用法にも広がる。 ,"Please preserve it after checking the instructions."
qualify,資格を与える；条件を満たす,「資格を与える」という動きや変化を表す語。人・物の状態変化にも使う。「条件を満たす」の意味もある。 ,"The manual listed the qualify under tools."
mechanical,機械の,「機械の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"A mechanical file caused the warning."
muscle,筋肉,体の一部・状態としての「筋肉」が主な意味。比喩的な表現にも広がる。 ,"The note explained the muscle in plain words."
approval,承認,「承認」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose an approval example."
inspection,検査,動作・性質を名詞化した語。「検査」という概念や結果を表す。 ,"The committee discussed inspection for an hour."
primarily,第一に,「第一に」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The program is primarily for beginners."
cotton,綿,「綿」を指す基本語。物・考え・場面を具体的に表す。 ,"The visitor noticed the cotton near the doorway."
eliminate,～を取り除く,対象に働きかける動詞。「取り除く」動作から抽象的用法にも広がる。 ,"They decided to eliminate it before noon."
revise,～を改訂する,対象に働きかける動詞。「改訂する」動作から抽象的用法にも広がる。 ,"The training video shows how to revise it safely."
surround,～を囲む,対象に働きかける動詞。「囲む」動作から抽象的用法にも広がる。 ,"Please surround it after checking the instructions."
opening,開始；空き,動作を名詞・形容詞化した語。「開始」場面や状態を表す。「空き」の意味もある。 ,"The report noted an opening pattern."
southern,南の,「南の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The editor marked a southern phrase."
govern,～を治める,対象に働きかける動詞。「治める」動作から抽象的用法にも広がる。 ,"They decided to govern it before noon."
anti,反対の,「反対の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose an anti example."
closely,ぴったりと,「ぴったりと」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The child listened closely during the story."
aware,知っている,情報や状況に気づいている状態。be aware ofでよく使う。 ,"The guide mentioned the aware near the entrance."
finger,指,体の一部・状態としての「指」が主な意味。比喩的な表現にも広がる。 ,"A diagram showed the finger clearly."
recovery,取り戻すこと,「取り戻す」を指す基本語。物・考え・場面を具体的に表す。 ,"The librarian set the recovery near the entrance."
resolve,～を決心する,対象に働きかける動詞。「決心する」動作から抽象的用法にも広がる。 ,"The training video shows how to resolve it safely."
trace,跡,「跡」を指す基本語。物・考え・場面を具体的に表す。 ,"The presenter pointed to the trace on the slide."
monthly,毎月の,「毎月の」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"We review the budget monthly."
recover,回復する,「回復する」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The article described the recover with an example."
continuous,切り目なく続く,切れ目なく続く感覚。時間・動作・線などに使う。 ,"The committee made a continuous decision."
expose,～をさらす,対象に働きかける動詞。「さらす」動作から抽象的用法にも広がる。 ,"The training video shows how to expose it safely."
confirm,～を確証する,対象に働きかける動詞。「確証する」動作から抽象的用法にも広がる。 ,"Please confirm it after checking the instructions."
infection,感染,動作・性質を名詞化した語。「感染」という概念や結果を表す。 ,"The article linked infection to climate change."
rank,階級,順位や階級が主な意味。並べる・評価する動詞にもなる。 ,"The note explained the rank in plain words."
membership,会員であること,動作・性質を名詞化した語。「会員である」という概念や結果を表す。 ,"The hotel offered a membership view."
abstract,抽象的な,具体物から離れた感覚。要約・抽象芸術にも使う。 ,"The painting was abstract."
vision,視力,見る力が主な意味。将来像・構想という意味にも広がる。 ,"Her essay connected vision with daily life."
formula,式、決まった方法,「式」を指す基本語。物・考え・場面を具体的に表す。 ,"The visitor noticed the formula near the doorway."
aid,～を助ける,対象に働きかける動詞。「助ける」動作から抽象的用法にも広がる。 ,"The guide showed us how to aid it."
pure,純粋な,「純粋な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The coach praised a pure effort."
artist,芸術家,「芸術家」という人・役割が主な意味。職業・立場・関係を表す。 ,"The invoice listed the artist clearly."
emerge,出てくる,「出てくる」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The teacher asked about the emerge after class."
announce,～を発表する,対象に働きかける動詞。「発表する」動作から抽象的用法にも広がる。 ,"Workers learned to announce it during practice."
severe,厳しい,「厳しい」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The room had a severe feeling."
producer,生産者,「生産者」という人・役割が主な意味。職業・立場・関係を表す。 ,"A client asked about the producer after lunch."
substitute,代用品、代理,別の物で置き換える感覚。代理人・代用品にも使う。 ,"The note explained the substitute in plain words."
electronic,電子の,「電子の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The report noted an electronic pattern."
distinguish,～を区別する,対象に働きかける動詞。「区別する」動作から抽象的用法にも広がる。 ,"The report noted a distinguish pattern."
leadership,指導者の地位,動作・性質を名詞化した語。「指導者の地位」という概念や結果を表す。 ,"A leadership road led to the village."
radiation,放射線,動作・性質を名詞化した語。「放射線」という概念や結果を表す。 ,"A short story illustrated radiation clearly."
superior,優れた、上位の,「優れた」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose a superior example."
border,境界、国境,土地や物の境目が主な意味。国境・縁取りにも使う。 ,"The checklist included the border at the end."
interval,間の時間,「間の時間」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The result was interval."
rapidly,速く,「速く」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The singer paused rapidly before the chorus."
recall,～を思い出す,対象に働きかける動詞。「思い出す」動作から抽象的用法にも広がる。 ,"They decided to recall it before noon."
formal,正式の,「正式の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The team chose a formal route."
apparent,明白な,「明白な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The report noted an apparent pattern."
phenomenon,現象,「現象」を指す基本語。物・考え・場面を具体的に表す。 ,"The note explained the phenomenon in plain words."
nevertheless,それでもやはり,「それでもやはり」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"Nevertheless, the route needs more time."
fifth,第5の,「第5の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The fifth chapter explains the rule."
reject,～を断る,対象に働きかける動詞。「断る」動作から抽象的用法にも広がる。 ,"The training video shows how to reject it safely."
crisis,重大な事態,「重大な事態」を指す基本語。物・考え・場面を具体的に表す。 ,"The visitor noticed the crisis near the doorway."
obvious,明白な,「明白な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The report noted an obvious pattern."
accomplish,～を成し遂げる,対象に働きかける動詞。「成し遂げる」動作から抽象的用法にも広がる。 ,"The guide showed us how to accomplish it."
outline,概要、輪郭,外側の線が主な意味。要点だけをまとめた概要にも使う。 ,"The article described the outline with an example."
suddenly,突然に,「突然に」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The lights suddenly went out."
emphasis,強調,「強調」を指す基本語。物・考え・場面を具体的に表す。 ,"A photo showed the emphasis beside the road."
