english,japanese,detail,sample
wildlife,野生生物,「野生生物」を指す基本語。物・考え・場面を具体的に表す。 ,"The visitor noticed the wildlife near the doorway."
prejudice,先入観,「先入観」を指す基本語。物・考え・場面を具体的に表す。 ,"The presenter pointed to the prejudice on the slide."
racial,人種の,「人種の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The coach praised a racial effort."
weakness,弱点、弱さ,動作・性質を名詞化した語。「弱点」という概念や結果を表す。 ,"The policy raised questions about weakness."
unite,～を結合させる,対象に働きかける動詞。「結合させる」動作から抽象的用法にも広がる。 ,"Please unite it after checking the instructions."
rational,道理にかなった,「道理にかなった」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose a rational example."
totally,全く,「全く」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The singer paused totally before the chorus."
inspire,～を鼓舞する,対象に働きかける動詞。「鼓舞する」動作から抽象的用法にも広がる。 ,"They decided to inspire it before noon."
historian,歴史家,「歴史家」という人・役割が主な意味。職業・立場・関係を表す。 ,"The manager reviewed the historian before the meeting."
disaster,災害,「災害」を指す基本語。物・考え・場面を具体的に表す。 ,"The guide mentioned the disaster near the entrance."
whisper,ささやく,「ささやく」という動きや変化を表す語。人・物の状態変化にも使う。 ,"A diagram showed the whisper clearly."
anger,怒り,「怒り」を指す基本語。物・考え・場面を具体的に表す。 ,"Anger flashed across his face."
pale,青白い,「青白い」を指す基本語。物・考え・場面を具体的に表す。 ,"A pale question started the debate."
reputation,評判,動作・性質を名詞化した語。「評判」という概念や結果を表す。 ,"The policy raised questions about reputation."
extraordinary,並はずれた,「並はずれた」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The editor marked an extraordinary phrase."
stir,～をかき混ぜる,対象に働きかける動詞。「かき混ぜる」動作から抽象的用法にも広がる。 ,"Workers learned to stir it during practice."
inhabitant,住人,「住人」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The coach praised an inhabitant effort."
historic,歴史に残る,歴史に残るほど重要な感覚。historicalとの違いに注意。 ,"The sign gave a historic warning."
residential,住居の,「住居の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The team chose a residential route."
biology,生物学,「生物学」を指す基本語。物・考え・場面を具体的に表す。 ,"The report connected the biology to the case."
northwest,北西,「北西」を指す基本語。物・考え・場面を具体的に表す。 ,"The note explained the northwest in plain words."
barrel,たる,「たる」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The guide mentioned the barrel near the entrance."
delight,大喜び,「大喜び」を指す基本語。物・考え・場面を具体的に表す。 ,"The music filled her with delight."
seize,～をぐいとつかむ,対象に働きかける動詞。「ぐいとつかむ」動作から抽象的用法にも広がる。 ,"The training video shows how to seize it safely."
disturbance,乱すこと,動作・性質を名詞化した語。「乱す」という概念や結果を表す。 ,"The committee discussed disturbance for an hour."
productive,生産的な,「生産的な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The report noted a productive pattern."
pit,地面の穴,「地面の穴」を指す基本語。物・考え・場面を具体的に表す。 ,"The checklist included the pit at the end."
collapse,つぶれる,「つぶれる」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The article described the collapse with an example."
highlight,最も明るい部分,最も目立つ部分が主な意味。強調する動詞にも使う。 ,"The calendar marked the highlight in blue."
immigration,移住,動作・性質を名詞化した語。「移住」という概念や結果を表す。 ,"Her essay connected immigration with daily life."
sacred,神聖な,「神聖な」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"A sacred color filled the evening sky."
altogether,まったく,「まったく」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The team worked altogether after the alarm."
complicate,～を複雑にする,対象に働きかける動詞。「複雑にする」動作から抽象的用法にも広がる。 ,"They decided to complicate it before noon."
companion,仲間,「仲間」という人・役割が主な意味。職業・立場・関係を表す。 ,"The invoice listed the companion clearly."
signature,署名,「署名」を指す基本語。物・考え・場面を具体的に表す。 ,"A diagram showed the signature clearly."
react,反応する,「反応する」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The team checked the react before leaving."
preservation,保護,動作・性質を名詞化した語。「保護」という概念や結果を表す。 ,"The speaker defined preservation with a simple example."
personally,自分自身で,「自分自身で」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The door closed personally behind us."
clinic,診療所,「診療所」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The team chose a clinic route."
massive,大きくて重い,「大きくて重い」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The report noted a massive pattern."
darkness,暗さ,動作・性質を名詞化した語。「暗さ」という概念や結果を表す。 ,"The debate revealed darkness after the vote."
protective,保護の,「保護の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The editor marked a protective phrase."
surgeon,外科医,「外科医」という人・役割が主な意味。職業・立場・関係を表す。 ,"The invoice listed the surgeon clearly."
intense,激しい,「激しい」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The teacher chose an intense example."
palm,手のひら,手のひらが主な意味。ヤシの木という意味もある。 ,"Hikers noticed the palm near the trail."
definitely,明確に,「明確に」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The boat drifted definitely across the lake."
enclose,～を囲む,対象に働きかける動詞。「囲む」動作から抽象的用法にも広がる。 ,"The guide showed us how to enclose it."
indirect,真っすぐでない,「真っすぐでない」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The sign gave an indirect warning."
instructor,教師,「教師」という人・役割が主な意味。職業・立場・関係を表す。 ,"The invoice listed the instructor clearly."
fragment,破片,「破片」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"Her essay connected fragment with daily life."
departure,立ち去ること,「立ち去る」を指す基本語。物・考え・場面を具体的に表す。 ,"The checklist included the departure at the end."
renew,～を新しくする,対象に働きかける動詞。「新しくする」動作から抽象的用法にも広がる。 ,"The guide showed us how to renew it."
tiny,～とても小さい,対象に働きかける動詞。「ても小さい」動作から抽象的用法にも広がる。 ,"The committee made a tiny decision."
worthy,価値のある,価値や資格がある感覚。尊敬・注目に値する意味で使う。 ,"A photo showed the worthy beside the road."
pot,鍋、つぼ,深めの容器が主な意味。鍋・つぼ・鉢など広く使う。 ,"The manual listed the pot under tools."
proud,誇りに思う,「誇りに思う」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The report connected the proud to the case."
scan,ざっと見る、スキャンする,「ざっと見る」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The note explained the scan in plain words."
glory,栄光,「栄光」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The guide suggested a glory method."
broadcast,～を放送する,広く電波や情報を流す感覚。放送・配信で使う。 ,"The training video shows how to broadcast it safely."
equality,等しいこと,動作・性質を名詞化した語。「等しい」という概念や結果を表す。 ,"Her essay connected equality with daily life."
widespread,広範囲にわたる,「広範囲にわたる」という動きや変化を表す語。人・物の状態変化にも使う。 ,"The visitor noticed the widespread near the doorway."
loud,大きな音の,「大きな音の」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"A loud bell echoed through the hall."
somehow,どうにかして,「どうにかして」様子を添える副詞。動作や文全体のニュアンスを変える。 ,"The guard moved somehow along the hallway."
fellow,仲間、同僚,「仲間」という人・役割が主な意味。職業・立場・関係を表す。 ,"The invoice listed the fellow clearly."
nutrition,栄養,動作・性質を名詞化した語。「栄養」という概念や結果を表す。 ,"The committee discussed nutrition for an hour."
wrap,～を巻きつける,対象に働きかける動詞。「巻きつける」動作から抽象的用法にも広がる。 ,"Workers learned to wrap it during practice."
crush,～を押しつぶす,対象に働きかける動詞。「押しつぶす」動作から抽象的用法にも広がる。 ,"The guide showed us how to crush it."
appreciation,正しく認識すること,動作・性質を名詞化した語。「正しく認識」という概念や結果を表す。 ,"The survey tracked appreciation over several years."
peculiar,変わった、独特の,「変わった」という状態・性質を表す語。人・物の特徴・評価を表す。 ,"The team chose a peculiar route."
organ,臓器、オルガン,体の器官が主な意味。楽器のオルガンの意味もある。 ,"The guide mentioned the organ near the entrance."
