english,japanese,detail,sample
password,合い言葉,「合い言葉」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The visitor noticed the password near the doorway."
celebrity,有名人,「有名人」を表す語。性質・立場・関係を名詞で表す。 ,"The celebrity arrived early for the workshop."
outlaw,無法者、禁止する,「法の外にある人」から、動詞では法律で禁止する意味。 ,"Experts can outlaw the contract carefully."
talented,才能のある,「才能のある」を表す語。動きや変化を表し、比喩にも広がる。 ,"The article described the talented with an example."
charm,魅力、～を魅了する,「魅力」を表す語。動きや変化を表し、比喩にも広がる。 ,"The teacher asked about the charm after class."
avenue,大通り、手段,「大通り」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The avenue arrived early for the workshop."
mustard,カラシ,「カラシ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The manual listed the mustard under tools."
comet,慧星,「慧星」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report connected the comet to the case."
dusty,ほこりっぽい,「ほこりっぽい」を表す語。人・物の性質・状態を表す形容詞。 ,"The room had a dusty feeling."
piety,信心深さ,「信心深さ」を表す語。人・物の性質・状態を表す形容詞。 ,"The guide suggested a piety method."
northeastern,北東の,「北東の」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The team chose a northeastern route."
devastate,～を壊滅させる,「壊滅させる」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please devastate it after checking the instructions."
handkerchief,ハンカチ,「ハンカチ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The visitor noticed the handkerchief near the doorway."
niece,姪,「姪」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The presenter pointed to the niece on the slide."
hearty,心のこもった、たっぷりの,「心のこもった」を表す語。人・物の性質・状態を表す形容詞。 ,"A hearty melody filled the hall."
bald,はげた,「はげた」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The article described the bald with an example."
preschool,小学校入学前の,「小学校入学前の」を表す語。科学・学問分野の文脈で使われる。 ,"The preschool opened early for visitors."
carton,カートン,「カートン」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The artist captured the carton in the sketch."
soothe,～をなだめる、和らげる,「なだめる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to soothe it."
unexpectedly,思いがけなく,「思いがけなく」を表す語。動きや変化を表し、比喩にも広がる。 ,"The door closed unexpectedly behind us."
unwanted,要求されない,「要求されない」を表す語。人・物の性質・状態を表す形容詞。 ,"The team chose an unwanted route."
mule,ラバ,「ラバ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The guide mentioned the mule near the entrance."
penny,セント銅貨,「セント銅貨」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted a penny pattern."
irritate,～をいらだたせる,「いらだたせる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to irritate it."
reef,礁,「礁」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The visitor noticed the reef near the doorway."
patrol,巡回する、巡回,「巡回する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The presenter pointed to the patrol on the slide."
inhale,吸い込む,「吸い込む」を表す語。動きや変化を表し、比喩にも広がる。 ,"The checklist included the inhale at the end."
steam,蒸気,「蒸気」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The article described the steam with an example."
bull,雄牛,「雄牛」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The bull moved quietly."
gardening,園芸,「園芸」を表す語。人・物の性質・状態を表す形容詞。 ,"The sign gave a gardening warning."
isle,小島,「小島」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The manual listed the isle under tools."
accidentally,偶然に,「偶然に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The team worked accidentally through the night."
bandage,包帯、～に包帯を巻く,「包帯」を表す語。動きや変化を表し、比喩にも広がる。 ,"The note explained the bandage in plain words."
outweigh,～より重要である、上回る,「～より重要である」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide mentioned the outweigh near the entrance."
handwriting,肉筆,「肉筆」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made a handwriting decision."
stun,～を驚かせる、気絶させる,「驚かせる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to stun it safely."
suffix,接尾辞,文法・語形成の用語。「接尾辞」として語や文の働きを表す。 ,"The visitor noticed the suffix near the doorway."
allergic,アレルギー性の,「アレルギー性の」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted an allergic pattern."
likeness,似ていること,「似ていること」を表す語。性質・状態そのものを名詞で表す。 ,"The speaker defined likeness with a simple example."
bark,吠える、樹皮,犬の吠え声と木の樹皮を表す。文脈で意味が分かれる。 ,"The bark moved quietly."
fascinate,～を魅了する,「魅了する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to fascinate it safely."
mischief,いたずら、悪さ,「いたずら」を表す語。人の性質・感情・状態を表す抽象語。 ,"Her smile looked mischief after the news."
jewel,宝石,「宝石」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The manual listed the jewel under tools."
diver,水に飛び込む人,「水に飛び込む人」を表す語。その役割を持つ人・物を表す名詞。 ,"The diver arrived early for the workshop."
giggle,くすくす笑う,「くすくす笑う」を表す語。動きや変化を表し、比喩にも広がる。 ,"The note explained the giggle in plain words."
extinct,絶滅した,「絶滅した」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The guide mentioned the extinct near the entrance."
stubborn,頑固な,「頑固な」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The committee made a stubborn decision."
limp,足を引きずる、ぐにゃりとした,「足を引きずる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The team checked the limp before leaving."
yoga,ヨガ,「ヨガ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The visitor noticed the yoga near the doorway."
sticky,べたべたした,「べたべたした」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made a sticky decision."
shiny,輝く,「輝く」を表す語。動きや変化を表し、比喩にも広がる。 ,"The checklist included the shiny at the end."
unpredictable,予測できない,「予測できない」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted an unpredictable pattern."
nasty,不快な、意地悪な,「不快な」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted a nasty pattern."
lifelong,生涯の,「生涯の」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The editor marked a lifelong phrase."
sunrise,日の出,「日の出」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"Experts know how to sunrise the trail marker safely."
photocopy,～を写真複写する,「写真複写する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to photocopy it safely."
humorous,こっけいな,「こっけいな」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a humorous phrase."
remembrance,記憶、追悼,「記憶」を表す語。行為・過程・結果を名詞で表す。 ,"The article linked remembrance to climate change."
phantom,幻、幽霊,「幻」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A diagram showed the phantom clearly."
thankful,感謝している,「感謝している」を表す語。動きや変化を表し、比喩にも広がる。 ,"The sign gave a thankful warning."
paddle,櫂、こぐ,「櫂」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The visitor noticed the paddle near the doorway."
fortnight,週間,「週間」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The calendar marked the fortnight in blue."
incredibly,信じられないほど,「信じられないほど」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"She spoke incredibly to the visitor."
puppy,子犬,「子犬」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a puppy phrase."
nickname,あだ名,「あだ名」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The teacher asked about the nickname after class."
gorgeous,豪華な、すばらしい,「豪華な」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose a gorgeous example."
fur,毛皮,「毛皮」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The manual listed the fur under tools."
mosquito,蚊,具体的な物・場所を指す語。「蚊」を場面の名詞として使う。 ,"The report connected the mosquito to the case."
luggage,手荷物,「手荷物」を表す語。状態やまとまりを名詞で表す。 ,"The luggage arrived early for the workshop."
applaud,拍手する、称賛する,「拍手する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The applaud arrived early for the workshop."
wildly,荒々しく、非常に,「荒々しく」を表す語。動きや変化を表し、比喩にも広がる。 ,"She spoke wildly to the visitor."
narrate,～を語る,「語る」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please narrate it after checking the instructions."
written,書かれた、文書の,「書かれた」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The guide suggested a written method."
vowel,母音,文法・語形成の用語。「母音」として語や文の働きを表す。 ,"The photograph showed the vowel in soft light."
motto,モットー,「モットー」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The checklist included the motto at the end."
boldly,大胆に,「大胆に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The machine ran boldly after the repair."
astronomer,天文学者,「天文学者」を表す語。その役割を持つ人・物を表す名詞。 ,"The astronomer arrived early for the workshop."
terrific,すばらしい、ものすごい,「すばらしい」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose a terrific example."
annoyance,いらだち、迷惑,「いらだち」を表す語。行為・過程・結果を名詞で表す。 ,"The speaker defined annoyance with a simple example."
calculator,計算者,「計算者」を表す語。その役割を持つ人・物を表す名詞。 ,"The calculator arrived early for the workshop."
elbow,ひじ,「ひじ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The note explained the elbow in plain words."
brightly,輝いて,「輝いて」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The team worked brightly through the night."
courageous,勇気のある,「勇気のある」を表す語。動きや変化を表し、比喩にも広がる。 ,"The report noted a courageous pattern."
vividly,あざやかに,「あざやかに」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The machine ran vividly after the repair."
anyhow,とにかく,「とにかく」を表す語。動きや変化を表し、比喩にも広がる。 ,"Anyhow, we arrived on time."
owing,～のために,原因・理由を示す語。owing toで「～のために」。 ,"The delay was owing to bad weather."
enjoyable,おもしろい,「おもしろい」を表す語。人・物の性質・状態を表す形容詞。 ,"Her smile looked enjoyable after the news."
hasty,急いだ、軽率な,「急いだ」を表す語。人・物の性質・状態を表す形容詞。 ,"A hasty color filled the evening sky."
peanut,落花生,「落花生」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The teacher asked about the peanut after class."
warmly,暖かく、親切に,「暖かく」を表す語。動きや変化を表し、比喩にも広がる。 ,"The door closed warmly behind us."
rearrange,～を並べ替える,「並べ替える」を表す語。動きや変化を表し、比喩にも広がる。 ,"The training video shows how to rearrange it safely."
necklace,首飾り,具体的な物・場所を指す語。「首飾り」を場面の名詞として使う。 ,"She wore a necklace."
rotten,腐った、ひどい,「腐った」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The teacher chose a rotten example."
humid,湿度の高い,「湿度の高い」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The editor marked a humid phrase."
diving,潜水,「潜水」を表す語。人・物の性質・状態を表す形容詞。 ,"A diving wind moved through the trees."
smoker,喫煙者,「喫煙者」を表す語。その役割を持つ人・物を表す名詞。 ,"The smoker arrived early for the workshop."
nap,昼寝,「昼寝」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The visitor noticed the nap near the doorway."
farmland,農地,「農地」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The presenter pointed to the farmland on the slide."
mend,～を修理する、よくなる,「修理する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide showed us how to mend it."
outdoors,屋外で,「屋外で」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The door closed outdoors behind us."
boxing,ボクシング,「ボクシング」を表す語。人・物の性質・状態を表す形容詞。 ,"The team chose a boxing route."
ecstasy,有頂天、恍惚,「有頂天」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked an ecstasy phrase."
gym,体操,「体操」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"I go to the gym after school."
caller,電話をかける人、訪問者,「電話をかける人」を表す語。その役割を持つ人・物を表す名詞。 ,"The screen displayed the caller after the update."
hut,小屋,具体的な物・場所を指す語。「小屋」を場面の名詞として使う。 ,"The note explained the hut in plain words."
rubbish,ごみ、くだらないこと,「ごみ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The guide mentioned the rubbish near the entrance."
robot,ロボット,「ロボット」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A diagram showed the robot clearly."
horrify,～をぞっとさせる,「ぞっとさせる」を表す語。動きや変化を表し、比喩にも広がる。 ,"Workers learned to horrify it during practice."
enthusiast,熱心な人,「熱心な人」を表す語。人の性質・感情・状態を表す抽象語。 ,"The room felt enthusiast after the announcement."
motionless,動かない,「動かない」を表す語。人・物の性質・状態を表す形容詞。 ,"The bird stayed motionless."
meditate,慎重に考える,「慎重に考える」を表す語。動きや変化を表し、比喩にも広がる。 ,"The checklist included the meditate at the end."
runaway,逃げた、暴走した,制御を離れて逃げるイメージ。暴走した状態にも使う。 ,"The article described the runaway with an example."
bent,曲がった、傾向,「曲がった」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report noted a bent pattern."
swollen,腫れた、ふくらんだ,「腫れた」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A photo showed the swollen beside the road."
stormy,嵐の、荒れた,「嵐の」を表す語。人・物の性質・状態を表す形容詞。 ,"The guide suggested a stormy method."
bedside,寝床の側まくら元,「寝床の側まくら元」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report connected the bedside to the case."
strawberry,イチゴ,「イチゴ」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a strawberry phrase."
qualified,資格のある、適任の,「資格のある」を表す語。動きや変化を表し、比喩にも広がる。 ,"A qualified color filled the evening sky."
frost,霜,「霜」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A diagram showed the frost clearly."
wither,しぼむ、衰える,「しぼむ」を表す語。動きや変化を表し、比喩にも広がる。 ,"The team checked the wither before leaving."
northeast,北東,「北東」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The visitor noticed the northeast near the doorway."
retrospect,回想、振り返り,「回想」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The presenter pointed to the retrospect on the slide."
anxiously,不安そうに、切望して,「不安そうに」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"She spoke anxiously to the visitor."
devastating,荒廃させる,「荒廃させる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The article described the devastating with an example."
waterfall,滝,具体的な物・場所を指す語。「滝」を場面の名詞として使う。 ,"Waterfall splashed against the rocks."
magician,魔法使い,「魔法使い」を表す語。その役割を持つ人・物を表す名詞。 ,"The teacher chose a magician example."
tornado,竜巻,「竜巻」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The manual listed the tornado under tools."
stunning,見事な、ぼう然とさせる,「見事な」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted a stunning pattern."
parrot,オウム,具体的な物・場所を指す語。「オウム」を場面の名詞として使う。 ,"The note explained the parrot in plain words."
trustworthy,信頼できる,「信頼できる」を表す語。動きや変化を表し、比喩にも広がる。 ,"The guide mentioned the trustworthy near the entrance."
emperor,皇帝,「皇帝」を表す語。その役割を持つ人・物を表す名詞。 ,"A diagram showed the emperor clearly."
empire,帝国,「帝国」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The team checked the empire before leaving."
diligent,勤勉な,「勤勉な」を表す語。人・物の性質・状態を表す形容詞。 ,"A diligent color filled the evening sky."
fright,恐怖,「恐怖」を表す語。人の性質・感情・状態を表す抽象語。 ,"The contract required a fright signature."
adverb,副詞,文法・語形成の用語。「副詞」として語や文の働きを表す。 ,"An adverb can modify a verb."
spinach,ホウレンソウ,「ホウレンソウ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The article described the spinach with an example."
dangerously,危険なほどに,「危険なほどに」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The child listened dangerously during the story."
wasteful,無駄の多い,「無駄の多い」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose a wasteful example."
sophomore,2年生,「2年生」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The calendar marked the sophomore in blue."
awesome,すばらしい、畏敬の念を起こす,「すばらしい」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report connected the awesome to the case."
eagerness,熱心,「熱心」を表す語。性質・状態そのものを名詞で表す。 ,"The lecture explored eagerness through real cases."
lorry,貨物自動車,「貨物自動車」を表す語。人・物の性質・状態を表す形容詞。 ,"The hotel offered a lorry view."
sorrow,悲しみ,「悲しみ」を表す語。人の性質・感情・状態を表す抽象語。 ,"The guide suggested a sorrow method."
gee,おや、へえ,驚きや困惑を軽く表す間投詞。くだけた会話で使う。 ,"The team checked the gee before leaving."
worn,使い古した、疲れた,「使い古した」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The visitor noticed the worn near the doorway."
curly,巻き毛の,「巻き毛の」を表す語。人・物の性質・状態を表す形容詞。 ,"She has curly hair."
wax,ろう、ワックスをかける,「ろう」を表す語。動きや変化を表し、比喩にも広がる。 ,"The checklist included the wax at the end."
wardrobe,衣装だんす、衣服一式,「衣装だんす」を表す語。動きや変化を表し、比喩にも広がる。 ,"The article described the wardrobe with an example."
sheriff,保安官,「保安官」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The teacher asked about the sheriff after class."
trumpet,トランペット,「トランペット」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A photo showed the trumpet beside the road."
pleasantly,心地よく,「心地よく」を表す語。動きや変化を表し、比喩にも広がる。 ,"She spoke pleasantly to the visitor."
carelessness,不注意,「不注意」を表す語。性質・状態そのものを名詞で表す。 ,"A carelessness delay changed the route."
bracelet,腕輪,「腕輪」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The note explained the bracelet in plain words."
firework,花火,具体的な物・場所を指す語。「花火」を場面の名詞として使う。 ,"The office kept the firework in a blue folder."
ferry,フェリー、渡す,「フェリー」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made a ferry decision."
idol,アイドル、偶像,「アイドル」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The team checked the idol before leaving."
parachute,パラシュート,「パラシュート」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The visitor noticed the parachute near the doorway."
turtle,海ガメ,「海ガメ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A field note described the turtle after the storm."
fountain,泉,「泉」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"Children tossed coins into the fountain."
preposition,前置詞,文法・語形成の用語。「前置詞」として語や文の働きを表す。 ,"The survey tracked preposition over several years."
thump,ドンと打つ音、強打する,「ドンと打つ音」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"Please thump the sketch."
boredom,退屈,「退屈」を表す語。状態やまとまりを名詞で表す。 ,"Her essay connected boredom with daily life."
