english,japanese,detail,sample
mailbox,郵便箱,「郵便箱」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The article described the mailbox with an example."
eyesight,視力,「視力」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The teacher asked about the eyesight after class."
summit,山頂、首脳会議,具体的な物・場所を指す語。「山頂」を場面の名詞として使う。 ,"The hikers photographed the summit at sunrise."
teammate,チームメート,「チームメート」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The manual listed the teammate under tools."
stuck,動けない、詰まった,「動けない」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report connected the stuck to the case."
skyscraper,摩天楼,「摩天楼」を表す語。その役割を持つ人・物を表す名詞。 ,"The note explained the skyscraper in plain words."
environmentalist,環境保護論者,「環境保護論者」を表す語。その役割を持つ人・物を表す名詞。 ,"The environmentalist arrived early for the workshop."
popcorn,ポップコーン,具体的な物・場所を指す語。「ポップコーン」を場面の名詞として使う。 ,"A diagram showed the popcorn clearly."
herd,群れ、～を集める,「群れ」を表す語。動きや変化を表し、比喩にも広がる。 ,"The team checked the herd before leaving."
stylish,流行の,「流行の」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The guide suggested a stylish method."
fuss,大騒ぎ、不満,「大騒ぎ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The presenter pointed to the fuss on the slide."
daisy,ヒナギク,「ヒナギク」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a daisy phrase."
moss,コケ,具体的な物・場所を指す語。「コケ」を場面の名詞として使う。 ,"The article described the moss with an example."
advert,広告,「広告」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The teacher asked about the advert after class."
jog,ジョギングする、軽く押す,「ジョギングする」を表す語。動きや変化を表し、比喩にも広がる。 ,"A photo showed the jog beside the road."
raspberry,キイチゴ,「キイチゴ」を表す語。人・物の性質・状態を表す形容詞。 ,"The team chose a raspberry route."
hostel,宿泊施設,「宿泊施設」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report connected the hostel to the case."
souvenir,記念品,「記念品」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The note explained the souvenir in plain words."
rubber,ゴム、消しゴム,「ゴム」を表す語。その役割を持つ人・物を表す名詞。 ,"The guide mentioned the rubber near the entrance."
handshake,握手,「握手」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The handshake arrived early for the workshop."
chariot,戦車、馬車,具体的な物・場所を指す語。「戦車」を場面の名詞として使う。 ,"The chariot moved quietly."
climber,よじ登る人,「よじ登る人」を表す語。その役割を持つ人・物を表す名詞。 ,"The climber arrived early for the workshop."
postman,郵便集配人,「郵便集配人」を表す語。その役割を持つ人・物を表す名詞。 ,"The postman arrived early for the workshop."
idiom,慣用句,文法・語形成の用語。「慣用句」として語や文の働きを表す。 ,"The checklist included the idiom at the end."
someplace,どこかに,「どこかに」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"Let's go someplace quiet."
schoolteacher,先生,「先生」を表す語。その役割を持つ人・物を表す名詞。 ,"The teacher asked about the schoolteacher after class."
rainforest,熱帯雨林,「熱帯雨林」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"Hikers noticed the rainforest near the trail."
rudely,無作法に,「無作法に」を表す語。動作・状態の程度や方向を補う副詞的な語。 ,"The singer paused rudely before the chorus."
kitten,子猫,具体的な物・場所を指す語。「子猫」を場面の名詞として使う。 ,"The kitten moved quietly."
fallen,落ちた、倒れた,「落ちた」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The note explained the fallen in plain words."
checkout,会計、チェックアウト,「会計」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The guide mentioned the checkout near the entrance."
tin,スズ、缶,「スズ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A diagram showed the tin clearly."
vet,獣医,「獣医」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The doctor explained the vet to the patient."
wizard,魔法使い,「魔法使い」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The room had a wizard feeling."
dishwasher,皿洗い,「皿洗い」を表す語。その役割を持つ人・物を表す名詞。 ,"The committee made a dishwasher decision."
immigrate,移住する,「移住する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The checklist included the immigrate at the end."
comma,コンマ,「コンマ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The article described the comma with an example."
calmness,平静さ,「平静さ」を表す語。性質・状態そのものを名詞で表す。 ,"The debate revealed calmness after the vote."
motherland,母国,「母国」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The motherland arrived early for the meeting."
adorable,とても愛らしい,「とても愛らしい」を表す語。人・物の性質・状態を表す形容詞。 ,"The room felt adorable after the announcement."
onstage,舞台の上で,「舞台の上で」を表す語。状態やまとまりを名詞で表す。 ,"The guard moved onstage along the hallway."
faraway,遠い,「遠い」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a faraway phrase."
signpost,道しるべ,「道しるべ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The guide mentioned the signpost near the entrance."
intermission,合い間,「合い間」を表す語。行為・過程・結果を名詞で表す。 ,"The speaker defined intermission with a simple example."
jogging,ジョギング,「ジョギング」を表す語。人・物の性質・状態を表す形容詞。 ,"The sign gave a jogging warning."
adverbial,副詞の,文法・語形成の用語。「副詞の」として語や文の働きを表す。 ,"The sentence has an adverbial phrase."
retell,～を再び語る,「再び語る」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please retell it after checking the instructions."
jug,水入れ,「水入れ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The hikers photographed the jug at sunrise."
liar,うそつき,「うそつき」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The article described the liar with an example."
toothpaste,練り歯磨き,「練り歯磨き」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"Put toothpaste on the brush."
untidy,だらしがない,「だらしがない」を表す語。人・物の性質・状態を表す形容詞。 ,"The teacher chose an untidy example."
snowstorm,吹雪,「吹雪」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"A field note described the snowstorm after the storm."
noisily,やかましく,「やかましく」を表す語。動きや変化を表し、比喩にも広がる。 ,"The boat drifted noisily across the lake."
bureau,事務局、たんす,「事務局」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The note explained the bureau in plain words."
freezer,冷凍器,「冷凍器」を表す語。その役割を持つ人・物を表す名詞。 ,"The guide mentioned the freezer near the entrance."
talkative,おしゃべりな,「おしゃべりな」を表す語。人・物の性質・状態を表す形容詞。 ,"The team chose a talkative route."
overjoyed,大喜びの,「大喜びの」を表す語。人・物の性質・状態を表す形容詞。 ,"Her smile looked overjoyed after the news."
penniless,無一文の,「無一文の」を表す語。人・物の性質・状態を表す形容詞。 ,"A penniless color filled the evening sky."
burglar,強盗、空き巣,「強盗」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The presenter pointed to the burglar on the slide."
pineapple,パイナップル,具体的な物・場所を指す語。「パイナップル」を場面の名詞として使う。 ,"The checklist included the pineapple at the end."
loudspeaker,拡声器,「拡声器」を表す語。その役割を持つ人・物を表す名詞。 ,"The critic discussed the loudspeaker after the concert."
tasteless,味のない,「味のない」を表す語。人・物の性質・状態を表す形容詞。 ,"The committee made a tasteless decision."
uninterested,興味のない,「興味のない」を表す語。人・物の性質・状態を表す形容詞。 ,"She seemed uninterested."
remainder,残り,「残り」を表す語。その役割を持つ人・物を表す名詞。 ,"The manual listed the remainder under tools."
universe,宇宙,「宇宙」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report connected the universe to the case."
saucer,受け皿,「受け皿」を表す語。その役割を持つ人・物を表す名詞。 ,"The kitchen smelled of saucer."
roadside,路傍,「路傍」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The guide marked the roadside on the map."
unwell,体の具合が悪い,「体の具合が悪い」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The report noted an unwell pattern."
brainstorming,ブレーンストーミング,「ブレーンストーミング」を表す語。人・物の性質・状態を表す形容詞。 ,"A brainstorming cloud covered the ridge."
golfer,ゴルフをする人,「ゴルフをする人」を表す語。その役割を持つ人・物を表す名詞。 ,"The golfer arrived early for the workshop."
canteen,食堂、水筒,「食堂」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"Please canteen the trail marker before the next step."
thunderous,雷の,「雷の」を表す語。人・物の性質・状態を表す形容詞。 ,"The editor marked a thunderous phrase."
procrastination,先延ばし,「先延ばし」を表す語。行為・過程・結果を名詞で表す。 ,"The article linked procrastination to climate change."
antonym,反意語,文法・語形成の用語。「反意語」として語や文の働きを表す。 ,"The teacher asked about the antonym after class."
razor,かみそり,「かみそり」を表す語。その役割を持つ人・物を表す名詞。 ,"A photo showed the razor beside the road."
jumper,セーター、跳ぶ人,「セーター」を表す語。その役割を持つ人・物を表す名詞。 ,"The jumper arrived early for the workshop."
nightlife,夜の楽しみ,「夜の楽しみ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The calendar marked the nightlife in blue."
sweatshirt,綿ジャージーの長袖のTシャツ,具体的な物・場所を指す語。「綿ジャージーの長袖のTシャツ」を場面の名詞として使う。 ,"The kitchen smelled of the sweatshirt at noon."
gorilla,ゴリラ,具体的な物・場所を指す語。「ゴリラ」を場面の名詞として使う。 ,"The guide mentioned the gorilla near the entrance."
schoolmate,学友,「学友」を表す語。科学・学問分野の文脈で使われる。 ,"A diagram showed the schoolmate clearly."
safari,遠征旅行,「遠征旅行」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"Tourists photographed the safari near the station."
addressee,受信人,「受信人」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The addressee arrived early for the workshop."
phoenix,不死鳥,「不死鳥」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The phoenix moved quietly."
ivory,象牙、象牙色,「象牙」を表す語。人・物の性質・状態を表す形容詞。 ,"The room had an ivory feeling."
underage,未成年の,「未成年の」を表す語。状態やまとまりを名詞で表す。 ,"The sign gave an underage warning."
backache,背の痛み,「背の痛み」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The chart recorded the backache carefully."
lifeguard,看視人,「看視人」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The lifeguard arrived early for the workshop."
sportsmanship,スポーツマンシップ,「スポーツマンシップ」を表す語。性質・立場・関係を名詞で表す。 ,"The hotel offered a sportsmanship view."
surrounding,囲む,「囲む」を表す語。動きや変化を表し、比喩にも広がる。 ,"The coach praised a surrounding effort."
babysitter,るす番の子守り,「るす番の子守り」を表す語。その役割を持つ人・物を表す名詞。 ,"The note explained the babysitter in plain words."
lettuce,レタス,具体的な物・場所を指す語。「レタス」を場面の名詞として使う。 ,"The guide mentioned the lettuce near the entrance."
farewell,さらば,「さらば」を表す語。人の性質・感情・状態を表す抽象語。 ,"The committee made a farewell decision."
jade,やせ馬・駄馬・女・を疲れ果てさせる・疲れ果てる,「やせ馬・駄馬・女・を疲れ果てさせる・疲れ果てる」を表す語。人の性質・感情・状態を表す抽象語。 ,"The jade moved quietly."
aspirin,アスピリン,具体的な物・場所を指す語。「アスピリン」を場面の名詞として使う。 ,"The visitor noticed the aspirin near the doorway."
handball,ハンドボール,「ハンドボール」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The presenter pointed to the handball on the slide."
underpants,パンツ,「パンツ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The checklist included the underpants at the end."
flunk,落第する、～に落第点をつける,「落第する」を表す語。動きや変化を表し、比喩にも広がる。 ,"The article described the flunk with an example."
thriller,スリラー,「スリラー」を表す語。その役割を持つ人・物を表す名詞。 ,"The teacher asked about the thriller after class."
pullover,プルオーバー,「プルオーバー」を表す語。その役割を持つ人・物を表す名詞。 ,"Her voice carried a hint of pullover."
cod,タラ,「タラ」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The manual listed the cod under tools."
latecomer,遅れて来た人,「遅れて来た人」を表す語。その役割を持つ人・物を表す名詞。 ,"The latecomer arrived early for the workshop."
goalkeeper,ゴールキーパー,「ゴールキーパー」を表す語。その役割を持つ人・物を表す名詞。 ,"The note explained the goalkeeper in plain words."
farthest,最も遠い,「最も遠い」を表す語。具体的な意味から、抽象的な使い方にも広がる。 ,"The painter chose a farthest color."
camel,ラクダ,具体的な物・場所を指す語。「ラクダ」を場面の名詞として使う。 ,"A diagram showed the camel clearly."
brick,レンガ,具体的な物・場所を指す語。「レンガ」を場面の名詞として使う。 ,"The team checked the brick before leaving."
sunbathe,日光浴をする,「日光浴をする」を表す語。動きや変化を表し、比喩にも広がる。 ,"Please sunbathe the trail marker."
ironing,アイロンがけ,「アイロンがけ」を表す語。人・物の性質・状態を表す形容詞。 ,"The report noted an ironing pattern."
