english,japanese,detail,sample
demography,人口統計学,「人口統計学」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The demography arrived early for the workshop."
incisor,門歯,「門歯」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The dentist checked the incisor."
congregate,集まる,「集まる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The note explained the congregate in plain words."
sap,樹液,「樹液」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The guide mentioned the sap near the entrance."
compliant,従順な,「従順な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The coach praised a compliant effort."
domestically,国内で；家庭内で,「国内で」を表す語という仕方。動作・判断の程度や話し手の態度を補う。「家庭内」の意味もある。 ,"The door closed domestically behind us."
fanciful,空想的な；現実離れした,「空想的な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「現実離れした」の意味もある。 ,"The team chose a fanciful route."
unoccupied,占有されていない,「占有されていない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The report noted an unoccupied pattern."
overseer,監督者,「監督者」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The overseer arrived early for the workshop."
perceptive,洞察力のある,「洞察力のある」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The editor marked a perceptive phrase."
sedentary,体を動かすことが少ない,「体を動かすことが少ない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The committee made a sedentary decision."
dislodge,～を無理に押しのける,「無理に押しのける」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The training video shows how to dislodge it safely."
inexplicable,説明できない,「説明できない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The committee made an inexplicable decision."
apprehensive,心配した,「心配した」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The report noted an apprehensive pattern."
grapefruit,グレープフルーツ,「グレープフルーツ」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The note explained the grapefruit in plain words."
fanatic,狂信者,「狂信者」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The guide suggested a fanatic method."
pleasurable,楽しい,「楽しい」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The team chose a pleasurable route."
cynicism,皮肉,「皮肉」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"Her essay connected cynicism with daily life."
gush,勢いよく噴き出す,「勢いよく噴き出す」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The visitor noticed the gush near the doorway."
restorative,回復させる,「回復させる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The coach praised a restorative effort."
devotee,熱中する人,「熱中する人」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The devotee arrived early for the workshop."
homely,家庭的な；素朴な,「家庭的な」を表す語という仕方。動作・判断の程度や話し手の態度を補う。「素朴な」の意味もある。 ,"The machine ran homely after the repair."
ludicrous,ばかげた,「ばかげた」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The committee made a ludicrous decision."
screenplay,映画のシナリオ,「映画のシナリオ」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The artist captured the screenplay in the sketch."
ferocious,恐ろしい,「恐ろしい」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The room felt ferocious after the announcement."
tantamount,同等の,「同等の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The committee made a tantamount decision."
sarcasm,皮肉,「皮肉」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The note explained the sarcasm in plain words."
ghostly,幽霊の,「幽霊の」を表す語という仕方。動作・判断の程度や話し手の態度を補う。 ,"The team worked ghostly through the night."
limitless,無限の,「無限の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The report noted a limitless pattern."
monotony,単調,「単調」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The team checked the monotony before leaving."
detest,～を嫌悪する,「嫌悪する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"They decided to detest it before noon."
inexhaustible,使いきれない,「使いきれない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher chose an inexhaustible example."
dismay,～をうろたえさせる,「うろたえさせる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Please dismay it after checking the instructions."
retrace,～を引き返す,「引き返す」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Workers learned to retrace it during practice."
extortion,恐喝；強要,「恐喝」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「強要」の意味もある。 ,"The speaker defined extortion with a simple example."
insecure,不安定な；自信のない,「不安定な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「自信のない」の意味もある。 ,"The sign gave an insecure warning."
altruism,利他主義,「利他主義」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The lecture explored altruism through real cases."
lavatory,トイレ；洗面所,「トイレ」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「洗面所」の意味もある。 ,"The report connected the lavatory to the case."
carpentry,大工職,「大工職」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The driver checked the carpentry before departure."
antiquated,時代遅れの,「時代遅れの」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The editor marked an antiquated phrase."
gourmet,食通,「食通」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The kitchen smelled of the gourmet all morning."
ewe,雌羊,「雌羊」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The ewe moved quietly."
scoff,あざける；嘲笑,「あざける」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「嘲笑」の意味もある。 ,"The visitor noticed the scoff near the doorway."
disillusionment,幻滅,「幻滅」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The article linked disillusionment to climate change."
succulent,汁気の多い；魅力的な,「汁気の多い」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「魅力的な」の意味もある。 ,"The room had a succulent feeling."
tranquil,静かな,「静かな」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The room was tranquil."
interject,～を差しはさむ,「差しはさむ」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The training video shows how to interject it safely."
veneration,尊敬,「尊敬」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"Her essay connected veneration with daily life."
supple,柔軟な,「柔軟な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"A supple color filled the evening sky."
bearded,ひげのある,「ひげのある」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The coach praised a bearded effort."
connoisseur,目利き；鑑定家,「目利き」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「鑑定家」の意味もある。 ,"The connoisseur arrived early for the workshop."
hypocrite,偽善者,「偽善者」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The hypocrite arrived early for the workshop."
munch,～をむしゃむしゃ食べる,「むしゃむしゃ食べる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The crew will munch the sauce after the inspection."
sarcastic,皮肉な,「皮肉な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher chose a sarcastic example."
wayside,道ばた,「道ばた」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The room had a wayside feeling."
methodical,秩序立った,「秩序立った」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The committee made a methodical decision."
detritus,破片；残骸,「破片」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「残骸」の意味もある。 ,"The checklist included the detritus at the end."
plummet,まっすぐに落ちる,「まっすぐに落ちる」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The article described the plummet with an example."
otter,カワウソ,「カワウソ」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The teacher asked about the otter after class."
innovate,革新する,「革新する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"A photo showed the innovate beside the road."
altruistic,利他主義的,「利他主義的」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The guide suggested an altruistic method."
panoramic,全景が見える,「全景が見える」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The teacher chose a panoramic example."
squander,～を浪費する,「浪費する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Please squander it after checking the instructions."
placid,穏やかな,「穏やかな」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"A placid color filled the evening sky."
lethargy,無気力,「動く気力がない状態」を表す語。眠気より無気力の響きが強い。 ,"A diagram showed the lethargy clearly."
pounce,飛びかかる,「飛びかかる」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The team checked the pounce before leaving."
silhouette,影絵,「影絵」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The critic discussed the silhouette after the concert."
wry,皮肉な；ゆがんだ,「皮肉な」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「ゆがんだ」の意味もある。 ,"The presenter pointed to the wry on the slide."
plausibility,もっともらしさ,「もっともらしさ」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The debate revealed plausibility after the vote."
ceaseless,絶え間のない,「絶え間のない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The editor marked a ceaseless phrase."
heroine,女性の英雄,「女性の英雄」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The librarian set the heroine near the entrance."
exuberant,元気に満ちあふれている,「元気に満ちあふれている」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"A photo showed the exuberant beside the road."
avid,熱心な；貪欲な,「熱心な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「貪欲な」の意味もある。 ,"The committee made an avid decision."
daunt,～をおじけづかせる,「おじけづかせる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Workers learned to daunt it during practice."
unsettle,～を動揺させる,「動揺させる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to unsettle it."
daydream,白日夢,「白日夢」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The guide mentioned the daydream near the entrance."
prowl,足音をしのばせてうろつき回る,「足音をしのばせてうろつき回る」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The photograph showed the prowl in soft light."
violet,スミレ,「スミレ」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The team checked the violet before leaving."
induct,～を就任させる；導入する,「就任させる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「導入する」の意味もある。 ,"Workers learned to induct it during practice."
gruesome,恐ろしい,「恐ろしい」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The editor marked a gruesome phrase."
cloak,外とう；覆い隠すもの,「覆って隠すもの」を表す語。外とうから隠蔽の比喩へ広がる。「覆い隠すもの」の意味もある。 ,"The coach praised a cloak effort."
rustle,サラサラ音を立てる,「サラサラ音を立てる」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The critic discussed the rustle after the concert."
showy,人目を引く,「人目を引く」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The showy arrived early for the workshop."
smug,自己満足した,「自己満足した」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher chose a smug example."
venerate,～を尊敬する,「尊敬する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to venerate it."
gnaw,～をかじる,「かじる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"They decided to gnaw it before noon."
domestication,飼いならすこと,「飼いならすこと」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The lecture explored domestication through real cases."
convoluted,回旋状の,「回旋状の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The report noted a convoluted pattern."
suitor,求婚者,「求婚者」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The suitor arrived early for the workshop."
artistically,芸術的に,「芸術的に」を表す語という仕方。動作・判断の程度や話し手の態度を補う。 ,"The machine ran artistically after the repair."
enviable,人をうらやましがらせる,「人をうらやましがらせる」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The guide suggested an enviable method."
docile,扱いやすい,「扱いやすい」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The teacher chose a docile example."
sentient,知覚力のある,「知覚力のある」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The editor marked a sentient phrase."
quip,警句,「警句」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The article described the quip with an example."
cleanly,きれいに；潔く,「きれいに」を表す語という仕方。動作・判断の程度や話し手の態度を補う。「潔く」の意味もある。 ,"The singer paused cleanly before the chorus."
refurbish,～をぴかぴかにみがき直す,「ぴかぴかにみがき直す」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"They decided to refurbish it before noon."
hypocritical,偽善の,「偽善の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The team chose a hypocritical route."
oddity,奇妙なもの；変わり者,「奇妙なもの」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「変わり者」の意味もある。 ,"The oddity arrived early for the workshop."
uneventful,波乱のない,「波乱のない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher chose an uneventful example."
exuberance,活気；あふれる豊かさ,「活気」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「あふれる豊かさ」の意味もある。 ,"The study measured exuberance across three groups."
roundup,一斉検挙；まとめ,「一斉検挙」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「まとめ」の意味もある。 ,"A diagram showed the roundup clearly."
flashback,回想場面,「過去へ戻る場面」を表す語。記憶・映画技法の両方で使う。 ,"The artist captured the flashback in the sketch."
plausibly,もっともらしく,「もっともらしく」を表す語という仕方。動作・判断の程度や話し手の態度を補う。 ,"The child listened plausibly during the story."
magnetically,磁気によって,「磁気によって」を表す語という仕方。動作・判断の程度や話し手の態度を補う。 ,"The boat drifted magnetically across the lake."
gadget,小型機器；便利な道具,「小型機器」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「便利な道具」の意味もある。 ,"The checklist included the gadget at the end."
folktale,伝説物語,「伝説物語」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The article described the folktale with an example."
tantrum,かんしゃく,「かんしゃく」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The teacher asked about the tantrum after class."
sarcastically,皮肉たっぷりに,「皮肉たっぷりに」を表す語という仕方。動作・判断の程度や話し手の態度を補う。 ,"The team worked sarcastically through the night."
stuffy,息苦しい；堅苦しい,「息苦しい」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「堅苦しい」の意味もある。 ,"A stuffy color filled the evening sky."
accustomed,慣れた,「慣れた」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The coach praised an accustomed effort."
frosty,霜の降りた；冷たい,「霜の降りた」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「冷たい」の意味もある。 ,"The coach praised a frosty effort."
dutiful,本分を守る,「本分を守る」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The teacher chose a dutiful example."
manicure,手の爪の手入れ,「手の爪の手入れ」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The manicure arrived early for the workshop."
sedate,落ち着いた；鎮静する,「落ち着いた」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「鎮静する」の意味もある。 ,"The team checked the sedate before leaving."
paternalistic,温情主義的な,「温情主義的な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The room had a paternalistic feeling."
scornful,軽べつする,「軽べつする」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The committee made a scornful decision."
concerto,協奏曲,「協奏曲」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The checklist included the concerto at the end."
hibernation,冬眠,「冬眠」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"Her essay connected hibernation with daily life."
tinker,いじくる；修理屋,「いじくる」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「修理屋」の意味もある。 ,"The teacher asked about the tinker after class."
undaunted,恐れない,「恐れない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"Her smile looked undaunted after the news."
insubordination,不服従,「不服従」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"A short story illustrated insubordination clearly."
chisel,～のみ,「み」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"He used a chisel to cut the stone."
reminisce,思い出話をする,「思い出話をする」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The note explained the reminisce in plain words."
exhilarate,～をうきうきさせる,「うきうきさせる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"Workers learned to exhilarate it during practice."
wrangle,口論,「口論」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"A diagram showed the wrangle clearly."
interjection,間投詞,「間投詞」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The survey tracked interjection over several years."
spartan,スパルタの,「スパルタの」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The painter chose a spartan color."
tactful,如才ない,「如才ない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The report noted a tactful pattern."
temperamental,気性からくる,「気性からくる」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The teacher chose a temperamental example."
transfix,～を釘づけにする,「釘づけにする」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to transfix it."
imp,小悪魔,「小悪魔」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The teacher asked about the imp after class."
liaison,連絡；仲介,「連絡」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「仲介」の意味もある。 ,"A photo showed the liaison beside the road."
effortless,楽々とできる,「楽々とできる」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The committee made an effortless decision."
exhilaration,うきうきさせること,「うきうきさせること」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The article linked exhilaration to climate change."
mountaineer,登山家,「登山家」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"Hikers noticed the mountaineer near the trail."
detestable,憎悪すべき,「憎悪すべき」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The guide suggested a detestable method."
climactic,最高潮の,「最高潮の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The team chose a climactic route."
cynic,皮肉屋,「皮肉屋」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The editor marked a cynic phrase."
inexcusable,言い訳のたたない,「言い訳のたたない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"His behavior was inexcusable."
exhilarating,うきうきさせる,「うきうきさせる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The coach praised an exhilarating effort."
aimless,目的のない,「目的のない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The coach praised an aimless effort."
stoke,～をかき立てる,「かき立てる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The training video shows how to stoke it safely."
craving,切望,「切望」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The teacher asked about the craving after class."
staccato,スタッカートの,「スタッカートの」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher chose a staccato example."
nondescript,目立った特色のない,「目立った特色のない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The wall is nondescript."
impersonation,まねをすること,「まねをすること」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"His impersonation made everyone laugh."
demise,死,「死」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The note explained the demise in plain words."
gig,単発の仕事；ライブ,「一回限りの仕事」を表す語。音楽ライブや副業にも使う。「単発の仕事」の意味もある。 ,"The invoice listed the gig clearly."
